sedan2door_-20_40_-20_0_20_240_20_400 gt:['-20', '40', '-20', '0', '20'] pred:[20.       46.746803 20.       14.743726 17.789633]
hatchback_-40_0_-20_20_40_80_20_400 gt:['-40', '0', '-20', '20', '40'] pred:[42.80192  0.      19.17309 20.      40.     ]
hatchback_-40_20_0_0_0_160_20_400 gt:['-40', '20', '0', '0', '0'] pred:[40.        26.929583   0.         4.1786137  0.       ]
hatchback_-20_0_-20_40_40_0_40_450 gt:['-20', '0', '-20', '40', '40'] pred:[18.419813  0.       22.285492 40.       40.81771 ]
hybrid_-40_40_0_20_20_40_20_450 gt:['-40', '40', '0', '20', '20'] pred:[43.042194 40.       24.14565  20.       20.      ]
suv_-20_20_-20_40_20_80_20_450 gt:['-20', '20', '-20', '40', '20'] pred:[17.380306 20.       23.683895 40.       20.      ]
suv_0_20_-40_0_0_200_20_400 gt:['0', '20', '-40', '0', '0'] pred:[ 0.        22.847822  40.         2.238142   1.6928631]
hatchback_-20_0_-20_20_0_240_80_400 gt:['-20', '0', '-20', '20', '0'] pred:[18.041767   2.7588792 20.668354  17.105389   0.9853648]
sedan2door_-40_20_-40_0_40_360_60_450 gt:['-40', '20', '-40', '0', '40'] pred:[40.331905 17.222683 20.490986  0.       39.882683]
sedan4door_0_20_-40_0_40_0_20_450 gt:['0', '20', '-40', '0', '40'] pred:[ 2.7354124 20.        41.38053    0.        40.       ]
suv_-20_40_-40_20_40_200_60_400 gt:['-20', '40', '-40', '20', '40'] pred:[20.066076 44.470795 40.       18.112295 42.11552 ]
sedan2door_-40_40_-20_40_20_320_80_400 gt:['-40', '40', '-20', '40', '20'] pred:[40.47664  40.151093 20.993052 16.348368 25.08856 ]
sedan4door_-20_40_-20_0_20_280_20_450 gt:['-20', '40', '-20', '0', '20'] pred:[19.407345 40.       18.363937  0.       17.18855 ]
hatchback_0_20_-40_20_20_280_40_450 gt:['0', '20', '-40', '20', '20'] pred:[ 5.2592316 17.63855   36.28321   20.694595  14.690168 ]
sedan4door_-20_20_-40_20_20_200_20_450 gt:['-20', '20', '-40', '20', '20'] pred:[20.       23.049011 40.       17.66387  21.549942]
sedan2door_-20_20_-20_0_20_200_40_400 gt:['-20', '20', '-20', '0', '20'] pred:[20.       20.25018  20.       27.663544 18.552498]
hatchback_0_40_-40_40_0_200_80_400 gt:['0', '40', '-40', '40', '0'] pred:[ 3.6459317 43.132957  36.205273  40.081554   1.8655541]
suv_0_0_-40_40_40_200_60_400 gt:['0', '0', '-40', '40', '40'] pred:[ 7.143031  4.273268 40.       40.3569   43.789207]
suv_0_20_0_0_40_200_80_400 gt:['0', '20', '0', '0', '40'] pred:[ 1.2541534 14.569934   5.5942764  2.3871958 37.029503 ]
sedan4door_-20_20_-40_20_0_200_60_400 gt:['-20', '20', '-40', '20', '0'] pred:[18.736362 23.365887 40.       17.645628  2.160482]
hatchback_-20_40_-20_0_20_0_40_400 gt:['-20', '40', '-20', '0', '20'] pred:[17.670494 40.       22.399708  0.       19.933088]
hybrid_-20_40_0_40_40_240_60_400 gt:['-20', '40', '0', '40', '40'] pred:[16.547415 41.525417 39.580654 20.334658 40.19229 ]
sedan2door_0_40_0_20_40_0_20_450 gt:['0', '40', '0', '20', '40'] pred:[ 1.9286299 40.         9.635757  20.        40.       ]
suv_-20_0_-20_20_40_200_20_450 gt:['-20', '0', '-20', '20', '40'] pred:[20.         4.4181066 20.        16.967293  45.12681  ]
sedan4door_0_20_0_0_20_240_40_450 gt:['0', '20', '0', '0', '20'] pred:[ 0.        22.212856   0.         3.1873975 19.647116 ]
hybrid_-20_40_-20_0_0_240_80_450 gt:['-20', '40', '-20', '0', '0'] pred:[18.354391  41.75687   12.455633  22.782799   2.5477607]
suv_-20_20_0_0_20_80_80_400 gt:['-20', '20', '0', '0', '20'] pred:[17.535685  18.372461   4.883891   1.3451854 20.       ]
hatchback_-20_0_-20_0_20_320_40_400 gt:['-20', '0', '-20', '0', '20'] pred:[16.177656  0.       21.204487  0.       18.530926]
hatchback_0_20_0_0_0_320_60_450 gt:['0', '20', '0', '0', '0'] pred:[ 1.9055424 20.204824   4.838166   4.687411   0.6934442]
hatchback_-20_40_-40_20_40_200_40_400 gt:['-20', '40', '-40', '20', '40'] pred:[20.       42.833717 40.       19.913193 38.700203]
hybrid_-20_0_-40_40_20_80_40_400 gt:['-20', '0', '-40', '40', '20'] pred:[19.285881   1.8776761 10.376561  40.        20.       ]
sedan2door_-40_0_0_40_0_0_60_400 gt:['-40', '0', '0', '40', '0'] pred:[44.372044   2.9064846 24.636238  40.         1.7323306]
suv_-20_40_-40_0_0_240_60_400 gt:['-20', '40', '-40', '0', '0'] pred:[12.67751   47.36132   37.682053   2.4683342  2.2328472]
hatchback_-40_20_0_40_20_280_40_450 gt:['-40', '20', '0', '40', '20'] pred:[43.753956  19.472916   6.0421653 39.573948  22.713047 ]
hatchback_-20_40_-20_0_0_120_40_450 gt:['-20', '40', '-20', '0', '0'] pred:[20.       43.613483 20.        8.574649  0.      ]
suv_-40_40_0_20_40_320_60_450 gt:['-40', '40', '0', '20', '40'] pred:[40.133713  44.04004    5.0602064 13.317968  41.59578  ]
sedan4door_-40_0_-20_20_0_320_20_400 gt:['-40', '0', '-20', '20', '0'] pred:[41.458942   0.        21.919695  20.         3.2546155]
sedan4door_-40_20_0_40_20_160_80_450 gt:['-40', '20', '0', '40', '20'] pred:[46.065475  19.760048   2.9860795 40.212082  18.850489 ]
sedan2door_0_0_0_0_20_120_40_400 gt:['0', '0', '0', '0', '20'] pred:[ 0.        3.196662  0.       33.927055 20.      ]
hybrid_-40_0_-40_20_40_200_20_400 gt:['-40', '0', '-40', '20', '40'] pred:[40.         5.0037284 40.        11.922752  43.778984 ]
sedan2door_-40_20_0_0_0_320_40_450 gt:['-40', '20', '0', '0', '0'] pred:[43.374306 20.       29.393564  0.        2.126536]
sedan4door_0_20_-20_0_20_280_40_450 gt:['0', '20', '-20', '0', '20'] pred:[ 2.734237  24.09673   19.476166   3.1153843 24.999546 ]
hatchback_-40_0_0_40_40_160_20_450 gt:['-40', '0', '0', '40', '40'] pred:[40.         5.4957595  0.        38.21437   40.       ]
suv_-20_20_-40_40_40_360_20_400 gt:['-20', '20', '-40', '40', '40'] pred:[16.528915 20.       44.315914 40.       40.      ]
sedan2door_0_0_-20_20_20_0_20_400 gt:['0', '0', '-20', '20', '20'] pred:[ 1.3739197  0.        33.122757  20.        20.       ]
sedan2door_-20_40_0_20_20_80_60_450 gt:['-20', '40', '0', '20', '20'] pred:[17.354832 44.01833  12.868402 32.541435 20.195705]
sedan2door_-20_20_-20_0_0_40_20_400 gt:['-20', '20', '-20', '0', '0'] pred:[19.67757  20.       17.931948  0.        0.      ]
hatchback_0_40_-20_20_0_280_80_400 gt:['0', '40', '-20', '20', '0'] pred:[ 3.1913464 41.693424  21.811466  21.698181   1.3865905]
sedan4door_0_20_-40_0_20_40_20_450 gt:['0', '20', '-40', '0', '20'] pred:[ 2.723212 20.       47.042     0.       20.      ]
sedan2door_0_0_-40_20_40_120_20_450 gt:['0', '0', '-40', '20', '40'] pred:[ 0.         3.2371454 40.        19.240454  40.       ]
hatchback_-20_20_-40_20_20_80_60_400 gt:['-20', '20', '-40', '20', '20'] pred:[12.318176 25.676777 44.479813 17.749702 20.126415]
suv_-40_20_-20_0_0_360_80_400 gt:['-40', '20', '-20', '0', '0'] pred:[43.099712  23.06629   21.674463   2.2844467  3.2080224]
hybrid_-40_40_-20_40_0_200_80_400 gt:['-40', '40', '-20', '40', '0'] pred:[39.368565  44.346695  21.073132  22.992746   5.0566764]
sedan4door_0_40_-40_20_0_320_40_400 gt:['0', '40', '-40', '20', '0'] pred:[ 4.805214 40.       41.264046 20.        1.606089]
sedan4door_-20_40_-20_0_20_120_40_450 gt:['-20', '40', '-20', '0', '20'] pred:[20.        43.35048   20.         4.3238263 20.       ]
hatchback_-20_0_-40_0_20_120_80_400 gt:['-20', '0', '-40', '0', '20'] pred:[16.877094   5.4136744 42.801247   5.5978675 22.783432 ]
hatchback_-40_20_-20_40_40_80_60_450 gt:['-40', '20', '-20', '40', '40'] pred:[39.507694 28.573624 21.336344 37.733364 41.66393 ]
sedan4door_0_20_-20_20_40_0_60_450 gt:['0', '20', '-20', '20', '40'] pred:[ 2.9066236 22.269037  17.707401  20.        42.19583  ]
suv_-40_20_0_40_0_320_80_400 gt:['-40', '20', '0', '40', '0'] pred:[39.417477 21.7926    5.975698 38.47363   1.852431]
sedan2door_-40_40_-20_0_40_80_80_400 gt:['-40', '40', '-20', '0', '40'] pred:[38.699028 44.389305 33.20896  19.513485 40.      ]
hybrid_-20_40_-40_40_0_0_40_400 gt:['-20', '40', '-40', '40', '0'] pred:[16.986769  40.        14.658372  40.         1.6009501]
suv_-40_20_-40_0_40_320_20_450 gt:['-40', '20', '-40', '0', '40'] pred:[41.892574 20.       41.13222   0.       37.961353]
sedan2door_-20_20_-40_20_40_40_60_400 gt:['-20', '20', '-40', '20', '40'] pred:[20.768402 20.120195  9.0636   20.       40.652393]
sedan2door_-40_40_-20_20_20_0_80_400 gt:['-40', '40', '-20', '20', '20'] pred:[39.84932  41.31095  23.375446 25.317272 20.639486]
sedan2door_0_20_-20_0_20_240_60_400 gt:['0', '20', '-20', '0', '20'] pred:[ 2.8375072 23.040377  13.470889  16.86904   19.095802 ]
hybrid_0_40_-40_0_40_200_80_400 gt:['0', '40', '-40', '0', '40'] pred:[ 2.5214899 44.839474  26.803326  16.86044   36.235626 ]
suv_-40_40_0_40_40_120_60_450 gt:['-40', '40', '0', '40', '40'] pred:[40.921753 38.261185  0.       40.499855 36.364758]
suv_-40_40_-20_40_0_40_40_450 gt:['-40', '40', '-20', '40', '0'] pred:[42.3083    40.        14.708671  40.         3.6619976]
sedan4door_-20_20_0_0_40_280_60_450 gt:['-20', '20', '0', '0', '40'] pred:[16.345215  20.848545   8.347227   4.9547634 44.385006 ]
suv_-40_40_-20_40_0_240_20_450 gt:['-40', '40', '-20', '40', '0'] pred:[40.       44.45859  20.       42.795128  1.174577]
hybrid_-20_40_0_40_40_360_80_450 gt:['-20', '40', '0', '40', '40'] pred:[20.59608  43.964294 18.340178 10.224687 41.378902]
hatchback_-20_20_0_40_20_360_60_450 gt:['-20', '20', '0', '40', '20'] pred:[19.838636  23.303535   3.8536253 40.        23.266203 ]
hatchback_-40_0_0_0_0_0_40_450 gt:['-40', '0', '0', '0', '0'] pred:[42.03885    0.         4.6504107  0.         2.4307978]
hybrid_-20_0_-20_0_40_80_20_450 gt:['-20', '0', '-20', '0', '40'] pred:[18.54689   0.       12.226319  0.       40.      ]
hybrid_0_40_0_20_20_360_60_450 gt:['0', '40', '0', '20', '20'] pred:[ 3.1012423 46.733547  15.795401  20.        20.904501 ]
suv_0_20_0_0_20_280_60_450 gt:['0', '20', '0', '0', '20'] pred:[ 2.345699 24.661081  4.358142  4.169628 21.893036]
sedan2door_-20_20_0_0_40_120_80_450 gt:['-20', '20', '0', '0', '40'] pred:[17.804827 25.254553 18.859608 21.37657  38.925777]
hatchback_-20_20_-20_40_20_160_20_450 gt:['-20', '20', '-20', '40', '20'] pred:[20.       18.707815 20.       41.516533 20.      ]
suv_-40_20_0_0_0_360_40_450 gt:['-40', '20', '0', '0', '0'] pred:[43.82209   20.         2.67718    0.         2.5385787]
sedan2door_-20_40_0_0_20_0_20_450 gt:['-20', '40', '0', '0', '20'] pred:[17.709883 40.       14.151415  0.       20.      ]
hybrid_0_40_-40_20_0_320_40_400 gt:['0', '40', '-40', '20', '0'] pred:[ 1.586648  40.        14.828309  20.         1.4304706]
suv_-40_20_-20_0_40_320_60_400 gt:['-40', '20', '-20', '0', '40'] pred:[41.580326  21.430609  19.370335   2.6173112 43.126457 ]
hatchback_-20_0_-40_0_20_160_20_450 gt:['-20', '0', '-40', '0', '20'] pred:[20.         4.027167  40.         3.8568614 20.       ]
suv_0_20_-20_40_0_40_60_450 gt:['0', '20', '-20', '40', '0'] pred:[ 3.909761  18.88878   21.444983  40.         2.6398335]
hybrid_-40_0_-40_40_40_40_40_400 gt:['-40', '0', '-40', '40', '40'] pred:[37.855255   0.         7.6891065 40.        43.286346 ]
hybrid_-40_40_-20_20_20_320_80_450 gt:['-40', '40', '-20', '20', '20'] pred:[40.659103 43.242382 16.729446 13.873825 25.845896]
hybrid_0_20_-40_20_20_200_60_400 gt:['0', '20', '-40', '20', '20'] pred:[ 2.7217486 24.85996   40.        14.813778  19.046589 ]
sedan2door_-20_0_0_20_20_80_80_400 gt:['-20', '0', '0', '20', '20'] pred:[18.460037  2.41913  27.123667 18.852568 20.      ]
sedan2door_0_40_-40_0_20_160_20_400 gt:['0', '40', '-40', '0', '20'] pred:[ 0.       45.821487 40.       26.963572 20.      ]
sedan2door_0_40_0_0_40_160_40_400 gt:['0', '40', '0', '0', '40'] pred:[ 0.       41.589993  0.       27.365145 39.813652]
sedan2door_-20_20_-20_40_20_200_80_450 gt:['-20', '20', '-20', '40', '20'] pred:[17.176224 22.544992 13.145895 14.626756 19.940834]
sedan4door_-20_0_-20_0_0_280_80_400 gt:['-20', '0', '-20', '0', '0'] pred:[18.305477   2.6159782 16.998121   3.2839866  1.7849576]
suv_-40_0_0_0_40_120_60_400 gt:['-40', '0', '0', '0', '40'] pred:[44.3047     4.3265023  0.         3.5038338 43.558434 ]
hatchback_0_40_-20_20_0_280_20_450 gt:['0', '40', '-20', '20', '0'] pred:[ 5.778077  40.        13.580111  20.         2.3570504]
hatchback_-20_20_-20_0_40_80_40_400 gt:['-20', '20', '-20', '0', '40'] pred:[17.85617  19.125198 22.608507  0.       40.      ]
hatchback_0_40_-20_0_0_120_60_400 gt:['0', '40', '-20', '0', '0'] pred:[ 1.9207754 45.373783  20.         4.226657   1.8938756]
hybrid_-20_0_0_20_20_360_40_450 gt:['-20', '0', '0', '20', '20'] pred:[19.096     0.       12.464756 20.       22.33748 ]
sedan4door_0_20_-40_40_40_200_60_450 gt:['0', '20', '-40', '40', '40'] pred:[ 7.3630095 21.53458   40.        38.96709   41.662834 ]
suv_-40_20_-40_20_40_120_60_450 gt:['-40', '20', '-40', '20', '40'] pred:[39.31607  23.005121 40.       21.672596 41.953777]
sedan2door_0_20_-40_40_40_200_60_400 gt:['0', '20', '-40', '40', '40'] pred:[ 5.3092337 24.026148  40.        16.333065  38.82632  ]
hybrid_0_0_0_0_20_160_40_400 gt:['0', '0', '0', '0', '20'] pred:[ 0.         2.9649792  0.        28.017952  23.49855  ]
hatchback_0_20_-40_0_0_360_80_400 gt:['0', '20', '-40', '0', '0'] pred:[ 2.526032  20.294022  42.910244   3.2613301  1.348047 ]
sedan4door_-20_0_-40_20_20_120_60_400 gt:['-20', '0', '-40', '20', '20'] pred:[18.622812   5.7430253 40.        18.469881  17.984064 ]
sedan4door_0_40_0_20_40_120_60_400 gt:['0', '40', '0', '20', '40'] pred:[ 2.108409 40.905724  0.       20.738483 40.602196]
sedan2door_-40_0_-40_40_0_240_40_450 gt:['-40', '0', '-40', '40', '0'] pred:[40.         4.409816  40.        27.800468   1.4028451]
hatchback_-40_40_-40_40_0_40_60_450 gt:['-40', '40', '-40', '40', '0'] pred:[39.81672   42.839592  42.899357  40.         2.3227696]
hatchback_-40_40_-20_40_40_80_20_450 gt:['-40', '40', '-20', '40', '40'] pred:[42.984726 40.       14.241348 40.       40.      ]
suv_-40_40_-20_40_0_120_40_450 gt:['-40', '40', '-20', '40', '0'] pred:[40.       42.903027 20.       45.062347  0.      ]
sedan4door_-40_20_-40_0_20_200_40_450 gt:['-40', '20', '-40', '0', '20'] pred:[40.       23.850977 40.        3.068294 19.554153]
sedan4door_-20_0_-20_40_20_280_60_450 gt:['-20', '0', '-20', '40', '20'] pred:[17.079508  4.076307 15.353499 45.27057  20.503408]
suv_0_40_-20_0_20_160_40_450 gt:['0', '40', '-20', '0', '20'] pred:[ 0.        44.19448   20.         2.4053605 22.828108 ]
suv_-20_0_-40_40_40_360_80_450 gt:['-20', '0', '-40', '40', '40'] pred:[19.216566   3.6896548 36.886784  42.51763   41.526775 ]
hybrid_-20_40_-40_20_40_80_20_450 gt:['-20', '40', '-40', '20', '40'] pred:[22.541748 40.        8.850627 20.       40.      ]
sedan2door_-40_20_0_40_0_40_80_400 gt:['-40', '20', '0', '40', '0'] pred:[42.220013 21.374565 22.195887 16.820463  2.155847]
hybrid_0_20_-40_20_40_320_20_400 gt:['0', '20', '-40', '20', '40'] pred:[ 3.2920873 20.        25.385866  20.        40.62526  ]
sedan2door_-40_0_-20_20_40_80_80_450 gt:['-40', '0', '-20', '20', '40'] pred:[41.578377   3.3447716 29.92128   22.955566  40.       ]
sedan2door_-40_40_-20_20_20_80_60_450 gt:['-40', '40', '-20', '20', '20'] pred:[40.519993 44.414234 13.922173 21.445757 23.12952 ]
sedan4door_0_40_-20_40_20_40_60_450 gt:['0', '40', '-20', '40', '20'] pred:[ 4.163938 46.98712  16.03525  40.       14.812493]
sedan2door_-40_0_-20_0_0_40_80_400 gt:['-40', '0', '-20', '0', '0'] pred:[44.525486   3.628675  20.299805  25.635662   2.5407963]
hybrid_-40_20_0_20_20_80_80_400 gt:['-40', '20', '0', '20', '20'] pred:[42.732563  20.357796  29.807932   6.9603148 20.       ]
sedan2door_0_20_0_40_20_160_20_450 gt:['0', '20', '0', '40', '20'] pred:[ 0.       22.814917  0.       19.992996 20.      ]
hybrid_-40_40_0_20_0_240_60_400 gt:['-40', '40', '0', '20', '0'] pred:[43.032795 41.93696  35.130253 25.115883  2.07055 ]
sedan4door_0_0_-20_0_0_160_20_400 gt:['0', '0', '-20', '0', '0'] pred:[ 0.         2.3845246 20.         3.3357804  0.       ]
suv_-20_0_-20_0_0_40_80_400 gt:['-20', '0', '-20', '0', '0'] pred:[19.312393   1.9221611 23.35186    3.342403   1.4081905]
sedan4door_-40_40_0_20_20_160_40_450 gt:['-40', '40', '0', '20', '20'] pred:[40.       46.2255    0.       15.550933 22.194746]
suv_-20_40_-40_40_40_320_80_400 gt:['-20', '40', '-40', '40', '40'] pred:[19.143303 44.29832  40.555965 40.72367  42.42169 ]
hatchback_0_20_0_20_40_280_20_400 gt:['0', '20', '0', '20', '40'] pred:[ 2.3155077 20.         7.447592  20.        44.08788  ]
hybrid_0_20_-40_40_0_120_40_400 gt:['0', '20', '-40', '40', '0'] pred:[ 0.       20.025059 40.       33.34944   0.      ]
hybrid_0_20_0_20_0_360_40_400 gt:['0', '20', '0', '20', '0'] pred:[ 2.6394732 20.        18.83216   20.         2.343878 ]
hybrid_-40_0_-40_40_40_160_40_450 gt:['-40', '0', '-40', '40', '40'] pred:[40.        4.873742 40.        8.656015 46.650948]
hybrid_0_40_0_20_20_320_20_400 gt:['0', '40', '0', '20', '20'] pred:[ 1.7796379 40.        30.777687  20.        19.993332 ]
suv_-20_0_-40_0_0_200_80_400 gt:['-20', '0', '-40', '0', '0'] pred:[21.519152   3.7547257 44.22544    3.3547192  1.5469508]
sedan4door_-20_20_-40_20_20_280_20_450 gt:['-20', '20', '-40', '20', '20'] pred:[17.117529 20.       43.67172  20.       21.440657]
suv_-20_0_-20_0_0_280_40_400 gt:['-20', '0', '-20', '0', '0'] pred:[10.669767   6.3891006 25.57907    3.5335245  1.3733798]
hybrid_0_0_-40_20_40_320_40_400 gt:['0', '0', '-40', '20', '40'] pred:[ 2.4146743  0.        14.825663  20.        45.046616 ]
hatchback_0_20_-40_20_20_160_20_400 gt:['0', '20', '-40', '20', '20'] pred:[ 0.       26.554537 40.       18.763695 20.      ]
sedan2door_-20_0_-20_0_40_360_20_450 gt:['-20', '0', '-20', '0', '40'] pred:[18.995157  0.       10.417667  0.       40.      ]
sedan2door_-40_40_-20_20_40_40_40_450 gt:['-40', '40', '-20', '20', '40'] pred:[43.996704  40.         7.4396753 20.        42.089825 ]
sedan2door_0_20_-20_20_20_360_40_450 gt:['0', '20', '-20', '20', '20'] pred:[ 1.9487936 20.        10.917255  20.        19.686485 ]
hatchback_-40_20_-40_20_20_280_20_450 gt:['-40', '20', '-40', '20', '20'] pred:[40.031345 20.       41.795948 20.       19.733934]
suv_-20_40_-20_20_40_40_40_450 gt:['-20', '40', '-20', '20', '40'] pred:[20.135107 40.       18.463932 20.       43.16914 ]
sedan2door_-20_0_-40_40_20_0_80_400 gt:['-20', '0', '-40', '40', '20'] pred:[16.958998   3.1329079 18.198023  21.804014  18.261318 ]
sedan2door_-40_0_-40_40_20_240_40_450 gt:['-40', '0', '-40', '40', '20'] pred:[40.         3.5348825 40.        29.640293  20.889936 ]
hatchback_-20_40_0_20_20_80_60_450 gt:['-20', '40', '0', '20', '20'] pred:[19.125084 42.92583   4.659456 22.818878 21.381195]
sedan4door_-40_40_-20_20_20_40_80_400 gt:['-40', '40', '-20', '20', '20'] pred:[38.44874  40.022427 21.922415 22.232159 19.883915]
hatchback_0_20_-20_0_0_200_20_450 gt:['0', '20', '-20', '0', '0'] pred:[ 0.        21.996887  20.         3.8533232  2.045898 ]
sedan2door_-20_40_-40_40_0_240_40_400 gt:['-20', '40', '-40', '40', '0'] pred:[20.        42.175472  40.        19.693817   2.2459068]
hatchback_-40_0_-20_0_0_200_20_400 gt:['-40', '0', '-20', '0', '0'] pred:[40.         2.6389358 20.         3.9611404  3.092494 ]
hybrid_0_40_0_40_40_360_40_450 gt:['0', '40', '0', '40', '40'] pred:[ 2.7681944 40.        21.210667  40.        42.197952 ]
hybrid_0_40_-20_0_40_320_20_450 gt:['0', '40', '-20', '0', '40'] pred:[ 2.3862467 40.         7.780978   0.        45.17069  ]
suv_0_20_0_40_0_160_20_450 gt:['0', '20', '0', '40', '0'] pred:[ 0.       23.770905  0.       41.61933   0.      ]
suv_-40_40_0_0_0_120_80_450 gt:['-40', '40', '0', '0', '0'] pred:[38.93788   44.87561    2.9436226  2.2033138  1.8531181]
hatchback_-20_40_-40_0_0_160_80_450 gt:['-20', '40', '-40', '0', '0'] pred:[16.713356  45.768402  39.324432   3.1824503  1.439772 ]
suv_-40_40_-20_0_40_240_40_400 gt:['-40', '40', '-20', '0', '40'] pred:[40.       41.95608  20.        4.418012 42.16604 ]
hatchback_-20_0_-20_20_20_160_60_400 gt:['-20', '0', '-20', '20', '20'] pred:[12.683293   3.8837323 20.        18.540295  19.436886 ]
suv_-20_20_-20_40_0_80_80_450 gt:['-20', '20', '-20', '40', '0'] pred:[16.365976 19.396921 20.399277 43.877544  0.      ]
sedan2door_0_40_-40_0_40_80_80_400 gt:['0', '40', '-40', '0', '40'] pred:[ 2.852412 46.136925 20.944477 22.59621  40.      ]
hybrid_-40_0_-40_20_20_360_20_400 gt:['-40', '0', '-40', '20', '20'] pred:[41.790234  0.       21.030525 20.       20.      ]
hatchback_0_0_0_0_20_200_80_400 gt:['0', '0', '0', '0', '20'] pred:[ 1.9422088  4.2712536  6.0657988  3.0838745 19.72496  ]
sedan2door_-20_40_-40_0_0_80_20_450 gt:['-20', '40', '-40', '0', '0'] pred:[17.92593  40.        7.490048  0.        0.      ]
sedan2door_0_20_-20_0_20_360_40_450 gt:['0', '20', '-20', '0', '20'] pred:[ 1.9731463 20.        11.06988    0.        19.686584 ]
sedan2door_-40_0_-40_20_0_280_80_450 gt:['-40', '0', '-40', '20', '0'] pred:[42.224415  4.79165  26.501146 17.953474  2.657629]
suv_-20_0_0_0_40_160_80_400 gt:['-20', '0', '0', '0', '40'] pred:[15.824649   2.7878017  3.901646   4.28281   44.70356  ]
sedan4door_0_40_0_20_0_280_60_400 gt:['0', '40', '0', '20', '0'] pred:[ 2.7113097 45.15365    4.4395924 18.586933   1.1043855]
