Hatchback_-20_20_0_0_20_80_20_400 gt:['-20', '20', '0', '0', '20'] pred:[15.958702  20.        12.422634   0.         1.3404418]
Sedan2Door_0_0_0_0_20_240_20_450 gt:['0', '0', '0', '0', '20'] pred:[33.021423   4.637114   1.4438659  0.        33.612453 ]
Suv_-20_20_0_0_0_160_60_400 gt:['-20', '20', '0', '0', '0'] pred:[18.703009   6.8634715  4.5243597  9.389994   0.0721911]
Sedan2Door_-20_0_0_20_20_160_20_400 gt:['-20', '0', '0', '20', '20'] pred:[ 1.3834244 24.764544  12.528381  20.        20.       ]
Hatchback_0_0_-20_0_0_240_20_450 gt:['0', '0', '-20', '0', '0'] pred:[16.480537    8.478131    0.45358023  1.3506993   2.2291884 ]
Sedan2Door_0_0_-20_0_20_160_60_400 gt:['0', '0', '-20', '0', '20'] pred:[6.5109305  1.4986186  1.528521   0.5686253  0.06991265]
Hybrid_0_0_0_20_20_320_60_400 gt:['0', '0', '0', '20', '20'] pred:[ 6.0649786  0.         6.4708133 20.        12.333896 ]
Suv_0_0_-20_20_0_160_60_400 gt:['0', '0', '-20', '20', '0'] pred:[13.950353    3.2942262  20.         17.647404    0.05173909]
Hatchback_0_20_0_20_20_80_60_400 gt:['0', '20', '0', '20', '20'] pred:[ 4.6151276   2.6264405  18.985432    1.7272274   0.04229016]
Hybrid_-20_0_0_0_20_240_20_400 gt:['-20', '0', '0', '0', '20'] pred:[12.466509   8.685906   2.6064723  0.         8.916264 ]
Sedan4Door_-20_20_0_20_20_160_20_450 gt:['-20', '20', '0', '20', '20'] pred:[ 2.0657094  5.916741   9.277824   3.5474708 14.733451 ]
Sedan2Door_-20_0_-20_20_20_320_60_450 gt:['-20', '0', '-20', '20', '20'] pred:[12.322117   8.972398   5.788351  10.9028225 22.48419  ]
Hatchback_0_20_-20_20_20_160_60_450 gt:['0', '20', '-20', '20', '20'] pred:[17.155869   8.205761   3.4657767 19.953814   8.376526 ]
Sedan4Door_0_20_-20_20_0_320_60_450 gt:['0', '20', '-20', '20', '0'] pred:[ 2.9598818 10.662009   8.636726   4.64043    3.7770197]
Hatchback_-20_0_0_0_0_320_60_400 gt:['-20', '0', '0', '0', '0'] pred:[27.053677    9.307219   41.571953    0.          0.66446656]
Hybrid_-20_20_-20_0_20_320_60_400 gt:['-20', '20', '-20', '0', '20'] pred:[31.274046  5.703976 20.        0.       23.696518]
Sedan2Door_-20_0_0_0_0_240_60_450 gt:['-20', '0', '0', '0', '0'] pred:[31.651133   7.283953  11.361807   0.         7.5980062]
Suv_-20_20_-20_0_20_0_20_450 gt:['-20', '20', '-20', '0', '20'] pred:[ 7.6452684 20.        32.31529    0.         5.2850842]
Hybrid_0_20_0_0_0_80_20_400 gt:['0', '20', '0', '0', '0'] pred:[15.6900625 20.        41.081345   0.         0.       ]
Suv_0_20_0_0_0_240_20_400 gt:['0', '20', '0', '0', '0'] pred:[ 0.        32.57641    0.         4.6064773  3.7439942]
Sedan4Door_0_0_-20_20_20_80_60_450 gt:['0', '0', '-20', '20', '20'] pred:[19.33974     8.016078   18.622896    4.0578017   0.07975662]
Sedan2Door_-20_0_-20_0_0_160_60_400 gt:['-20', '0', '-20', '0', '0'] pred:[30.738934  8.481422 20.        0.       23.720741]
Suv_-20_20_-20_20_0_0_20_450 gt:['-20', '20', '-20', '20', '0'] pred:[17.671087   20.          4.22499    20.          0.13005818]
Hybrid_0_0_-20_0_0_240_60_450 gt:['0', '0', '-20', '0', '0'] pred:[18.97148   11.391537   2.3595912  0.        43.503624 ]
Hatchback_0_0_0_20_0_320_20_400 gt:['0', '0', '0', '20', '0'] pred:[2.9914765e+00 0.0000000e+00 1.1816240e+01 2.0000000e+01 1.7506637e-03]
Suv_0_0_0_20_20_320_60_450 gt:['0', '0', '0', '20', '20'] pred:[ 1.6989102  0.        13.695821  20.         1.2182077]
Hatchback_-20_20_-20_20_0_240_60_400 gt:['-20', '20', '-20', '20', '0'] pred:[13.573645    9.195765    0.46703035  1.9740969   6.843463  ]
Sedan2Door_0_0_-20_0_0_320_20_450 gt:['0', '0', '-20', '0', '0'] pred:[5.700039   0.         6.9110007  0.         0.64752376]
Hybrid_-20_0_0_20_0_0_20_400 gt:['-20', '0', '0', '20', '0'] pred:[36.807762  0.        0.       20.        0.      ]
Sedan2Door_0_20_0_20_20_80_60_450 gt:['0', '20', '0', '20', '20'] pred:[ 8.167796   5.2746935 13.062331  20.        21.253775 ]
Hatchback_-20_0_-20_20_0_0_20_400 gt:['-20', '0', '-20', '20', '0'] pred:[29.535425   0.         0.9819434 20.         0.       ]
Hatchback_0_20_0_20_20_80_20_450 gt:['0', '20', '0', '20', '20'] pred:[14.908202 20.       31.37284  20.       20.      ]
Hybrid_-20_20_0_20_0_240_20_400 gt:['-20', '20', '0', '20', '0'] pred:[20.       19.026499  0.       20.       44.997646]
Sedan2Door_0_20_0_20_0_80_20_400 gt:['0', '20', '0', '20', '0'] pred:[19.829933 20.        0.       20.        0.      ]
Sedan2Door_-20_0_0_20_0_240_60_450 gt:['-20', '0', '0', '20', '0'] pred:[10.254122   3.7103353 17.024565  20.        11.401824 ]
Hatchback_-20_20_-20_20_0_320_60_400 gt:['-20', '20', '-20', '20', '0'] pred:[ 4.0593705 10.628938   3.5134304 21.376205  25.446018 ]
Suv_0_0_-20_20_20_0_20_450 gt:['0', '0', '-20', '20', '20'] pred:[ 7.684162   0.         7.866295  20.         1.7129343]
Suv_0_0_-20_20_0_320_20_450 gt:['0', '0', '-20', '20', '0'] pred:[ 8.867528   0.        15.43087   20.         1.6008049]
Suv_-20_0_0_0_20_240_20_450 gt:['-20', '0', '0', '0', '20'] pred:[18.235905   5.4967985  2.9948828  3.3756068 11.835157 ]
Sedan4Door_-20_0_-20_0_0_80_60_450 gt:['-20', '0', '-20', '0', '0'] pred:[11.226504   4.7689033  9.607892   6.82328    0.7585644]
Sedan4Door_0_0_-20_20_20_160_60_400 gt:['0', '0', '-20', '20', '20'] pred:[12.764977  3.42803  20.        4.165661 22.025738]
Hatchback_-20_0_-20_20_0_0_20_450 gt:['-20', '0', '-20', '20', '0'] pred:[27.534184   0.         2.7607749 20.         0.       ]
Hybrid_-20_20_0_20_20_320_60_400 gt:['-20', '20', '0', '20', '20'] pred:[ 5.267705  13.2991295  8.031116  20.        11.697156 ]
Sedan4Door_0_0_0_0_20_240_20_450 gt:['0', '0', '0', '0', '20'] pred:[15.548697    3.9718397  18.165106    8.184495    0.54630226]
Sedan4Door_-20_20_-20_20_0_240_60_400 gt:['-20', '20', '-20', '20', '0'] pred:[36.909657 19.871727  9.110723  5.196491 44.471462]
Sedan2Door_-20_0_-20_0_0_320_20_400 gt:['-20', '0', '-20', '0', '0'] pred:[24.831228   0.         8.436213   0.         1.4605892]
Suv_0_0_0_20_0_0_60_400 gt:['0', '0', '0', '20', '0'] pred:[ 3.3288753  0.        50.006107  20.         0.7787042]
Sedan2Door_0_0_0_0_0_320_20_400 gt:['0', '0', '0', '0', '0'] pred:[ 7.2522254  0.         2.294327   0.        23.970963 ]
Sedan4Door_-20_20_0_20_20_160_60_450 gt:['-20', '20', '0', '20', '20'] pred:[ 6.061762   5.019374   4.5707707 14.340375   5.097817 ]
Hatchback_-20_0_-20_0_0_0_20_400 gt:['-20', '0', '-20', '0', '0'] pred:[2.8137060e+01 0.0000000e+00 6.7505991e-01 0.0000000e+00 1.9674443e-02]
Sedan2Door_-20_0_-20_0_0_320_20_450 gt:['-20', '0', '-20', '0', '0'] pred:[ 4.366745    0.         10.776685    0.          0.04541285]
Hybrid_-20_20_-20_0_0_320_60_400 gt:['-20', '20', '-20', '0', '0'] pred:[ 3.5493903 46.620083   7.689389   9.3578    11.383547 ]
Hybrid_-20_20_0_20_0_0_60_400 gt:['-20', '20', '0', '20', '0'] pred:[19.03638    10.0521345   7.1560273  20.          0.30682275]
Hatchback_-20_0_-20_20_20_320_20_450 gt:['-20', '0', '-20', '20', '20'] pred:[ 7.919322   0.         5.735895  20.         6.8265877]
Hatchback_0_20_0_0_0_240_60_400 gt:['0', '20', '0', '0', '0'] pred:[14.53932     7.946939    2.2331624   2.447448    0.04076494]
Hatchback_0_0_0_20_20_320_20_400 gt:['0', '0', '0', '20', '20'] pred:[ 4.350395  0.       14.564109 20.       34.746433]
Sedan2Door_-20_20_-20_20_0_320_20_400 gt:['-20', '20', '-20', '20', '0'] pred:[24.651989 20.       20.       20.       24.909506]
Sedan2Door_-20_20_-20_20_20_0_20_400 gt:['-20', '20', '-20', '20', '20'] pred:[31.15255   20.        18.323915  20.         4.1168337]
Sedan2Door_-20_20_0_20_20_160_60_400 gt:['-20', '20', '0', '20', '20'] pred:[ 3.952091   3.511173   4.3406963 20.         5.904262 ]
Suv_0_20_0_20_20_160_20_400 gt:['0', '20', '0', '20', '20'] pred:[ 0.8231677  3.4457428 11.006608   9.852335  16.975048 ]
Suv_-20_20_-20_20_0_160_60_450 gt:['-20', '20', '-20', '20', '0'] pred:[9.7322941e+00 9.8892593e+00 6.8819537e+00 1.8862896e+01 1.2347746e-02]
Sedan4Door_0_0_-20_20_0_320_60_450 gt:['0', '0', '-20', '20', '0'] pred:[ 8.241669 20.825033 10.796325 22.522873 13.78019 ]
Sedan4Door_0_0_0_20_20_0_20_400 gt:['0', '0', '0', '20', '20'] pred:[22.780096    0.         35.479866   20.          0.60368526]
Sedan2Door_-20_20_-20_0_20_320_20_450 gt:['-20', '20', '-20', '0', '20'] pred:[ 3.2182906 20.         7.0809956  0.         0.0919262]
Sedan4Door_0_0_0_0_20_0_20_400 gt:['0', '0', '0', '0', '20'] pred:[ 4.9036255  0.         0.6053589  0.        20.       ]
Suv_-20_20_0_20_20_320_20_450 gt:['-20', '20', '0', '20', '20'] pred:[15.740269  20.         5.9932475 20.         7.8528   ]
Suv_-20_0_-20_0_0_80_60_450 gt:['-20', '0', '-20', '0', '0'] pred:[16.811901   7.9718246  5.0609365  7.495202   2.8183196]
Hatchback_0_20_0_20_0_160_60_400 gt:['0', '20', '0', '20', '0'] pred:[22.036978   5.893124   0.        25.973839   3.8364208]
Hatchback_0_0_-20_20_20_160_20_450 gt:['0', '0', '-20', '20', '20'] pred:[ 9.0019045  18.264492    0.87544984  8.189769    1.9180844 ]
Hatchback_0_0_0_20_0_160_20_450 gt:['0', '0', '0', '20', '0'] pred:[19.916658   5.394006   0.8606051  2.6832116 20.97157  ]
Sedan4Door_0_20_-20_0_20_0_60_450 gt:['0', '20', '-20', '0', '20'] pred:[13.338962   5.6475205 12.495871   0.         3.486007 ]
Hybrid_0_0_0_0_0_320_60_400 gt:['0', '0', '0', '0', '0'] pred:[2.3653462e+00 1.9713133e+01 1.1140033e+00 0.0000000e+00 1.6453989e-02]
Hybrid_-20_20_0_20_20_320_20_450 gt:['-20', '20', '0', '20', '20'] pred:[11.8932   20.        0.       20.        4.049767]
Hatchback_-20_20_0_20_20_320_20_400 gt:['-20', '20', '0', '20', '20'] pred:[ 8.525841  20.         2.0765269 20.         4.6030746]
Hybrid_-20_0_0_0_0_160_60_400 gt:['-20', '0', '0', '0', '0'] pred:[10.110023   1.5595021  6.9381967  1.3214866  1.04819  ]
Suv_0_20_0_20_20_0_20_400 gt:['0', '20', '0', '20', '20'] pred:[ 4.454062 20.       15.728143 20.       20.      ]
Hatchback_0_0_-20_0_20_240_20_400 gt:['0', '0', '-20', '0', '20'] pred:[11.848857  10.271453   1.9436543 33.23024   20.04511  ]
Hybrid_0_20_-20_20_0_160_60_450 gt:['0', '20', '-20', '20', '0'] pred:[18.158451    3.4685307   2.3926396   9.360558    0.11741672]
Sedan2Door_-20_20_-20_20_0_320_60_400 gt:['-20', '20', '-20', '20', '0'] pred:[ 6.8870044 31.354645  16.858883  20.         8.393833 ]
Suv_0_0_-20_20_0_160_60_450 gt:['0', '0', '-20', '20', '0'] pred:[1.0790600e+01 1.2564551e+00 2.8826277e+01 2.6167414e+01 4.4835852e-03]
Suv_0_0_0_0_20_320_60_400 gt:['0', '0', '0', '0', '20'] pred:[ 3.7231913  0.         8.910597   0.        26.319601 ]
Sedan2Door_0_20_-20_20_0_0_60_450 gt:['0', '20', '-20', '20', '0'] pred:[ 5.2651715  16.09525     2.980655   20.          0.02298552]
Hybrid_0_0_-20_20_20_240_60_400 gt:['0', '0', '-20', '20', '20'] pred:[13.718649    0.8161239   1.0707349   0.76243585  2.822948  ]
Sedan2Door_0_0_-20_0_0_160_60_450 gt:['0', '0', '-20', '0', '0'] pred:[ 8.466597   6.8419023 17.917717   0.         0.1763576]
Hybrid_-20_20_0_0_20_80_20_400 gt:['-20', '20', '0', '0', '20'] pred:[28.135576   20.         16.724157    0.          0.09512706]
Sedan4Door_0_20_-20_0_20_240_20_400 gt:['0', '20', '-20', '0', '20'] pred:[ 0.       50.123695 20.       28.34959  15.885442]
Sedan4Door_0_0_-20_20_0_320_20_450 gt:['0', '0', '-20', '20', '0'] pred:[28.805456    0.          4.2036114  20.          0.44600725]
Hybrid_-20_20_-20_0_0_240_20_400 gt:['-20', '20', '-20', '0', '0'] pred:[29.027693  12.579797   5.118233   0.         1.5854907]
Sedan4Door_0_20_0_0_20_240_60_450 gt:['0', '20', '0', '0', '20'] pred:[27.075905  16.59566    4.398759   6.2635794  3.2379186]
Hatchback_-20_20_0_0_0_80_20_450 gt:['-20', '20', '0', '0', '0'] pred:[13.642015 20.       23.943422  0.        3.823277]
Sedan4Door_-20_0_0_20_20_0_60_400 gt:['-20', '0', '0', '20', '20'] pred:[16.345984    6.5720687  46.078785   20.          0.07377275]
Hatchback_-20_0_-20_20_20_0_20_400 gt:['-20', '0', '-20', '20', '20'] pred:[11.215639  0.       40.724064 20.       20.      ]
Suv_0_20_0_0_0_320_60_450 gt:['0', '20', '0', '0', '0'] pred:[ 9.01675   20.         3.6464653  5.77797   18.433027 ]
Sedan4Door_-20_0_0_0_20_320_60_400 gt:['-20', '0', '0', '0', '20'] pred:[ 3.5343308 23.414534   7.78451    9.757699  31.090034 ]
Suv_0_20_0_0_20_80_20_400 gt:['0', '20', '0', '0', '20'] pred:[14.197257  20.        13.762124   0.         0.2958157]
Sedan4Door_-20_20_0_20_0_0_60_400 gt:['-20', '20', '0', '20', '0'] pred:[20.016336   15.81723    26.03037    30.872486    0.13608399]
Sedan2Door_-20_0_0_0_0_80_20_400 gt:['-20', '0', '0', '0', '0'] pred:[19.037434  0.        0.        0.        0.      ]
Sedan4Door_-20_20_-20_20_20_240_60_400 gt:['-20', '20', '-20', '20', '20'] pred:[12.108224   11.329355    0.47550368  4.743626   13.516542  ]
Sedan4Door_0_0_-20_20_0_80_60_450 gt:['0', '0', '-20', '20', '0'] pred:[12.500025    8.863664   27.469025    8.776164    0.76616234]
Suv_0_0_-20_20_20_160_60_450 gt:['0', '0', '-20', '20', '20'] pred:[ 8.553751   5.576559  25.51852   12.2784195 10.344309 ]
Suv_-20_0_0_20_20_320_20_400 gt:['-20', '0', '0', '20', '20'] pred:[16.265532  0.       38.39915  20.       12.663287]
Hybrid_-20_20_0_20_0_160_20_400 gt:['-20', '20', '0', '20', '0'] pred:[12.44791     3.5398946   0.42457804 20.         10.507993  ]
Sedan4Door_0_0_0_20_20_80_20_450 gt:['0', '0', '0', '20', '20'] pred:[17.859741  0.       32.552948 20.       20.      ]
Sedan4Door_0_0_-20_20_20_0_20_450 gt:['0', '0', '-20', '20', '20'] pred:[22.102463   0.         1.5738255 20.        29.55072  ]
Suv_-20_20_-20_20_0_320_20_450 gt:['-20', '20', '-20', '20', '0'] pred:[25.285069   20.         23.835283   20.          0.49798876]
Sedan2Door_0_20_0_20_0_160_60_450 gt:['0', '20', '0', '20', '0'] pred:[21.340496   5.756379   0.        20.         2.1285672]
Hatchback_0_20_-20_20_20_320_60_400 gt:['0', '20', '-20', '20', '20'] pred:[ 3.6045926 21.02805    5.706896  19.78888   27.326773 ]
Sedan4Door_-20_20_-20_20_20_160_60_400 gt:['-20', '20', '-20', '20', '20'] pred:[10.260179    2.7557027   4.7088614   3.3671134   0.02934864]
Sedan2Door_0_0_-20_20_0_320_60_450 gt:['0', '0', '-20', '20', '0'] pred:[ 3.7498815 33.660378  10.283801   4.5399437  2.343357 ]
Hybrid_0_20_0_20_0_80_20_400 gt:['0', '20', '0', '20', '0'] pred:[1.7867167e+01 2.0000000e+01 2.2791456e+01 2.0000000e+01 1.2813873e-03]
Sedan2Door_-20_0_-20_0_0_0_60_450 gt:['-20', '0', '-20', '0', '0'] pred:[22.643833  20.230093  20.         0.         2.9534106]
Hybrid_-20_0_-20_20_20_240_20_400 gt:['-20', '0', '-20', '20', '20'] pred:[11.175436   4.2307053  1.7200805 20.         2.288572 ]
Sedan2Door_0_0_0_0_20_240_60_450 gt:['0', '0', '0', '0', '20'] pred:[16.140987   7.6333137 11.748997   0.         1.7392508]
Hybrid_-20_0_0_20_0_240_20_400 gt:['-20', '0', '0', '20', '0'] pred:[20.        10.575247   2.4196494 20.         6.570071 ]
Sedan4Door_-20_20_-20_20_20_240_20_450 gt:['-20', '20', '-20', '20', '20'] pred:[20.        12.85268    1.1739515  5.3803906 35.055717 ]
Sedan2Door_-20_20_0_0_20_160_60_400 gt:['-20', '20', '0', '0', '20'] pred:[10.265062   9.226202  13.318552  11.140735   5.7367435]
Suv_0_20_-20_0_20_240_60_450 gt:['0', '20', '-20', '0', '20'] pred:[15.657451  16.850664   7.344691   8.865415   1.6707858]
Sedan2Door_0_20_0_20_20_320_60_450 gt:['0', '20', '0', '20', '20'] pred:[ 1.2304513 12.354415   1.9719455  4.304283   0.6027829]
Hybrid_-20_20_0_20_0_320_60_450 gt:['-20', '20', '0', '20', '0'] pred:[12.90899  11.326052  9.677514 20.        2.865254]
Hybrid_-20_20_0_0_20_0_20_400 gt:['-20', '20', '0', '0', '20'] pred:[32.813793 20.        0.        0.        9.571358]
Hybrid_-20_20_-20_0_0_240_60_450 gt:['-20', '20', '-20', '0', '0'] pred:[10.508441   25.49495    20.          3.8000536   0.23771422]
Sedan2Door_0_0_0_0_0_80_20_450 gt:['0', '0', '0', '0', '0'] pred:[21.167221    0.          0.          0.          0.11534074]
Suv_0_0_0_0_20_0_20_400 gt:['0', '0', '0', '0', '20'] pred:[ 4.463214  0.       28.575726  0.       20.      ]
Hybrid_0_20_0_0_20_80_60_450 gt:['0', '20', '0', '0', '20'] pred:[3.6885386e+00 1.0109500e+01 5.0041418e+00 3.4240434e+00 7.4435282e-03]
Hatchback_-20_20_-20_20_20_80_60_450 gt:['-20', '20', '-20', '20', '20'] pred:[15.448629  15.595947   5.9155874  7.9289155  3.4956853]
Suv_0_0_0_0_0_320_20_450 gt:['0', '0', '0', '0', '0'] pred:[8.315513  0.        8.587126  0.        3.6307778]
Hatchback_0_20_0_0_20_80_20_450 gt:['0', '20', '0', '0', '20'] pred:[11.585674 20.       38.206036  0.       20.      ]
Sedan2Door_-20_20_-20_20_20_320_60_400 gt:['-20', '20', '-20', '20', '20'] pred:[ 7.5074835 15.518911   4.359487  22.335112  23.515314 ]
Suv_0_0_0_0_20_0_20_450 gt:['0', '0', '0', '0', '20'] pred:[3.9619317  0.         6.173212   0.         0.02792122]
Sedan2Door_-20_20_-20_20_20_160_60_400 gt:['-20', '20', '-20', '20', '20'] pred:[24.836128 12.815061 20.       20.       17.544065]
Hybrid_-20_0_-20_20_20_160_60_400 gt:['-20', '0', '-20', '20', '20'] pred:[17.448843   5.2938786  5.7105904 20.         5.3167353]
Sedan2Door_0_0_-20_20_20_0_20_400 gt:['0', '0', '-20', '20', '20'] pred:[ 3.2955804   0.          0.84157157 20.          1.6204844 ]
Hybrid_-20_20_-20_0_0_320_60_450 gt:['-20', '20', '-20', '0', '0'] pred:[12.256716  13.825948  20.         6.1394305 12.423924 ]
Suv_-20_20_-20_20_20_80_60_400 gt:['-20', '20', '-20', '20', '20'] pred:[12.070167    3.1375303  16.369911    3.4868991   0.14353003]
Sedan4Door_0_20_0_0_0_160_20_450 gt:['0', '20', '0', '0', '0'] pred:[6.1968317 2.4099917 4.648518  1.0207795 0.063002 ]
Sedan4Door_0_0_-20_0_0_320_60_450 gt:['0', '0', '-20', '0', '0'] pred:[ 4.27186  25.593267  7.089991  0.        4.447102]
Hybrid_-20_0_0_0_0_80_60_450 gt:['-20', '0', '0', '0', '0'] pred:[22.053408   10.2992735  16.851728   33.653957    0.09905066]
Sedan4Door_0_20_0_0_0_160_20_400 gt:['0', '20', '0', '0', '0'] pred:[ 0.         9.865113   2.4647982 14.603197   3.0688992]
Suv_-20_0_-20_20_0_320_60_450 gt:['-20', '0', '-20', '20', '0'] pred:[12.693154  5.840677 27.09356   6.053571 42.054718]
Hatchback_-20_0_0_0_20_160_20_400 gt:['-20', '0', '0', '0', '20'] pred:[20.         7.220824   0.         5.212071   0.4845239]
Suv_-20_0_-20_20_20_160_20_400 gt:['-20', '0', '-20', '20', '20'] pred:[ 2.100708   5.9990172 48.552723  17.152992  26.935617 ]
Hatchback_-20_0_0_20_20_240_60_450 gt:['-20', '0', '0', '20', '20'] pred:[40.124184   2.5326815  7.158359   1.1467285 12.50698  ]
Hybrid_-20_0_-20_0_0_160_20_450 gt:['-20', '0', '-20', '0', '0'] pred:[15.364623    5.272562    1.2917361   0.          0.02186611]
Hybrid_0_20_0_0_20_160_20_450 gt:['0', '20', '0', '0', '20'] pred:[18.427374  22.259691   7.2784495  0.        20.       ]
Suv_-20_0_0_20_20_320_60_450 gt:['-20', '0', '0', '20', '20'] pred:[ 6.2491107  17.406256   12.221734    8.849733    0.14370914]
Sedan4Door_-20_0_-20_0_0_80_60_400 gt:['-20', '0', '-20', '0', '0'] pred:[29.556408  19.933987   5.688056  29.720201   2.9150586]
Suv_-20_20_-20_20_20_320_60_450 gt:['-20', '20', '-20', '20', '20'] pred:[ 7.236697 21.655848 26.356834 10.381393 27.495607]
Sedan4Door_-20_0_0_20_0_160_20_450 gt:['-20', '0', '0', '20', '0'] pred:[20.        20.24073    3.6031532 18.828827   2.6223252]
Sedan2Door_0_0_-20_0_0_0_60_400 gt:['0', '0', '-20', '0', '0'] pred:[16.708244   9.760817   9.839743   0.         0.0877017]
Hatchback_0_20_0_20_0_320_60_400 gt:['0', '20', '0', '20', '0'] pred:[ 1.345735  20.483864   3.0540848  2.5877388  2.5759857]
Sedan2Door_0_20_0_20_20_320_20_450 gt:['0', '20', '0', '20', '20'] pred:[ 3.383055 20.        0.       20.       10.107936]
Sedan2Door_0_20_-20_0_0_320_60_400 gt:['0', '20', '-20', '0', '0'] pred:[ 3.9876647  9.28132   19.094889   0.        35.679195 ]
Hybrid_0_20_0_0_0_0_60_450 gt:['0', '20', '0', '0', '0'] pred:[21.28181   10.237462   4.5883985  7.4992123  0.2423523]
Hybrid_0_0_-20_0_20_80_60_400 gt:['0', '0', '-20', '0', '20'] pred:[10.475652   9.040593  20.         0.         1.9015373]
Hatchback_0_0_0_20_20_0_20_400 gt:['0', '0', '0', '20', '20'] pred:[16.82312    0.         3.7448123 20.        20.       ]
Suv_0_0_-20_20_20_320_60_400 gt:['0', '0', '-20', '20', '20'] pred:[ 1.5240546 11.259191   4.620532   5.399816   3.0938997]
Suv_-20_0_-20_0_0_0_60_450 gt:['-20', '0', '-20', '0', '0'] pred:[16.2813     2.9462986 15.108526  15.166691   4.5703077]
Hatchback_-20_0_-20_0_0_320_60_400 gt:['-20', '0', '-20', '0', '0'] pred:[ 4.9454026 12.134407  13.301775   0.        20.993412 ]
Sedan4Door_0_0_-20_0_20_160_60_450 gt:['0', '0', '-20', '0', '20'] pred:[20.308216   5.293386  19.678827   3.975403   1.3038994]
Suv_0_0_0_0_0_0_20_400 gt:['0', '0', '0', '0', '0'] pred:[ 6.7961707   0.         11.83235     0.          0.40733728]
Sedan2Door_-20_20_-20_0_0_240_20_400 gt:['-20', '20', '-20', '0', '0'] pred:[11.229124  47.672634   1.0402328  0.        37.533745 ]
Sedan2Door_-20_0_0_20_20_0_20_450 gt:['-20', '0', '0', '20', '20'] pred:[17.235949    0.          0.79819155 20.          0.8411105 ]
Sedan4Door_0_20_-20_20_20_160_20_450 gt:['0', '20', '-20', '20', '20'] pred:[ 4.047308 10.041124  5.365849  3.397551 18.646692]
Sedan2Door_0_20_-20_0_0_160_20_450 gt:['0', '20', '-20', '0', '0'] pred:[ 0.       17.881386 15.814955  0.        0.      ]
Sedan4Door_0_0_-20_20_0_80_20_450 gt:['0', '0', '-20', '20', '0'] pred:[24.47816  0.      23.6203  20.       0.     ]
Suv_-20_0_0_0_0_320_60_400 gt:['-20', '0', '0', '0', '0'] pred:[ 6.8012576  0.        13.250345   0.         8.857038 ]
Hybrid_0_20_0_0_0_160_60_450 gt:['0', '20', '0', '0', '0'] pred:[4.244389   5.587732   2.2159119  0.         0.00699347]
Sedan2Door_0_0_-20_20_0_240_60_450 gt:['0', '0', '-20', '20', '0'] pred:[23.169136   14.233001    7.4397073  20.          0.74174505]
