hybrid_-17_23_-36_35_15_50_70_420 gt:['-17', '23', '-36', '35', '15'] pred:[18.111662 20.86531  15.695008 15.619887 23.892725]
sedan4door_-30_23_-22_35_46_230_30_420 gt:['-30', '23', '-22', '35', '46'] pred:[30.       16.250994 22.       21.10886  40.81798 ]
sedan4door_-17_45_-36_10_15_20_30_420 gt:['-17', '45', '-36', '10', '15'] pred:[43.57946  45.       31.878773 10.       11.207091]
suv_-17_15_-36_10_28_230_70_420 gt:['-17', '15', '-36', '10', '28'] pred:[ 7.094461  10.338086  26.126993   6.4684105 13.760519 ]
sedan4door_-30_45_-22_48_15_20_30_420 gt:['-30', '45', '-22', '48', '15'] pred:[42.9227   45.       20.611101 48.        6.213284]
hybrid_-17_15_-22_35_46_20_30_420 gt:['-17', '15', '-22', '35', '46'] pred:[36.976032  15.        24.939556  35.         4.3843565]
sedan4door_-50_45_-4_48_46_20_70_420 gt:['-50', '45', '-4', '48', '46'] pred:[41.2573    29.621195   7.1500344 48.         9.769571 ]
sedan4door_-30_23_-36_35_28_20_70_420 gt:['-30', '23', '-36', '35', '28'] pred:[33.099686  13.6469145 29.404835  35.         5.041964 ]
sedan4door_-17_23_-22_35_28_140_30_420 gt:['-17', '23', '-22', '35', '28'] pred:[17.      11.99776 22.      39.55699 28.     ]
hatchback_-30_23_-4_10_15_140_30_420 gt:['-30', '23', '-4', '10', '15'] pred:[30.       25.191332  4.       17.85238  15.      ]
hybrid_-30_45_-4_10_15_140_70_420 gt:['-30', '45', '-4', '10', '15'] pred:[21.533392 35.04968   4.       10.193991 16.35758 ]
hatchback_-50_23_-22_35_15_20_30_420 gt:['-50', '23', '-22', '35', '15'] pred:[43.747295  23.        25.862516  35.         3.9630077]
suv_-30_15_-22_48_15_50_30_420 gt:['-30', '15', '-22', '48', '15'] pred:[15.649988 15.       20.883377 48.       15.      ]
hybrid_-50_23_-4_35_15_140_70_420 gt:['-50', '23', '-4', '35', '15'] pred:[35.49771  20.578783  4.        8.287978  9.848122]
suv_-30_15_-22_35_15_230_30_420 gt:['-30', '15', '-22', '35', '15'] pred:[30.       23.237326 22.       20.938402  7.082884]
sedan2door_-17_15_-4_48_28_140_30_420 gt:['-17', '15', '-4', '48', '28'] pred:[17.       17.61538   4.       16.025219 28.      ]
hybrid_-30_45_-36_35_46_20_30_420 gt:['-30', '45', '-36', '35', '46'] pred:[33.329475 45.       10.607514 35.        8.383878]
hatchback_-30_45_-22_48_28_140_70_420 gt:['-30', '45', '-22', '48', '28'] pred:[14.776627  26.121944  22.        24.811117   5.9184384]
sedan4door_-30_15_-22_48_46_50_70_420 gt:['-30', '15', '-22', '48', '46'] pred:[21.352694 17.021784 20.490255 12.896844 14.567312]
hybrid_-17_15_-4_48_46_20_70_420 gt:['-17', '15', '-4', '48', '46'] pred:[29.590567 12.958538 19.902767 48.        8.049983]
sedan2door_-50_23_-36_48_15_140_70_420 gt:['-50', '23', '-36', '48', '15'] pred:[30.69854   14.339615   8.608902  19.181515  10.3567705]
sedan2door_-17_45_-4_10_46_140_30_420 gt:['-17', '45', '-4', '10', '46'] pred:[17.       27.08903   4.       15.463763 46.      ]
hybrid_-50_23_-4_48_46_50_70_420 gt:['-50', '23', '-4', '48', '46'] pred:[28.389315 27.871    12.576903 15.471462 29.239838]
sedan2door_-17_45_-22_35_15_230_30_420 gt:['-17', '45', '-22', '35', '15'] pred:[17.       36.12637  22.       19.42278   8.853455]
hatchback_-17_23_-4_48_15_140_70_420 gt:['-17', '23', '-4', '48', '15'] pred:[ 8.362835 12.45867   4.       19.758728  8.101178]
sedan4door_-17_15_-22_48_46_230_30_420 gt:['-17', '15', '-22', '48', '46'] pred:[17.        15.6455145 22.        23.703205  33.302246 ]
hatchback_-17_45_-22_10_28_230_70_420 gt:['-17', '45', '-22', '10', '28'] pred:[16.08312   11.781863   5.012133   5.3223634  9.018631 ]
hybrid_-17_23_-36_48_46_230_70_420 gt:['-17', '23', '-36', '48', '46'] pred:[24.590927   7.969012  12.4769745 14.065157  28.015003 ]
sedan4door_-17_23_-4_48_28_230_30_420 gt:['-17', '23', '-4', '48', '28'] pred:[17.       12.336441  4.       20.552876 31.909254]
sedan2door_-30_15_-4_10_46_230_70_420 gt:['-30', '15', '-4', '10', '46'] pred:[35.580215   4.1297145 18.520815  14.25956   25.674759 ]
hatchback_-50_45_-4_10_28_230_30_420 gt:['-50', '45', '-4', '10', '28'] pred:[50.       35.964687  4.        8.697643 26.523933]
suv_-50_23_-36_48_28_20_30_420 gt:['-50', '23', '-36', '48', '28'] pred:[47.12003   23.        30.855381  48.         6.7750664]
sedan2door_-30_23_-22_48_15_50_30_420 gt:['-30', '23', '-22', '48', '15'] pred:[24.554453 23.       12.814633 48.       15.      ]
hatchback_-30_23_-4_10_28_230_30_420 gt:['-30', '23', '-4', '10', '28'] pred:[30.        15.378497   4.         6.1695743 20.762943 ]
suv_-30_23_-22_35_15_230_70_420 gt:['-30', '23', '-22', '35', '15'] pred:[17.064566  18.29065   17.991438  11.567689   6.2826233]
suv_-50_45_-36_10_46_140_70_420 gt:['-50', '45', '-36', '10', '46'] pred:[26.10892   35.70897    3.2071524  6.4586225 20.20318  ]
sedan2door_-50_23_-4_35_46_140_70_420 gt:['-50', '23', '-4', '35', '46'] pred:[35.25975  12.172202  4.       15.893315 29.031847]
hatchback_-17_15_-36_10_46_50_30_420 gt:['-17', '15', '-36', '10', '46'] pred:[25.303825  15.        32.01127   10.         0.0374867]
suv_-50_45_-4_48_28_230_70_420 gt:['-50', '45', '-4', '48', '28'] pred:[30.894205  39.423325   3.1205952  8.963257  21.94003  ]
sedan4door_-17_15_-36_10_15_20_30_420 gt:['-17', '15', '-36', '10', '15'] pred:[37.793053  15.        33.896664  10.         7.9555044]
sedan2door_-30_15_-4_48_46_20_70_420 gt:['-30', '15', '-4', '48', '46'] pred:[30.673624  14.039668   5.4090047 15.075621  18.27583  ]
hatchback_-30_15_-36_10_28_140_30_420 gt:['-30', '15', '-36', '10', '28'] pred:[30.       19.205807 36.       12.44514  28.      ]
suv_-50_45_-4_10_46_50_70_420 gt:['-50', '45', '-4', '10', '46'] pred:[16.509224  44.490974   6.0138426  2.8910916 21.675339 ]
hybrid_-50_23_-36_48_28_140_30_420 gt:['-50', '23', '-36', '48', '28'] pred:[50.        7.535495 36.       11.046269 28.      ]
suv_-17_15_-4_48_15_50_70_420 gt:['-17', '15', '-4', '48', '15'] pred:[ 7.752825 19.772776 20.05172  12.178432  5.529779]
hybrid_-30_45_-22_48_46_20_30_420 gt:['-30', '45', '-22', '48', '46'] pred:[33.292244 45.       10.40495  48.        7.832181]
hybrid_-30_23_-36_35_46_50_70_420 gt:['-30', '23', '-36', '35', '46'] pred:[20.108782 23.644737 13.100565 17.969072 33.621258]
hybrid_-17_45_-22_48_15_140_30_420 gt:['-17', '45', '-22', '48', '15'] pred:[17.       25.967402 22.       14.260409 15.      ]
suv_-17_45_-36_10_28_50_30_420 gt:['-17', '45', '-36', '10', '28'] pred:[16.56141 45.      39.13936 10.      28.     ]
hybrid_-17_23_-22_48_46_20_70_420 gt:['-17', '23', '-22', '48', '46'] pred:[30.501316 15.24157  21.904537 48.       10.842304]
sedan2door_-50_45_-22_48_15_50_70_420 gt:['-50', '45', '-22', '48', '15'] pred:[38.666492  35.082623   6.6842456 11.017743  17.935564 ]
hybrid_-50_23_-4_35_15_50_30_420 gt:['-50', '23', '-4', '35', '15'] pred:[21.910318  23.        41.742004  35.         1.2202644]
sedan2door_-50_23_-36_35_28_20_30_420 gt:['-50', '23', '-36', '35', '28'] pred:[42.310318 23.       13.359273 35.       12.687899]
suv_-30_15_-22_10_15_20_70_420 gt:['-30', '15', '-22', '10', '15'] pred:[33.947083 22.376469 14.313017 10.        8.190165]
sedan4door_-30_23_-4_10_28_20_30_420 gt:['-30', '23', '-4', '10', '28'] pred:[36.359352 23.       20.589432 10.        8.566733]
hatchback_-50_45_-36_48_46_140_70_420 gt:['-50', '45', '-36', '48', '46'] pred:[31.17179  30.520273 36.       21.63955  13.781126]
sedan2door_-30_45_-36_10_15_50_70_420 gt:['-30', '45', '-36', '10', '15'] pred:[22.599339 30.345097 17.466412 14.066882 16.78371 ]
suv_-50_45_-36_10_28_140_30_420 gt:['-50', '45', '-36', '10', '28'] pred:[50.        16.37666   36.        14.2759285 28.       ]
sedan2door_-30_15_-4_48_46_230_30_420 gt:['-30', '15', '-4', '48', '46'] pred:[30.       17.607725  4.       19.578434 29.096706]
sedan4door_-17_23_-36_10_46_230_30_420 gt:['-17', '23', '-36', '10', '46'] pred:[17.        15.828656  36.         7.4876075 31.805208 ]
sedan4door_-50_15_-36_35_28_230_70_420 gt:['-50', '15', '-36', '35', '28'] pred:[47.16566   9.64504  28.67899  20.327639  6.601842]
sedan4door_-50_45_-36_10_28_230_70_420 gt:['-50', '45', '-36', '10', '28'] pred:[45.053703 19.316265 16.274069 10.009428  8.425844]
suv_-50_15_-36_35_15_50_30_420 gt:['-50', '15', '-36', '35', '15'] pred:[28.786926 15.       32.807705 35.       15.      ]
hybrid_-17_23_-4_35_46_20_30_420 gt:['-17', '23', '-4', '35', '46'] pred:[40.027866  23.        24.81953   35.         4.2413025]
sedan2door_-17_23_-22_48_46_20_30_420 gt:['-17', '23', '-22', '48', '46'] pred:[41.84161   23.        12.41787   48.         7.6863565]
hybrid_-30_23_-36_10_28_140_70_420 gt:['-30', '23', '-36', '10', '28'] pred:[16.46382  17.594576 36.       11.454445  7.37905 ]
sedan4door_-50_23_-4_35_46_140_30_420 gt:['-50', '23', '-4', '35', '46'] pred:[50.       11.624285  4.       30.101383 46.      ]
hybrid_-17_45_-4_48_46_140_30_420 gt:['-17', '45', '-4', '48', '46'] pred:[17.      29.97386  4.      16.98763 46.     ]
sedan4door_-30_23_-36_10_28_50_70_420 gt:['-30', '23', '-36', '10', '28'] pred:[17.010002 19.568739 24.894762 10.044663 14.654906]
hybrid_-17_45_-4_48_15_50_70_420 gt:['-17', '45', '-4', '48', '15'] pred:[20.348543 32.277443 14.912783 12.176384 26.858885]
hybrid_-50_23_-4_35_28_50_70_420 gt:['-50', '23', '-4', '35', '28'] pred:[28.936178 26.99204  13.345592 12.098218 30.044325]
hybrid_-50_23_-36_48_15_230_30_420 gt:['-50', '23', '-36', '48', '15'] pred:[50.        15.271032  36.         2.7711782 14.627449 ]
hybrid_-30_45_-36_10_15_20_70_420 gt:['-30', '45', '-36', '10', '15'] pred:[36.332638 34.18935  16.982193 10.       12.184213]
sedan2door_-50_15_-36_10_28_20_70_420 gt:['-50', '15', '-36', '10', '28'] pred:[39.673656 15.455661  4.279995 19.644102 10.908737]
sedan4door_-50_15_-4_35_46_50_30_420 gt:['-50', '15', '-4', '35', '46'] pred:[35.23743  26.456032 28.53631  35.       46.      ]
suv_-17_15_-36_35_28_20_30_420 gt:['-17', '15', '-36', '35', '28'] pred:[29.99966  15.       39.654606 35.        5.132135]
suv_-30_15_-36_35_28_140_30_420 gt:['-30', '15', '-36', '35', '28'] pred:[30.       15.77698  36.       17.429724 28.      ]
hatchback_-17_45_-22_35_15_20_70_420 gt:['-17', '45', '-22', '35', '15'] pred:[30.136715 25.656256 31.540619 35.       14.235042]
sedan4door_-17_23_-4_48_28_230_70_420 gt:['-17', '23', '-4', '48', '28'] pred:[30.164036   7.315138   5.4957414 24.89619    8.848348 ]
sedan2door_-30_15_-4_10_15_50_70_420 gt:['-30', '15', '-4', '10', '15'] pred:[18.400808 10.102717 19.40432  25.880577 17.079235]
suv_-50_23_-22_48_28_20_30_420 gt:['-50', '23', '-22', '48', '28'] pred:[46.832146 23.       32.69189  48.        6.232625]
suv_-50_15_-36_10_46_50_30_420 gt:['-50', '15', '-36', '10', '46'] pred:[28.301985 15.       36.70291  10.       46.      ]
sedan2door_-50_15_-36_35_46_230_70_420 gt:['-50', '15', '-36', '35', '46'] pred:[37.94205   4.365933 12.253319 15.817983 28.261219]
sedan4door_-30_23_-4_10_46_140_70_420 gt:['-30', '23', '-4', '10', '46'] pred:[15.295465 13.067186  4.        6.823948 20.723928]
sedan4door_-30_23_-22_10_15_140_70_420 gt:['-30', '23', '-22', '10', '15'] pred:[16.786255  12.758907  22.        12.321668   3.6020834]
sedan4door_-30_45_-4_35_15_20_70_420 gt:['-30', '45', '-4', '35', '15'] pred:[33.42456   30.751232   7.429079  35.         1.5071802]
sedan4door_-30_23_-22_35_28_140_70_420 gt:['-30', '23', '-22', '35', '28'] pred:[21.54494   12.806175  22.        17.459324   6.5928245]
sedan4door_-17_45_-22_10_46_20_30_420 gt:['-17', '45', '-22', '10', '46'] pred:[43.91094  45.       26.44814  10.       13.443487]
sedan4door_-50_45_-36_48_15_230_30_420 gt:['-50', '45', '-36', '48', '15'] pred:[50.       34.206776 36.       22.86655  14.812254]
hatchback_-17_15_-36_10_46_20_30_420 gt:['-17', '15', '-36', '10', '46'] pred:[39.39458  15.       36.83352  10.        4.216298]
sedan2door_-17_23_-4_10_15_230_30_420 gt:['-17', '23', '-4', '10', '15'] pred:[17.       19.822372  4.       16.56866   8.593284]
sedan2door_-17_23_-22_35_46_50_30_420 gt:['-17', '23', '-22', '35', '46'] pred:[23.457481 23.       12.961953 35.       46.      ]
hybrid_-30_23_-4_48_46_230_30_420 gt:['-30', '23', '-4', '48', '46'] pred:[30.        25.188166   4.         6.8886175 31.695507 ]
suv_-17_15_-22_10_28_230_30_420 gt:['-17', '15', '-22', '10', '28'] pred:[17.       26.847475 22.        8.081433  2.926002]
hybrid_-30_15_-36_10_28_50_30_420 gt:['-30', '15', '-36', '10', '28'] pred:[20.858332   15.         25.548576   10.          0.12739676]
sedan2door_-50_45_-22_48_28_20_30_420 gt:['-50', '45', '-22', '48', '28'] pred:[39.060135 45.        9.738455 48.       11.67506 ]
hatchback_-50_15_-4_10_15_20_30_420 gt:['-50', '15', '-4', '10', '15'] pred:[44.327507  15.        24.383886  10.         2.0178144]
sedan4door_-50_23_-22_10_46_140_30_420 gt:['-50', '23', '-22', '10', '46'] pred:[50.       16.96628  22.       12.648912 46.      ]
hybrid_-30_23_-4_48_46_230_70_420 gt:['-30', '23', '-4', '48', '46'] pred:[39.641586  8.532759 11.885113 17.96383  30.31276 ]
hatchback_-17_15_-36_10_46_20_70_420 gt:['-17', '15', '-36', '10', '46'] pred:[29.55194  10.537031 30.014374 10.       21.5562  ]
sedan2door_-30_23_-4_35_28_230_70_420 gt:['-30', '23', '-4', '35', '28'] pred:[38.803585  7.569824 16.102966 10.250893  9.456175]
hatchback_-30_15_-22_48_46_140_70_420 gt:['-30', '15', '-22', '48', '46'] pred:[14.878507 10.534673 22.       22.771976 16.123367]
sedan4door_-30_15_-22_35_28_230_70_420 gt:['-30', '15', '-22', '35', '28'] pred:[40.24495    6.0461254 24.269651  21.52492    7.314507 ]
sedan4door_-50_23_-4_48_15_230_30_420 gt:['-50', '23', '-4', '48', '15'] pred:[50.       12.449033  4.       25.880373 22.653444]
hybrid_-30_45_-36_10_28_50_70_420 gt:['-30', '45', '-36', '10', '28'] pred:[24.657402 34.055237 11.969795 13.266069 35.57405 ]
hybrid_-30_45_-36_35_28_230_30_420 gt:['-30', '45', '-36', '35', '28'] pred:[30.        48.809814  36.         3.8710468 33.28151  ]
suv_-50_23_-4_48_28_50_30_420 gt:['-50', '23', '-4', '48', '28'] pred:[30.831295 23.       23.792053 48.       28.      ]
hatchback_-50_45_-4_10_15_20_70_420 gt:['-50', '45', '-4', '10', '15'] pred:[39.973972 32.289993 12.460677  6.499869 14.75248 ]
sedan2door_-50_23_-36_35_28_140_70_420 gt:['-50', '23', '-36', '35', '28'] pred:[32.71245  15.156737  7.588978 16.270428 15.500869]
sedan4door_-50_45_-4_10_46_140_30_420 gt:['-50', '45', '-4', '10', '46'] pred:[50.       15.222244  4.       11.586125 46.      ]
sedan4door_-50_23_-22_35_28_20_30_420 gt:['-50', '23', '-22', '35', '28'] pred:[43.40352  23.       21.81522  35.       15.002083]
hybrid_-50_45_-22_48_15_230_70_420 gt:['-50', '45', '-22', '48', '15'] pred:[41.395622  14.892342   6.915772  17.959234   3.7504091]
hybrid_-30_15_-4_10_46_20_30_420 gt:['-30', '15', '-4', '10', '46'] pred:[37.01356   15.        12.184905  10.         4.3992195]
hatchback_-30_15_-4_35_46_140_30_420 gt:['-30', '15', '-4', '35', '46'] pred:[30.       25.814104  4.       20.649664 46.      ]
sedan4door_-50_45_-36_35_15_20_30_420 gt:['-50', '45', '-36', '35', '15'] pred:[45.532345 45.       22.307467 35.       14.872775]
hatchback_-50_15_-4_48_46_50_70_420 gt:['-50', '15', '-4', '48', '46'] pred:[24.519638  15.169217  10.4785185 25.371552  21.913857 ]
hatchback_-50_23_-4_35_15_140_30_420 gt:['-50', '23', '-4', '35', '15'] pred:[50.      23.87055  4.      20.07217 15.     ]
hatchback_-30_23_-4_35_46_140_30_420 gt:['-30', '23', '-4', '35', '46'] pred:[30.       27.344711  4.       27.182493 46.      ]
hatchback_-30_15_-36_10_46_140_30_420 gt:['-30', '15', '-36', '10', '46'] pred:[30.       18.09552  36.       12.995938 46.      ]
sedan4door_-17_45_-22_48_46_50_30_420 gt:['-17', '45', '-22', '48', '46'] pred:[29.164473 35.72528  14.988835 48.       46.      ]
hatchback_-30_23_-36_35_28_50_70_420 gt:['-30', '23', '-36', '35', '28'] pred:[25.444725 11.924972 18.049364 21.480938 22.93473 ]
hatchback_-50_23_-36_35_46_140_70_420 gt:['-50', '23', '-36', '35', '46'] pred:[25.947792 16.572985 36.       18.444027 17.567284]
hatchback_-50_45_-4_10_28_230_70_420 gt:['-50', '45', '-4', '10', '28'] pred:[41.126     20.008787   2.1046693  8.836303  12.369586 ]
suv_-50_15_-22_10_15_140_70_420 gt:['-50', '15', '-22', '10', '15'] pred:[13.96793  14.434726  2.71089  12.309246  8.759969]
hatchback_-50_23_-4_35_46_230_30_420 gt:['-50', '23', '-4', '35', '46'] pred:[50.       12.790172  4.       11.47336  37.856544]
sedan4door_-17_23_-4_48_15_230_70_420 gt:['-17', '23', '-4', '48', '15'] pred:[29.729849   8.76346    5.0315833 27.246763   2.2281952]
sedan4door_-30_45_-4_35_15_140_30_420 gt:['-30', '45', '-4', '35', '15'] pred:[30.       17.516792  4.       27.930159 15.      ]
hatchback_-30_23_-22_10_15_20_30_420 gt:['-30', '23', '-22', '10', '15'] pred:[43.926     23.        32.924007  10.         2.7681892]
hatchback_-17_23_-36_48_15_140_30_420 gt:['-17', '23', '-36', '48', '15'] pred:[17.       21.094742 36.       42.0692   15.      ]
hatchback_-50_15_-4_35_15_140_30_420 gt:['-50', '15', '-4', '35', '15'] pred:[50.       24.098248  4.       14.628445 15.      ]
suv_-50_23_-36_35_28_230_30_420 gt:['-50', '23', '-36', '35', '28'] pred:[50.       32.95821  36.       32.508015  7.450762]
suv_-50_23_-22_35_46_230_70_420 gt:['-50', '23', '-22', '35', '46'] pred:[27.011644 23.022806 14.560013 11.652018 19.955822]
sedan4door_-30_45_-36_48_46_20_30_420 gt:['-30', '45', '-36', '48', '46'] pred:[44.496437 45.       19.728525 48.        5.383606]
sedan2door_-17_45_-22_35_46_20_30_420 gt:['-17', '45', '-22', '35', '46'] pred:[44.05374  45.       13.633726 35.        8.742103]
suv_-50_23_-36_10_46_230_70_420 gt:['-50', '23', '-36', '10', '46'] pred:[27.546928  22.312008  20.75316    4.7905645 22.777086 ]
sedan2door_-50_15_-36_48_46_140_30_420 gt:['-50', '15', '-36', '48', '46'] pred:[50.       19.348526 36.        9.70379  46.      ]
sedan2door_-30_45_-36_35_28_20_70_420 gt:['-30', '45', '-36', '35', '28'] pred:[39.155716  34.753326   6.8573565  9.350158   8.745031 ]
sedan2door_-17_15_-4_10_28_20_30_420 gt:['-17', '15', '-4', '10', '28'] pred:[34.285122 15.       13.029216 10.       10.12464 ]
sedan2door_-50_15_-22_10_46_50_30_420 gt:['-50', '15', '-22', '10', '46'] pred:[35.016186 15.       22.735847 10.       46.      ]
sedan2door_-30_23_-4_48_28_50_70_420 gt:['-30', '23', '-4', '48', '28'] pred:[18.656155 17.611713 19.768944 24.612272 22.27403 ]
hybrid_-17_15_-4_48_28_140_70_420 gt:['-17', '15', '-4', '48', '28'] pred:[4.6194015 9.997171  4.        8.969989  6.561646 ]
suv_-30_15_-22_48_15_230_70_420 gt:['-30', '15', '-22', '48', '15'] pred:[17.544546  12.436031  20.353466  10.068072   5.2027225]
hybrid_-17_23_-36_10_46_50_70_420 gt:['-17', '23', '-36', '10', '46'] pred:[14.677345 20.9022   12.891501 20.412483 30.386692]
suv_-50_23_-36_10_46_20_30_420 gt:['-50', '23', '-36', '10', '46'] pred:[48.633533  23.        30.219437  10.         5.6308527]
hybrid_-30_15_-4_10_28_230_30_420 gt:['-30', '15', '-4', '10', '28'] pred:[30.       15.768612  4.        4.68101  24.771101]
suv_-50_15_-22_10_15_230_70_420 gt:['-50', '15', '-22', '10', '15'] pred:[26.967873  13.296141  10.639244   4.3535733  5.081837 ]
sedan2door_-17_45_-36_10_28_20_30_420 gt:['-17', '45', '-36', '10', '28'] pred:[36.83345  45.       12.546111 10.       10.257801]
sedan4door_-17_23_-4_35_28_50_30_420 gt:['-17', '23', '-4', '35', '28'] pred:[24.599047  23.        10.309029   5.4845705 28.       ]
sedan4door_-17_45_-4_35_15_20_70_420 gt:['-17', '45', '-4', '35', '15'] pred:[31.190647 26.786463 11.237515 35.        1.011852]
suv_-30_15_-36_10_15_140_30_420 gt:['-30', '15', '-36', '10', '15'] pred:[30.        8.186394 36.        6.979103 15.      ]
suv_-50_23_-22_10_46_140_30_420 gt:['-50', '23', '-22', '10', '46'] pred:[50.       17.60109  22.       11.799754 46.      ]
sedan4door_-17_45_-22_35_46_140_70_420 gt:['-17', '45', '-22', '35', '46'] pred:[15.349194 17.675014 22.       15.169332 18.604317]
hatchback_-30_15_-36_48_46_140_30_420 gt:['-30', '15', '-36', '48', '46'] pred:[30.        24.350374  36.        25.96873    1.7858686]
sedan4door_-30_15_-4_10_28_50_30_420 gt:['-30', '15', '-4', '10', '28'] pred:[27.027033 19.0125   21.637161 10.       28.      ]
sedan4door_-50_45_-36_48_15_140_30_420 gt:['-50', '45', '-36', '48', '15'] pred:[50.         16.41897    36.         23.072617    0.24450405]
suv_-17_15_-22_35_15_230_70_420 gt:['-17', '15', '-22', '35', '15'] pred:[ 5.6276116  8.341824  16.773355  11.018697   4.476909 ]
hatchback_-17_23_-22_48_15_20_70_420 gt:['-17', '23', '-22', '48', '15'] pred:[25.614119 10.184165 31.433304 48.        8.383386]
