hybrid_0_20_-40_0_40_320_20_400:gt ['0', '20', '-40', '0', '40']:pred [ 0.22642326 20.         40.          0.         42.36026   ]
hatchback_0_0_-20_40_0_160_60_400:gt ['0', '0', '-20', '40', '0']:pred [ 2.7132645  1.1169102 20.        41.080673   2.5020475]
hatchback_-20_40_-20_20_20_160_40_400:gt ['-20', '40', '-20', '20', '20']:pred [20.       40.49985  20.       24.764767 18.500326]
hatchback_0_0_0_40_20_80_40_400:gt ['0', '0', '0', '40', '20']:pred [ 1.3992941  8.636746   1.8444135 40.        20.       ]
hybrid_0_20_-40_0_40_80_80_450:gt ['0', '20', '-40', '0', '40']:pred [ 1.6200864 24.49169   40.         0.        40.       ]
sedan2door_0_20_-40_40_40_0_20_400:gt ['0', '20', '-40', '40', '40']:pred [ 0.2305062 20.        40.        40.        40.       ]
suv_-40_20_-20_20_20_160_80_450:gt ['-40', '20', '-20', '20', '20']:pred [45.57411  23.496487 17.549894 12.252606 12.41131 ]
sedan2door_0_0_0_0_20_80_60_400:gt ['0', '0', '0', '0', '20']:pred [ 0.39283052  0.92768854  0.          0.         31.824549  ]
sedan4door_-40_20_0_0_0_80_20_400:gt ['-40', '20', '0', '0', '0']:pred [36.516342  20.         1.0568672  0.         0.       ]
suv_-40_20_0_40_20_240_20_450:gt ['-40', '20', '0', '40', '20']:pred [40.       19.73268   0.       41.867134 16.715528]
hatchback_-40_40_-40_20_40_0_40_450:gt ['-40', '40', '-40', '20', '40']:pred [41.135723 40.       33.90928  20.       41.20059 ]
sedan2door_-20_0_-40_20_0_0_40_400:gt ['-20', '0', '-40', '20', '0']:pred [18.66554    0.        40.        20.         0.6700636]
suv_0_20_0_0_0_80_80_450:gt ['0', '20', '0', '0', '0']:pred [ 2.2424796 18.966335   1.2950275  0.9676591  0.       ]
sedan2door_-40_20_0_20_40_240_20_450:gt ['-40', '20', '0', '20', '40']:pred [40.       18.428072  0.       20.       47.48363 ]
sedan2door_-40_40_0_0_20_320_80_400:gt ['-40', '40', '0', '0', '20']:pred [41.596153 40.77262   0.        0.       19.561092]
sedan4door_0_40_-20_20_20_80_80_450:gt ['0', '40', '-20', '20', '20']:pred [ 0.913372 39.874203 27.411518  8.553705 20.      ]
hybrid_-40_20_0_0_0_320_80_450:gt ['-40', '20', '0', '0', '0']:pred [41.274326  22.174603   0.         0.         1.1467972]
hybrid_-20_0_-40_20_40_0_80_450:gt ['-20', '0', '-40', '20', '40']:pred [12.695152  2.96313  40.       20.       32.914352]
sedan4door_-40_20_-20_0_40_240_60_400:gt ['-40', '20', '-20', '0', '40']:pred [38.75791   16.105516  17.500933   1.6632113 41.186455 ]
sedan4door_-40_0_0_40_40_240_80_450:gt ['-40', '0', '0', '40', '40']:pred [35.759354   4.078722   2.0001035 37.883232  40.069523 ]
sedan2door_-40_40_0_20_20_320_60_400:gt ['-40', '40', '0', '20', '20']:pred [41.434994 44.78439   0.       20.       23.357674]
hybrid_-40_0_-20_0_0_80_20_450:gt ['-40', '0', '-20', '0', '0']:pred [25.212385  0.       20.        0.        0.      ]
hybrid_-20_40_-20_20_20_320_60_400:gt ['-20', '40', '-20', '20', '20']:pred [20.940155 40.609848 20.       20.       25.437714]
suv_-20_0_0_0_20_0_40_400:gt ['-20', '0', '0', '0', '20']:pred [24.299934   0.         0.7845091  0.        28.049767 ]
hybrid_-40_0_-40_20_20_240_60_450:gt ['-40', '0', '-40', '20', '20']:pred [36.900806   3.7686343 40.        20.        22.162922 ]
hybrid_0_0_0_0_0_80_80_400:gt ['0', '0', '0', '0', '0']:pred [0.88830054 0.7688047  0.         0.         0.        ]
suv_0_20_0_0_0_80_20_400:gt ['0', '20', '0', '0', '0']:pred [ 0.55166024 20.          0.          0.          0.        ]
sedan4door_-40_40_0_20_20_160_40_450:gt ['-40', '40', '0', '20', '20']:pred [40.       42.854603  0.       20.214657 16.88501 ]
hatchback_-20_0_0_0_40_80_20_400:gt ['-20', '0', '0', '0', '40']:pred [18.054855  0.        0.        0.       40.      ]
sedan2door_-40_40_-20_20_0_160_40_450:gt ['-40', '40', '-20', '20', '0']:pred [40.       31.247631 20.       20.        6.337343]
suv_0_20_-40_0_0_0_20_450:gt ['0', '20', '-40', '0', '0']:pred [ 1.0064695 20.        47.531624   0.         0.       ]
hybrid_-20_0_-40_20_0_240_20_400:gt ['-20', '0', '-40', '20', '0']:pred [20.          2.1874642  40.         20.          0.87653273]
sedan4door_-20_0_-20_0_20_320_60_450:gt ['-20', '0', '-20', '0', '20']:pred [17.219633   1.5020471 18.000406   0.        14.410437 ]
hybrid_-20_20_-20_0_40_320_60_400:gt ['-20', '20', '-20', '0', '40']:pred [19.513042 22.983616 20.        0.       35.25883 ]
sedan4door_0_0_-20_40_0_0_80_400:gt ['0', '0', '-20', '40', '0']:pred [ 2.179681  2.196237 20.425589 37.51577   8.171733]
sedan4door_0_20_-20_40_0_0_80_400:gt ['0', '20', '-20', '40', '0']:pred [ 1.4124576 27.219038  28.284283  39.01238   10.185698 ]
sedan2door_-40_20_0_40_20_240_40_400:gt ['-40', '20', '0', '40', '20']:pred [40.       15.397339  0.       40.       17.067387]
sedan4door_-40_0_0_0_0_240_40_400:gt ['-40', '0', '0', '0', '0']:pred [40.         1.8728348  0.         3.6678407 10.170749 ]
hatchback_-20_20_0_40_0_320_40_450:gt ['-20', '20', '0', '40', '0']:pred [15.9272375 20.         1.2207333 40.         2.338591 ]
sedan2door_-20_20_-20_20_0_240_40_400:gt ['-20', '20', '-20', '20', '0']:pred [20.        19.009153  20.        20.         0.6409871]
hybrid_0_0_-20_0_40_0_20_400:gt ['0', '0', '-20', '0', '40']:pred [ 0.18454798  0.         20.          0.         40.        ]
hatchback_-40_20_0_20_0_0_20_400:gt ['-40', '20', '0', '20', '0']:pred [35.716496 20.        2.81092  20.        0.      ]
sedan2door_0_20_-20_40_40_80_20_400:gt ['0', '20', '-20', '40', '40']:pred [ 3.2924013 20.        20.        40.        40.       ]
sedan4door_0_20_-20_40_20_160_80_400:gt ['0', '20', '-20', '40', '20']:pred [ 0.80127347 14.104045   17.080603   41.193687   12.614372  ]
sedan4door_0_40_-40_0_40_160_40_450:gt ['0', '40', '-40', '0', '40']:pred [ 0.        36.977753  40.         1.9266989 39.36559  ]
sedan2door_0_0_-40_0_0_160_40_450:gt ['0', '0', '-40', '0', '0']:pred [ 0.         2.3738925 40.         0.         4.1880293]
sedan2door_-40_20_-20_0_20_320_80_450:gt ['-40', '20', '-20', '0', '20']:pred [40.18148  20.027847 20.        0.       23.724316]
suv_0_20_0_20_0_320_40_400:gt ['0', '20', '0', '20', '0']:pred [ 0.08586862 20.          4.2561283  20.          1.7507161 ]
hatchback_0_20_-40_20_0_160_40_400:gt ['0', '20', '-40', '20', '0']:pred [ 0.        20.16831   40.        28.754284   1.5555232]
sedan4door_-20_0_0_0_0_320_20_400:gt ['-20', '0', '0', '0', '0']:pred [18.485773   0.         2.7422862  0.         1.6194347]
hatchback_-40_0_-20_0_40_80_20_400:gt ['-40', '0', '-20', '0', '40']:pred [41.420433  0.       23.220537  0.       40.      ]
hybrid_0_0_-20_0_0_240_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 0.          0.5879527  20.          0.          0.14307301]
sedan2door_0_0_-40_0_20_320_80_400:gt ['0', '0', '-40', '0', '20']:pred [ 0.9835521  2.473441  40.         0.         8.854215 ]
suv_-20_20_-40_0_20_240_20_450:gt ['-20', '20', '-40', '0', '20']:pred [20.        24.189137  40.         2.3554733 16.576437 ]
hatchback_-20_0_-20_0_20_240_80_450:gt ['-20', '0', '-20', '0', '20']:pred [11.262724   1.9472646 25.117563   3.4898198  9.005785 ]
suv_-20_40_-40_20_0_160_20_400:gt ['-20', '40', '-40', '20', '0']:pred [20.       44.563065 40.       14.702701  0.      ]
suv_0_40_-40_20_0_320_40_400:gt ['0', '40', '-40', '20', '0']:pred [ 0.9724464 40.        45.527542  20.         1.4755473]
hatchback_0_0_-20_40_40_240_60_450:gt ['0', '0', '-20', '40', '40']:pred [ 3.653177  4.695256 15.887054 38.707916 38.37791 ]
sedan4door_-40_20_-20_0_0_240_20_450:gt ['-40', '20', '-20', '0', '0']:pred [40.        19.40323   20.         1.5610645  3.3248665]
suv_-40_0_-20_40_20_80_80_450:gt ['-40', '0', '-20', '40', '20']:pred [37.4735    4.594306 27.162008 41.655746 20.      ]
sedan2door_-40_20_-40_20_0_0_60_450:gt ['-40', '20', '-40', '20', '0']:pred [40.438152  22.677923  40.        20.         1.8110673]
sedan2door_-40_20_-20_20_0_240_60_400:gt ['-40', '20', '-20', '20', '0']:pred [36.29575  14.644596 20.       20.        2.396259]
suv_-20_40_-40_0_40_160_20_400:gt ['-20', '40', '-40', '0', '40']:pred [20.        41.95206   40.         1.7018614 40.       ]
suv_-20_0_-40_20_40_320_80_400:gt ['-20', '0', '-40', '20', '40']:pred [16.218193   2.3900118 40.934227  17.55509   42.103527 ]
sedan4door_-20_40_-20_40_0_240_80_450:gt ['-20', '40', '-20', '40', '0']:pred [13.862376  36.249275   8.631635  44.701775   2.4968722]
sedan2door_-20_0_0_20_0_0_80_450:gt ['-20', '0', '0', '20', '0']:pred [24.789513   0.9032091  0.        20.         1.5745084]
sedan4door_-40_40_0_0_40_320_80_400:gt ['-40', '40', '0', '0', '40']:pred [39.119953  42.77571    1.874768   1.2253377 43.11173  ]
sedan2door_-40_40_0_40_0_160_20_400:gt ['-40', '40', '0', '40', '0']:pred [40.       37.505474  0.       40.        0.      ]
hybrid_-20_20_-20_0_40_80_20_400:gt ['-20', '20', '-20', '0', '40']:pred [17.190372 20.       20.        0.       40.      ]
hatchback_-20_20_-40_0_20_80_80_400:gt ['-20', '20', '-40', '0', '20']:pred [21.661993  27.23834   42.94831    4.2729344 20.       ]
suv_0_0_-40_40_0_240_20_400:gt ['0', '0', '-40', '40', '0']:pred [ 0.         7.2404156 40.        43.028286   1.3207479]
hybrid_-40_20_-40_40_40_160_20_450:gt ['-40', '20', '-40', '40', '40']:pred [40.       17.136335 40.       40.       40.      ]
suv_-40_20_-20_0_40_240_20_400:gt ['-40', '20', '-20', '0', '40']:pred [40.        26.59716   20.         1.9721491 40.850838 ]
suv_-20_0_0_40_0_80_60_400:gt ['-20', '0', '0', '40', '0']:pred [23.32971  10.211683  4.056472 37.794422  8.853361]
hatchback_-20_40_0_20_40_0_20_450:gt ['-20', '40', '0', '20', '40']:pred [24.882128   40.          0.83103067 20.         40.        ]
sedan4door_-20_20_-20_20_40_160_20_400:gt ['-20', '20', '-20', '20', '40']:pred [20.       13.199348 20.        8.356426 40.      ]
sedan2door_-40_20_0_20_20_0_80_450:gt ['-40', '20', '0', '20', '20']:pred [42.267452 25.891909  0.       20.       27.951107]
sedan4door_0_20_-20_20_0_160_40_400:gt ['0', '20', '-20', '20', '0']:pred [ 0.        17.905796  20.        27.936386   2.0342784]
hybrid_0_20_0_0_0_240_80_400:gt ['0', '20', '0', '0', '0']:pred [ 1.0572598 15.285078   0.         0.         0.4140528]
sedan4door_0_0_-40_20_40_240_40_400:gt ['0', '0', '-40', '20', '40']:pred [ 0.         5.3866763 40.        23.39638   40.16557  ]
sedan2door_0_0_0_40_40_160_80_400:gt ['0', '0', '0', '40', '40']:pred [ 0.4071625  2.8613646  0.        40.        38.500244 ]
sedan2door_-40_0_-20_20_20_160_40_450:gt ['-40', '0', '-20', '20', '20']:pred [40.        2.3946   20.       20.       19.978735]
sedan2door_0_40_0_0_20_240_20_450:gt ['0', '40', '0', '0', '20']:pred [ 0.       41.543194  0.        0.       24.235361]
hatchback_0_0_0_20_20_160_60_400:gt ['0', '0', '0', '20', '20']:pred [ 1.6369094  2.6729004  0.        28.386192  18.873154 ]
sedan4door_-40_0_-40_40_0_160_80_400:gt ['-40', '0', '-40', '40', '0']:pred [38.507957   5.99942   34.052505  39.221848   5.9094396]
sedan2door_0_20_-40_40_40_160_60_450:gt ['0', '20', '-40', '40', '40']:pred [ 2.7299228 22.01574   40.        40.        32.58732  ]
suv_-40_0_-40_0_20_0_80_400:gt ['-40', '0', '-40', '0', '20']:pred [39.826557   1.3725144 40.42405    0.        13.6344   ]
hybrid_0_0_-40_0_20_320_80_450:gt ['0', '0', '-40', '0', '20']:pred [ 6.144322   3.3287864 40.         0.        15.251806 ]
hybrid_-40_0_-40_40_20_160_20_450:gt ['-40', '0', '-40', '40', '20']:pred [40.         2.8216326 40.        40.        20.       ]
sedan2door_-40_20_-20_0_0_160_60_400:gt ['-40', '20', '-20', '0', '0']:pred [38.97143   22.18196   20.         0.         2.0120664]
sedan2door_0_20_-40_0_20_320_40_400:gt ['0', '20', '-40', '0', '20']:pred [ 0.55583185 20.         40.          0.         12.052332  ]
suv_-40_20_-20_20_0_0_40_400:gt ['-40', '20', '-20', '20', '0']:pred [33.822277  20.        28.269836  20.         2.0821545]
suv_0_0_0_20_0_0_60_450:gt ['0', '0', '0', '20', '0']:pred [ 0.41336438  0.          0.8531951  20.          0.8018379 ]
sedan4door_-20_0_-40_20_20_80_20_400:gt ['-20', '0', '-40', '20', '20']:pred [ 8.024898  0.       49.001896 20.       20.      ]
hatchback_-20_20_-20_40_40_0_60_400:gt ['-20', '20', '-20', '40', '40']:pred [20.333578 17.981972 17.748419 40.       40.06511 ]
sedan2door_0_0_-40_0_20_160_60_400:gt ['0', '0', '-40', '0', '20']:pred [ 0.79990315  1.1682591  40.          0.         34.343185  ]
sedan4door_-20_40_-40_20_40_160_80_400:gt ['-20', '40', '-40', '20', '40']:pred [19.72606  43.531715 36.221386 14.060362 41.14588 ]
sedan4door_0_20_0_20_0_240_20_450:gt ['0', '20', '0', '20', '0']:pred [ 0.        21.254625   0.        14.553903   1.9280474]
hybrid_-20_40_-20_40_0_160_60_400:gt ['-20', '40', '-20', '40', '0']:pred [16.113962  42.910236  20.        40.         7.9063993]
suv_-20_20_0_40_40_240_60_400:gt ['-20', '20', '0', '40', '40']:pred [11.9337   25.142637  0.       45.192703 43.971676]
suv_0_20_0_20_40_240_20_450:gt ['0', '20', '0', '20', '40']:pred [ 0.       23.077694  0.       23.85752  41.20097 ]
sedan2door_-20_20_-20_20_40_240_40_450:gt ['-20', '20', '-20', '20', '40']:pred [20.       16.586468 20.       20.       44.460213]
hybrid_0_20_-40_0_40_80_80_450:gt ['0', '20', '-40', '0', '40']:pred [ 1.6200864 24.49169   40.         0.        40.       ]
sedan4door_0_0_-40_0_0_160_20_450:gt ['0', '0', '-40', '0', '0']:pred [ 0.         1.2708904 40.         1.4355731  0.       ]
sedan2door_-20_40_-20_0_40_80_40_400:gt ['-20', '40', '-20', '0', '40']:pred [19.225746 39.633167 20.        0.       40.      ]
sedan4door_-20_0_0_40_40_320_80_400:gt ['-20', '0', '0', '40', '40']:pred [18.31439   3.450877  2.12566  36.79056  40.60155 ]
hybrid_0_0_-20_20_0_240_40_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.         1.0733709 20.        20.         0.8688904]
suv_-40_40_-40_0_40_80_40_450:gt ['-40', '40', '-40', '0', '40']:pred [44.552414 43.11205  47.10498   0.       40.      ]
sedan2door_0_0_-40_0_40_0_40_450:gt ['0', '0', '-40', '0', '40']:pred [ 0.5161708  0.        40.         0.        36.307636 ]
hatchback_-20_0_0_40_0_320_80_450:gt ['-20', '0', '0', '40', '0']:pred [21.849401   3.4802053  6.929544  31.256594   1.6740643]
sedan4door_-40_40_-40_40_20_0_20_400:gt ['-40', '40', '-40', '40', '20']:pred [42.065212 40.       37.89042  40.       20.      ]
suv_-40_20_-20_0_40_80_80_450:gt ['-40', '20', '-20', '0', '40']:pred [36.700306  16.438524  19.537693   2.4765944 40.       ]
hatchback_-20_0_-20_0_20_0_40_450:gt ['-20', '0', '-20', '0', '20']:pred [19.345306  0.       16.301582  0.       15.157049]
sedan4door_-40_40_-20_0_40_240_40_450:gt ['-40', '40', '-20', '0', '40']:pred [40.       38.382027 20.        2.439276 41.46416 ]
hybrid_0_20_-40_0_20_0_40_400:gt ['0', '20', '-40', '0', '20']:pred [ 1.3068858 20.        40.         0.        27.43202  ]
sedan2door_-40_40_0_20_20_160_60_450:gt ['-40', '40', '0', '20', '20']:pred [32.30341  42.97859   0.       20.       26.189978]
sedan4door_-40_0_0_20_0_320_80_450:gt ['-40', '0', '0', '20', '0']:pred [41.483414   3.59078    1.0258809 16.804249   2.4962378]
hatchback_-20_0_-40_40_40_80_60_400:gt ['-20', '0', '-40', '40', '40']:pred [25.50453    2.5004644 42.310688  42.12692   22.903082 ]
sedan4door_-40_0_-20_40_20_0_20_450:gt ['-40', '0', '-20', '40', '20']:pred [35.77147   0.       26.063848 40.       20.      ]
hatchback_0_0_-20_20_0_160_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 2.208691   1.8456473 20.        12.697189   2.690469 ]
sedan4door_0_0_0_20_40_0_40_450:gt ['0', '0', '0', '20', '40']:pred [ 0.26798472  0.          1.3169763  20.         41.197742  ]
sedan2door_-20_40_0_40_40_160_40_400:gt ['-20', '40', '0', '40', '40']:pred [20.       40.716934  0.       40.       39.1785  ]
sedan2door_-20_40_-20_40_20_240_20_400:gt ['-20', '40', '-20', '40', '20']:pred [20.       39.616726 20.       40.       15.448188]
sedan2door_0_40_-40_40_20_160_20_400:gt ['0', '40', '-40', '40', '20']:pred [ 0.       34.324688 40.       40.       20.      ]
sedan4door_0_20_0_40_40_0_80_400:gt ['0', '20', '0', '40', '40']:pred [ 1.5907154 13.198683   3.4225745 44.36139   35.5648   ]
sedan2door_-40_0_-40_0_0_160_20_450:gt ['-40', '0', '-40', '0', '0']:pred [40.         4.6677566 40.         0.         0.       ]
hybrid_-20_0_-20_20_40_160_60_400:gt ['-20', '0', '-20', '20', '40']:pred [20.38628    3.5558574 20.        20.        43.81299  ]
sedan2door_-40_20_0_40_20_0_60_450:gt ['-40', '20', '0', '40', '20']:pred [43.06458  26.377043  0.       40.       14.45591 ]
sedan4door_0_40_0_40_40_0_80_400:gt ['0', '40', '0', '40', '40']:pred [ 3.8057103 45.91075    4.286376  42.0616    39.26236  ]
hatchback_-40_20_-40_40_0_80_40_400:gt ['-40', '20', '-40', '40', '0']:pred [39.165718 10.092028 37.66234  40.        0.      ]
sedan2door_0_20_-40_0_0_80_60_450:gt ['0', '20', '-40', '0', '0']:pred [ 3.881556  22.774677  40.         0.         0.9179014]
hatchback_-40_20_0_40_40_320_60_400:gt ['-40', '20', '0', '40', '40']:pred [40.035652  22.964146   4.4181986 40.129353  38.323956 ]
hatchback_0_0_-40_40_20_240_60_400:gt ['0', '0', '-40', '40', '20']:pred [ 2.519799  2.939505 44.142498 40.77607  15.370878]
suv_-40_20_0_20_40_0_60_450:gt ['-40', '20', '0', '20', '40']:pred [43.151505   18.0701      0.83476233 20.         22.128267  ]
suv_0_40_0_20_40_0_60_450:gt ['0', '40', '0', '20', '40']:pred [ 1.5056417 43.251667   3.276896  20.        39.162743 ]
hatchback_-20_0_-20_20_20_80_40_400:gt ['-20', '0', '-20', '20', '20']:pred [17.478432  8.14341  19.28768  20.       20.      ]
hatchback_-20_40_-20_20_20_80_60_400:gt ['-20', '40', '-20', '20', '20']:pred [19.582859 37.51654  15.26367  16.76189  19.902365]
suv_0_40_-40_20_40_320_80_400:gt ['0', '40', '-40', '20', '40']:pred [ 2.4350564 34.414192  41.41575   14.555446  34.779884 ]
suv_-40_20_-20_0_20_320_20_450:gt ['-40', '20', '-20', '0', '20']:pred [38.085754 20.       20.819258  0.       16.85542 ]
suv_0_20_-40_0_20_320_60_450:gt ['0', '20', '-40', '0', '20']:pred [ 1.3135718 14.140847  42.661438   0.        32.646557 ]
sedan2door_-20_0_-40_20_40_0_40_400:gt ['-20', '0', '-40', '20', '40']:pred [18.581808  0.       40.       20.       42.23684 ]
sedan4door_-40_0_-40_40_0_160_20_450:gt ['-40', '0', '-40', '40', '0']:pred [40.          0.73035127 40.         41.94905     0.        ]
suv_-40_0_-40_40_40_240_80_400:gt ['-40', '0', '-40', '40', '40']:pred [46.322968   3.5702114 36.70756   40.111824  42.932022 ]
hybrid_-40_20_-20_0_40_240_40_450:gt ['-40', '20', '-20', '0', '40']:pred [40.       16.785007 20.        0.       36.953133]
suv_0_20_-20_0_0_160_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.        21.491789  20.         0.8863983  0.       ]
hatchback_0_20_-20_20_0_0_40_450:gt ['0', '20', '-20', '20', '0']:pred [ 0.3023412 20.        23.403116  20.         1.0961207]
sedan2door_-40_0_-40_0_20_80_20_400:gt ['-40', '0', '-40', '0', '20']:pred [41.853638  0.       40.        0.       20.      ]
hybrid_-40_0_0_20_40_240_80_400:gt ['-40', '0', '0', '20', '40']:pred [39.853306   1.5569031  0.        20.        44.89389  ]
suv_-20_40_-40_0_0_160_40_400:gt ['-20', '40', '-40', '0', '0']:pred [20.        33.962708  40.         1.2476553  2.675489 ]
hatchback_0_40_-40_20_40_160_60_400:gt ['0', '40', '-40', '20', '40']:pred [ 3.7670217 38.19966   40.        21.305582  44.052303 ]
sedan4door_0_20_-40_40_20_240_20_450:gt ['0', '20', '-40', '40', '20']:pred [ 0.       18.939493 40.       37.25385  26.90904 ]
suv_-40_20_0_20_40_160_80_400:gt ['-40', '20', '0', '20', '40']:pred [38.49358  18.39676   0.       22.317915 30.56359 ]
suv_-20_0_-40_40_20_0_60_400:gt ['-20', '0', '-40', '40', '20']:pred [21.854805  0.       43.892742 40.       17.709324]
suv_-40_20_-40_20_0_240_20_400:gt ['-40', '20', '-40', '20', '0']:pred [40.        22.132973  40.        11.521316   1.7915089]
suv_-20_0_-20_40_0_160_60_400:gt ['-20', '0', '-20', '40', '0']:pred [ 6.3324747  1.8382148 20.        47.154064   1.5178223]
hatchback_-20_20_-20_40_40_160_60_450:gt ['-20', '20', '-20', '40', '40']:pred [14.488868 22.320232 20.       35.1389   32.82643 ]
sedan4door_-20_20_0_0_20_240_40_450:gt ['-20', '20', '0', '0', '20']:pred [20.       28.60092   0.        9.463607 19.731012]
