hybrid_-40_40_-40_40_20_360_80_400 gt:['-40', '40', '-40', '40', '20'] pred:[41.40255  41.323326 40.       40.       18.985538]
suv_0_0_0_40_0_360_40_400 gt:['0', '0', '0', '40', '0'] pred:[ 2.1910868  0.         1.2384393 40.         1.2856034]
sedan2door_-40_0_-40_40_40_280_40_400 gt:['-40', '0', '-40', '40', '40'] pred:[42.078903  0.       40.       40.       43.674294]
hybrid_-40_0_-20_20_0_120_20_400 gt:['-40', '0', '-20', '20', '0'] pred:[40.         3.4453707 20.        20.         0.       ]
suv_-40_20_-20_20_0_40_40_400 gt:['-40', '20', '-20', '20', '0'] pred:[44.049168  20.        12.677356  20.         1.0518416]
sedan4door_-40_0_-20_20_40_200_40_400 gt:['-40', '0', '-20', '20', '40'] pred:[40.         3.2847404 20.        17.97048   40.17653  ]
hatchback_-40_0_0_0_20_360_40_400 gt:['-40', '0', '0', '0', '20'] pred:[40.662193   0.         2.0346513  0.        19.21143  ]
suv_0_20_0_40_20_360_20_450 gt:['0', '20', '0', '40', '20'] pred:[ 3.030837  20.         2.1562536 40.        20.       ]
sedan4door_0_20_-40_0_0_40_60_450 gt:['0', '20', '-40', '0', '0'] pred:[ 2.78585   21.834457  44.409775   0.         2.6609907]
sedan2door_-40_0_0_20_40_160_20_450 gt:['-40', '0', '0', '20', '40'] pred:[40.         2.1663318  0.        20.        40.       ]
sedan2door_-20_20_0_20_20_0_60_400 gt:['-20', '20', '0', '20', '20'] pred:[20.219093 21.458563  0.       20.       18.478962]
hatchback_-40_0_0_20_20_0_20_450 gt:['-40', '0', '0', '20', '20'] pred:[44.18885    0.         2.5588512 20.        20.       ]
hatchback_-20_40_0_40_20_120_60_400 gt:['-20', '40', '0', '40', '20'] pred:[17.326565 43.705555  0.       42.80693  22.571724]
hybrid_-20_40_0_20_40_280_80_400 gt:['-20', '40', '0', '20', '40'] pred:[19.929972 41.17999   0.       20.       41.667145]
suv_-20_0_-40_40_20_320_60_400 gt:['-20', '0', '-40', '40', '20'] pred:[17.804659  0.       37.30191  36.065323 18.760147]
hybrid_0_0_-40_0_40_240_20_400 gt:['0', '0', '-40', '0', '40'] pred:[ 0.        2.382706 40.        0.       45.004436]
hybrid_0_20_0_0_40_200_60_450 gt:['0', '20', '0', '0', '40'] pred:[ 0.       19.511232  0.        0.       38.966625]
hatchback_0_20_-40_20_20_240_80_450 gt:['0', '20', '-40', '20', '20'] pred:[ 5.23149  20.534311 37.307243 16.735855 22.340918]
sedan2door_-40_20_0_20_20_320_20_400 gt:['-40', '20', '0', '20', '20'] pred:[42.25513  20.        0.       20.       20.036821]
sedan4door_-40_20_-40_0_0_120_20_450 gt:['-40', '20', '-40', '0', '0'] pred:[40.       25.941072 40.        2.588014  0.      ]
hatchback_-40_20_-40_40_0_320_40_450 gt:['-40', '20', '-40', '40', '0'] pred:[39.397766  20.        43.37053   40.         2.3035164]
hybrid_-20_0_-20_0_0_120_20_450 gt:['-20', '0', '-20', '0', '0'] pred:[20.         1.9916189 20.         0.         0.       ]
suv_-20_0_0_40_0_360_20_450 gt:['-20', '0', '0', '40', '0'] pred:[22.099274   0.         1.5426214 40.         0.       ]
hatchback_0_0_-40_40_40_200_80_400 gt:['0', '0', '-40', '40', '40'] pred:[ 3.5764663  5.5956326 44.208374  40.85878   37.03939  ]
suv_-20_20_0_20_0_160_40_400 gt:['-20', '20', '0', '20', '0'] pred:[20.        26.962427   0.        17.948343   1.6291152]
suv_-40_20_-40_40_20_160_60_400 gt:['-40', '20', '-40', '40', '20'] pred:[39.22271  19.593079 40.       44.549274 21.711561]
suv_-40_0_0_0_0_80_80_450 gt:['-40', '0', '0', '0', '0'] pred:[44.316296   1.7699113  2.8762546  4.047363   0.       ]
suv_-20_40_-40_0_0_160_80_450 gt:['-20', '40', '-40', '0', '0'] pred:[17.130394  44.259636  43.965828   2.2692304  1.7958252]
hatchback_-20_40_-20_40_40_320_60_400 gt:['-20', '40', '-20', '40', '40'] pred:[18.637644 40.183975 19.114227 42.310753 39.83608 ]
suv_-40_40_-20_20_40_120_20_450 gt:['-40', '40', '-20', '20', '40'] pred:[40.       41.65738  20.       14.073666 40.      ]
suv_-20_40_-20_40_40_120_40_450 gt:['-20', '40', '-20', '40', '40'] pred:[20.       42.6355   20.       41.790077 40.      ]
hatchback_-40_40_-20_40_40_360_80_400 gt:['-40', '40', '-20', '40', '40'] pred:[43.389606 40.90386  20.12897  41.516712 39.4716  ]
hybrid_0_40_-20_20_0_320_80_450 gt:['0', '40', '-20', '20', '0'] pred:[ 3.1829257 46.175167  20.        20.         1.8829367]
sedan4door_-20_40_-40_20_0_360_20_400 gt:['-20', '40', '-40', '20', '0'] pred:[19.134724 40.       42.266335 20.        0.      ]
sedan2door_-20_40_-20_20_40_320_40_400 gt:['-20', '40', '-20', '20', '40'] pred:[15.897963 40.       20.       20.       42.92063 ]
suv_-40_40_-20_40_40_120_20_450 gt:['-40', '40', '-20', '40', '40'] pred:[40.       40.479145 20.       41.57363  40.      ]
sedan2door_0_40_0_0_40_120_40_450 gt:['0', '40', '0', '0', '40'] pred:[ 0.      44.85925  0.       0.      40.     ]
hybrid_0_40_-20_0_40_40_80_450 gt:['0', '40', '-20', '0', '40'] pred:[ 2.3462417 46.464886  20.         0.        36.849434 ]
hybrid_-20_20_-20_0_40_160_80_400 gt:['-20', '20', '-20', '0', '40'] pred:[15.936946 22.613058 20.        0.       39.418415]
suv_-20_20_-40_0_40_280_60_400 gt:['-20', '20', '-40', '0', '40'] pred:[16.818712 21.841934 45.179535  0.       39.88885 ]
hybrid_-20_40_0_40_20_240_40_400 gt:['-20', '40', '0', '40', '20'] pred:[20.       41.437958  0.       40.       19.432026]
hatchback_-40_20_-40_0_20_280_80_400 gt:['-40', '20', '-40', '0', '20'] pred:[42.10033   19.950565  40.03333    2.3515916 19.408108 ]
sedan4door_-20_0_0_20_40_0_40_450 gt:['-20', '0', '0', '20', '40'] pred:[20.80003    0.         2.5962064 20.        44.100624 ]
sedan2door_0_40_-40_0_20_280_20_450 gt:['0', '40', '-40', '0', '20'] pred:[ 3.428505 40.       40.        0.       18.30208 ]
hatchback_-20_40_-20_0_20_320_60_450 gt:['-20', '40', '-20', '0', '20'] pred:[17.513624 42.62892  18.109247  0.       20.496778]
hybrid_0_0_-40_0_40_240_80_400 gt:['0', '0', '-40', '0', '40'] pred:[ 2.3984838  3.0843735 40.         0.        41.630177 ]
hybrid_-40_40_-20_0_20_240_60_400 gt:['-40', '40', '-20', '0', '20'] pred:[44.409046 43.087997 20.        0.       23.415829]
sedan2door_0_0_0_0_0_80_40_450 gt:['0', '0', '0', '0', '0'] pred:[2.384754  2.4169528 0.        0.        0.       ]
suv_-20_0_0_20_40_160_40_450 gt:['-20', '0', '0', '20', '40'] pred:[20.         3.7469943  0.        15.527907  42.161926 ]
sedan4door_0_20_0_0_0_320_80_400 gt:['0', '20', '0', '0', '0'] pred:[ 1.5780877 21.472013   3.3228717  1.5727807  2.7425356]
hybrid_0_20_-20_0_0_360_40_450 gt:['0', '20', '-20', '0', '0'] pred:[ 2.146459 20.       20.        0.        1.63926 ]
hatchback_-20_20_-40_0_0_120_80_400 gt:['-20', '20', '-40', '0', '0'] pred:[23.626667  25.9205    43.70431    2.4879727  2.0497217]
suv_0_20_-40_20_40_360_40_450 gt:['0', '20', '-40', '20', '40'] pred:[ 3.467538 20.       45.344547 20.       40.342285]
hybrid_-40_40_0_0_0_360_20_400 gt:['-40', '40', '0', '0', '0'] pred:[46.452564 40.        0.        0.        0.      ]
hybrid_-20_20_0_0_20_280_20_400 gt:['-20', '20', '0', '0', '20'] pred:[17.673311 20.        0.        0.       19.713291]
hybrid_0_20_0_20_0_160_80_450 gt:['0', '20', '0', '20', '0'] pred:[ 3.1119113 20.597336   0.        20.         1.6409816]
sedan4door_-40_20_0_40_40_320_80_400 gt:['-40', '20', '0', '40', '40'] pred:[41.68153  19.43934   4.862086 43.419037 40.919186]
sedan2door_0_40_-20_20_20_120_40_400 gt:['0', '40', '-20', '20', '20'] pred:[ 0.       47.542995 20.       20.       20.      ]
hybrid_-20_20_-40_40_40_280_60_400 gt:['-20', '20', '-40', '40', '40'] pred:[20.170826 19.77938  40.       40.       40.489803]
suv_-20_20_-40_40_40_120_60_450 gt:['-20', '20', '-40', '40', '40'] pred:[16.923378 19.249725 40.       44.24355  37.80014 ]
suv_-20_20_0_40_40_80_80_400 gt:['-20', '20', '0', '40', '40'] pred:[23.932882  16.542915   3.2818267 35.513588  40.       ]
sedan4door_-20_40_-20_20_40_160_80_400 gt:['-20', '40', '-20', '20', '40'] pred:[19.69271  48.049763 15.110701 19.724127 36.53984 ]
hybrid_-20_0_-20_40_20_0_20_400 gt:['-20', '0', '-20', '40', '20'] pred:[20.714285  0.       20.       40.       20.      ]
sedan4door_-20_20_-20_40_40_80_40_450 gt:['-20', '20', '-20', '40', '40'] pred:[21.397978 20.890192 14.188783 40.       40.      ]
hybrid_0_0_-20_20_40_0_80_400 gt:['0', '0', '-20', '20', '40'] pred:[ 2.7959983  2.9075882 20.        20.        41.833366 ]
sedan4door_0_0_0_40_20_40_80_450 gt:['0', '0', '0', '40', '20'] pred:[ 2.1062975  2.3990986  4.325416  49.091713  20.200613 ]
suv_-20_40_0_40_40_360_80_400 gt:['-20', '40', '0', '40', '40'] pred:[23.109037  41.437702   3.7655134 42.945152  36.611553 ]
sedan4door_0_40_0_20_0_280_40_400 gt:['0', '40', '0', '20', '0'] pred:[ 3.3959467 43.830215   1.8920757 18.373499   0.7809773]
hybrid_0_0_0_0_40_200_40_400 gt:['0', '0', '0', '0', '40'] pred:[ 0.        1.927887  0.        0.       40.739998]
sedan2door_-40_0_0_40_40_0_80_450 gt:['-40', '0', '0', '40', '40'] pred:[44.204655   3.2652822  0.        40.        39.74738  ]
suv_-20_0_0_40_40_280_60_450 gt:['-20', '0', '0', '40', '40'] pred:[18.233746   2.9051383  2.5529401 45.19955   40.894554 ]
hybrid_-40_0_-40_0_0_40_40_450 gt:['-40', '0', '-40', '0', '0'] pred:[40.81934    0.        40.         0.         2.0749006]
sedan4door_-40_0_0_0_40_80_40_450 gt:['-40', '0', '0', '0', '40'] pred:[45.962536   1.9228795  3.4612706  0.        40.       ]
hybrid_-40_0_0_40_20_160_20_450 gt:['-40', '0', '0', '40', '20'] pred:[40.         1.6504864  0.        40.        20.       ]
sedan4door_0_40_-20_20_20_200_20_400 gt:['0', '40', '-20', '20', '20'] pred:[ 0.       45.192944 20.       20.16579  17.3726  ]
hybrid_0_20_-40_0_0_80_60_400 gt:['0', '20', '-40', '0', '0'] pred:[ 2.2345648 21.964708  40.         0.         2.29458  ]
sedan2door_-20_40_-20_40_40_80_40_450 gt:['-20', '40', '-20', '40', '40'] pred:[20.866745 41.305    20.       40.       40.      ]
sedan4door_-40_40_-20_40_20_200_80_450 gt:['-40', '40', '-20', '40', '20'] pred:[41.685604 43.744698 20.858496 40.695442 23.533691]
sedan2door_-20_20_-20_20_40_40_60_400 gt:['-20', '20', '-20', '20', '40'] pred:[20.791794 18.456976 20.       20.       39.3986  ]
suv_-20_40_-40_20_40_120_80_400 gt:['-20', '40', '-40', '20', '40'] pred:[18.734028 41.64757  38.836445 15.670517 40.33908 ]
hatchback_-40_40_-40_20_40_160_60_450 gt:['-40', '40', '-40', '20', '40'] pred:[43.769657 42.525322 40.       24.601019 39.49512 ]
hybrid_-40_40_-20_20_20_280_80_400 gt:['-40', '40', '-20', '20', '20'] pred:[43.371532 43.56581  20.       20.       23.167547]
suv_0_40_-20_40_20_200_20_400 gt:['0', '40', '-20', '40', '20'] pred:[ 0.       43.48343  20.       42.388836 24.454895]
suv_0_0_-40_0_40_200_80_450 gt:['0', '0', '-40', '0', '40'] pred:[ 3.2275724  2.7995088 44.29921    2.840925  41.762844 ]
hybrid_0_20_0_0_20_200_40_450 gt:['0', '20', '0', '0', '20'] pred:[ 0.       19.179838  0.        0.       20.993816]
sedan2door_-20_0_-40_0_40_240_60_450 gt:['-20', '0', '-40', '0', '40'] pred:[18.93576   2.445969 40.        0.       42.70874 ]
hatchback_-40_40_0_40_0_0_20_450 gt:['-40', '40', '0', '40', '0'] pred:[42.11764  40.        2.806172 40.        0.      ]
hatchback_-40_20_-20_40_20_360_20_450 gt:['-40', '20', '-20', '40', '20'] pred:[46.417736 20.       16.091198 40.       20.      ]
sedan2door_0_40_-40_20_0_320_80_400 gt:['0', '40', '-40', '20', '0'] pred:[ 3.3836868 42.211987  40.        20.         1.3398304]
sedan4door_0_0_-20_40_20_120_80_450 gt:['0', '0', '-20', '40', '20'] pred:[ 3.6059504  2.1990764 18.770012  47.559837  17.979317 ]
hybrid_-20_20_-20_20_0_40_40_450 gt:['-20', '20', '-20', '20', '0'] pred:[18.22704 20.      20.      20.       1.40452]
suv_0_40_-20_0_40_240_80_450 gt:['0', '40', '-20', '0', '40'] pred:[ 2.8114145 41.589508  18.265388   2.2925158 43.382328 ]
suv_-40_40_-40_20_40_360_20_400 gt:['-40', '40', '-40', '20', '40'] pred:[43.911972 40.       43.04964  20.       40.      ]
sedan4door_-20_40_-20_20_40_120_40_400 gt:['-20', '40', '-20', '20', '40'] pred:[20.       46.769604 20.       20.39158  40.      ]
sedan2door_-40_40_-40_20_0_0_60_450 gt:['-40', '40', '-40', '20', '0'] pred:[41.943935  41.982876  40.        20.         1.6160465]
hatchback_-20_20_-20_40_20_40_80_400 gt:['-20', '20', '-20', '40', '20'] pred:[22.112638 20.95601  19.64746  38.322945 22.118042]
suv_0_0_-20_0_20_40_40_400 gt:['0', '0', '-20', '0', '20'] pred:[ 1.7684072  0.        19.230658   0.        21.596218 ]
sedan2door_-20_20_-40_40_0_320_20_450 gt:['-20', '20', '-40', '40', '0'] pred:[18.819754  20.        40.        40.         1.9368788]
hatchback_-40_20_-40_40_0_320_60_450 gt:['-40', '20', '-40', '40', '0'] pred:[37.593304  19.630764  41.574593  41.15553    2.9222634]
sedan4door_-40_0_-40_40_0_0_20_400 gt:['-40', '0', '-40', '40', '0'] pred:[44.53848   0.       44.394615 40.        0.      ]
hatchback_0_20_-40_20_20_280_20_400 gt:['0', '20', '-40', '20', '20'] pred:[ 7.6155386 20.        43.361027  20.        14.738186 ]
suv_-20_0_0_40_0_360_40_400 gt:['-20', '0', '0', '40', '0'] pred:[19.991259   0.         1.6816506 40.         1.4334311]
hatchback_-20_40_0_40_0_120_80_450 gt:['-20', '40', '0', '40', '0'] pred:[23.168991  42.661552   5.641575  43.42657    1.6385441]
hatchback_-20_20_-20_40_0_40_20_400 gt:['-20', '20', '-20', '40', '0'] pred:[19.889187 20.       13.271334 40.        0.      ]
sedan4door_-40_0_-40_20_40_160_40_450 gt:['-40', '0', '-40', '20', '40'] pred:[40.         2.7977786 40.        26.064444  38.30864  ]
sedan4door_-20_0_-40_20_40_40_20_400 gt:['-20', '0', '-40', '20', '40'] pred:[25.473825  0.       47.567654 20.       40.      ]
hatchback_-40_20_-20_0_0_0_40_450 gt:['-40', '20', '-20', '0', '0'] pred:[40.583008  20.        17.93687    0.         1.4927741]
hybrid_-20_0_-20_20_0_40_40_450 gt:['-20', '0', '-20', '20', '0'] pred:[16.867516   0.        20.        20.         2.2847369]
sedan4door_-20_20_0_20_20_240_60_450 gt:['-20', '20', '0', '20', '20'] pred:[17.233894 24.163197  0.       12.108257 19.269005]
hatchback_-20_20_-40_20_0_200_40_450 gt:['-20', '20', '-40', '20', '0'] pred:[20.        21.73733   40.        17.123043   1.6376696]
sedan2door_0_0_-20_0_40_80_60_400 gt:['0', '0', '-20', '0', '40'] pred:[ 2.473675  2.241499 20.        0.       39.51461 ]
hybrid_-40_0_-40_20_40_280_40_400 gt:['-40', '0', '-40', '20', '40'] pred:[43.385124  0.       40.       20.       43.097614]
hybrid_-40_0_0_20_0_40_40_450 gt:['-40', '0', '0', '20', '0'] pred:[40.964108   0.         0.        20.         1.9264741]
sedan4door_-40_40_-40_40_0_320_60_400 gt:['-40', '40', '-40', '40', '0'] pred:[40.655254  38.560997  42.97278   40.095837   1.9047781]
sedan4door_-20_0_-20_20_20_0_20_400 gt:['-20', '0', '-20', '20', '20'] pred:[20.255377  0.       22.464483 20.       20.      ]
hybrid_-20_20_0_40_20_200_60_400 gt:['-20', '20', '0', '40', '20'] pred:[20.380022 22.22018   0.       40.       15.139725]
hatchback_-40_0_0_40_40_240_60_450 gt:['-40', '0', '0', '40', '40'] pred:[37.929714   4.2698107 21.926939  45.67058   41.97652  ]
sedan2door_-20_20_-20_20_0_200_60_400 gt:['-20', '20', '-20', '20', '0'] pred:[14.479601  20.316599  20.        20.         1.7853273]
sedan2door_-40_0_-40_40_40_160_20_450 gt:['-40', '0', '-40', '40', '40'] pred:[40.         1.7684293 40.        40.        40.       ]
sedan4door_-40_40_0_40_20_40_40_400 gt:['-40', '40', '0', '40', '20'] pred:[43.768356  40.         4.7375617 40.        17.856369 ]
hybrid_0_40_-20_20_40_40_20_450 gt:['0', '40', '-20', '20', '40'] pred:[ 1.8910018 40.        20.        20.        40.       ]
hybrid_-40_20_0_40_0_160_20_400 gt:['-40', '20', '0', '40', '0'] pred:[40.       22.261955  0.       40.        0.      ]
hatchback_-20_40_-20_0_20_320_20_450 gt:['-20', '40', '-20', '0', '20'] pred:[21.01351  40.       25.67726   0.       15.837364]
hatchback_0_20_-40_40_0_0_20_450 gt:['0', '20', '-40', '40', '0'] pred:[ 6.6062   20.       47.931988 40.        0.      ]
sedan4door_-40_0_-40_20_40_200_80_400 gt:['-40', '0', '-40', '20', '40'] pred:[41.967804   2.4410043 42.483646  18.879086  40.02971  ]
suv_-40_40_-20_0_20_240_40_400 gt:['-40', '40', '-20', '0', '20'] pred:[40.       41.50694  20.        4.258842 20.96703 ]
suv_-20_40_-40_20_20_280_40_400 gt:['-20', '40', '-40', '20', '20'] pred:[22.605873 40.       41.619743 21.244112 24.195608]
hybrid_-20_0_-40_0_20_320_80_400 gt:['-20', '0', '-40', '0', '20'] pred:[19.91275    2.8473494 40.         0.        17.399242 ]
sedan4door_0_0_0_20_0_200_80_400 gt:['0', '0', '0', '20', '0'] pred:[ 1.3494889  1.9472368  2.7998188 16.08046    1.979565 ]
sedan4door_-40_0_0_20_40_0_80_400 gt:['-40', '0', '0', '20', '40'] pred:[41.206608   4.0571527  2.6022856 21.083714  39.723724 ]
suv_0_20_-40_20_40_40_80_450 gt:['0', '20', '-40', '20', '40'] pred:[ 5.87618  20.829453 42.905125 19.042654 40.067253]
hybrid_-20_0_0_40_40_360_80_400 gt:['-20', '0', '0', '40', '40'] pred:[21.837471   3.7855701  0.        40.        41.140396 ]
hatchback_-40_0_-40_40_0_320_40_450 gt:['-40', '0', '-40', '40', '0'] pred:[39.245155   0.        42.475376  40.         3.5184438]
sedan2door_-40_20_-40_20_20_40_40_400 gt:['-40', '20', '-40', '20', '20'] pred:[43.000576 20.       40.       20.       17.09502 ]
suv_-40_0_-40_40_20_280_20_400 gt:['-40', '0', '-40', '40', '20'] pred:[36.478817  0.       44.847107 40.       17.405762]
sedan2door_-40_0_-20_40_40_320_60_400 gt:['-40', '0', '-20', '40', '40'] pred:[43.442253  5.470182 20.       40.       38.819847]
sedan4door_-40_0_-20_20_20_200_20_450 gt:['-40', '0', '-20', '20', '20'] pred:[40.        2.158713 20.       19.773315 19.918467]
suv_-40_20_-40_0_20_320_80_450 gt:['-40', '20', '-40', '0', '20'] pred:[41.961945  18.34756   42.871864   3.2487502 17.712069 ]
hybrid_-20_0_-20_20_40_280_40_450 gt:['-20', '0', '-20', '20', '40'] pred:[22.908049  0.       20.       20.       43.56893 ]
sedan4door_-40_20_-20_0_0_280_60_450 gt:['-40', '20', '-20', '0', '0'] pred:[42.52566   18.48039   16.874773   1.7023729  2.8907764]
suv_-40_0_-40_20_0_280_80_400 gt:['-40', '0', '-40', '20', '0'] pred:[43.87688   3.947694 44.589073 19.696547  2.522203]
hatchback_0_40_-20_0_40_40_60_400 gt:['0', '40', '-20', '0', '40'] pred:[ 3.4163656 42.79917   15.434553   0.        36.15534  ]
sedan2door_-20_20_-20_20_40_40_20_450 gt:['-20', '20', '-20', '20', '40'] pred:[18.842386 20.       20.       20.       40.      ]
hybrid_0_0_0_20_20_280_40_450 gt:['0', '0', '0', '20', '20'] pred:[ 3.6837983  0.         0.        20.        11.836485 ]
hybrid_0_20_-20_40_0_80_40_400 gt:['0', '20', '-20', '40', '0'] pred:[ 2.2911868 20.639189  20.        40.         0.       ]
hatchback_-20_0_-40_20_0_200_20_450 gt:['-20', '0', '-40', '20', '0'] pred:[20.         4.5963535 40.        23.936623   1.1709995]
suv_0_0_0_40_40_320_40_400 gt:['0', '0', '0', '40', '40'] pred:[ 3.05907    0.         3.8082469 40.        43.06564  ]
suv_-40_0_0_40_40_160_40_400 gt:['-40', '0', '0', '40', '40'] pred:[40.        6.704999  0.       42.591896 43.500557]
suv_-40_0_-40_20_20_360_20_400 gt:['-40', '0', '-40', '20', '20'] pred:[42.881916  0.       46.14669  20.       20.      ]
sedan4door_0_40_-20_20_20_40_60_450 gt:['0', '40', '-20', '20', '20'] pred:[ 2.952715 40.58683  18.357216 20.        9.799269]
sedan2door_-40_40_0_40_0_280_40_400 gt:['-40', '40', '0', '40', '0'] pred:[42.981453  37.58297    0.        40.         1.5494373]
sedan2door_0_0_0_0_40_80_80_450 gt:['0', '0', '0', '0', '40'] pred:[ 4.110865   1.9155709  0.         0.        40.       ]
sedan2door_-40_0_0_20_20_40_20_400 gt:['-40', '0', '0', '20', '20'] pred:[47.5955  0.      0.     20.     20.    ]
sedan2door_0_40_0_0_20_160_80_450 gt:['0', '40', '0', '0', '20'] pred:[ 2.3044293 44.406647   0.         0.        19.50133  ]
sedan4door_0_0_-40_0_0_320_20_400 gt:['0', '0', '-40', '0', '0'] pred:[ 2.9353726  0.        37.045013   0.         1.8067433]
hatchback_0_20_-40_40_0_0_20_450 gt:['0', '20', '-40', '40', '0'] pred:[ 6.6062   20.       47.931988 40.        0.      ]
suv_-40_20_-40_0_20_360_20_400 gt:['-40', '20', '-40', '0', '20'] pred:[42.89855  20.       43.186466  0.       20.      ]
hatchback_-40_40_-40_0_20_320_80_450 gt:['-40', '40', '-40', '0', '20'] pred:[37.603733  34.733093  44.954155   3.2235394 26.014168 ]
sedan4door_0_0_-40_40_40_160_60_450 gt:['0', '0', '-40', '40', '40'] pred:[ 4.810296   3.6752079 40.        42.477955  36.242462 ]
hybrid_0_20_-20_0_0_280_20_400 gt:['0', '20', '-20', '0', '0'] pred:[ 0.         20.         20.          0.          0.28203827]
hybrid_-20_20_-40_40_20_360_60_400 gt:['-20', '20', '-40', '40', '20'] pred:[20.335651 18.449083 40.       40.       17.42587 ]
