hatchback_-30_23_-36_48_15_50_70_420:gt ['-30', '23', '-36', '48', '15']:pred [22.140604 32.98356  23.272306 27.071785 17.089697]
hatchback_-17_45_-4_35_15_140_30_420:gt ['-17', '45', '-4', '35', '15']:pred [ 8.69884  24.227592  4.       43.489647  9.064585]
hatchback_-17_23_-36_48_15_140_70_420:gt ['-17', '23', '-36', '48', '15']:pred [24.482813  8.963873 25.099062 24.150892 14.942734]
hybrid_-30_15_-22_10_28_140_30_420:gt ['-30', '15', '-22', '10', '28']:pred [11.827216  10.776689  22.        10.         6.1450653]
suv_-30_23_-36_10_46_140_30_420:gt ['-30', '23', '-36', '10', '46']:pred [12.045515  7.312243 36.       22.912457 13.437742]
hybrid_-30_45_-4_35_28_230_70_420:gt ['-30', '45', '-4', '35', '28']:pred [36.576473 30.229998  4.       35.       21.757994]
sedan2door_-17_23_-36_10_46_20_30_420:gt ['-17', '23', '-36', '10', '46']:pred [26.056854 23.       36.       10.       38.30581 ]
sedan4door_-17_15_-36_10_15_230_70_420:gt ['-17', '15', '-36', '10', '15']:pred [20.739319  9.706811 24.70693   6.9867   14.72597 ]
hybrid_-17_15_-4_35_28_50_30_420:gt ['-17', '15', '-4', '35', '28']:pred [27.374485 12.580397  4.       35.       20.61228 ]
hatchback_-30_15_-4_48_46_230_70_420:gt ['-30', '15', '-4', '48', '46']:pred [29.877424 21.016113 12.255525 36.749653 32.561073]
suv_-50_45_-36_48_15_50_70_420:gt ['-50', '45', '-36', '48', '15']:pred [19.760069 47.656033 17.598612 30.605585 12.930853]
hybrid_-17_15_-22_10_15_50_70_420:gt ['-17', '15', '-22', '10', '15']:pred [10.364891 16.634798 22.       10.       17.822454]
suv_-50_45_-4_48_15_230_30_420:gt ['-50', '45', '-4', '48', '15']:pred [50.        32.360645   4.        29.58088   12.9568615]
sedan4door_-50_45_-4_10_28_50_30_420:gt ['-50', '45', '-4', '10', '28']:pred [13.455009  45.         9.6675205 10.        28.       ]
hybrid_-30_15_-36_48_46_20_70_420:gt ['-30', '15', '-36', '48', '46']:pred [26.153816 24.636703 36.       48.       42.677315]
hatchback_-50_45_-22_48_46_140_30_420:gt ['-50', '45', '-22', '48', '46']:pred [10.966359 21.791405 22.       43.588036 19.057741]
sedan2door_-17_23_-4_10_46_140_70_420:gt ['-17', '23', '-4', '10', '46']:pred [21.950552   8.576975   8.779634   5.6426134 23.21484  ]
suv_-17_45_-4_48_28_140_30_420:gt ['-17', '45', '-4', '48', '28']:pred [ 7.7190123 24.691486   4.        32.148655   4.910053 ]
sedan4door_-30_23_-36_10_46_20_70_420:gt ['-30', '23', '-36', '10', '46']:pred [26.412407 28.960728 18.839634 23.69305  34.53532 ]
hatchback_-30_15_-36_48_15_50_70_420:gt ['-30', '15', '-36', '48', '15']:pred [22.751476 26.35981  19.638523 20.149275 12.42452 ]
suv_-17_23_-36_10_15_230_70_420:gt ['-17', '23', '-36', '10', '15']:pred [24.381153 12.663095 43.351166 15.183212 15.096968]
hybrid_-30_23_-22_10_15_20_70_420:gt ['-30', '23', '-22', '10', '15']:pred [25.906775 32.951527 22.       10.       18.25985 ]
hatchback_-17_23_-22_48_46_20_30_420:gt ['-17', '23', '-22', '48', '46']:pred [17.435148 23.       19.009512 48.       32.799774]
hybrid_-30_45_-4_10_28_50_30_420:gt ['-30', '45', '-4', '10', '28']:pred [25.803537 45.        4.       10.       13.5246  ]
sedan4door_-30_45_-4_35_46_140_70_420:gt ['-30', '45', '-4', '35', '46']:pred [29.839668 16.663181 15.355457 20.056932 29.068121]
hatchback_-30_15_-22_10_46_50_30_420:gt ['-30', '15', '-22', '10', '46']:pred [25.553146 15.       11.883268 10.       21.502916]
sedan4door_-50_45_-4_10_28_20_70_420:gt ['-50', '45', '-4', '10', '28']:pred [40.602703  20.028545   6.3278646 14.365454  18.469946 ]
hatchback_-30_23_-4_48_15_140_70_420:gt ['-30', '23', '-4', '48', '15']:pred [30.732239 11.118038 15.797688 29.314985 16.995314]
sedan2door_-50_45_-22_35_46_140_30_420:gt ['-50', '45', '-22', '35', '46']:pred [13.02278  25.671028 22.       35.        9.879937]
hatchback_-30_45_-4_10_46_20_30_420:gt ['-30', '45', '-4', '10', '46']:pred [25.080214 45.       20.179647 10.       36.54758 ]
hatchback_-50_23_-22_48_15_140_30_420:gt ['-50', '23', '-22', '48', '15']:pred [ 9.778656 13.025616 22.       35.527336 16.758335]
hatchback_-50_45_-4_10_15_20_30_420:gt ['-50', '45', '-4', '10', '15']:pred [21.93146   45.        20.980453  10.        13.2607565]
sedan4door_-17_23_-36_48_15_20_70_420:gt ['-17', '23', '-36', '48', '15']:pred [23.546373 29.829054 18.406782 48.       19.31782 ]
hybrid_-17_23_-36_10_15_20_70_420:gt ['-17', '23', '-36', '10', '15']:pred [19.601557 28.241028 36.       10.       19.550385]
hatchback_-50_15_-22_48_46_20_30_420:gt ['-50', '15', '-22', '48', '46']:pred [18.22081  15.       22.862791 48.       32.51035 ]
hatchback_-17_45_-4_35_15_20_30_420:gt ['-17', '45', '-4', '35', '15']:pred [15.239862 45.       13.943474 35.       16.426657]
suv_-17_15_-36_48_28_50_70_420:gt ['-17', '15', '-36', '48', '28']:pred [26.185165  19.899956  12.208947   7.7517924 10.696552 ]
sedan4door_-50_23_-22_48_28_230_30_420:gt ['-50', '23', '-22', '48', '28']:pred [50.       19.072422 22.       30.958164 27.136124]
hatchback_-30_15_-36_10_46_50_70_420:gt ['-30', '15', '-36', '10', '46']:pred [13.79856  26.651638 20.223204 20.200329 22.04613 ]
sedan2door_-30_45_-22_48_15_20_70_420:gt ['-30', '45', '-22', '48', '15']:pred [33.223755  31.78486    5.1725135 17.39951   23.893364 ]
hatchback_-30_45_-4_48_46_140_70_420:gt ['-30', '45', '-4', '48', '46']:pred [28.417107 17.905943 12.044508 39.639534 46.27045 ]
sedan4door_-30_23_-36_35_46_140_70_420:gt ['-30', '23', '-36', '35', '46']:pred [36.981087   6.7827787 22.05734   14.4853115 29.388649 ]
hybrid_-17_15_-36_48_28_140_70_420:gt ['-17', '15', '-36', '48', '28']:pred [15.827851   4.8154893 10.536874  48.        37.001442 ]
hatchback_-17_23_-36_10_46_50_70_420:gt ['-17', '23', '-36', '10', '46']:pred [18.44249  30.522034 18.980877 10.       23.435606]
sedan4door_-17_23_-4_48_15_140_70_420:gt ['-17', '23', '-4', '48', '15']:pred [20.81342   8.043495 19.175203 22.600412 20.125895]
sedan2door_-30_15_-4_10_46_50_70_420:gt ['-30', '15', '-4', '10', '46']:pred [16.466469 23.292519  6.260769 10.       23.070742]
sedan2door_-17_45_-36_10_46_20_70_420:gt ['-17', '45', '-36', '10', '46']:pred [26.38897  26.709814 36.       10.       37.5026  ]
sedan2door_-30_45_-36_48_28_20_30_420:gt ['-30', '45', '-36', '48', '28']:pred [34.221107 45.       36.       48.       38.7323  ]
hatchback_-50_15_-22_35_28_50_70_420:gt ['-50', '15', '-22', '35', '28']:pred [19.4274   31.414167 13.299692 21.801298 18.141079]
sedan2door_-50_23_-22_48_15_20_70_420:gt ['-50', '23', '-22', '48', '15']:pred [32.136116 25.474386  9.265331 48.       20.84812 ]
hybrid_-50_23_-22_48_15_50_70_420:gt ['-50', '23', '-22', '48', '15']:pred [15.140678 25.142282 22.       48.       14.340027]
hybrid_-17_45_-22_10_46_140_30_420:gt ['-17', '45', '-22', '10', '46']:pred [ 8.273921 31.129557 22.       10.        8.345127]
hatchback_-50_45_-4_10_46_50_30_420:gt ['-50', '45', '-4', '10', '46']:pred [27.433392 45.       11.173548 10.       46.      ]
hatchback_-30_23_-22_10_28_230_30_420:gt ['-30', '23', '-22', '10', '28']:pred [30.         7.7915125 22.        10.248039  32.33721  ]
suv_-17_45_-36_35_15_140_30_420:gt ['-17', '45', '-36', '35', '15']:pred [ 6.309711  18.928535  36.        27.069107   4.1173306]
suv_-50_23_-4_35_28_230_70_420:gt ['-50', '23', '-4', '35', '28']:pred [29.455091 22.632889 31.057388 25.438225 18.852821]
sedan2door_-30_23_-36_10_28_230_30_420:gt ['-30', '23', '-36', '10', '28']:pred [30.       16.632133 36.       10.       17.213787]
hatchback_-30_23_-4_35_28_230_30_420:gt ['-30', '23', '-4', '35', '28']:pred [30.       13.857106  4.       22.980087 34.643013]
suv_-30_23_-36_35_15_20_70_420:gt ['-30', '23', '-36', '35', '15']:pred [24.92696  43.995686 25.686447 33.988297 23.699158]
sedan2door_-50_45_-36_10_28_140_70_420:gt ['-50', '45', '-36', '10', '28']:pred [24.367704  19.919195   7.6620464 15.039331  14.763819 ]
sedan2door_-50_15_-4_48_46_230_70_420:gt ['-50', '15', '-4', '48', '46']:pred [30.461304 15.323462  4.       48.       20.392921]
suv_-30_45_-22_10_28_20_30_420:gt ['-30', '45', '-22', '10', '28']:pred [22.893314 45.       17.801477 10.       32.64    ]
sedan2door_-30_15_-22_48_28_50_70_420:gt ['-30', '15', '-22', '48', '28']:pred [19.840803  25.508411   5.2600946 48.        20.452694 ]
hatchback_-17_23_-36_48_15_50_70_420:gt ['-17', '23', '-36', '48', '15']:pred [23.926735 28.257055 20.929607 19.984358 14.864588]
hybrid_-30_23_-22_10_28_140_30_420:gt ['-30', '23', '-22', '10', '28']:pred [ 8.115995 10.838529 22.       10.        6.310039]
hatchback_-17_15_-36_35_28_230_30_420:gt ['-17', '15', '-36', '35', '28']:pred [17.        8.825049 36.       16.404058 32.55903 ]
hatchback_-17_23_-36_35_15_230_30_420:gt ['-17', '23', '-36', '35', '15']:pred [17.       13.542444 36.       25.274834 20.623888]
sedan4door_-50_45_-36_48_28_140_30_420:gt ['-50', '45', '-36', '48', '28']:pred [15.624028 28.931236 36.       30.241945  9.288475]
hatchback_-17_45_-36_35_46_140_70_420:gt ['-17', '45', '-36', '35', '46']:pred [23.532204 16.361124 19.365364 23.268152 43.18781 ]
sedan2door_-50_15_-4_48_15_50_70_420:gt ['-50', '15', '-4', '48', '15']:pred [20.472008  23.300123   6.3881817 48.        16.875221 ]
sedan2door_-50_23_-36_48_15_20_70_420:gt ['-50', '23', '-36', '48', '15']:pred [32.359283 25.17876   9.099931 48.       20.51848 ]
hatchback_-17_15_-22_48_15_230_30_420:gt ['-17', '15', '-22', '48', '15']:pred [17.        8.200657 22.       23.980211 17.329624]
sedan4door_-30_15_-4_35_28_230_30_420:gt ['-30', '15', '-4', '35', '28']:pred [30.       12.746356  4.       23.314512 25.597166]
hatchback_-17_15_-36_48_15_140_30_420:gt ['-17', '15', '-36', '48', '15']:pred [ 8.343867   7.9268565 36.        33.551117  15.903266 ]
suv_-17_15_-36_48_46_50_30_420:gt ['-17', '15', '-36', '48', '46']:pred [15.324921  15.        15.0931835 48.         6.9207015]
sedan4door_-30_23_-4_10_28_230_30_420:gt ['-30', '23', '-4', '10', '28']:pred [30.       14.839457  4.       12.202    29.425797]
suv_-50_23_-36_10_28_140_70_420:gt ['-50', '23', '-36', '10', '28']:pred [22.735561  9.025414 14.733827 19.923107 30.288326]
sedan2door_-17_15_-36_10_46_50_30_420:gt ['-17', '15', '-36', '10', '46']:pred [22.495922 15.       36.       10.       46.      ]
suv_-17_15_-4_35_15_20_30_420:gt ['-17', '15', '-4', '35', '15']:pred [12.692555  15.         6.5591083 35.        24.247551 ]
sedan4door_-50_15_-36_35_28_20_70_420:gt ['-50', '15', '-36', '35', '28']:pred [31.408224 26.521145 24.6397   25.810736 20.140043]
hybrid_-50_45_-22_48_15_20_30_420:gt ['-50', '45', '-22', '48', '15']:pred [22.74652  45.       17.444487 48.       14.786375]
suv_-50_45_-22_35_28_140_70_420:gt ['-50', '45', '-22', '35', '28']:pred [24.089315 18.22902  15.88166  29.384779 25.977385]
hybrid_-17_23_-36_35_28_230_30_420:gt ['-17', '23', '-36', '35', '28']:pred [17.        7.700049 36.       35.       21.599024]
hatchback_-50_23_-36_10_28_20_30_420:gt ['-50', '23', '-36', '10', '28']:pred [24.974543 23.       20.884144 10.       14.354219]
sedan4door_-17_23_-4_48_28_20_70_420:gt ['-17', '23', '-4', '48', '28']:pred [27.461264 21.066298  4.608068 48.       22.020844]
suv_-30_23_-36_35_15_140_70_420:gt ['-30', '23', '-36', '35', '15']:pred [32.5089    6.108319 22.98301  21.969196 18.858343]
hatchback_-17_45_-4_10_46_230_30_420:gt ['-17', '45', '-4', '10', '46']:pred [17.       35.883896  4.       19.839748 46.757114]
hybrid_-50_45_-22_48_15_230_70_420:gt ['-50', '45', '-22', '48', '15']:pred [33.856373 35.9442   22.       48.        9.774764]
hybrid_-50_23_-22_10_28_230_30_420:gt ['-50', '23', '-22', '10', '28']:pred [50.        7.723277 22.       10.       25.147451]
sedan2door_-30_45_-4_48_15_230_30_420:gt ['-30', '45', '-4', '48', '15']:pred [30.     32.8563  4.     48.     12.4396]
suv_-17_15_-4_10_15_50_70_420:gt ['-17', '15', '-4', '10', '15']:pred [23.242458  12.187788   6.8786497 10.         7.8904357]
suv_-50_15_-36_48_28_140_70_420:gt ['-50', '15', '-36', '48', '28']:pred [31.018467   5.9319553 18.688955  31.298601  29.258198 ]
sedan2door_-30_45_-36_48_46_50_30_420:gt ['-30', '45', '-36', '48', '46']:pred [28.446272 45.       36.       48.       46.      ]
sedan4door_-50_45_-36_10_46_140_30_420:gt ['-50', '45', '-36', '10', '46']:pred [15.876142  26.610563  36.        27.76484    6.8398027]
suv_-50_23_-36_10_28_20_30_420:gt ['-50', '23', '-36', '10', '28']:pred [33.328476 23.       28.122757 10.       25.032705]
sedan4door_-50_45_-4_10_46_50_70_420:gt ['-50', '45', '-4', '10', '46']:pred [26.113794  35.476063  11.3773365 10.        10.366569 ]
suv_-50_15_-22_48_46_50_30_420:gt ['-50', '15', '-22', '48', '46']:pred [15.761692  15.        19.339012  48.         5.4840527]
sedan4door_-17_45_-36_10_28_140_70_420:gt ['-17', '45', '-36', '10', '28']:pred [19.508638 15.905696 36.884357 14.064817 17.881409]
sedan4door_-50_23_-22_35_28_20_70_420:gt ['-50', '23', '-22', '35', '28']:pred [34.97043  27.216932  8.936022 22.121164 20.55323 ]
hatchback_-17_45_-4_48_46_140_30_420:gt ['-17', '45', '-4', '48', '46']:pred [ 8.884814 20.071266  4.       45.083828 16.44161 ]
hybrid_-17_45_-22_10_46_230_70_420:gt ['-17', '45', '-22', '10', '46']:pred [14.656973 29.12558  22.       10.       30.360943]
suv_-30_45_-36_48_28_50_30_420:gt ['-30', '45', '-36', '48', '28']:pred [24.352709 45.       13.178347 48.        9.71433 ]
hatchback_-30_23_-4_10_15_230_70_420:gt ['-30', '23', '-4', '10', '15']:pred [37.93622  21.966452  6.701999 15.52856  10.697687]
sedan4door_-30_15_-4_10_28_50_70_420:gt ['-30', '15', '-4', '10', '28']:pred [21.192194 23.01275  16.240124 10.        9.973213]
sedan4door_-30_45_-4_10_28_230_70_420:gt ['-30', '45', '-4', '10', '28']:pred [38.768154 32.18276   7.24496  11.153266 26.020273]
suv_-50_15_-36_10_15_230_70_420:gt ['-50', '15', '-36', '10', '15']:pred [43.540115 12.776957 35.048252 19.709625 11.416587]
sedan4door_-50_23_-36_35_28_50_70_420:gt ['-50', '23', '-36', '35', '28']:pred [27.5734   31.644958 19.429811 27.883476 10.40613 ]
sedan2door_-30_45_-22_35_46_50_30_420:gt ['-30', '45', '-22', '35', '46']:pred [28.060839 45.       22.       35.       46.      ]
sedan2door_-30_15_-22_10_28_20_30_420:gt ['-30', '15', '-22', '10', '28']:pred [32.018982 15.       22.       10.       33.222416]
suv_-17_45_-22_48_15_20_70_420:gt ['-17', '45', '-22', '48', '15']:pred [29.066904  35.01519    5.2095847 48.        20.478188 ]
hybrid_-30_45_-22_48_46_230_70_420:gt ['-30', '45', '-22', '48', '46']:pred [34.514988 32.37491  22.       48.       29.510426]
sedan2door_-50_15_-22_48_28_140_70_420:gt ['-50', '15', '-22', '48', '28']:pred [24.688051  9.495132  5.165083 10.635502 15.890751]
suv_-30_45_-36_10_46_230_70_420:gt ['-30', '45', '-36', '10', '46']:pred [43.561073 33.0985   36.61801  17.55548  32.4387  ]
suv_-50_23_-36_35_15_20_70_420:gt ['-50', '23', '-36', '35', '15']:pred [35.402912 41.146244 21.560278 27.757    19.438921]
suv_-17_23_-22_10_28_50_70_420:gt ['-17', '23', '-22', '10', '28']:pred [25.736797 23.837778  8.908243 25.984734 12.419394]
hybrid_-17_45_-22_48_15_50_70_420:gt ['-17', '45', '-22', '48', '15']:pred [23.159687 21.283968 22.       48.       19.2761  ]
sedan4door_-50_45_-22_10_46_20_30_420:gt ['-50', '45', '-22', '10', '46']:pred [36.934727 45.       13.886632 10.       23.483963]
suv_-30_23_-4_48_46_140_30_420:gt ['-30', '23', '-4', '48', '46']:pred [ 6.499595  7.888652  4.       35.913513  5.000483]
suv_-17_15_-22_48_28_230_70_420:gt ['-17', '15', '-22', '48', '28']:pred [14.493941  9.060092 37.498207 32.516163 21.107344]
suv_-50_23_-22_48_46_140_30_420:gt ['-50', '23', '-22', '48', '46']:pred [ 7.7237062 11.1503    22.        38.07821    6.2012696]
hybrid_-30_15_-22_48_28_20_30_420:gt ['-30', '15', '-22', '48', '28']:pred [13.161812 15.       22.       48.       30.315987]
hatchback_-50_45_-4_35_46_230_70_420:gt ['-50', '45', '-4', '35', '46']:pred [33.023674 39.41617  13.888304 29.032152 28.703203]
sedan2door_-50_15_-36_35_15_140_30_420:gt ['-50', '15', '-36', '35', '15']:pred [ 6.2441993  9.88226   36.        35.         4.874054 ]
sedan4door_-30_15_-36_10_28_20_30_420:gt ['-30', '15', '-36', '10', '28']:pred [27.306664 15.       17.460485 10.       21.082977]
hatchback_-30_45_-22_10_46_230_70_420:gt ['-30', '45', '-22', '10', '46']:pred [37.71388  38.830524 20.498743 19.244457 31.858274]
hatchback_-17_15_-22_35_46_230_30_420:gt ['-17', '15', '-22', '35', '46']:pred [17.        9.445475 22.       16.37986  42.98307 ]
sedan4door_-17_23_-22_35_28_50_70_420:gt ['-17', '23', '-22', '35', '28']:pred [30.131508 24.603497 17.420397 35.        9.635425]
sedan4door_-30_45_-4_10_28_140_30_420:gt ['-30', '45', '-4', '10', '28']:pred [13.441694 29.612265  4.       22.67176   5.778989]
hybrid_-30_45_-4_48_28_50_30_420:gt ['-30', '45', '-4', '48', '28']:pred [25.571983 45.        4.       48.       13.428135]
suv_-30_15_-36_48_46_230_30_420:gt ['-30', '15', '-36', '48', '46']:pred [30.       27.111786 36.       36.520206 31.631968]
sedan2door_-30_23_-4_35_15_230_70_420:gt ['-30', '23', '-4', '35', '15']:pred [34.57813  17.37777   4.       35.        5.875234]
sedan2door_-17_23_-36_48_46_20_30_420:gt ['-17', '23', '-36', '48', '46']:pred [25.736588 23.       36.       48.       38.143665]
hatchback_-50_23_-22_10_28_230_70_420:gt ['-50', '23', '-22', '10', '28']:pred [40.58812  22.36336  11.929467 13.880708 19.768814]
hatchback_-30_45_-22_10_28_230_30_420:gt ['-30', '45', '-22', '10', '28']:pred [30.       37.986324 22.       18.970991 32.26687 ]
sedan4door_-17_45_-36_35_46_140_30_420:gt ['-17', '45', '-36', '35', '46']:pred [11.346617 26.60254  36.       37.817474  8.827663]
sedan4door_-17_23_-36_10_28_140_30_420:gt ['-17', '23', '-36', '10', '28']:pred [ 7.530514 10.776179 36.       17.123066 10.389234]
hybrid_-30_45_-36_10_15_50_70_420:gt ['-30', '45', '-36', '10', '15']:pred [27.684517 27.325293 36.       10.       16.50043 ]
hatchback_-30_15_-36_10_28_230_70_420:gt ['-30', '15', '-36', '10', '28']:pred [42.430542 18.146662 27.160784 13.372335 22.939894]
hybrid_-50_23_-36_35_46_50_30_420:gt ['-50', '23', '-36', '35', '46']:pred [15.787762 13.676977 36.       35.       17.74462 ]
suv_-50_23_-22_10_46_230_30_420:gt ['-50', '23', '-22', '10', '46']:pred [50.       15.172083 22.       18.013681 34.207157]
hatchback_-50_23_-22_10_28_230_30_420:gt ['-50', '23', '-22', '10', '28']:pred [50.         7.7877135 22.        10.527644  32.452396 ]
hatchback_-30_45_-4_35_46_20_70_420:gt ['-30', '45', '-4', '35', '46']:pred [28.3493   35.599964 12.731945 17.527845 43.289207]
hybrid_-17_45_-22_48_28_230_70_420:gt ['-17', '45', '-22', '48', '28']:pred [15.403621 26.722542 22.       48.       22.837196]
sedan2door_-30_15_-4_35_28_230_70_420:gt ['-30', '15', '-4', '35', '28']:pred [33.941895 13.976028  4.       35.       16.482538]
sedan2door_-17_23_-22_35_46_140_70_420:gt ['-17', '23', '-22', '35', '46']:pred [21.874983   8.371797   8.917458   5.6487513 23.05458  ]
sedan4door_-50_45_-22_48_28_140_70_420:gt ['-50', '45', '-22', '48', '28']:pred [23.424377 16.93138  21.880882 35.76041  23.91727 ]
hybrid_-17_23_-36_10_15_140_70_420:gt ['-17', '23', '-36', '10', '15']:pred [13.240239   7.6638846  9.902317  10.702122  19.49352  ]
hatchback_-50_15_-4_48_28_20_30_420:gt ['-50', '15', '-4', '48', '28']:pred [20.5156   15.       24.824713 48.       24.628384]
suv_-17_15_-4_35_46_50_70_420:gt ['-17', '15', '-4', '35', '46']:pred [21.586044 12.852825 13.289509  9.240617 17.176407]
hatchback_-17_15_-4_10_28_20_70_420:gt ['-17', '15', '-4', '10', '28']:pred [21.811247 13.451721 11.802181 10.       35.53692 ]
hatchback_-30_15_-22_35_28_50_70_420:gt ['-30', '15', '-22', '35', '28']:pred [19.968437 24.417065 18.94886  13.910118 20.815456]
hatchback_-30_15_-4_48_15_140_70_420:gt ['-30', '15', '-4', '48', '15']:pred [29.595716  7.550863 17.405682 28.017496 16.462702]
sedan4door_-30_45_-22_48_46_20_30_420:gt ['-30', '45', '-22', '48', '46']:pred [36.9759   45.       14.684931 48.       27.435892]
hatchback_-17_45_-4_48_28_50_70_420:gt ['-17', '45', '-4', '48', '28']:pred [30.43219  25.002993 21.90701  22.02662  24.429243]
hybrid_-50_23_-4_10_15_230_70_420:gt ['-50', '23', '-4', '10', '15']:pred [35.936268 21.310566  4.       10.        9.374542]
