hatchback_-17_23_-22_35_46_50_30_420 gt:['-17', '23', '-22', '35', '46'] pred:[16.039074  23.        53.794945  38.30845    1.0227133]
suv_-50_15_-36_48_15_140_30_420 gt:['-50', '15', '-36', '48', '15'] pred:[50.       14.588087 36.       44.183372 15.      ]
hatchback_-17_45_-4_35_46_140_30_420 gt:['-17', '45', '-4', '35', '46'] pred:[17.       17.733065  4.       47.98092  46.      ]
sedan2door_-50_45_-22_35_46_50_30_420 gt:['-50', '45', '-22', '35', '46'] pred:[31.815874  45.        46.786327  22.29459    0.5230093]
hybrid_-17_15_-36_35_28_20_70_420 gt:['-17', '15', '-36', '35', '28'] pred:[26.297106   4.6683407 31.139574  35.        14.79488  ]
hatchback_-17_23_-22_48_15_140_30_420 gt:['-17', '23', '-22', '48', '15'] pred:[17.       12.436082 22.       46.811924 15.      ]
suv_-50_45_-4_48_46_50_30_420 gt:['-50', '45', '-4', '48', '46'] pred:[18.34303   45.        51.86208   48.         1.5806344]
hybrid_-17_23_-22_10_28_140_70_420 gt:['-17', '23', '-22', '10', '28'] pred:[14.552348  24.360138  27.870266   6.975649   5.4339175]
sedan4door_-50_15_-22_48_15_50_30_420 gt:['-50', '15', '-22', '48', '15'] pred:[29.560167   3.231682  46.613785  49.376858   0.6793849]
sedan2door_-17_23_-22_48_46_230_70_420 gt:['-17', '23', '-22', '48', '46'] pred:[ 9.738958 12.800774 29.463295 15.995007 34.412838]
hatchback_-50_23_-36_35_46_230_30_420 gt:['-50', '23', '-36', '35', '46'] pred:[50.       18.101185 36.       34.9395   29.836777]
sedan2door_-30_23_-36_10_28_230_70_420 gt:['-30', '23', '-36', '10', '28'] pred:[14.06739  13.81013  23.93986  14.595739 19.698349]
sedan2door_-50_23_-22_35_28_20_30_420 gt:['-50', '23', '-22', '35', '28'] pred:[32.681038 23.       39.630047 35.       23.252394]
sedan4door_-17_15_-36_35_28_50_30_420 gt:['-17', '15', '-36', '35', '28'] pred:[24.793354  15.        53.094887  52.622753   1.5538107]
sedan2door_-30_15_-36_48_15_20_70_420 gt:['-30', '15', '-36', '48', '15'] pred:[27.64835  14.718973 18.947422 17.851036 23.563257]
sedan2door_-30_23_-22_10_46_20_70_420 gt:['-30', '23', '-22', '10', '46'] pred:[33.315548 13.344608 17.00527  18.472975 39.07817 ]
hatchback_-17_45_-36_48_46_140_30_420 gt:['-17', '45', '-36', '48', '46'] pred:[17.       22.302282 36.       48.250385 46.      ]
hatchback_-50_15_-22_10_46_140_30_420 gt:['-50', '15', '-22', '10', '46'] pred:[50.       13.013344 22.       21.615942 46.      ]
sedan4door_-30_23_-4_48_15_50_30_420 gt:['-30', '23', '-4', '48', '15'] pred:[25.863289    5.022158   40.529118   39.23042     0.68600297]
hatchback_-30_15_-22_35_28_50_70_420 gt:['-30', '15', '-22', '35', '28'] pred:[25.899857 11.31472  30.234562 14.351699 21.061989]
hybrid_-30_15_-22_48_28_230_70_420 gt:['-30', '15', '-22', '48', '28'] pred:[10.216408  8.336467 29.297443  7.410295 20.743053]
hatchback_-50_23_-4_35_46_50_30_420 gt:['-50', '23', '-4', '35', '46'] pred:[20.285997  23.        53.678997  35.         1.1072642]
hatchback_-30_45_-4_48_46_230_70_420 gt:['-30', '45', '-4', '48', '46'] pred:[19.023863 16.507177 28.747257 13.578021 43.14995 ]
sedan4door_-17_23_-4_10_15_20_30_420 gt:['-17', '23', '-4', '10', '15'] pred:[11.131195 23.       44.441475 37.359894 10.085672]
suv_-17_45_-4_48_46_20_30_420 gt:['-17', '45', '-4', '48', '46'] pred:[ 8.966485 45.       51.03823  49.831223  4.765639]
sedan2door_-17_23_-4_10_28_50_70_420 gt:['-17', '23', '-4', '10', '28'] pred:[17.907682 21.727407 14.155293 18.052744 31.88845 ]
suv_-50_45_-22_35_28_140_70_420 gt:['-50', '45', '-22', '35', '28'] pred:[38.807358 42.15572  41.735718  9.26387  24.359308]
sedan2door_-17_15_-4_48_15_20_30_420 gt:['-17', '15', '-4', '48', '15'] pred:[22.548525 15.       36.922134 48.       15.628452]
hybrid_-17_45_-36_48_46_50_70_420 gt:['-17', '45', '-36', '48', '46'] pred:[25.422087 20.166803 29.513485 21.035015 37.121517]
sedan2door_-50_23_-4_10_15_50_30_420 gt:['-50', '23', '-4', '10', '15'] pred:[31.09184  23.       46.147655 10.        4.540971]
hybrid_-50_15_-22_48_15_50_70_420 gt:['-50', '15', '-22', '48', '15'] pred:[32.33102  14.039759 39.732597 23.830555 23.588352]
suv_-50_15_-36_10_46_230_70_420 gt:['-50', '15', '-36', '10', '46'] pred:[17.30045  14.184648 46.990902  7.486531  4.047156]
sedan4door_-17_23_-22_48_46_230_70_420 gt:['-17', '23', '-22', '48', '46'] pred:[10.28422  11.474384 33.504673 14.30255  28.834158]
hatchback_-17_15_-22_35_15_20_70_420 gt:['-17', '15', '-22', '35', '15'] pred:[14.646714   5.1681075 27.081429  35.        19.561731 ]
sedan4door_-50_15_-22_35_28_230_70_420 gt:['-50', '15', '-22', '35', '28'] pred:[18.707577 16.778414 42.322834 12.004797  9.936013]
hybrid_-30_45_-36_10_28_230_70_420 gt:['-30', '45', '-36', '10', '28'] pred:[ 8.956872 12.383062 29.559397  8.507125 23.920351]
sedan4door_-17_15_-4_48_28_140_30_420 gt:['-17', '15', '-4', '48', '28'] pred:[17.       10.821098  4.       44.7841   28.      ]
sedan4door_-17_45_-22_10_46_50_70_420 gt:['-17', '45', '-22', '10', '46'] pred:[27.46524   24.161125  10.6867695  4.859467  26.411633 ]
sedan2door_-30_15_-22_10_46_140_70_420 gt:['-30', '15', '-22', '10', '46'] pred:[19.699831 17.357038 22.       10.421252 35.899   ]
sedan4door_-50_23_-4_48_15_50_30_420 gt:['-50', '23', '-4', '48', '15'] pred:[30.026468   5.025746  53.580425  44.512024   0.9241545]
sedan2door_-50_15_-22_35_28_50_30_420 gt:['-50', '15', '-22', '35', '28'] pred:[32.05835   15.        47.633118  35.         3.9912968]
sedan2door_-30_23_-4_48_15_230_30_420 gt:['-30', '23', '-4', '48', '15'] pred:[30.       16.525465  4.        9.15635  14.48085 ]
hatchback_-50_45_-22_10_46_140_70_420 gt:['-50', '45', '-22', '10', '46'] pred:[32.961586 29.585083 25.266497  9.655797 24.119867]
sedan2door_-17_23_-4_10_28_230_70_420 gt:['-17', '23', '-4', '10', '28'] pred:[ 7.2017646 12.500217  28.740559  11.138913  17.454521 ]
suv_-50_15_-4_48_46_20_70_420 gt:['-50', '15', '-4', '48', '46'] pred:[24.11964  18.446905 29.87685  14.70442  17.8316  ]
hybrid_-17_15_-4_10_28_140_30_420 gt:['-17', '15', '-4', '10', '28'] pred:[17.       11.242397  4.       13.707111 28.      ]
hybrid_-17_45_-36_35_46_230_30_420 gt:['-17', '45', '-36', '35', '46'] pred:[17.       32.400997 36.       37.835747 41.016605]
hybrid_-17_15_-4_35_28_50_70_420 gt:['-17', '15', '-4', '35', '28'] pred:[22.11127   8.849533 26.82874  26.403658 29.194593]
hybrid_-30_15_-4_10_46_140_30_420 gt:['-30', '15', '-4', '10', '46'] pred:[30.       17.244034  4.       16.212688 46.      ]
sedan4door_-17_23_-22_35_15_140_30_420 gt:['-17', '23', '-22', '35', '15'] pred:[17.       17.130888 22.       45.230534 15.      ]
sedan2door_-50_45_-36_48_15_20_30_420 gt:['-50', '45', '-36', '48', '15'] pred:[30.896101 45.       33.127983 48.       15.546153]
hatchback_-30_45_-4_10_15_140_30_420 gt:['-30', '45', '-4', '10', '15'] pred:[30.       23.125576  4.       35.241043 15.      ]
sedan4door_-30_23_-36_48_28_50_70_420 gt:['-30', '23', '-36', '48', '28'] pred:[22.762112 19.285194 18.517733 15.049733  9.629911]
hatchback_-30_15_-22_10_28_230_70_420 gt:['-30', '15', '-22', '10', '28'] pred:[14.370949  9.112865 40.835365  8.079465 22.441557]
hatchback_-50_23_-36_35_28_140_30_420 gt:['-50', '23', '-36', '35', '28'] pred:[50.       14.656389 36.       36.666    28.      ]
sedan2door_-30_23_-22_48_15_50_30_420 gt:['-30', '23', '-22', '48', '15'] pred:[28.989391  23.        33.134777  48.         5.6466327]
sedan2door_-50_23_-4_48_46_20_70_420 gt:['-50', '23', '-4', '48', '46'] pred:[33.96074  12.051876 24.05261  20.700603 39.192688]
hatchback_-50_45_-22_48_46_140_30_420 gt:['-50', '45', '-22', '48', '46'] pred:[50.       21.384418 22.       43.24845  46.      ]
sedan4door_-30_45_-36_10_28_20_30_420 gt:['-30', '45', '-36', '10', '28'] pred:[21.844097  45.        46.40793   10.         7.2607627]
hatchback_-50_15_-4_10_15_20_30_420 gt:['-50', '15', '-4', '10', '15'] pred:[23.56909   15.        50.26555   10.         3.1902673]
hybrid_-30_45_-22_35_46_20_30_420 gt:['-30', '45', '-22', '35', '46'] pred:[21.041334 45.       45.897266 35.       14.750581]
sedan4door_-17_45_-4_48_15_50_30_420 gt:['-17', '45', '-4', '48', '15'] pred:[16.091854   9.928759  32.451836  47.317772   0.6081266]
hybrid_-17_45_-22_35_15_20_30_420 gt:['-17', '45', '-22', '35', '15'] pred:[21.448019 45.       46.24547  35.       18.873343]
sedan4door_-17_23_-4_35_46_20_70_420 gt:['-17', '23', '-4', '35', '46'] pred:[28.551786   9.575701  14.874195   6.5476713 16.306627 ]
hybrid_-30_15_-36_35_46_50_70_420 gt:['-30', '15', '-36', '35', '46'] pred:[25.288635 12.388311 28.747208 17.215816 33.29747 ]
hatchback_-30_23_-22_35_28_230_30_420 gt:['-30', '23', '-22', '35', '28'] pred:[30.       15.54878  22.       35.02219  26.788721]
hatchback_-50_23_-4_35_46_20_70_420 gt:['-50', '23', '-4', '35', '46'] pred:[29.539768 10.914011 16.859535 20.530334 16.540298]
hatchback_-50_23_-36_35_15_50_70_420 gt:['-50', '23', '-36', '35', '15'] pred:[30.42675  22.167692 36.975082 11.664454 24.424473]
suv_-50_23_-22_10_28_20_30_420 gt:['-50', '23', '-22', '10', '28'] pred:[25.25043  23.       55.98359  10.        9.506158]
hatchback_-30_45_-4_10_28_50_30_420 gt:['-30', '45', '-4', '10', '28'] pred:[21.00612   45.        48.343735  10.         1.4002719]
hybrid_-50_23_-36_35_28_20_70_420 gt:['-50', '23', '-36', '35', '28'] pred:[31.806953   8.5757265 27.612206  35.        13.183032 ]
hybrid_-30_15_-36_48_15_140_30_420 gt:['-30', '15', '-36', '48', '15'] pred:[30.       17.394371 36.       15.010142 15.      ]
sedan2door_-30_45_-36_48_46_20_70_420 gt:['-30', '45', '-36', '48', '46'] pred:[30.05684  33.350292 14.426004 15.085725 32.357212]
sedan2door_-17_45_-22_48_15_20_30_420 gt:['-17', '45', '-22', '48', '15'] pred:[17.840935 45.       30.729664 48.       16.246492]
hybrid_-30_45_-4_10_46_50_30_420 gt:['-30', '45', '-4', '10', '46'] pred:[19.65521  45.       47.991688 10.       16.875786]
hybrid_-30_45_-36_35_46_20_30_420 gt:['-30', '45', '-36', '35', '46'] pred:[21.17564  45.       46.170383 35.       14.157535]
hybrid_-30_45_-4_48_46_50_70_420 gt:['-30', '45', '-4', '48', '46'] pred:[27.306974 23.830677 32.495613 16.49164  33.93216 ]
sedan2door_-50_45_-4_48_46_20_30_420 gt:['-50', '45', '-4', '48', '46'] pred:[26.730844 45.       30.673607 48.       22.51037 ]
hybrid_-30_15_-4_10_15_20_30_420 gt:['-30', '15', '-4', '10', '15'] pred:[24.46215 15.      43.27328 10.      13.11166]
sedan2door_-50_15_-36_48_46_140_70_420 gt:['-50', '15', '-36', '48', '46'] pred:[24.561691 18.126848 36.       11.517841 33.167088]
hatchback_-30_15_-36_10_28_140_70_420 gt:['-30', '15', '-36', '10', '28'] pred:[18.818447 14.817375 36.62035   9.786859 18.605124]
sedan2door_-30_23_-4_48_46_140_30_420 gt:['-30', '23', '-4', '48', '46'] pred:[30.       25.931023  4.       41.74185  46.      ]
suv_-30_15_-36_35_15_230_70_420 gt:['-30', '15', '-36', '35', '15'] pred:[16.415892   8.778657  43.912216  13.796399   6.2239356]
sedan4door_-50_45_-22_10_15_50_30_420 gt:['-50', '45', '-22', '10', '15'] pred:[19.400803    9.452154   52.38253    10.          0.32339185]
hatchback_-17_23_-36_48_46_20_70_420 gt:['-17', '23', '-36', '48', '46'] pred:[15.511504  5.60366  29.589857 33.614502 12.381473]
hybrid_-50_45_-4_48_46_50_30_420 gt:['-50', '45', '-4', '48', '46'] pred:[16.33036  45.       56.13719  48.        8.686799]
hatchback_-30_45_-4_48_15_20_30_420 gt:['-30', '45', '-4', '48', '15'] pred:[16.533184  45.        52.94087   39.353317   1.5919708]
suv_-17_45_-36_10_46_50_70_420 gt:['-17', '45', '-36', '10', '46'] pred:[12.880337  19.362204  22.62408    4.1292734 28.511702 ]
hatchback_-17_23_-4_35_46_20_70_420 gt:['-17', '23', '-4', '35', '46'] pred:[17.222433  8.070151 19.1542   24.133663 17.45559 ]
sedan2door_-30_45_-22_35_28_140_70_420 gt:['-30', '45', '-22', '35', '28'] pred:[27.467346 29.507769 41.772278 12.108939 20.472897]
sedan2door_-30_15_-22_48_46_20_30_420 gt:['-30', '15', '-22', '48', '46'] pred:[25.407547 15.       40.771942 48.       18.0654  ]
suv_-50_45_-4_35_28_230_70_420 gt:['-50', '45', '-4', '35', '28'] pred:[ 8.96584  25.075382 32.880737 15.467035 11.283592]
suv_-30_45_-36_35_46_230_30_420 gt:['-30', '45', '-36', '35', '46'] pred:[30.       29.782118 36.       40.872246 22.363852]
sedan2door_-17_45_-22_10_46_230_70_420 gt:['-17', '45', '-22', '10', '46'] pred:[ 6.7807994 19.401741  19.477085   9.812121  39.45641  ]
suv_-30_23_-4_10_15_50_70_420 gt:['-30', '23', '-4', '10', '15'] pred:[16.938025  33.07814    7.0516925  3.4975154 13.925077 ]
hatchback_-30_45_-4_48_15_140_70_420 gt:['-30', '45', '-4', '48', '15'] pred:[21.125965 25.145138 34.772396 24.099567 11.121591]
sedan4door_-30_45_-22_48_15_50_70_420 gt:['-30', '45', '-22', '48', '15'] pred:[25.86099   17.994585  16.782856  10.556192   4.4510736]
hybrid_-50_45_-36_48_28_230_70_420 gt:['-50', '45', '-36', '48', '28'] pred:[ 7.9666553 12.704682  28.351053  11.772888  17.831633 ]
sedan2door_-50_45_-22_48_28_140_70_420 gt:['-50', '45', '-22', '48', '28'] pred:[31.942385  30.8717    22.        12.5958805 16.944706 ]
hatchback_-30_15_-36_35_46_140_30_420 gt:['-30', '15', '-36', '35', '46'] pred:[30.       12.974686 36.       42.26169  46.      ]
hybrid_-50_15_-4_48_46_230_70_420 gt:['-50', '15', '-4', '48', '46'] pred:[13.316034  10.0458975 31.40609   15.349438  20.710918 ]
sedan2door_-50_45_-36_48_15_50_30_420 gt:['-50', '45', '-36', '48', '15'] pred:[31.663929  45.        43.24345   28.66898    1.1234559]
hatchback_-17_45_-4_35_28_50_70_420 gt:['-17', '45', '-4', '35', '28'] pred:[18.20047  11.254974 24.576378 15.028764 17.349642]
hatchback_-17_45_-22_48_46_230_30_420 gt:['-17', '45', '-22', '48', '46'] pred:[17.       25.639244 22.       50.097942 23.981945]
hatchback_-50_15_-22_35_28_50_30_420 gt:['-50', '15', '-22', '35', '28'] pred:[26.79464   15.        57.04762   35.         0.5851706]
hybrid_-17_45_-4_35_28_230_70_420 gt:['-17', '45', '-4', '35', '28'] pred:[ 4.5542374  6.6574054 33.57794    6.304583  25.169962 ]
sedan4door_-30_15_-4_10_15_230_70_420 gt:['-30', '15', '-4', '10', '15'] pred:[ 9.537739  16.107805  32.363537   6.387077   7.6595325]
hybrid_-17_45_-4_10_15_50_30_420 gt:['-17', '45', '-4', '10', '15'] pred:[14.660809 45.       25.679096 49.634148 20.897045]
suv_-30_45_-36_10_28_140_30_420 gt:['-30', '45', '-36', '10', '28'] pred:[30.       31.996323 40.344555 38.59476  28.      ]
sedan2door_-50_15_-36_35_46_20_70_420 gt:['-50', '15', '-36', '35', '46'] pred:[34.03434   9.035879 22.859661 19.28585  38.165787]
sedan2door_-50_15_-4_35_28_140_30_420 gt:['-50', '15', '-4', '35', '28'] pred:[50.       18.003994  4.       26.089367 28.      ]
sedan2door_-30_45_-22_48_46_20_70_420 gt:['-30', '45', '-22', '48', '46'] pred:[30.458822 33.09306  14.750469 15.476711 32.106464]
hatchback_-17_23_-22_10_15_230_70_420 gt:['-17', '23', '-22', '10', '15'] pred:[ 6.305795   5.97759   43.366882   5.3562675  9.8203335]
sedan4door_-17_23_-22_35_28_20_70_420 gt:['-17', '23', '-22', '35', '28'] pred:[25.211164  8.590492 32.00554  35.       15.774432]
sedan2door_-30_45_-22_48_28_140_30_420 gt:['-30', '45', '-22', '48', '28'] pred:[ 6.6824403 26.22852   22.        34.745636  28.       ]
suv_-30_15_-22_48_15_140_70_420 gt:['-30', '15', '-22', '48', '15'] pred:[20.708992 17.47051  40.567066 27.264025  8.441764]
hybrid_-17_45_-22_10_28_50_30_420 gt:['-17', '45', '-22', '10', '28'] pred:[12.659075 45.       28.506474 10.       26.953123]
hatchback_-50_15_-22_10_15_50_70_420 gt:['-50', '15', '-22', '10', '15'] pred:[36.141487 12.129333 23.377865 10.973458 27.632795]
hatchback_-17_45_-4_48_46_140_70_420 gt:['-17', '45', '-4', '48', '46'] pred:[14.649245 22.018118 36.68552  22.963257 28.127916]
suv_-30_45_-4_48_46_230_30_420 gt:['-30', '45', '-4', '48', '46'] pred:[30.       26.523151  4.       45.402924 23.736511]
hatchback_-30_15_-4_35_15_50_30_420 gt:['-30', '15', '-4', '35', '15'] pred:[17.541405  15.        45.166546  35.         1.7190547]
sedan4door_-50_15_-36_35_28_140_30_420 gt:['-50', '15', '-36', '35', '28'] pred:[50.       11.622378 36.       35.727116 28.      ]
suv_-50_15_-36_35_15_50_30_420 gt:['-50', '15', '-36', '35', '15'] pred:[22.915335 15.       47.635498 35.        1.629133]
suv_-17_15_-22_35_46_20_30_420 gt:['-17', '15', '-22', '35', '46'] pred:[10.765855  15.        53.445267  51.69112    3.9604506]
hatchback_-50_23_-4_10_46_50_70_420 gt:['-50', '23', '-4', '10', '46'] pred:[33.341045  23.141607  20.668669   5.7214465 30.777973 ]
sedan4door_-30_15_-36_48_15_140_70_420 gt:['-30', '15', '-36', '48', '15'] pred:[28.598236  14.645899  39.802433  26.128681   2.8283238]
hatchback_-30_23_-36_35_15_20_30_420 gt:['-30', '23', '-36', '35', '15'] pred:[24.0359   23.       56.709774 35.        3.22953 ]
hybrid_-30_23_-22_48_46_50_70_420 gt:['-30', '23', '-22', '48', '46'] pred:[25.882212 18.72003  25.367035 20.790865 32.223404]
sedan2door_-30_23_-4_48_15_230_70_420 gt:['-30', '23', '-4', '48', '15'] pred:[16.217905  18.531883  25.493332  10.103087  12.6313095]
hybrid_-30_23_-36_35_28_140_30_420 gt:['-30', '23', '-36', '35', '28'] pred:[30.       17.289762 36.       21.192846 28.      ]
sedan2door_-30_15_-4_48_46_230_70_420 gt:['-30', '15', '-4', '48', '46'] pred:[16.758484 11.848631 28.297712 14.446847 34.19478 ]
sedan4door_-17_45_-22_10_28_20_30_420 gt:['-17', '45', '-22', '10', '28'] pred:[14.44694   45.        41.611816  10.         7.8180394]
sedan2door_-17_45_-22_48_28_20_30_420 gt:['-17', '45', '-22', '48', '28'] pred:[15.997252 45.       29.16272  48.       19.012106]
hybrid_-30_15_-36_35_46_20_30_420 gt:['-30', '15', '-36', '35', '46'] pred:[22.12468  15.       47.207623 35.       12.727915]
sedan2door_-17_45_-4_35_15_20_30_420 gt:['-17', '45', '-4', '35', '15'] pred:[17.898884 45.       31.55915  35.       15.009202]
suv_-17_23_-36_48_46_50_30_420 gt:['-17', '23', '-36', '48', '46'] pred:[17.905106  23.        53.18613   53.32275    1.6565136]
suv_-30_15_-22_10_15_50_70_420 gt:['-30', '15', '-22', '10', '15'] pred:[11.053296 14.838669 14.956279  8.646571 16.581305]
hybrid_-17_45_-36_10_46_140_30_420 gt:['-17', '45', '-36', '10', '46'] pred:[ 6.4308543 28.217173  42.145435  15.898524  46.       ]
suv_-30_45_-22_35_15_20_70_420 gt:['-30', '45', '-22', '35', '15'] pred:[21.967642  31.294113  29.275377  10.834712   3.2700427]
hatchback_-30_15_-22_10_46_230_70_420 gt:['-30', '15', '-22', '10', '46'] pred:[15.639288  10.532269  41.159386   6.9977236 35.064735 ]
sedan2door_-50_45_-4_35_15_230_30_420 gt:['-50', '45', '-4', '35', '15'] pred:[50.       35.892555  4.       18.745073 12.615228]
hatchback_-50_23_-4_35_28_20_30_420 gt:['-50', '23', '-4', '35', '28'] pred:[22.192383 23.       53.282623 35.        9.651697]
suv_-50_23_-22_35_28_230_70_420 gt:['-50', '23', '-22', '35', '28'] pred:[12.027732 14.311313 43.02724  16.802673  7.767823]
suv_-17_23_-22_48_15_230_70_420 gt:['-17', '23', '-22', '48', '15'] pred:[ 3.385283  9.909191 50.102825 13.084798  6.542535]
hatchback_-17_15_-22_48_46_230_30_420 gt:['-17', '15', '-22', '48', '46'] pred:[17.       15.351368 22.       40.796734 27.248857]
sedan2door_-30_45_-22_35_15_230_30_420 gt:['-30', '45', '-22', '35', '15'] pred:[30.       36.421623 22.       18.682653 15.193441]
sedan4door_-50_45_-4_10_46_50_70_420 gt:['-50', '45', '-4', '10', '46'] pred:[34.767895  29.918734  10.599225   4.8061132 24.999395 ]
hatchback_-50_23_-4_35_15_50_70_420 gt:['-50', '23', '-4', '35', '15'] pred:[33.17587   23.321259  15.827476   7.1795597 31.457666 ]
sedan2door_-17_45_-22_48_46_230_30_420 gt:['-17', '45', '-22', '48', '46'] pred:[17.       34.646606 22.       26.619547 37.51797 ]
hatchback_-50_23_-4_48_15_230_30_420 gt:['-50', '23', '-4', '48', '15'] pred:[50.       11.69161   4.       41.178047 24.746132]
suv_-17_15_-4_10_15_230_30_420 gt:['-17', '15', '-4', '10', '15'] pred:[17.       17.384588  4.       17.14708  12.033368]
hatchback_-30_23_-4_48_46_20_30_420 gt:['-30', '23', '-4', '48', '46'] pred:[19.37857  23.       54.493034 41.49231   8.993768]
hatchback_-50_23_-22_48_15_230_30_420 gt:['-50', '23', '-22', '48', '15'] pred:[50.       11.584722 22.       43.10802  18.93586 ]
sedan2door_-50_45_-4_35_15_230_70_420 gt:['-50', '45', '-4', '35', '15'] pred:[ 9.349528  27.578646  21.485342   8.472407  12.7403755]
sedan4door_-50_23_-36_35_28_20_70_420 gt:['-50', '23', '-36', '35', '28'] pred:[26.908932 11.170361 34.618183 35.       12.544112]
hybrid_-50_23_-36_10_46_230_70_420 gt:['-50', '23', '-36', '10', '46'] pred:[12.57951   8.03461  34.62832  17.556921 17.782234]
suv_-30_15_-36_10_46_140_30_420 gt:['-30', '15', '-36', '10', '46'] pred:[30.        13.9995365 36.        38.467308  46.       ]
