sedan2door_-40_40_0_0_20_280_40_450 gt:['-40', '40', '0', '0', '20'] pred:[39.060196  42.63761    7.7773824 15.438688  16.695766 ]
sedan2door_-40_20_-20_40_40_240_80_400 gt:['-40', '20', '-20', '40', '40'] pred:[42.226463 18.568762 13.113104 13.837165 37.3172  ]
sedan2door_-20_40_0_20_20_240_40_450 gt:['-20', '40', '0', '20', '20'] pred:[20.       40.228046  0.        9.501943 21.807602]
hybrid_-20_0_-40_0_0_120_80_400 gt:['-20', '0', '-40', '0', '0'] pred:[19.541548   2.1024637 13.861228   7.132644   1.205532 ]
hatchback_-20_20_0_40_0_240_40_450 gt:['-20', '20', '0', '40', '0'] pred:[20.         13.571102    0.         36.055435    0.99763286]
hatchback_0_20_0_40_20_360_40_450 gt:['0', '20', '0', '40', '20'] pred:[ 1.4871746 20.         1.4336214 40.        21.89444  ]
sedan2door_0_20_-40_0_40_200_60_450 gt:['0', '20', '-40', '0', '40'] pred:[ 2.6606548 25.576746  40.        14.835763  40.415356 ]
hatchback_-40_40_0_0_0_160_80_450 gt:['-40', '40', '0', '0', '0'] pred:[37.430874  43.622715   5.219641   3.4058697  2.3897438]
hybrid_0_40_0_20_20_80_40_450 gt:['0', '40', '0', '20', '20'] pred:[ 1.6063582 46.079464   4.9710593 20.        20.       ]
hatchback_0_20_0_20_20_120_40_450 gt:['0', '20', '0', '20', '20'] pred:[ 0.       19.13503   0.       14.270889 20.      ]
sedan4door_0_20_-40_40_40_120_80_400 gt:['0', '20', '-40', '40', '40'] pred:[ 4.7061214 23.205605  42.59706   40.77069   41.69967  ]
sedan2door_0_40_-40_0_40_200_60_400 gt:['0', '40', '-40', '0', '40'] pred:[ 4.624279 46.30341  40.       22.315453 34.216034]
suv_-20_40_-40_0_20_240_40_450 gt:['-20', '40', '-40', '0', '20'] pred:[20.        38.558006  40.         1.4047383 17.466003 ]
suv_0_20_-20_0_40_0_20_400 gt:['0', '20', '-20', '0', '40'] pred:[ 0.91351646 20.         15.364916    0.         40.        ]
sedan4door_-20_20_-40_20_40_40_20_450 gt:['-20', '20', '-40', '20', '40'] pred:[21.245108 20.       42.25974  20.       40.      ]
hatchback_0_0_-40_40_20_0_80_450 gt:['0', '0', '-40', '40', '20'] pred:[ 2.2154107  3.1163478 42.256603  44.849735  18.671013 ]
hatchback_-20_20_-40_40_20_120_40_450 gt:['-20', '20', '-40', '40', '20'] pred:[20.       11.7181   40.       45.138664 20.      ]
suv_-40_20_0_20_20_0_60_400 gt:['-40', '20', '0', '20', '20'] pred:[41.798286  15.707551   1.8961649 20.        18.060402 ]
sedan4door_-40_20_0_40_20_320_80_450 gt:['-40', '20', '0', '40', '20'] pred:[42.57438  22.537085  3.721535 45.32175  17.87778 ]
sedan4door_0_0_-40_0_20_320_60_400 gt:['0', '0', '-40', '0', '20'] pred:[ 1.6205065  1.7213262 41.834568   6.921005  20.887798 ]
sedan2door_-20_0_-40_0_20_0_20_450 gt:['-20', '0', '-40', '0', '20'] pred:[19.102383  0.       13.708417  0.       20.      ]
suv_0_0_-20_20_40_240_60_450 gt:['0', '0', '-20', '20', '40'] pred:[ 2.9034562  1.6838291 21.839914  16.482544  43.143845 ]
hybrid_-20_40_0_0_0_0_60_450 gt:['-20', '40', '0', '0', '0'] pred:[21.115582  44.999786  10.654655   0.         1.1861537]
sedan2door_-20_0_-40_40_20_80_60_400 gt:['-20', '0', '-40', '40', '20'] pred:[19.04633    1.9036909  6.5464745  8.271894  17.738785 ]
hatchback_-40_40_-40_20_20_160_80_450 gt:['-40', '40', '-40', '20', '20'] pred:[41.519257 39.694145 37.042175 15.444736 23.106077]
suv_-20_20_-20_20_40_280_60_400 gt:['-20', '20', '-20', '20', '40'] pred:[16.384613 17.114166 18.827942 18.66589  40.720486]
suv_0_40_-40_40_40_320_80_400 gt:['0', '40', '-40', '40', '40'] pred:[ 3.6983216 43.32318   40.688866  42.288696  37.43986  ]
suv_0_20_-40_20_0_160_40_400 gt:['0', '20', '-40', '20', '0'] pred:[ 0.        19.339348  40.        22.309914   2.2948515]
hatchback_-20_0_0_40_20_120_20_450 gt:['-20', '0', '0', '40', '20'] pred:[20.        4.18254   0.       41.340496 20.      ]
hatchback_0_20_-40_0_0_200_80_450 gt:['0', '20', '-40', '0', '0'] pred:[ 3.9868636 16.628887  36.141964   1.9580975  1.8593699]
hatchback_-20_40_-20_0_20_120_40_450 gt:['-20', '40', '-20', '0', '20'] pred:[20.        41.832024  20.         7.8408184 20.       ]
hatchback_-40_20_-40_40_20_360_40_450 gt:['-40', '20', '-40', '40', '20'] pred:[40.301212 20.       41.618813 40.       18.661613]
hatchback_-20_40_-20_40_20_0_80_450 gt:['-20', '40', '-20', '40', '20'] pred:[19.970015 41.20275  15.709984 41.451668 17.810108]
sedan4door_-20_40_-20_20_20_40_80_400 gt:['-20', '40', '-20', '20', '20'] pred:[20.219496 41.377388 16.79232  15.531337 11.481579]
suv_0_20_-40_20_20_0_40_400 gt:['0', '20', '-40', '20', '20'] pred:[ 2.2136045 20.        45.640152  20.        14.467525 ]
sedan4door_0_0_0_40_20_200_60_450 gt:['0', '0', '0', '40', '20'] pred:[ 1.8757199  1.6588143  0.        38.887135  18.791351 ]
hybrid_0_20_-20_0_0_240_60_400 gt:['0', '20', '-20', '0', '0'] pred:[ 4.490002   21.019018   12.64761     7.9945216   0.61542124]
sedan4door_-20_0_-40_40_40_120_60_400 gt:['-20', '0', '-40', '40', '40'] pred:[13.858626   3.4989345 40.        36.862526  41.85765  ]
suv_0_20_-40_40_20_160_60_400 gt:['0', '20', '-40', '40', '20'] pred:[ 2.999713 16.519136 40.       41.34302  24.943834]
hatchback_0_20_-20_20_0_280_60_450 gt:['0', '20', '-20', '20', '0'] pred:[ 2.5190363 18.566593  19.38114   19.18363    1.8047878]
sedan4door_-40_40_0_0_40_160_80_400 gt:['-40', '40', '0', '0', '40'] pred:[41.03285   42.431328   7.9129753  3.6691558 41.08442  ]
hatchback_-20_40_-40_0_40_240_40_400 gt:['-20', '40', '-40', '0', '40'] pred:[20.        37.95251   40.         3.2524967 41.45525  ]
hatchback_-40_20_0_40_0_320_60_450 gt:['-40', '20', '0', '40', '0'] pred:[41.976006  20.217789   4.114916  40.30299    1.4544033]
hybrid_0_0_-20_40_20_200_60_450 gt:['0', '0', '-20', '40', '20'] pred:[ 3.9353962  1.8332787 20.         5.252745  14.610468 ]
sedan2door_-40_0_-40_20_20_200_40_400 gt:['-40', '0', '-40', '20', '20'] pred:[40.         2.1874776 40.         8.735699  18.2436   ]
sedan4door_-20_20_-20_20_0_240_20_400 gt:['-20', '20', '-20', '20', '0'] pred:[20.        14.8316145 20.        20.216358   1.5803435]
hatchback_-40_20_-20_20_40_80_20_400 gt:['-40', '20', '-20', '20', '40'] pred:[42.62937  20.       16.134886 20.       40.      ]
sedan2door_0_20_-40_40_40_320_40_450 gt:['0', '20', '-40', '40', '40'] pred:[ 2.3844545 20.        12.660435  40.        43.291973 ]
hybrid_-20_20_0_20_20_280_40_400 gt:['-20', '20', '0', '20', '20'] pred:[17.312311  21.381744  13.5336895 20.882816  20.105055 ]
sedan4door_-20_20_-20_40_0_160_20_400 gt:['-20', '20', '-20', '40', '0'] pred:[20.       14.412835 20.       44.55479   0.      ]
suv_-20_40_0_0_0_120_60_450 gt:['-20', '40', '0', '0', '0'] pred:[18.117157  43.35249    0.         2.15203    1.4615467]
sedan2door_0_40_0_20_20_320_40_400 gt:['0', '40', '0', '20', '20'] pred:[ 1.3822047 40.         8.119856  20.        17.508066 ]
hybrid_-20_20_-20_20_0_120_40_450 gt:['-20', '20', '-20', '20', '0'] pred:[20.       16.929121 20.        9.697902  0.      ]
hybrid_0_20_-20_40_0_0_20_400 gt:['0', '20', '-20', '40', '0'] pred:[ 1.168844 20.        6.508343 40.        0.      ]
suv_-20_40_-40_20_40_40_60_450 gt:['-20', '40', '-40', '20', '40'] pred:[15.198208 41.592487 41.833794 20.       38.49983 ]
hybrid_0_40_0_0_40_280_60_450 gt:['0', '40', '0', '0', '40'] pred:[ 3.1273725 44.311543  11.690532  10.221317  42.58702  ]
sedan4door_-20_40_-40_40_0_40_20_450 gt:['-20', '40', '-40', '40', '0'] pred:[18.765476 40.       42.688908 40.        0.      ]
hatchback_-20_20_0_40_20_80_20_450 gt:['-20', '20', '0', '40', '20'] pred:[17.122374 20.        2.209866 40.       20.      ]
hybrid_-20_20_-20_40_0_360_60_450 gt:['-20', '20', '-20', '40', '0'] pred:[20.332636  21.332693  15.359194  40.         0.9677811]
sedan2door_-20_20_-40_20_20_80_80_450 gt:['-20', '20', '-40', '20', '20'] pred:[16.690365 22.02246  11.370367  6.251396 20.      ]
hatchback_-40_0_-20_40_40_160_60_450 gt:['-40', '0', '-20', '40', '40'] pred:[44.960033  4.444456 20.       39.6411   41.07366 ]
suv_-20_20_-20_20_20_240_60_400 gt:['-20', '20', '-20', '20', '20'] pred:[20.313868 18.46706  20.110466 20.311235 14.974822]
suv_0_0_0_40_40_0_40_400 gt:['0', '0', '0', '40', '40'] pred:[ 2.4779747  0.         0.6033956 40.        41.179558 ]
sedan2door_0_40_-20_40_20_80_80_450 gt:['0', '40', '-20', '40', '20'] pred:[ 1.2547129 49.219074   6.5701365  7.715232  20.       ]
sedan4door_0_20_-20_40_0_200_80_400 gt:['0', '20', '-20', '40', '0'] pred:[ 2.7290366 18.18018   12.833983  43.71639    1.6048664]
sedan2door_-40_40_-20_40_20_80_60_400 gt:['-40', '40', '-20', '40', '20'] pred:[39.116817 39.484093  9.926519 13.768528 14.430018]
sedan2door_-20_20_0_20_0_360_20_450 gt:['-20', '20', '0', '20', '0'] pred:[21.506144 20.       11.611003 20.        0.      ]
hatchback_-20_20_-40_40_20_0_80_400 gt:['-20', '20', '-40', '40', '20'] pred:[19.54352  19.70809  42.95309  43.078934 20.555145]
sedan2door_-40_0_-40_0_0_200_40_450 gt:['-40', '0', '-40', '0', '0'] pred:[40.         1.7619692 40.         6.1723175  1.3294966]
suv_-20_40_-20_40_40_320_60_450 gt:['-20', '40', '-20', '40', '40'] pred:[18.432804 39.155178 16.852552 37.411964 40.06612 ]
sedan2door_-40_40_-40_40_20_200_60_400 gt:['-40', '40', '-40', '40', '20'] pred:[39.265472 43.63686  40.       15.439917 20.705036]
sedan2door_0_40_0_20_20_320_20_400 gt:['0', '40', '0', '20', '20'] pred:[ 2.0051858 40.         7.0989695 20.        18.998068 ]
hatchback_-20_40_0_20_0_280_20_400 gt:['-20', '40', '0', '20', '0'] pred:[19.681974  40.         3.0009732 20.         2.4677935]
sedan4door_-20_20_-20_20_40_120_80_400 gt:['-20', '20', '-20', '20', '40'] pred:[18.83344  20.015118 14.422423 20.000332 43.177116]
hybrid_-40_20_-40_0_0_320_60_400 gt:['-40', '20', '-40', '0', '0'] pred:[41.28597   23.79533   11.024592  17.744978   1.3596995]
sedan4door_-40_0_0_0_40_320_60_400 gt:['-40', '0', '0', '0', '40'] pred:[47.13504    2.059314   2.5304582  7.5483127 40.35762  ]
suv_0_40_-40_40_40_200_20_450 gt:['0', '40', '-40', '40', '40'] pred:[ 0.       39.175877 40.       40.85642  42.07962 ]
sedan4door_0_40_-20_40_40_40_40_400 gt:['0', '40', '-20', '40', '40'] pred:[ 1.8794929 40.        15.374477  40.        42.503716 ]
hybrid_0_20_0_0_40_240_60_450 gt:['0', '20', '0', '0', '40'] pred:[ 8.446127  21.254406  12.4567795 12.889914  42.470306 ]
hatchback_0_40_-40_40_20_280_60_450 gt:['0', '40', '-40', '40', '20'] pred:[ 5.5287585 44.393536  36.38574   45.0572    16.805681 ]
sedan4door_-40_0_-40_20_20_280_60_450 gt:['-40', '0', '-40', '20', '20'] pred:[41.66264    3.0196965 42.53194   19.541348  17.348549 ]
sedan2door_-20_20_0_20_0_280_60_400 gt:['-20', '20', '0', '20', '0'] pred:[19.668674  22.645119   9.198555   9.444415   1.7842301]
hatchback_0_40_-40_40_0_120_40_400 gt:['0', '40', '-40', '40', '0'] pred:[ 0.       39.93452  40.       38.871223  0.      ]
sedan2door_-20_20_0_40_40_80_80_400 gt:['-20', '20', '0', '40', '40'] pred:[15.85779   19.209707  14.6160755 11.62989   40.       ]
sedan4door_0_40_0_0_0_360_20_450 gt:['0', '40', '0', '0', '0'] pred:[ 0.79592675 40.          1.6240035   0.          0.        ]
sedan4door_-20_20_0_0_0_200_20_400 gt:['-20', '20', '0', '0', '0'] pred:[20.        16.136503   0.         2.1804647  1.292645 ]
hybrid_-20_20_-20_20_0_360_20_450 gt:['-20', '20', '-20', '20', '0'] pred:[15.594161 20.       10.303215 20.        0.      ]
sedan4door_-40_40_-20_0_40_0_60_400 gt:['-40', '40', '-20', '0', '40'] pred:[42.104595 43.52268  18.6847    0.       39.931484]
sedan4door_0_20_-40_20_0_280_40_450 gt:['0', '20', '-40', '20', '0'] pred:[ 4.144201 18.875742 43.010933 18.787823  2.060362]
hatchback_-20_20_-40_20_40_200_20_400 gt:['-20', '20', '-40', '20', '40'] pred:[20.       13.307136 40.       13.01335  43.773796]
hybrid_-40_40_-20_0_40_320_60_450 gt:['-40', '40', '-20', '0', '40'] pred:[40.44185  43.132866 17.713152 26.03168  39.72283 ]
suv_-40_40_0_40_20_80_60_400 gt:['-40', '40', '0', '40', '20'] pred:[42.873344 43.466145  1.980519 41.74713  11.241219]
sedan4door_-20_40_-40_0_40_280_20_400 gt:['-20', '40', '-40', '0', '40'] pred:[18.607021 40.       47.584175  0.       40.462105]
sedan4door_-40_0_-20_40_0_240_80_400 gt:['-40', '0', '-20', '40', '0'] pred:[43.074966   3.8445086 15.412239  38.53622    1.3851616]
hybrid_-40_0_-40_0_0_320_80_400 gt:['-40', '0', '-40', '0', '0'] pred:[44.726746   3.0819988 10.196421   6.967614   1.0105816]
sedan2door_-20_40_-20_40_0_280_20_400 gt:['-20', '40', '-20', '40', '0'] pred:[17.765278  40.        16.679258  40.         1.2484831]
hybrid_-20_20_-40_40_20_80_40_400 gt:['-20', '20', '-40', '40', '20'] pred:[14.20445   22.6811     8.7865505 40.        20.       ]
sedan4door_-40_20_-40_40_20_360_20_400 gt:['-40', '20', '-40', '40', '20'] pred:[41.78175  20.       45.670124 40.       20.      ]
sedan2door_-40_0_-20_40_40_80_40_400 gt:['-40', '0', '-20', '40', '40'] pred:[43.060963   1.8459095 13.548877  40.        40.       ]
sedan4door_0_40_0_40_20_40_40_400 gt:['0', '40', '0', '40', '20'] pred:[ 2.2398853 40.         2.4909384 40.        12.539988 ]
sedan4door_-20_0_-20_20_20_240_80_450 gt:['-20', '0', '-20', '20', '20'] pred:[20.044388   1.2370546 20.370363  10.923096  11.488929 ]
hatchback_0_0_-20_0_20_240_80_400 gt:['0', '0', '-20', '0', '20'] pred:[ 1.820874  1.469069 21.362688  2.070016 18.825783]
hybrid_-40_20_0_40_0_200_80_450 gt:['-40', '20', '0', '40', '0'] pred:[39.89585  18.708233 10.644076 12.465092  2.225117]
sedan2door_-20_40_-20_20_0_200_80_400 gt:['-20', '40', '-20', '20', '0'] pred:[16.465317  42.99987   12.828026  15.550052   2.2086258]
hybrid_-20_0_-20_0_40_280_20_450 gt:['-20', '0', '-20', '0', '40'] pred:[20.049068   0.         9.2544155  0.        43.601788 ]
hatchback_-40_0_-40_20_0_80_80_450 gt:['-40', '0', '-40', '20', '0'] pred:[40.978012  4.290856 40.29736  16.521656  0.      ]
suv_-40_20_-20_20_0_40_60_450 gt:['-40', '20', '-20', '20', '0'] pred:[42.8407    15.486278  17.127731  20.         2.5850847]
suv_0_0_0_20_0_240_20_450 gt:['0', '0', '0', '20', '0'] pred:[ 0.         2.885996   0.        17.320301   1.1228534]
sedan4door_0_20_-40_20_0_80_60_400 gt:['0', '20', '-40', '20', '0'] pred:[ 2.4368951 20.348537  39.784058  18.988167   1.2312598]
sedan4door_-40_0_-40_0_40_120_40_400 gt:['-40', '0', '-40', '0', '40'] pred:[40.         2.0788429 40.         3.2332582 40.       ]
suv_0_20_-40_0_20_200_40_400 gt:['0', '20', '-40', '0', '20'] pred:[ 0.        16.875357  40.         2.3505235 25.212545 ]
hatchback_-40_20_-40_20_40_160_40_450 gt:['-40', '20', '-40', '20', '40'] pred:[40.       14.298204 40.       15.363446 41.391777]
sedan4door_-40_40_-40_0_0_160_40_400 gt:['-40', '40', '-40', '0', '0'] pred:[40.        44.494576  40.         4.6213393  1.0985584]
hybrid_-40_0_-40_0_20_200_20_450 gt:['-40', '0', '-40', '0', '20'] pred:[40.         1.6820892 40.         5.3658237 18.360394 ]
hybrid_-20_40_0_20_20_160_20_450 gt:['-20', '40', '0', '20', '20'] pred:[20.       45.366028  0.       18.188736 20.      ]
suv_-40_0_-20_20_0_80_40_450 gt:['-40', '0', '-20', '20', '0'] pred:[45.82977    3.2836368 14.595185  20.         0.       ]
hybrid_-40_20_-40_0_40_240_40_450 gt:['-40', '20', '-40', '0', '40'] pred:[40.       17.734047 40.       17.86075  41.617786]
hybrid_0_40_-40_0_0_80_40_400 gt:['0', '40', '-40', '0', '0'] pred:[ 2.4889944 43.98922    4.8033786  0.         0.       ]
suv_-40_40_0_40_40_160_20_450 gt:['-40', '40', '0', '40', '40'] pred:[40.       40.938137  0.       41.60309  40.      ]
sedan2door_-40_0_-20_20_20_0_20_450 gt:['-40', '0', '-20', '20', '20'] pred:[45.843784  0.       16.177904 20.       20.      ]
suv_-40_0_-20_0_20_0_60_400 gt:['-40', '0', '-20', '0', '20'] pred:[42.148342 11.220682 14.605665  0.       18.220615]
hybrid_-20_20_0_20_40_80_80_450 gt:['-20', '20', '0', '20', '40'] pred:[19.830757 18.656473 12.67929  18.566904 40.      ]
sedan2door_-40_40_-20_0_0_40_80_400 gt:['-40', '40', '-20', '0', '0'] pred:[40.789894  40.260956  14.155498  16.8749     1.4643886]
sedan2door_-20_20_-40_0_40_160_60_450 gt:['-20', '20', '-40', '0', '40'] pred:[17.711636 20.963219 40.       13.571856 42.15356 ]
sedan2door_-40_40_-20_0_20_0_40_400 gt:['-40', '40', '-20', '0', '20'] pred:[42.576134 40.       17.22848   0.       17.568691]
sedan4door_0_20_0_40_0_200_40_450 gt:['0', '20', '0', '40', '0'] pred:[ 0.        19.113897   0.        42.626873   1.1790307]
hybrid_-20_40_-20_40_0_40_60_400 gt:['-20', '40', '-20', '40', '0'] pred:[24.600977  45.64353    9.5261755 40.         1.8189265]
sedan2door_0_20_-40_40_40_280_80_400 gt:['0', '20', '-40', '40', '40'] pred:[ 2.6669652 16.135155   6.772565  13.026239  43.165066 ]
suv_0_0_-20_0_0_320_60_450 gt:['0', '0', '-20', '0', '0'] pred:[ 1.690892    6.9939013  16.499247    8.361274    0.95104975]
sedan4door_-20_20_-20_40_0_200_40_400 gt:['-20', '20', '-20', '40', '0'] pred:[20.        17.177662  20.        43.325005   1.5420234]
hybrid_-20_20_-40_20_40_200_80_400 gt:['-20', '20', '-40', '20', '40'] pred:[18.702341 18.013319 17.825638 16.79777  42.78626 ]
sedan4door_-20_40_0_0_20_360_80_400 gt:['-20', '40', '0', '0', '20'] pred:[21.60503  43.774498  1.5695    4.110917 17.176811]
sedan4door_0_0_0_40_20_0_80_450 gt:['0', '0', '0', '40', '20'] pred:[ 2.4959247  2.631628   2.0791504 46.248196  18.334497 ]
suv_-20_0_0_20_40_240_80_400 gt:['-20', '0', '0', '20', '40'] pred:[16.860264   2.1016507  4.4393134 17.473566  37.91376  ]
hatchback_0_40_-20_40_0_80_80_450 gt:['0', '40', '-20', '40', '0'] pred:[ 2.156006 43.592213 16.779408 38.907784  0.      ]
hybrid_0_40_0_40_40_240_40_400 gt:['0', '40', '0', '40', '40'] pred:[ 0.       40.432552  0.       14.266712 43.884636]
suv_-20_40_0_0_0_120_60_400 gt:['-20', '40', '0', '0', '0'] pred:[16.15548   43.154697   0.         1.7070258  2.0663006]
hybrid_-20_0_-20_20_20_160_80_450 gt:['-20', '0', '-20', '20', '20'] pred:[19.937088   2.2339098  9.18667    4.5978394 20.804876 ]
sedan2door_0_40_-20_0_20_80_40_400 gt:['0', '40', '-20', '0', '20'] pred:[ 2.737568 40.586983 12.414213  0.       20.      ]
hatchback_-20_40_-40_40_20_360_20_450 gt:['-20', '40', '-40', '40', '20'] pred:[15.497501 40.       48.965485 40.       20.      ]
sedan2door_-40_40_0_0_0_360_20_450 gt:['-40', '40', '0', '0', '0'] pred:[43.273777 40.       13.8667    0.        0.      ]
sedan2door_0_0_0_0_0_360_40_450 gt:['0', '0', '0', '0', '0'] pred:[2.2897213 0.        3.6929674 0.        1.0643569]
suv_0_20_-20_20_0_360_20_450 gt:['0', '20', '-20', '20', '0'] pred:[ 1.4802792 20.        22.336231  20.         0.       ]
sedan4door_-20_0_-20_0_0_320_80_400 gt:['-20', '0', '-20', '0', '0'] pred:[20.447336   1.2853223 13.881013   2.344884   1.4339733]
suv_-20_20_0_20_20_40_20_450 gt:['-20', '20', '0', '20', '20'] pred:[18.034618  20.         3.6113167 20.        20.       ]
hybrid_0_20_-40_0_40_200_60_400 gt:['0', '20', '-40', '0', '40'] pred:[ 7.3863945 23.11951   40.         9.189962  43.891724 ]
suv_-40_20_0_20_40_160_40_450 gt:['-40', '20', '0', '20', '40'] pred:[40.       16.645643  0.       22.447134 40.35699 ]
suv_0_40_-40_40_0_360_60_450 gt:['0', '40', '-40', '40', '0'] pred:[ 3.034898  41.51019   41.960026  40.         1.9458476]
suv_-40_0_-40_20_0_80_60_450 gt:['-40', '0', '-40', '20', '0'] pred:[43.91122    3.191072  43.494205  15.395029   1.1844779]
hybrid_0_40_-20_0_40_120_40_450 gt:['0', '40', '-20', '0', '40'] pred:[ 0.       44.83248  20.        9.117414 40.      ]
sedan4door_-20_40_-40_0_40_160_40_400 gt:['-20', '40', '-40', '0', '40'] pred:[20.        41.121902  40.         3.6688914 43.73297  ]
hatchback_-20_0_-20_20_20_40_60_400 gt:['-20', '0', '-20', '20', '20'] pred:[23.716745   1.9367654 17.918652  20.        16.757595 ]
sedan4door_-40_20_-20_20_20_0_20_450 gt:['-40', '20', '-20', '20', '20'] pred:[43.608837 20.       16.584164 20.       20.      ]
hatchback_-20_40_0_20_20_40_80_400 gt:['-20', '40', '0', '20', '20'] pred:[21.465816 42.679344  2.944027 16.340117 15.96076 ]
suv_-40_20_-40_0_0_360_40_400 gt:['-40', '20', '-40', '0', '0'] pred:[41.71325   20.        45.532322   0.         1.1375139]
sedan4door_0_20_0_0_20_120_80_450 gt:['0', '20', '0', '0', '20'] pred:[ 2.2534082 22.574883   1.8430375  1.5426948 18.216032 ]
suv_-20_40_-20_20_0_120_80_400 gt:['-20', '40', '-20', '20', '0'] pred:[12.802467   41.610485   20.082438   14.206445    0.55857515]
hybrid_-40_0_-20_40_40_0_40_400 gt:['-40', '0', '-20', '40', '40'] pred:[41.924103  0.        7.181621 40.       44.379326]
sedan4door_-20_0_-40_20_20_160_60_450 gt:['-20', '0', '-40', '20', '20'] pred:[21.768625   1.6463675 40.        11.822578  17.11897  ]
sedan4door_0_20_0_0_20_240_40_450 gt:['0', '20', '0', '0', '20'] pred:[ 0.        16.470596   0.         1.4497291 18.883368 ]
sedan2door_-20_0_-20_40_40_80_60_400 gt:['-20', '0', '-20', '40', '40'] pred:[19.623043   1.8917012  6.501912   8.150464  41.134743 ]
hybrid_-40_0_-40_40_0_80_80_400 gt:['-40', '0', '-40', '40', '0'] pred:[41.663822   2.4214869 18.84511    3.0431807  0.       ]
sedan2door_-20_40_-20_40_20_240_20_400 gt:['-20', '40', '-20', '40', '20'] pred:[20.       39.754433 20.       14.132581 21.850677]
