hatchback_-30_23_-4_35_15_140_70_420:gt ['-30', '23', '-4', '35', '15']:pred [15.760828  14.163528   4.        22.537062   5.9635487]
suv_-17_15_-4_10_15_140_70_420:gt ['-17', '15', '-4', '10', '15']:pred [17.22097    8.787275   4.         6.5836105  4.1346364]
sedan2door_-17_23_-4_48_46_50_70_420:gt ['-17', '23', '-4', '48', '46']:pred [14.394606 26.87923   4.       48.       21.540524]
sedan4door_-50_15_-4_10_28_20_30_420:gt ['-50', '15', '-4', '10', '28']:pred [38.290115 15.       21.08544  10.       32.751034]
hatchback_-17_45_-4_48_46_230_30_420:gt ['-17', '45', '-4', '48', '46']:pred [17.       34.381695  4.       40.32426  47.931507]
hatchback_-17_15_-22_48_28_50_70_420:gt ['-17', '15', '-22', '48', '28']:pred [13.147992 26.636106 30.791866 48.       20.705374]
hatchback_-17_23_-22_10_15_50_30_420:gt ['-17', '23', '-22', '10', '15']:pred [19.772692 23.       43.740864 10.       15.      ]
hatchback_-30_45_-22_35_46_50_70_420:gt ['-30', '45', '-22', '35', '46']:pred [18.81782  41.193005 31.481634 35.       36.71566 ]
sedan2door_-30_23_-22_10_15_140_70_420:gt ['-30', '23', '-22', '10', '15']:pred [31.189484 20.913095 22.       10.       19.415222]
hatchback_-50_15_-22_10_28_50_30_420:gt ['-50', '15', '-22', '10', '28']:pred [42.07188  15.       41.955654 10.       28.      ]
sedan2door_-17_23_-22_35_15_230_70_420:gt ['-17', '23', '-22', '35', '15']:pred [ 3.3453898 26.808533  22.        35.         9.59708  ]
hybrid_-50_45_-22_48_15_20_70_420:gt ['-50', '45', '-22', '48', '15']:pred [38.209057 30.467855 22.       48.       11.191075]
sedan4door_-17_45_-4_35_28_50_70_420:gt ['-17', '45', '-4', '35', '28']:pred [11.746488  47.12793    7.5464735 35.        10.776123 ]
suv_-17_15_-4_48_46_230_70_420:gt ['-17', '15', '-4', '48', '46']:pred [ 4.2888904 25.311838  33.532646  42.52164   29.471487 ]
hatchback_-30_23_-36_48_46_140_70_420:gt ['-30', '23', '-36', '48', '46']:pred [18.754519 14.028436 26.14831  31.902895 32.98247 ]
sedan2door_-50_15_-22_48_15_50_70_420:gt ['-50', '15', '-22', '48', '15']:pred [30.830519 18.940094 22.       48.       17.035402]
sedan2door_-30_23_-4_48_15_20_70_420:gt ['-30', '23', '-4', '48', '15']:pred [24.873432 25.573689  4.       48.       20.78773 ]
suv_-50_23_-36_35_15_230_70_420:gt ['-50', '23', '-36', '35', '15']:pred [13.948965  28.75408   42.089348  39.36989    4.9335213]
hybrid_-17_23_-22_35_28_140_30_420:gt ['-17', '23', '-22', '35', '28']:pred [17.       22.533813 22.       35.       28.      ]
hatchback_-30_45_-36_10_46_140_70_420:gt ['-30', '45', '-36', '10', '46']:pred [25.238535 31.4013   25.817207 25.073727 33.491623]
suv_-17_23_-36_10_15_50_70_420:gt ['-17', '23', '-36', '10', '15']:pred [ 6.806086 30.429218 35.260597 10.        5.173945]
hatchback_-50_23_-4_48_28_230_30_420:gt ['-50', '23', '-4', '48', '28']:pred [50.       13.314451  4.       35.414417 46.46772 ]
sedan4door_-17_15_-4_35_15_20_30_420:gt ['-17', '15', '-4', '35', '15']:pred [ 7.5560446 15.         5.4240227 35.        24.132038 ]
sedan4door_-50_15_-36_35_28_140_70_420:gt ['-50', '15', '-36', '35', '28']:pred [38.023354  8.259062 36.       33.57184  17.87049 ]
hatchback_-17_45_-22_48_28_20_30_420:gt ['-17', '45', '-22', '48', '28']:pred [11.291197 45.       25.889507 48.       29.446165]
hybrid_-17_15_-22_35_28_140_70_420:gt ['-17', '15', '-22', '35', '28']:pred [20.840448  10.6005745 22.        35.        23.948366 ]
hybrid_-30_23_-36_10_15_20_70_420:gt ['-30', '23', '-36', '10', '15']:pred [18.089127 21.875353 36.       10.        8.528495]
suv_-17_15_-4_48_46_140_30_420:gt ['-17', '15', '-4', '48', '46']:pred [17.       15.097007  4.       25.148819 46.      ]
suv_-17_15_-22_48_15_20_30_420:gt ['-17', '15', '-22', '48', '15']:pred [15.262562 15.       36.018093 48.       20.79095 ]
sedan4door_-30_15_-22_35_15_50_30_420:gt ['-30', '15', '-22', '35', '15']:pred [33.92205  15.       43.717934 35.       15.      ]
sedan2door_-17_23_-4_35_28_140_70_420:gt ['-17', '23', '-4', '35', '28']:pred [20.487906 15.541626  4.       35.       22.03068 ]
sedan4door_-50_23_-4_48_15_230_70_420:gt ['-50', '23', '-4', '48', '15']:pred [28.739899 34.977734 39.10618  46.27074   6.066273]
suv_-30_15_-22_48_28_140_30_420:gt ['-30', '15', '-22', '48', '28']:pred [30.       17.090128 22.       26.663132 28.      ]
hybrid_-17_45_-4_35_46_230_30_420:gt ['-17', '45', '-4', '35', '46']:pred [17.       34.10823   4.       35.       46.804127]
sedan4door_-50_23_-22_35_28_50_30_420:gt ['-50', '23', '-22', '35', '28']:pred [38.395844 23.       43.40358  35.       28.      ]
suv_-30_15_-4_35_46_140_70_420:gt ['-30', '15', '-4', '35', '46']:pred [29.51693   9.857823  4.       24.597633 29.909443]
suv_-50_23_-22_10_15_230_30_420:gt ['-50', '23', '-22', '10', '15']:pred [50.       19.223497 22.        8.441645 20.13216 ]
hybrid_-50_15_-22_48_28_140_30_420:gt ['-50', '15', '-22', '48', '28']:pred [50.       15.848485 22.       48.       28.      ]
sedan4door_-30_15_-36_48_46_230_30_420:gt ['-30', '15', '-36', '48', '46']:pred [30.        8.047861 36.       41.485294 50.052795]
sedan4door_-50_15_-4_35_15_50_70_420:gt ['-50', '15', '-4', '35', '15']:pred [28.983185 29.059145 22.914328 35.        8.615695]
hatchback_-17_45_-4_35_28_20_30_420:gt ['-17', '45', '-4', '35', '28']:pred [ 9.5865755 45.         6.0493217 35.        25.475029 ]
sedan2door_-50_23_-36_10_46_140_70_420:gt ['-50', '23', '-36', '10', '46']:pred [33.333294 22.574501 36.       10.       17.09074 ]
hatchback_-17_45_-22_35_28_140_70_420:gt ['-17', '45', '-22', '35', '28']:pred [ 8.554732 28.207489 15.770568 30.151852 25.981342]
sedan2door_-50_23_-22_48_28_140_30_420:gt ['-50', '23', '-22', '48', '28']:pred [50.      25.73399 22.      48.      28.     ]
sedan4door_-30_45_-4_48_15_140_70_420:gt ['-30', '45', '-4', '48', '15']:pred [30.595808  27.272446   4.        36.911606   3.1938393]
hatchback_-30_15_-22_35_28_20_30_420:gt ['-30', '15', '-22', '35', '28']:pred [20.607876 15.       21.014341 35.       26.507849]
sedan4door_-50_45_-36_48_28_140_30_420:gt ['-50', '45', '-36', '48', '28']:pred [50.       30.084232 36.       26.921959 28.      ]
sedan2door_-50_23_-22_35_15_20_70_420:gt ['-50', '23', '-22', '35', '15']:pred [27.295567 14.163598 22.       35.       11.563335]
suv_-30_15_-36_10_46_230_70_420:gt ['-30', '15', '-36', '10', '46']:pred [11.0240755 24.899706  43.460075  27.54902   25.19959  ]
hatchback_-50_45_-36_10_15_20_30_420:gt ['-50', '45', '-36', '10', '15']:pred [39.770546 45.       38.462334 10.       12.964346]
hatchback_-50_15_-22_10_46_50_30_420:gt ['-50', '15', '-22', '10', '46']:pred [39.63659 15.      43.08427 10.      46.     ]
suv_-17_45_-36_35_15_140_30_420:gt ['-17', '45', '-36', '35', '15']:pred [17.       30.737303 36.       25.047497 15.      ]
hybrid_-30_23_-22_35_46_230_70_420:gt ['-30', '23', '-22', '35', '46']:pred [27.498615 25.188227 22.       35.       32.161457]
sedan2door_-17_15_-4_48_28_230_70_420:gt ['-17', '15', '-4', '48', '28']:pred [ 2.446181 16.626848  4.       48.       17.58147 ]
hatchback_-17_45_-22_35_46_50_70_420:gt ['-17', '45', '-22', '35', '46']:pred [12.016477 41.317936 31.518215 35.       33.76999 ]
hybrid_-17_15_-36_48_46_50_30_420:gt ['-17', '15', '-36', '48', '46']:pred [10.249637 15.       36.       48.       30.605911]
sedan2door_-50_15_-4_35_15_230_70_420:gt ['-50', '15', '-4', '35', '15']:pred [17.182566 17.789293  4.       35.        7.730983]
sedan4door_-50_15_-36_48_46_230_30_420:gt ['-50', '15', '-36', '48', '46']:pred [50.         7.1891828 36.        40.909462  51.789696 ]
sedan4door_-30_45_-36_10_46_230_30_420:gt ['-30', '45', '-36', '10', '46']:pred [30.       38.131622 36.       11.3394   50.019157]
suv_-50_23_-36_48_28_230_30_420:gt ['-50', '23', '-36', '48', '28']:pred [50.       12.066757 36.       39.773193 36.727303]
sedan2door_-50_45_-36_48_15_140_30_420:gt ['-50', '45', '-36', '48', '15']:pred [50.      37.34737 36.      48.      15.     ]
hybrid_-17_45_-22_35_28_140_30_420:gt ['-17', '45', '-22', '35', '28']:pred [17.     37.3883 22.     35.     28.    ]
sedan4door_-17_15_-22_10_28_140_70_420:gt ['-17', '15', '-22', '10', '28']:pred [19.43592   9.050803 22.        9.192368 12.568684]
sedan4door_-17_23_-4_35_28_140_70_420:gt ['-17', '23', '-4', '35', '28']:pred [24.260025  9.838738  4.       26.048159 15.078171]
suv_-50_45_-22_48_46_50_70_420:gt ['-50', '45', '-22', '48', '46']:pred [32.737675 41.16036  28.32156  48.       23.761456]
suv_-50_15_-4_10_28_230_30_420:gt ['-50', '15', '-4', '10', '28']:pred [50.       11.936816  4.        6.631933 33.092113]
hybrid_-30_15_-22_48_15_20_70_420:gt ['-30', '15', '-22', '48', '15']:pred [15.041885 13.728359 22.       48.        7.28458 ]
sedan4door_-50_23_-22_48_15_230_70_420:gt ['-50', '23', '-22', '48', '15']:pred [25.576717 35.64161  43.587723 47.27006   5.053604]
sedan4door_-17_45_-4_48_46_140_70_420:gt ['-17', '45', '-4', '48', '46']:pred [20.217966 28.750273  4.       34.84154  11.724896]
sedan2door_-50_45_-22_35_15_20_70_420:gt ['-50', '45', '-22', '35', '15']:pred [33.660736 33.94641  22.       35.        9.666425]
sedan2door_-30_15_-36_10_15_50_70_420:gt ['-30', '15', '-36', '10', '15']:pred [21.442713 17.209692 36.       10.       21.40056 ]
suv_-50_15_-36_35_15_50_30_420:gt ['-50', '15', '-36', '35', '15']:pred [38.22312  15.       48.62454  35.       19.798445]
hybrid_-50_15_-4_35_46_230_70_420:gt ['-50', '15', '-4', '35', '46']:pred [37.204597 18.476648  4.       35.       26.508965]
suv_-17_45_-4_35_28_50_70_420:gt ['-17', '45', '-4', '35', '28']:pred [17.20458   42.448326   3.7311757 35.        13.640978 ]
sedan2door_-17_45_-4_48_28_20_70_420:gt ['-17', '45', '-4', '48', '28']:pred [11.281464 35.95435   4.       48.       15.546407]
sedan2door_-17_45_-22_48_15_140_70_420:gt ['-17', '45', '-22', '48', '15']:pred [19.788536 31.92705  22.       48.       14.60054 ]
sedan4door_-50_15_-36_48_46_140_30_420:gt ['-50', '15', '-36', '48', '46']:pred [50.        11.8862705 36.        23.026627  46.       ]
suv_-17_23_-22_10_46_20_70_420:gt ['-17', '23', '-22', '10', '46']:pred [20.684927 25.892601 36.74538  10.       35.456284]
hatchback_-50_45_-36_10_28_230_30_420:gt ['-50', '45', '-36', '10', '28']:pred [50.       33.809547 36.       11.220168 36.434517]
sedan4door_-30_15_-36_10_15_230_30_420:gt ['-30', '15', '-36', '10', '15']:pred [30.        8.808279 36.        6.268409 34.876106]
suv_-50_23_-22_35_46_50_30_420:gt ['-50', '23', '-22', '35', '46']:pred [33.95695  23.       42.337826 35.       23.822058]
hybrid_-17_23_-4_10_15_20_30_420:gt ['-17', '23', '-4', '10', '15']:pred [ 9.082019  23.         4.        10.         5.3048854]
hatchback_-30_45_-36_35_46_20_30_420:gt ['-30', '45', '-36', '35', '46']:pred [15.383397 45.       30.15924  35.       38.176186]
hatchback_-17_15_-4_10_15_230_70_420:gt ['-17', '15', '-4', '10', '15']:pred [ 8.552606  23.597847  26.776546  21.712519   7.0184684]
hybrid_-30_45_-4_35_15_50_70_420:gt ['-30', '45', '-4', '35', '15']:pred [21.13438  36.87043   4.       35.       12.372819]
hatchback_-50_15_-4_48_28_140_30_420:gt ['-50', '15', '-4', '48', '28']:pred [50.       26.238914  4.       26.957745 28.      ]
hatchback_-50_45_-36_10_15_140_70_420:gt ['-50', '45', '-36', '10', '15']:pred [31.67543   35.632477  36.        23.853373   6.9089503]
hatchback_-17_15_-36_35_15_230_70_420:gt ['-17', '15', '-36', '35', '15']:pred [11.944859  22.814125  38.977654  33.8718     7.0478735]
suv_-30_23_-36_35_15_20_30_420:gt ['-30', '23', '-36', '35', '15']:pred [37.353138 23.       40.979843 35.       20.814404]
sedan4door_-50_23_-22_10_46_50_70_420:gt ['-50', '23', '-22', '10', '46']:pred [33.709976 39.52643  28.108925 10.       19.14583 ]
hybrid_-17_45_-22_10_28_50_30_420:gt ['-17', '45', '-22', '10', '28']:pred [ 8.936189 45.       22.       10.       23.329857]
sedan4door_-30_23_-22_35_46_140_70_420:gt ['-30', '23', '-22', '35', '46']:pred [31.263542 10.163408 22.       30.181633 24.384813]
sedan4door_-50_15_-36_48_15_20_70_420:gt ['-50', '15', '-36', '48', '15']:pred [32.15896  18.862085 41.18883  48.        6.295865]
hybrid_-30_15_-22_48_28_140_70_420:gt ['-30', '15', '-22', '48', '28']:pred [30.617487 15.191372 22.       48.       23.356256]
sedan4door_-17_23_-36_35_28_140_30_420:gt ['-17', '23', '-36', '35', '28']:pred [17.       18.013784 36.       28.7316   28.      ]
sedan4door_-17_23_-36_48_28_50_30_420:gt ['-17', '23', '-36', '48', '28']:pred [16.00922  23.       46.091965 48.       28.      ]
suv_-50_45_-22_35_46_50_70_420:gt ['-50', '45', '-22', '35', '46']:pred [32.567833 43.32729  27.065414 35.       24.03139 ]
hybrid_-30_15_-4_48_15_140_30_420:gt ['-30', '15', '-4', '48', '15']:pred [30.       14.871124  4.       48.       15.      ]
sedan2door_-30_45_-36_35_28_20_30_420:gt ['-30', '45', '-36', '35', '28']:pred [33.628853 45.       36.       35.       25.811647]
sedan2door_-30_23_-36_10_46_20_30_420:gt ['-30', '23', '-36', '10', '46']:pred [31.933979 23.       36.       10.       36.7108  ]
suv_-30_15_-36_35_15_20_30_420:gt ['-30', '15', '-36', '35', '15']:pred [37.75923  15.       42.31746  35.       24.487972]
hatchback_-30_15_-22_48_46_140_70_420:gt ['-30', '15', '-22', '48', '46']:pred [20.743374 11.879991 23.564253 32.84726  27.56897 ]
hatchback_-30_23_-4_48_28_50_70_420:gt ['-30', '23', '-4', '48', '28']:pred [20.1078   28.423601 16.544744 48.       19.738415]
suv_-30_23_-4_48_15_230_30_420:gt ['-30', '23', '-4', '48', '15']:pred [30.       13.394509  4.       42.306442 24.887522]
suv_-50_23_-4_10_46_50_30_420:gt ['-50', '23', '-4', '10', '46']:pred [27.823927 23.       13.309515 10.       22.847696]
hybrid_-50_23_-36_48_28_50_30_420:gt ['-50', '23', '-36', '48', '28']:pred [42.44846 23.      36.      48.      28.     ]
hatchback_-17_15_-36_48_46_140_70_420:gt ['-17', '15', '-36', '48', '46']:pred [ 7.9015822 11.098084  20.925741  29.909138  35.84224  ]
suv_-30_45_-36_10_46_20_70_420:gt ['-30', '45', '-36', '10', '46']:pred [28.17756 35.40422 44.55447 10.      33.10494]
suv_-30_15_-36_10_28_140_70_420:gt ['-30', '15', '-36', '10', '28']:pred [23.203339 11.639628 36.        7.898463 19.115877]
hybrid_-30_15_-22_48_15_140_70_420:gt ['-30', '15', '-22', '48', '15']:pred [25.93741  14.393229 22.       48.        9.602896]
hatchback_-50_23_-22_48_28_230_30_420:gt ['-50', '23', '-22', '48', '28']:pred [50.       14.202987 22.       36.08551  40.555164]
sedan4door_-30_15_-4_10_15_20_30_420:gt ['-30', '15', '-4', '10', '15']:pred [25.435986 15.        7.331583 10.       24.04488 ]
suv_-50_23_-22_35_46_50_70_420:gt ['-50', '23', '-22', '35', '46']:pred [30.298899 33.614723 31.772367 35.       25.754337]
suv_-30_23_-22_10_28_140_70_420:gt ['-30', '23', '-22', '10', '28']:pred [26.27556  17.594187 22.        9.718229 19.566051]
hatchback_-17_15_-4_35_46_20_30_420:gt ['-17', '15', '-4', '35', '46']:pred [11.807649 15.        8.305522 35.       39.990887]
hatchback_-17_45_-36_10_46_20_70_420:gt ['-17', '45', '-36', '10', '46']:pred [ 6.8883386 29.019062  31.03762   10.        25.48246  ]
hybrid_-17_15_-36_35_28_20_70_420:gt ['-17', '15', '-36', '35', '28']:pred [ 5.002712 10.075787 36.       35.       13.970712]
hatchback_-30_45_-22_48_15_230_30_420:gt ['-30', '45', '-22', '48', '15']:pred [30.       35.537636 22.       36.40432  29.9822  ]
sedan2door_-50_45_-22_10_28_140_70_420:gt ['-50', '45', '-22', '10', '28']:pred [39.363    36.524067 22.       10.       17.893171]
hybrid_-30_45_-36_10_28_230_70_420:gt ['-30', '45', '-36', '10', '28']:pred [26.740627 31.05792  36.       10.       16.723267]
sedan4door_-17_23_-22_48_46_20_30_420:gt ['-17', '23', '-22', '48', '46']:pred [10.494312 23.       32.44288  48.       27.39105 ]
hatchback_-17_23_-4_48_28_20_30_420:gt ['-17', '23', '-4', '48', '28']:pred [ 9.066301 23.        6.265723 48.       24.604645]
sedan4door_-30_23_-36_48_46_20_30_420:gt ['-30', '23', '-36', '48', '46']:pred [22.5009   23.       40.84645  48.       27.214409]
suv_-30_23_-22_35_28_230_30_420:gt ['-30', '23', '-22', '35', '28']:pred [30.        9.981097 22.       34.71636  40.164875]
hatchback_-30_23_-22_10_15_20_30_420:gt ['-30', '23', '-22', '10', '15']:pred [22.280632 23.       20.311426 10.       13.046677]
suv_-30_15_-36_48_15_140_30_420:gt ['-30', '15', '-36', '48', '15']:pred [30.       18.52257  36.       27.275518 15.      ]
sedan2door_-30_45_-22_48_28_50_30_420:gt ['-30', '45', '-22', '48', '28']:pred [42.25382 45.      22.      48.      28.     ]
suv_-30_45_-4_35_46_20_30_420:gt ['-30', '45', '-4', '35', '46']:pred [31.126545 45.       11.74816  35.       43.88185 ]
sedan2door_-30_45_-22_48_28_50_70_420:gt ['-30', '45', '-22', '48', '28']:pred [26.677252 39.6402   22.       48.       18.11618 ]
sedan4door_-17_45_-22_35_15_230_70_420:gt ['-17', '45', '-22', '35', '15']:pred [ 2.9674792 45.82018   38.376534  38.100117   3.936363 ]
hybrid_-30_15_-22_35_15_20_30_420:gt ['-30', '15', '-22', '35', '15']:pred [26.07166   15.        22.        35.         7.0389204]
hybrid_-50_23_-22_10_15_20_70_420:gt ['-50', '23', '-22', '10', '15']:pred [35.868294  15.9341955 22.        10.         9.3926   ]
hatchback_-30_15_-22_35_28_140_70_420:gt ['-30', '15', '-22', '35', '28']:pred [21.536913  8.86779  19.794418 26.675293 23.32658 ]
suv_-17_45_-36_48_46_50_30_420:gt ['-17', '45', '-36', '48', '46']:pred [21.696064 45.       45.167866 48.       27.297075]
hybrid_-30_23_-22_35_15_20_30_420:gt ['-30', '23', '-22', '35', '15']:pred [26.110907  23.        22.        35.         7.2876906]
sedan4door_-30_45_-4_35_15_140_30_420:gt ['-30', '45', '-4', '35', '15']:pred [30.       30.16522   4.       17.725546 15.      ]
hybrid_-50_45_-36_10_15_50_30_420:gt ['-50', '45', '-36', '10', '15']:pred [43.13631 45.      36.      10.      15.     ]
suv_-50_15_-22_48_28_230_70_420:gt ['-50', '15', '-22', '48', '28']:pred [14.042519 22.71589  41.091164 41.066032 12.740982]
sedan4door_-30_45_-36_35_28_20_70_420:gt ['-30', '45', '-36', '35', '28']:pred [27.909523 44.053875 39.333843 32.747982 15.376913]
hybrid_-30_15_-36_35_28_140_70_420:gt ['-30', '15', '-36', '35', '28']:pred [32.080994 15.744456 36.       35.       23.35405 ]
hatchback_-30_45_-22_10_15_140_70_420:gt ['-30', '45', '-22', '10', '15']:pred [21.393724 33.171253 22.       23.93903   5.978304]
suv_-50_23_-22_10_28_50_70_420:gt ['-50', '23', '-22', '10', '28']:pred [31.764008 32.807384 34.53045  10.        8.275632]
sedan2door_-30_45_-36_48_46_20_30_420:gt ['-30', '45', '-36', '48', '46']:pred [33.033653 45.       36.       48.       33.714455]
hatchback_-30_15_-4_10_46_230_30_420:gt ['-30', '15', '-4', '10', '46']:pred [30.         6.5448265  4.         7.0260115 51.273827 ]
sedan2door_-50_45_-22_35_46_230_70_420:gt ['-50', '45', '-22', '35', '46']:pred [22.938614 37.041542 22.       35.       18.239584]
suv_-50_23_-22_48_28_50_30_420:gt ['-50', '23', '-22', '48', '28']:pred [34.3556   23.       41.620125 48.       28.      ]
hatchback_-50_23_-4_10_46_50_70_420:gt ['-50', '23', '-4', '10', '46']:pred [24.963861 34.939262 13.109406 10.       24.618929]
hybrid_-50_45_-36_10_28_50_70_420:gt ['-50', '45', '-36', '10', '28']:pred [31.484314 34.665264 36.       10.       21.154634]
suv_-17_15_-36_35_28_50_30_420:gt ['-17', '15', '-36', '35', '28']:pred [18.35612  15.       44.93766  35.       23.847944]
sedan2door_-30_23_-36_10_46_230_70_420:gt ['-30', '23', '-36', '10', '46']:pred [ 6.763155 20.834381 36.       10.       25.74481 ]
suv_-30_23_-36_35_46_50_30_420:gt ['-30', '23', '-36', '35', '46']:pred [33.394955 23.       51.79432  35.       46.      ]
suv_-50_45_-4_35_28_230_30_420:gt ['-50', '45', '-4', '35', '28']:pred [50.       38.296547  4.       29.939804 39.569695]
suv_-30_45_-22_35_28_50_70_420:gt ['-30', '45', '-22', '35', '28']:pred [25.545362 39.64992  24.370144 15.886556 13.83381 ]
