7ccdf7bc2af0b068e43ab89cb5563740_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [ 9.269759   4.1059837  1.1479808 16.215416  44.8137   ]
9d2b7938d426633b28044fe9244db50a_40_40_40_20_40_80_80_400:gt ['40', '40', '40', '20', '40']:pred [ 2.2628663   0.17447327 40.         20.          5.809604  ]
d2592adba4e8e62648368c1a2f71c5f3_20_40_40_20_20_160_80_400:gt ['20', '40', '40', '20', '20']:pred [ 6.41413  37.84702  11.173752 12.15244  49.230854]
6265f0745d3f40546bcd32c43682e841_20_40_20_40_20_80_80_400:gt ['20', '40', '20', '40', '20']:pred [16.54205   30.174212   6.0187197 13.398353  46.44667  ]
5e87b04efd58cc8922412d2a728de1d5_40_20_40_40_40_80_40_400:gt ['40', '20', '40', '40', '40']:pred [23.99057   19.492577   7.7163033 40.        38.82227  ]
5ec3322293a39816ad7e7cea4034d226_40_20_20_20_20_80_80_400:gt ['40', '20', '20', '20', '20']:pred [19.040688  6.884573 20.       20.       20.      ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_40_20_20_20_160_80_400:gt ['20', '40', '20', '20', '20']:pred [ 4.1664877  9.116234  14.631344   0.6581421 50.4856   ]
4458ed2a746e61a3b11647ffa4306609_40_40_40_40_40_160_80_400:gt ['40', '40', '40', '40', '40']:pred [12.906106  19.607807   4.9553013 24.472488  39.08946  ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_20_40_40_20_240_80_400:gt ['20', '20', '40', '40', '20']:pred [13.79475  19.222424  6.293982 40.       45.78012 ]
d0cf2f187acda5736be7348aa770e4ca_20_40_20_20_20_80_40_400:gt ['20', '40', '20', '20', '20']:pred [ 8.098419  32.918507   6.1581807 20.        20.       ]
1790131f5f74b1ed973aff268eb6b00c_40_20_20_20_20_80_80_400:gt ['40', '20', '20', '20', '20']:pred [ 2.3787885 10.83223   20.        12.77522   18.4453   ]
aa9f41bc3925ffc4be9358e8c18dc481_20_40_20_20_40_240_40_400:gt ['20', '40', '20', '20', '40']:pred [20.         6.0588055 20.         8.661468   8.074549 ]
1a64bf1e658652ddb11647ffa4306609_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [20.736305 17.952414  6.091663 35.328075 40.      ]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [13.548319  44.237827   5.2515264  5.5559177 10.08958  ]
fabcb04fc015f822ca8bf2993ca245b_20_40_40_40_20_80_80_400:gt ['20', '40', '40', '40', '20']:pred [22.502258  18.050072   9.2207155 20.919237  30.3404   ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [40.       23.411633 40.       16.44421  44.50042 ]
a387407d49e209fdeea60824a43a0b_40_20_40_20_40_160_80_400:gt ['40', '20', '40', '20', '40']:pred [11.911325  50.2625    12.2582035  5.2312036 52.433212 ]
6265f0745d3f40546bcd32c43682e841_20_40_20_20_20_80_80_400:gt ['20', '40', '20', '20', '20']:pred [17.66203   30.284822   6.5533175 17.306107  46.52761  ]
fabcb04fc015f822ca8bf2993ca245b_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [13.58865    5.829466   3.8377848  2.1924777 48.771275 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_40_20_20_20_160_40_400:gt ['40', '40', '20', '20', '20']:pred [ 4.824961  11.328699   7.44279    6.0323124 47.912926 ]
ffe0a5b165461eb66a2345809e2bb169_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [ 2.7279327 27.008587   2.5466752  3.1500578 30.953743 ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_20_40_40_80_40_400:gt ['40', '20', '20', '40', '40']:pred [ 7.7347145 10.793331  20.        40.        40.       ]
7ccdf7bc2af0b068e43ab89cb5563740_40_40_40_20_40_240_40_400:gt ['40', '40', '40', '20', '40']:pred [ 6.9205337 16.91038   40.        13.660433  14.2362175]
ffe0a5b165461eb66a2345809e2bb169_40_20_20_40_20_160_80_400:gt ['40', '20', '20', '40', '20']:pred [ 1.3821445  5.3957477  2.8093884  2.573331  40.952915 ]
a88d69e53a01aab9ff1370452e3a0154_20_40_20_40_20_160_40_400:gt ['20', '40', '20', '40', '20']:pred [20.         9.765772  20.        12.579461   5.7121487]
1a64bf1e658652ddb11647ffa4306609_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [ 4.319133  12.659185   3.9131114 23.885437   8.1266   ]
ac3585c59a80b822b4d8eb72d337b2e3_20_20_20_20_40_160_40_400:gt ['20', '20', '20', '20', '40']:pred [32.37753  52.146416 20.       20.       55.307148]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_40_20_20_20_80_80_400:gt ['20', '40', '20', '20', '20']:pred [ 6.837142  37.59597   15.234138   4.7946224 15.5506   ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [ 9.113733 35.603466 20.        2.856861 10.366136]
923007b377bb1cab473f10e6caaeca56_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [ 7.2422357 45.16418   12.004307   8.877128  27.45575  ]
4ac021653126a29e98618a1ba17f086b_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [ 9.418904  8.373346  1.375444 13.061966 56.40051 ]
2f7cf2c2d170e3c936f37029483b3e41_40_40_20_40_20_160_80_400:gt ['40', '40', '20', '40', '20']:pred [ 5.2602534  7.5285635  6.66659   12.1665745 59.423016 ]
cde88b5900e8dfba725a7749daae1afa_20_40_20_40_40_80_40_400:gt ['20', '40', '20', '40', '40']:pred [32.53871  13.117264 20.       40.       40.      ]
425ba801e904cb50f3aaed7e86215c7b_20_40_40_20_20_160_40_400:gt ['20', '40', '40', '20', '20']:pred [20.         7.6249795 10.141923   4.2381134 25.84094  ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_40_20_40_20_240_80_400:gt ['40', '40', '20', '40', '20']:pred [12.181703  29.51425    3.1325111 17.9344    35.207603 ]
7c46bfff2f90f11044592db9be5db5c8_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [16.307346 31.053846 11.25122  20.       38.58785 ]
5ec3322293a39816ad7e7cea4034d226_20_20_20_40_20_240_80_400:gt ['20', '20', '20', '40', '20']:pred [31.05696   5.673198 20.       40.       14.571789]
d72ffa185738bccd10b75223b5be6dbb_20_20_20_20_40_240_40_400:gt ['20', '20', '20', '20', '40']:pred [20.        5.055805 20.       20.       15.754409]
3d693af6fbae47f9cfb661f69a0dfbbd_20_20_40_20_20_160_40_400:gt ['20', '20', '40', '20', '20']:pred [ 8.238782 26.658047 40.       11.899504 55.403122]
86c8a3137a716d70e742b0b5e87bec54_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [14.242751  10.249787   4.2306576  7.449394  45.871544 ]
1790131f5f74b1ed973aff268eb6b00c_40_20_40_20_40_240_80_400:gt ['40', '20', '40', '20', '40']:pred [ 0.83537406 14.987477    1.7751616  16.770498   28.597942  ]
7c46bfff2f90f11044592db9be5db5c8_40_40_40_20_40_160_80_400:gt ['40', '40', '40', '20', '40']:pred [ 5.4715657 17.044064   2.457716  41.363174  54.865135 ]
923007b377bb1cab473f10e6caaeca56_20_40_40_40_20_80_80_400:gt ['20', '40', '40', '40', '20']:pred [28.054567   4.3427367  6.5947747 22.200136  34.22272  ]
9c827e532de4967285089a13cc567dbd_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [ 8.076343  38.831802   6.5808516  3.6492925 47.472256 ]
70e27da90dec2de49604bf8c981ad1eb_40_40_40_40_20_160_80_400:gt ['40', '40', '40', '40', '20']:pred [ 3.3980289  6.7454643  7.72838    1.6963108 38.677288 ]
1a64bf1e658652ddb11647ffa4306609_20_20_40_40_20_160_80_400:gt ['20', '20', '40', '40', '20']:pred [ 4.5773454 13.738409   9.721338  24.186335  15.241347 ]
9c827e532de4967285089a13cc567dbd_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [ 8.602172 56.683365 14.810134  8.78835  48.883194]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [22.147106   7.968683   1.9380488 27.714828  46.854916 ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [19.44252    6.9028788 20.        40.         2.4484015]
a115d534edec6f89afe1d4530f4c6e24_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [ 5.386908  8.783861 20.       40.       33.179943]
2f7cf2c2d170e3c936f37029483b3e41_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [ 5.4381995  5.0351715  4.356738  10.713337  55.538395 ]
923007b377bb1cab473f10e6caaeca56_20_20_20_40_20_160_80_400:gt ['20', '20', '20', '40', '20']:pred [15.290603  34.880047  20.         1.8023895 13.536563 ]
12f2905dc029f59a2479fbc7da5ed22b_20_20_40_20_20_80_80_400:gt ['20', '20', '40', '20', '20']:pred [ 6.9532666  7.5229516 40.        20.        20.       ]
4f17af1ca7ae689d409b2c4484d833cc_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [ 7.7010746  6.364956  40.        20.        15.019387 ]
4ac021653126a29e98618a1ba17f086b_40_40_20_40_20_160_80_400:gt ['40', '40', '20', '40', '20']:pred [ 3.0323262 15.305349   2.7285297 15.14018   59.32551  ]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_40_20_40_80_40_400:gt ['40', '20', '40', '20', '40']:pred [21.453707 25.683052 11.063866 20.       40.      ]
86c8a3137a716d70e742b0b5e87bec54_20_40_20_20_40_240_80_400:gt ['20', '40', '20', '20', '40']:pred [11.862299  4.605013  4.328358  5.238072 42.805794]
a115d534edec6f89afe1d4530f4c6e24_20_20_20_40_20_240_80_400:gt ['20', '20', '20', '40', '20']:pred [ 1.5931102  8.443871  20.        40.        12.288447 ]
12f2905dc029f59a2479fbc7da5ed22b_40_20_20_20_20_240_40_400:gt ['40', '20', '20', '20', '20']:pred [40.       13.317043 20.       29.443079 16.24    ]
4458ed2a746e61a3b11647ffa4306609_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [ 9.43434  11.912842 40.       10.667056 32.614006]
825fb860d71c78a477c771b4b7eed82c_40_20_40_40_40_240_80_400:gt ['40', '20', '40', '40', '40']:pred [ 4.0134616  9.491453   1.3526416 40.        23.366045 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_20_20_40_40_80_40_400:gt ['40', '20', '20', '40', '40']:pred [ 1.4196905  9.304903   2.9167645 40.        29.055971 ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_20_20_20_240_80_400:gt ['40', '20', '20', '20', '20']:pred [ 3.400225  18.739431  20.        20.         1.7093565]
b9786e1b059a1712ca92a4cdad802b45_40_20_40_40_40_80_40_400:gt ['40', '20', '40', '40', '40']:pred [12.474288  7.157943 40.       40.       40.      ]
c4941d6a2266813c3a2b1a2e5e169910_20_20_20_40_20_160_80_400:gt ['20', '20', '20', '40', '20']:pred [ 6.7220445  20.078825   20.          0.19625513 32.77282   ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_20_40_40_80_40_400:gt ['40', '20', '20', '40', '40']:pred [11.559277  24.24973    1.7421741 40.        51.51887  ]
b9786e1b059a1712ca92a4cdad802b45_40_20_40_20_20_240_80_400:gt ['40', '20', '40', '20', '20']:pred [ 3.7782004 14.977364   4.10781   20.         7.8834934]
825fb860d71c78a477c771b4b7eed82c_20_20_40_40_40_160_40_400:gt ['20', '20', '40', '40', '40']:pred [ 5.3290844  2.4045568 40.        40.        43.407112 ]
1790131f5f74b1ed973aff268eb6b00c_20_40_40_40_40_160_40_400:gt ['20', '40', '40', '40', '40']:pred [20.       24.15471   4.842621 10.807478 24.412521]
86c8a3137a716d70e742b0b5e87bec54_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [26.585827  8.448524 11.202405 40.       20.      ]
7dac31838b627748eb631ba05bd8dfe_20_20_20_40_40_80_80_400:gt ['20', '20', '20', '40', '40']:pred [16.88437  28.640749  5.23459  24.92375  52.481884]
12f2905dc029f59a2479fbc7da5ed22b_20_20_40_40_20_160_80_400:gt ['20', '20', '40', '40', '20']:pred [ 2.9386206  4.090377  40.        40.        22.898096 ]
1790131f5f74b1ed973aff268eb6b00c_20_40_40_40_40_240_80_400:gt ['20', '40', '40', '40', '40']:pred [ 1.6747019 14.262207   3.0449526  6.1521983 22.29663  ]
216d910f71942f205df3c6413d40ccb2_40_40_40_40_40_160_40_400:gt ['40', '40', '40', '40', '40']:pred [ 8.570729  16.13596    2.2390583 26.60104   41.680946 ]
9d2b7938d426633b28044fe9244db50a_20_40_40_20_20_240_80_400:gt ['20', '40', '40', '20', '20']:pred [ 1.4690261   0.14586405 40.         20.          4.847612  ]
5ec3322293a39816ad7e7cea4034d226_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [26.921741 14.790323 20.       20.       13.671422]
6265f0745d3f40546bcd32c43682e841_40_20_40_40_40_240_80_400:gt ['40', '20', '40', '40', '40']:pred [ 8.612012   2.9097643 40.        40.        18.677748 ]
c4941d6a2266813c3a2b1a2e5e169910_40_40_40_20_20_240_80_400:gt ['40', '40', '40', '20', '20']:pred [ 4.315913   5.0908246  1.5607853 10.027837  25.363869 ]
6265f0745d3f40546bcd32c43682e841_20_20_40_20_20_80_40_400:gt ['20', '20', '40', '20', '20']:pred [ 4.6243873 25.042875   2.449301  20.        21.65646  ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_40_40_40_160_40_400:gt ['40', '40', '40', '40', '40']:pred [ 6.2696705 18.164307  40.        40.        12.991158 ]
4ac021653126a29e98618a1ba17f086b_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [ 3.0414264 14.819759   2.8373895 15.480791  59.334553 ]
ffe0a5b165461eb66a2345809e2bb169_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [ 9.409691 20.727962  2.549741 14.163054 54.764416]
a88d69e53a01aab9ff1370452e3a0154_20_40_40_40_40_80_80_400:gt ['20', '40', '40', '40', '40']:pred [15.972668   1.7104324  3.2797763 21.939053  17.939672 ]
ffe0a5b165461eb66a2345809e2bb169_20_20_20_40_20_160_40_400:gt ['20', '20', '20', '40', '20']:pred [22.052906  53.591507  20.         2.1039102 57.520153 ]
1790131f5f74b1ed973aff268eb6b00c_20_40_40_20_20_160_40_400:gt ['20', '40', '40', '20', '20']:pred [20.       24.669445  4.568663 10.878741 23.288578]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [ 6.335946 45.782093  5.482058  8.249173 52.467766]
9d2b7938d426633b28044fe9244db50a_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [20.          0.05597959 40.         20.          5.4312263 ]
a387407d49e209fdeea60824a43a0b_20_40_40_40_40_240_40_400:gt ['20', '40', '40', '40', '40']:pred [20.       27.972933 40.       15.35434  15.747953]
6265f0745d3f40546bcd32c43682e841_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [ 3.339026  33.221138   8.8227215  1.3242365 40.469604 ]
d72ffa185738bccd10b75223b5be6dbb_40_20_40_40_20_240_40_400:gt ['40', '20', '40', '40', '20']:pred [40.         6.1038284 40.        40.         6.341015 ]
cde88b5900e8dfba725a7749daae1afa_40_40_20_40_40_240_40_400:gt ['40', '40', '20', '40', '40']:pred [40.       17.569927 20.       20.273682  6.750271]
4f17af1ca7ae689d409b2c4484d833cc_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [ 9.785445  7.995632 20.       40.       26.98411 ]
a115d534edec6f89afe1d4530f4c6e24_40_20_20_20_20_160_40_400:gt ['40', '20', '20', '20', '20']:pred [10.624618  9.791471 20.       20.       50.62291 ]
12f2905dc029f59a2479fbc7da5ed22b_20_20_40_20_20_240_40_400:gt ['20', '20', '40', '20', '20']:pred [20.        8.387055 40.       17.235493 16.500761]
7ccdf7bc2af0b068e43ab89cb5563740_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [ 3.3456762  8.460094   5.365467   7.131834  55.438644 ]
aa9f41bc3925ffc4be9358e8c18dc481_20_40_40_20_20_240_80_400:gt ['20', '40', '40', '20', '20']:pred [ 2.8512492  7.0641947 40.        20.        17.6407   ]
b9786e1b059a1712ca92a4cdad802b45_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [40.        5.139069 40.       40.        3.499485]
216d910f71942f205df3c6413d40ccb2_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [28.057585 55.806545 13.74142  16.323795 35.78455 ]
fabcb04fc015f822ca8bf2993ca245b_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [13.702198  33.444164   4.5093403 22.51717   25.412592 ]
7c46bfff2f90f11044592db9be5db5c8_20_20_20_20_20_160_40_400:gt ['20', '20', '20', '20', '20']:pred [20.       54.72503  20.       14.455738 40.639904]
70e27da90dec2de49604bf8c981ad1eb_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [ 5.1327453  2.6227825  4.8425465  1.9934918 14.029429 ]
425ba801e904cb50f3aaed7e86215c7b_40_40_20_20_40_240_40_400:gt ['40', '40', '20', '20', '40']:pred [40.         2.635087  20.         4.3631134 13.8494425]
12f2905dc029f59a2479fbc7da5ed22b_40_40_20_20_20_160_40_400:gt ['40', '40', '20', '20', '20']:pred [40.       17.989918 20.       20.       52.27359 ]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_20_20_40_160_80_400:gt ['20', '20', '20', '20', '40']:pred [ 4.1215277 37.266113  14.083216   1.0422093 13.10515  ]
1a64bf1e658652ddb11647ffa4306609_40_40_40_20_40_80_80_400:gt ['40', '40', '40', '20', '40']:pred [17.987051 21.409315  5.430252 37.024033 40.      ]
a387407d49e209fdeea60824a43a0b_20_40_20_20_40_160_80_400:gt ['20', '40', '20', '20', '40']:pred [18.405617 50.14177  11.610128  5.466114 49.628452]
70e27da90dec2de49604bf8c981ad1eb_20_20_20_40_40_240_40_400:gt ['20', '20', '20', '40', '40']:pred [20.       17.464766 20.        2.301024 18.443851]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [40.         8.819241  20.        20.         3.6192708]
ac3585c59a80b822b4d8eb72d337b2e3_20_20_40_20_40_80_40_400:gt ['20', '20', '40', '20', '40']:pred [15.395751 59.92069  40.       20.       45.940075]
86c8a3137a716d70e742b0b5e87bec54_40_40_20_20_40_240_40_400:gt ['40', '40', '20', '20', '40']:pred [17.260052   6.9018474 20.        11.965614  26.004543 ]
b9786e1b059a1712ca92a4cdad802b45_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [40.        8.920122 20.       20.        3.315446]
a115d534edec6f89afe1d4530f4c6e24_20_20_40_40_40_160_80_400:gt ['20', '20', '40', '40', '40']:pred [ 4.7170424  6.255501  40.        40.        38.91337  ]
216d910f71942f205df3c6413d40ccb2_20_40_20_20_20_160_40_400:gt ['20', '40', '20', '20', '20']:pred [ 8.995115  13.939693   1.9817946 14.589211  45.44383  ]
a115d534edec6f89afe1d4530f4c6e24_40_20_40_40_40_160_80_400:gt ['40', '20', '40', '40', '40']:pred [ 3.6763546 12.759616  40.        40.        40.522842 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [ 5.1541595 55.8837    29.291767   3.0652945 44.970867 ]
5e87b04efd58cc8922412d2a728de1d5_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [11.837521  15.739008   2.1017177  8.413001  14.665481 ]
70e27da90dec2de49604bf8c981ad1eb_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [ 6.481382 12.889425 40.       20.       45.224003]
c61ec8875746ab78227375499b768057_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [20.017405 18.41781  20.       20.       41.31736 ]
fabcb04fc015f822ca8bf2993ca245b_40_20_40_20_40_80_40_400:gt ['40', '20', '40', '20', '40']:pred [28.50935   58.063507   5.7383194 20.        40.       ]
7dac31838b627748eb631ba05bd8dfe_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [28.638496 42.888092 14.268945 13.077498 34.102825]
9c827e532de4967285089a13cc567dbd_20_40_20_20_20_80_80_400:gt ['20', '40', '20', '20', '20']:pred [20.120186 41.02577   9.628455 13.891079 41.395027]
fabcb04fc015f822ca8bf2993ca245b_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [13.776714 20.036982  4.676763 26.514679 22.882505]
a88d69e53a01aab9ff1370452e3a0154_20_20_40_40_20_160_40_400:gt ['20', '20', '40', '40', '20']:pred [20.        7.430625 40.       13.970879  6.419397]
1a64bf1e658652ddb11647ffa4306609_20_40_20_40_40_80_40_400:gt ['20', '40', '20', '40', '40']:pred [25.935686   8.56681    7.8258786 40.        33.205643 ]
a88d69e53a01aab9ff1370452e3a0154_40_40_20_20_40_160_40_400:gt ['40', '40', '20', '20', '40']:pred [40.        17.158693  20.        13.405009   5.3888497]
c4941d6a2266813c3a2b1a2e5e169910_20_40_40_40_20_160_40_400:gt ['20', '40', '40', '40', '20']:pred [ 5.713204 10.552089  7.576889  8.589693 44.105312]
12f2905dc029f59a2479fbc7da5ed22b_20_20_40_20_40_240_80_400:gt ['20', '20', '40', '20', '40']:pred [ 3.1055548 10.890463  40.        20.        24.622023 ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_20_20_20_40_160_80_400:gt ['40', '20', '20', '20', '40']:pred [ 5.850567 48.744972  8.980262 44.76547  37.56131 ]
fabcb04fc015f822ca8bf2993ca245b_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [21.496391  24.083363   4.9370766 23.291128  42.876923 ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_40_20_40_80_80_400:gt ['40', '40', '40', '20', '40']:pred [19.283468   7.0815616 40.        20.         2.3263528]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_20_40_20_20_240_80_400:gt ['40', '20', '40', '20', '20']:pred [11.255917 52.2843    4.271719 28.27235  32.274265]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [ 1.1437225  6.0109353  1.6327925 40.        26.000326 ]
ac3585c59a80b822b4d8eb72d337b2e3_40_40_20_40_20_240_40_400:gt ['40', '40', '20', '40', '20']:pred [40.       16.67194  20.       24.217224 58.855625]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_40_40_20_80_80_400:gt ['20', '20', '40', '40', '20']:pred [10.567247 32.378643  5.368036 20.513401 22.859747]
ac3585c59a80b822b4d8eb72d337b2e3_20_20_20_40_40_240_40_400:gt ['20', '20', '20', '40', '40']:pred [23.609467 13.833864 20.       19.401848 59.291645]
9c827e532de4967285089a13cc567dbd_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [27.520668 36.344162 16.193668 40.       32.11564 ]
d0cf2f187acda5736be7348aa770e4ca_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [ 3.561333 28.547758  7.75551   8.025991 55.31205 ]
d0cf2f187acda5736be7348aa770e4ca_20_20_20_20_20_160_40_400:gt ['20', '20', '20', '20', '20']:pred [19.6927    41.801594  20.         6.2083235 57.04705  ]
