suv_-30_15_-4_10_15_140_30_420:gt ['-30', '15', '-4', '10', '15']:pred [30.        10.4353075  4.         8.330314  15.       ]
sedan2door_-50_15_-4_48_46_50_70_420:gt ['-50', '15', '-4', '48', '46']:pred [32.666714 28.291224  4.       48.       26.135803]
suv_-17_15_-36_10_46_140_30_420:gt ['-17', '15', '-36', '10', '46']:pred [17.        7.547502 36.        8.300726 46.      ]
sedan2door_-50_15_-4_48_28_140_70_420:gt ['-50', '15', '-4', '48', '28']:pred [29.195646 20.045761  4.       48.       20.555027]
sedan2door_-50_23_-36_48_46_230_30_420:gt ['-50', '23', '-36', '48', '46']:pred [50.       23.759855 36.       48.       33.394096]
hatchback_-17_23_-36_10_15_20_70_420:gt ['-17', '23', '-36', '10', '15']:pred [12.291615 23.258284 26.474924 10.       27.57328 ]
hybrid_-17_23_-22_48_15_140_70_420:gt ['-17', '23', '-22', '48', '15']:pred [27.358528 23.364525 22.       48.       24.549402]
hatchback_-30_15_-4_10_15_140_30_420:gt ['-30', '15', '-4', '10', '15']:pred [30.        9.03209   4.        7.527757 15.      ]
suv_-30_15_-22_10_28_50_30_420:gt ['-30', '15', '-22', '10', '28']:pred [24.013374 15.       29.206469 10.       28.      ]
sedan4door_-50_45_-4_48_46_230_70_420:gt ['-50', '45', '-4', '48', '46']:pred [44.202488 36.51619  11.385429 35.121376 33.734608]
suv_-50_15_-36_10_46_20_30_420:gt ['-50', '15', '-36', '10', '46']:pred [39.031094 15.       40.282143 10.       21.074966]
suv_-17_45_-22_10_28_50_30_420:gt ['-17', '45', '-22', '10', '28']:pred [20.506023 45.       27.695498 10.       28.      ]
hybrid_-17_15_-22_35_15_20_30_420:gt ['-17', '15', '-22', '35', '15']:pred [15.7308445 15.        22.        35.        19.283833 ]
suv_-30_15_-36_35_46_230_30_420:gt ['-30', '15', '-36', '35', '46']:pred [30.         6.7519903 36.        33.11786   33.86255  ]
hybrid_-50_45_-22_48_15_140_30_420:gt ['-50', '45', '-22', '48', '15']:pred [50.      41.12543 22.      48.      15.     ]
hatchback_-30_45_-22_10_15_20_30_420:gt ['-30', '45', '-22', '10', '15']:pred [24.259201  45.        16.481806  10.         2.9266953]
sedan2door_-17_15_-36_48_15_20_30_420:gt ['-17', '15', '-36', '48', '15']:pred [17.107649 15.       36.       48.       26.43645 ]
hatchback_-30_23_-4_48_46_140_30_420:gt ['-30', '23', '-4', '48', '46']:pred [30.       15.645426  4.       26.71333  46.      ]
sedan2door_-17_45_-22_48_46_230_70_420:gt ['-17', '45', '-22', '48', '46']:pred [29.568361 39.36485  22.       48.       35.228703]
hatchback_-50_45_-36_35_15_20_30_420:gt ['-50', '45', '-36', '35', '15']:pred [30.829594 45.       38.54655  35.        4.321835]
sedan2door_-17_15_-4_10_15_50_70_420:gt ['-17', '15', '-4', '10', '15']:pred [31.280787 17.58635   4.       10.       23.356956]
sedan4door_-17_15_-22_48_15_50_30_420:gt ['-17', '15', '-22', '48', '15']:pred [23.613642 15.       25.015316 48.       15.      ]
sedan2door_-17_15_-36_48_28_140_30_420:gt ['-17', '15', '-36', '48', '28']:pred [17.        8.667787 36.       48.       28.      ]
sedan2door_-30_23_-36_35_28_50_30_420:gt ['-30', '23', '-36', '35', '28']:pred [27.073336 23.       36.       35.       28.      ]
hatchback_-17_15_-36_10_15_50_30_420:gt ['-17', '15', '-36', '10', '15']:pred [25.614508 15.       26.001787 10.       15.      ]
suv_-50_15_-22_35_15_20_30_420:gt ['-50', '15', '-22', '35', '15']:pred [32.358566 15.       28.170282 35.       19.119154]
hatchback_-17_15_-36_48_15_230_70_420:gt ['-17', '15', '-36', '48', '15']:pred [24.12528  13.45258  33.631336 38.56236   6.338399]
hybrid_-50_45_-22_10_15_140_70_420:gt ['-50', '45', '-22', '10', '15']:pred [36.450607 34.41802  22.       10.       29.794212]
sedan2door_-50_23_-36_35_46_50_30_420:gt ['-50', '23', '-36', '35', '46']:pred [29.02552 23.      36.      35.      46.     ]
suv_-17_15_-4_10_15_20_30_420:gt ['-17', '15', '-4', '10', '15']:pred [20.668594 15.        8.36316  10.       23.553907]
suv_-30_15_-36_10_46_50_30_420:gt ['-30', '15', '-36', '10', '46']:pred [30.349735 15.       37.949898 10.       46.      ]
sedan2door_-50_15_-4_10_28_230_30_420:gt ['-50', '15', '-4', '10', '28']:pred [50.       11.178431  4.       10.       34.703636]
suv_-50_23_-4_35_28_230_30_420:gt ['-50', '23', '-4', '35', '28']:pred [50.       21.891611  4.       30.875216 24.442327]
suv_-50_45_-36_48_46_50_30_420:gt ['-50', '45', '-36', '48', '46']:pred [26.583765 45.       35.69328  48.       46.      ]
suv_-17_23_-36_35_15_140_70_420:gt ['-17', '23', '-36', '35', '15']:pred [30.90018  22.190739 36.       26.776295 26.019024]
hybrid_-17_45_-36_48_28_50_30_420:gt ['-17', '45', '-36', '48', '28']:pred [27.983124 45.       36.       48.       28.      ]
sedan4door_-30_23_-4_10_15_50_30_420:gt ['-30', '23', '-4', '10', '15']:pred [27.346819 23.       15.230807 10.       15.      ]
sedan2door_-50_15_-22_48_28_20_70_420:gt ['-50', '15', '-22', '48', '28']:pred [30.657166 10.665603 22.       48.       29.328619]
sedan4door_-50_23_-36_35_46_20_30_420:gt ['-50', '23', '-36', '35', '46']:pred [31.266706 23.       40.282146 35.       24.232477]
sedan4door_-17_23_-36_48_46_230_70_420:gt ['-17', '23', '-36', '48', '46']:pred [31.414408 20.366636 36.02671  37.22916  36.4103  ]
sedan2door_-30_15_-36_48_28_140_70_420:gt ['-30', '15', '-36', '48', '28']:pred [30.46405  20.317575 36.       48.       24.044357]
sedan2door_-17_15_-22_10_28_20_30_420:gt ['-17', '15', '-22', '10', '28']:pred [16.607786 15.       22.       10.       25.866804]
suv_-30_15_-4_48_15_140_70_420:gt ['-30', '15', '-4', '48', '15']:pred [36.622597 16.257168  4.       28.458559 20.467955]
hybrid_-50_45_-4_35_15_140_30_420:gt ['-50', '45', '-4', '35', '15']:pred [50.      40.64667  4.      35.      15.     ]
hybrid_-30_45_-22_48_28_50_30_420:gt ['-30', '45', '-22', '48', '28']:pred [26.167532 45.       22.       48.       28.      ]
sedan4door_-30_15_-36_35_15_20_30_420:gt ['-30', '15', '-36', '35', '15']:pred [27.963326 15.       33.665592 35.       22.82211 ]
sedan4door_-50_23_-36_35_28_140_30_420:gt ['-50', '23', '-36', '35', '28']:pred [50.       25.376966 36.       36.20711  28.      ]
hybrid_-17_45_-36_35_28_140_70_420:gt ['-17', '45', '-36', '35', '28']:pred [31.012924 32.102787 36.       35.       30.080534]
sedan2door_-17_15_-36_10_46_50_30_420:gt ['-17', '15', '-36', '10', '46']:pred [25.582966 15.       36.       10.       46.      ]
hatchback_-30_15_-22_10_28_50_30_420:gt ['-30', '15', '-22', '10', '28']:pred [21.280743 15.       19.677534 10.       28.      ]
suv_-17_23_-36_48_46_230_30_420:gt ['-17', '23', '-36', '48', '46']:pred [17.       11.69031  36.       42.546078 31.429821]
suv_-30_23_-36_35_28_50_70_420:gt ['-30', '23', '-36', '35', '28']:pred [25.42812  25.311344 30.820047 35.       16.492123]
hybrid_-50_45_-36_48_46_20_70_420:gt ['-50', '45', '-36', '48', '46']:pred [35.7178   19.555416 36.       48.       30.640465]
hybrid_-50_23_-36_35_46_140_30_420:gt ['-50', '23', '-36', '35', '46']:pred [50.     22.7414 36.     35.     46.    ]
sedan4door_-30_23_-22_10_15_140_70_420:gt ['-30', '23', '-22', '10', '15']:pred [29.003296 15.974877 22.       17.063099 18.956593]
sedan2door_-50_15_-36_35_46_140_70_420:gt ['-50', '15', '-36', '35', '46']:pred [27.05451  18.101963 36.       35.       25.426706]
hybrid_-17_15_-36_10_28_230_70_420:gt ['-17', '15', '-36', '10', '28']:pred [26.554312 17.733196 36.       10.       24.533613]
hatchback_-17_45_-22_10_46_20_70_420:gt ['-17', '45', '-22', '10', '46']:pred [12.275045 20.49915  20.903002 10.       35.671146]
hybrid_-50_15_-22_10_28_50_70_420:gt ['-50', '15', '-22', '10', '28']:pred [32.03619  23.175762 22.       10.       23.137978]
hatchback_-30_23_-36_10_15_230_30_420:gt ['-30', '23', '-36', '10', '15']:pred [30.       18.802385 36.       11.176803 16.121233]
sedan2door_-30_15_-4_10_46_20_30_420:gt ['-30', '15', '-4', '10', '46']:pred [30.39658  15.        4.       10.       23.369478]
hybrid_-30_15_-22_10_46_50_70_420:gt ['-30', '15', '-22', '10', '46']:pred [31.489885 17.777231 22.       10.       28.399357]
hybrid_-17_15_-22_48_28_20_30_420:gt ['-17', '15', '-22', '48', '28']:pred [21.915218 15.       22.       48.       24.68452 ]
sedan2door_-17_15_-36_10_28_140_30_420:gt ['-17', '15', '-36', '10', '28']:pred [17.        9.043601 36.       10.       28.      ]
sedan2door_-30_23_-36_35_15_50_70_420:gt ['-30', '23', '-36', '35', '15']:pred [33.937927 21.161957 36.       35.       24.02589 ]
sedan4door_-17_45_-4_35_46_140_70_420:gt ['-17', '45', '-4', '35', '46']:pred [31.70154  31.895746  4.       33.9548   33.437084]
hatchback_-17_23_-22_48_15_20_70_420:gt ['-17', '23', '-22', '48', '15']:pred [12.857007 24.095589 20.860712 48.       29.625582]
hatchback_-17_45_-4_48_46_20_30_420:gt ['-17', '45', '-4', '48', '46']:pred [24.108046 45.       11.577148 48.       27.374348]
hybrid_-17_45_-4_35_28_50_70_420:gt ['-17', '45', '-4', '35', '28']:pred [31.99791 13.91004  4.      35.      21.49445]
hatchback_-30_23_-4_35_46_50_30_420:gt ['-30', '23', '-4', '35', '46']:pred [26.258923 23.       18.312313 35.       46.      ]
sedan4door_-17_45_-4_48_46_140_30_420:gt ['-17', '45', '-4', '48', '46']:pred [17.       37.601913  4.       34.73216  46.      ]
hybrid_-17_45_-22_35_15_230_30_420:gt ['-17', '45', '-22', '35', '15']:pred [17.       42.39328  22.       35.       13.020664]
hybrid_-50_15_-4_35_15_20_30_420:gt ['-50', '15', '-4', '35', '15']:pred [33.900837 15.        4.       35.       21.44552 ]
suv_-17_45_-4_35_28_50_70_420:gt ['-17', '45', '-4', '35', '28']:pred [25.900785 26.782263 15.80649  35.       18.97474 ]
hybrid_-17_23_-22_48_46_50_70_420:gt ['-17', '23', '-22', '48', '46']:pred [27.575304   7.6386085 22.        48.        29.10203  ]
hatchback_-50_45_-4_35_15_20_70_420:gt ['-50', '45', '-4', '35', '15']:pred [41.80999  32.909378 23.569654 35.       25.570042]
hatchback_-17_45_-36_48_28_230_30_420:gt ['-17', '45', '-36', '48', '28']:pred [17.       36.242702 36.       35.341408 27.044851]
sedan4door_-30_45_-4_48_28_230_70_420:gt ['-30', '45', '-4', '48', '28']:pred [42.862373 34.50283   9.739688 37.59     31.131992]
sedan2door_-30_23_-36_48_15_20_70_420:gt ['-30', '23', '-36', '48', '15']:pred [32.943157 20.333439 36.       48.       21.14602 ]
hybrid_-17_23_-36_10_46_230_70_420:gt ['-17', '23', '-36', '10', '46']:pred [27.441477 22.061462 36.       10.       35.598545]
sedan2door_-50_23_-22_10_15_140_70_420:gt ['-50', '23', '-22', '10', '15']:pred [32.956726 21.904278 22.       10.       21.110435]
sedan2door_-50_45_-36_48_15_50_70_420:gt ['-50', '45', '-36', '48', '15']:pred [36.851074 32.93556  36.       48.       20.526114]
suv_-50_23_-4_48_46_50_30_420:gt ['-50', '23', '-4', '48', '46']:pred [30.60807 23.      20.08682 48.      46.     ]
hatchback_-17_23_-36_48_46_20_70_420:gt ['-17', '23', '-36', '48', '46']:pred [12.224303 21.943064 27.461546 48.       35.95568 ]
hatchback_-17_15_-4_10_46_140_70_420:gt ['-17', '15', '-4', '10', '46']:pred [20.489128 20.995333  4.       15.372681 30.310947]
sedan2door_-17_23_-4_35_46_230_70_420:gt ['-17', '23', '-4', '35', '46']:pred [27.511362 25.805496  4.       35.       37.519238]
hybrid_-30_45_-36_10_28_20_70_420:gt ['-30', '45', '-36', '10', '28']:pred [28.795904 20.742676 36.       10.       22.688759]
hatchback_-50_15_-4_35_46_230_30_420:gt ['-50', '15', '-4', '35', '46']:pred [50.         5.9444056  4.        28.27334   35.475056 ]
hatchback_-30_45_-4_35_15_140_70_420:gt ['-30', '45', '-4', '35', '15']:pred [28.27664  32.178356  4.       29.701729 17.356997]
hatchback_-30_23_-36_10_28_50_70_420:gt ['-30', '23', '-36', '10', '28']:pred [28.95002  28.451458 27.856407 10.       17.41874 ]
sedan4door_-30_45_-36_10_15_230_70_420:gt ['-30', '45', '-36', '10', '15']:pred [38.98007   37.773605  35.218285  11.780681   3.2869654]
sedan4door_-30_23_-22_35_46_50_30_420:gt ['-30', '23', '-22', '35', '46']:pred [24.123066 23.       29.010813 35.       46.      ]
hatchback_-17_15_-4_35_46_50_70_420:gt ['-17', '15', '-4', '35', '46']:pred [21.584715  8.336866 18.677698 35.       18.338783]
hatchback_-17_15_-4_48_28_50_70_420:gt ['-17', '15', '-4', '48', '28']:pred [23.197083  8.888939 18.133835 48.       17.976189]
suv_-50_23_-22_48_46_20_70_420:gt ['-50', '23', '-22', '48', '46']:pred [35.36376  31.732958 28.52724  48.       40.253498]
hybrid_-50_45_-22_35_15_140_70_420:gt ['-50', '45', '-22', '35', '15']:pred [36.884567 34.36584  22.       35.       29.933138]
hatchback_-30_23_-22_35_15_230_70_420:gt ['-30', '23', '-22', '35', '15']:pred [33.35608  20.795818 20.240696 27.008547  9.718573]
hatchback_-50_23_-4_10_28_20_70_420:gt ['-50', '23', '-4', '10', '28']:pred [37.539993 28.082932 18.880337 10.       30.11192 ]
hatchback_-17_23_-4_10_28_20_70_420:gt ['-17', '23', '-4', '10', '28']:pred [13.472737  26.00503    7.4432364 10.        29.24975  ]
suv_-30_45_-22_10_28_50_30_420:gt ['-30', '45', '-22', '10', '28']:pred [21.715672 45.       29.53333  10.       28.      ]
sedan2door_-17_23_-22_10_15_20_70_420:gt ['-17', '23', '-22', '10', '15']:pred [32.587418 21.461578 22.       10.       21.945368]
sedan4door_-17_23_-4_10_28_230_30_420:gt ['-17', '23', '-4', '10', '28']:pred [17.       22.717344  4.       14.044805 29.197977]
sedan2door_-30_45_-4_10_15_50_70_420:gt ['-30', '45', '-4', '10', '15']:pred [34.548256 27.658953  4.       10.       24.787674]
hatchback_-30_45_-22_35_15_230_70_420:gt ['-30', '45', '-22', '35', '15']:pred [34.30108  35.810345 18.06675  32.399014  9.959519]
suv_-30_23_-4_48_28_20_30_420:gt ['-30', '23', '-4', '48', '28']:pred [35.759193 23.       18.400425 48.       27.218927]
sedan2door_-30_15_-36_48_28_140_30_420:gt ['-30', '15', '-36', '48', '28']:pred [30.       10.418713 36.       48.       28.      ]
hatchback_-50_23_-36_10_46_140_30_420:gt ['-50', '23', '-36', '10', '46']:pred [50.        18.972254  36.         9.4110565 46.       ]
hatchback_-50_45_-22_35_28_20_30_420:gt ['-50', '45', '-22', '35', '28']:pred [36.586845 45.       26.037071 35.       16.274601]
sedan4door_-30_15_-4_35_28_50_30_420:gt ['-30', '15', '-4', '35', '28']:pred [29.629154 15.       18.158241 35.       28.      ]
sedan4door_-30_15_-4_48_46_20_70_420:gt ['-30', '15', '-4', '48', '46']:pred [26.74812  15.08911  27.568192 48.       36.76336 ]
sedan4door_-30_45_-36_48_28_20_70_420:gt ['-30', '45', '-36', '48', '28']:pred [31.082264 27.224445 33.977283 48.       22.574688]
sedan4door_-30_23_-22_10_46_20_30_420:gt ['-30', '23', '-22', '10', '46']:pred [29.492386 23.       24.09984  10.       25.36482 ]
sedan4door_-17_23_-36_35_28_140_70_420:gt ['-17', '23', '-36', '35', '28']:pred [28.572449 19.01922  36.       20.360859 27.696598]
hybrid_-30_23_-4_10_28_20_70_420:gt ['-30', '23', '-4', '10', '28']:pred [24.324944 20.458157  4.       10.       25.150316]
sedan2door_-17_45_-22_48_28_50_70_420:gt ['-17', '45', '-22', '48', '28']:pred [32.253544 22.819912 22.       48.       27.125454]
suv_-30_23_-22_10_46_50_30_420:gt ['-30', '23', '-22', '10', '46']:pred [22.254477 23.       32.55569  10.       46.      ]
sedan4door_-17_23_-36_35_46_20_30_420:gt ['-17', '23', '-36', '35', '46']:pred [18.255217 23.       40.468468 35.       27.942802]
hatchback_-50_15_-22_48_28_50_30_420:gt ['-50', '15', '-22', '48', '28']:pred [20.960037 15.       25.14317  48.       28.      ]
hatchback_-17_23_-36_35_15_20_70_420:gt ['-17', '23', '-36', '35', '15']:pred [13.404886 23.283278 27.550325 35.       29.188541]
hatchback_-17_23_-4_35_15_20_30_420:gt ['-17', '23', '-4', '35', '15']:pred [20.23627  23.       12.314052 35.       10.411022]
hatchback_-30_23_-4_35_15_50_70_420:gt ['-30', '23', '-4', '35', '15']:pred [30.90504  28.237715 24.801306 35.       17.71714 ]
suv_-17_23_-22_10_15_230_30_420:gt ['-17', '23', '-22', '10', '15']:pred [17.       22.947744 22.        9.457679 15.120694]
suv_-17_45_-22_35_28_50_30_420:gt ['-17', '45', '-22', '35', '28']:pred [21.494938 45.       26.700901 35.       28.      ]
hybrid_-50_15_-4_35_28_50_70_420:gt ['-50', '15', '-4', '35', '28']:pred [31.925236 23.806568  4.       35.       23.23054 ]
sedan4door_-30_15_-22_10_15_230_30_420:gt ['-30', '15', '-22', '10', '15']:pred [30.        8.103569 22.       12.888309 18.754047]
suv_-17_15_-22_48_28_140_70_420:gt ['-17', '15', '-22', '48', '28']:pred [30.245117 15.823694 22.       32.35519  32.39784 ]
hatchback_-30_45_-22_35_28_20_30_420:gt ['-30', '45', '-22', '35', '28']:pred [29.768223 45.       22.386236 35.       20.268944]
sedan4door_-17_15_-22_35_15_20_30_420:gt ['-17', '15', '-22', '35', '15']:pred [14.302963 15.       16.054705 35.       26.08671 ]
hybrid_-17_23_-36_48_15_230_30_420:gt ['-17', '23', '-36', '48', '15']:pred [17.       19.329773 36.       48.       15.568589]
hatchback_-30_15_-4_35_28_140_30_420:gt ['-30', '15', '-4', '35', '28']:pred [30.       11.627594  4.       16.851402 28.      ]
hybrid_-30_23_-4_48_15_50_30_420:gt ['-30', '23', '-4', '48', '15']:pred [25.944868 23.        4.       48.       15.      ]
sedan4door_-17_23_-36_35_28_230_30_420:gt ['-17', '23', '-36', '35', '28']:pred [17.       21.896202 36.       26.633636 29.952532]
suv_-17_15_-36_10_15_140_70_420:gt ['-17', '15', '-36', '10', '15']:pred [28.170715  15.8259325 36.        18.174664  20.514408 ]
sedan4door_-50_15_-22_10_46_20_30_420:gt ['-50', '15', '-22', '10', '46']:pred [34.38207  15.       23.51423  10.       26.591127]
suv_-30_45_-36_35_28_140_30_420:gt ['-30', '45', '-36', '35', '28']:pred [30.       34.326122 36.       30.454027 28.      ]
suv_-50_45_-36_10_46_20_70_420:gt ['-50', '45', '-36', '10', '46']:pred [39.530693 32.58154  31.605202 10.       39.818565]
sedan4door_-50_45_-22_48_46_20_70_420:gt ['-50', '45', '-22', '48', '46']:pred [33.827877 21.232233 16.89529  48.       36.582993]
hybrid_-30_15_-36_10_28_140_70_420:gt ['-30', '15', '-36', '10', '28']:pred [24.591322 20.359259 36.       10.       25.425922]
sedan4door_-50_23_-36_10_46_20_30_420:gt ['-50', '23', '-36', '10', '46']:pred [32.30175  23.       39.971626 10.       22.28482 ]
sedan2door_-50_23_-36_10_46_20_70_420:gt ['-50', '23', '-36', '10', '46']:pred [31.578087 15.746862 36.       10.       31.865944]
hybrid_-50_15_-4_10_15_20_70_420:gt ['-50', '15', '-4', '10', '15']:pred [35.7186   17.489767  4.       10.       20.56914 ]
hybrid_-30_15_-4_35_15_20_30_420:gt ['-30', '15', '-4', '35', '15']:pred [26.164404 15.        4.       35.       24.020918]
sedan2door_-17_15_-4_48_28_20_70_420:gt ['-17', '15', '-4', '48', '28']:pred [27.277977 10.723372  4.       48.       29.82836 ]
hybrid_-17_23_-36_48_28_50_70_420:gt ['-17', '23', '-36', '48', '28']:pred [28.210379   6.6520753 36.        48.        24.010485 ]
sedan2door_-30_23_-4_48_46_230_30_420:gt ['-30', '23', '-4', '48', '46']:pred [30.       24.75367   4.       48.       32.334526]
suv_-50_15_-22_48_46_140_70_420:gt ['-50', '15', '-22', '48', '46']:pred [34.80443  14.109542 22.       38.5066   37.99922 ]
suv_-30_45_-22_10_46_230_70_420:gt ['-30', '45', '-22', '10', '46']:pred [40.425617 35.636005 30.692911 18.678007 35.783714]
hatchback_-50_23_-4_10_28_230_70_420:gt ['-50', '23', '-4', '10', '28']:pred [39.466187 28.146204  9.16228   8.412135 27.47268 ]
hybrid_-30_45_-22_35_15_20_70_420:gt ['-30', '45', '-22', '35', '15']:pred [28.660488 19.796055 22.       35.       19.244028]
hatchback_-50_15_-36_35_28_50_70_420:gt ['-50', '15', '-36', '35', '28']:pred [32.829765 24.740032 38.10473  35.       12.778201]
hybrid_-17_23_-22_48_46_20_70_420:gt ['-17', '23', '-22', '48', '46']:pred [21.346521 20.02045  22.       48.       33.118156]
hybrid_-30_23_-22_35_28_50_30_420:gt ['-30', '23', '-22', '35', '28']:pred [25.503252 23.       22.       35.       28.      ]
