Sedan4Door_-20_0_-20_0_20_80_60_400:gt ['-20', '0', '-20', '0', '20']:pred [16.840204   2.1327503 23.62803    7.3245435 11.5215435]
Sedan2Door_-20_0_-20_0_0_320_60_450:gt ['-20', '0', '-20', '0', '0']:pred [19.504345  4.728821 20.        0.       10.809996]
Hybrid_0_20_0_0_20_80_60_450:gt ['0', '20', '0', '0', '20']:pred [ 3.6876218 18.082735   0.         0.        21.175486 ]
Sedan4Door_0_20_-20_20_20_240_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 0.       16.430529 20.       18.543953 20.774563]
Hatchback_-20_20_-20_20_0_320_20_450:gt ['-20', '20', '-20', '20', '0']:pred [17.534506  20.        20.519024  20.         3.0275805]
Sedan2Door_-20_20_0_0_20_0_60_450:gt ['-20', '20', '0', '0', '20']:pred [18.772402 15.964402  0.        0.       19.80722 ]
Sedan4Door_-20_20_-20_20_0_320_60_400:gt ['-20', '20', '-20', '20', '0']:pred [21.746155  15.609053  20.199778  31.700348   3.7267265]
Sedan4Door_0_0_-20_20_20_0_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 3.0333197  0.        16.927643  20.        20.       ]
Sedan4Door_-20_0_-20_0_0_80_20_400:gt ['-20', '0', '-20', '0', '0']:pred [17.133467  0.       21.646677  0.        0.      ]
Hybrid_0_20_-20_20_20_320_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 4.018329 20.       20.       20.       13.010357]
Hatchback_-20_0_-20_20_0_80_20_450:gt ['-20', '0', '-20', '20', '0']:pred [20.163328  0.       22.78835  20.        0.      ]
Suv_-20_20_0_20_20_240_20_400:gt ['-20', '20', '0', '20', '20']:pred [20.       15.115884  0.       21.488348 13.592539]
Hybrid_-20_20_0_0_20_160_20_400:gt ['-20', '20', '0', '0', '20']:pred [20.      17.06143  0.       0.      20.     ]
Hybrid_-20_20_-20_0_20_80_20_450:gt ['-20', '20', '-20', '0', '20']:pred [21.214502 20.       20.        0.       20.      ]
Hybrid_-20_20_-20_0_0_160_20_400:gt ['-20', '20', '-20', '0', '0']:pred [20.      17.29312 20.       0.       0.     ]
Sedan2Door_-20_20_0_0_0_80_60_450:gt ['-20', '20', '0', '0', '0']:pred [21.730812 17.81632   0.        0.       13.115556]
Sedan2Door_-20_20_0_20_0_160_60_450:gt ['-20', '20', '0', '20', '0']:pred [18.291737  15.496811   0.        20.         6.1924925]
Hybrid_-20_0_-20_0_0_0_20_450:gt ['-20', '0', '-20', '0', '0']:pred [21.110212  0.       20.        0.        0.      ]
Hatchback_0_0_-20_20_20_240_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.         2.9268434 20.        23.150438  17.435951 ]
Hybrid_0_20_-20_0_20_240_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.       17.712097 20.        0.       18.278566]
Hatchback_0_20_0_20_20_80_60_450:gt ['0', '20', '0', '20', '20']:pred [ 3.3121862 13.225538   5.6440487 21.498537  19.930681 ]
Sedan2Door_-20_0_0_20_0_0_60_450:gt ['-20', '0', '0', '20', '0']:pred [19.226948   5.2311044  0.        20.         4.7317758]
Hatchback_-20_20_0_20_20_160_20_450:gt ['-20', '20', '0', '20', '20']:pred [20.       14.345405  0.       24.016771 20.      ]
Sedan2Door_-20_0_0_0_20_160_20_400:gt ['-20', '0', '0', '0', '20']:pred [20.         3.9191165  0.         0.        20.       ]
Hybrid_-20_0_0_0_0_0_20_450:gt ['-20', '0', '0', '0', '0']:pred [20.017433  0.        0.        0.        0.      ]
Hatchback_-20_20_-20_20_0_0_20_450:gt ['-20', '20', '-20', '20', '0']:pred [21.2038   20.       14.937352 20.        0.      ]
Hybrid_0_0_0_0_20_320_20_450:gt ['0', '0', '0', '0', '20']:pred [ 4.6575937  0.         0.         0.        13.777664 ]
Suv_0_0_0_0_0_0_60_400:gt ['0', '0', '0', '0', '0']:pred [3.1293643 0.        3.3665829 0.        5.4376416]
Sedan4Door_-20_0_0_0_20_160_20_450:gt ['-20', '0', '0', '0', '20']:pred [20.         2.6122973  0.         9.351905  20.       ]
Sedan2Door_0_0_0_20_20_320_60_450:gt ['0', '0', '0', '20', '20']:pred [ 3.1025963  5.322797   0.        20.        17.57171  ]
Hatchback_-20_0_-20_20_20_240_60_450:gt ['-20', '0', '-20', '20', '20']:pred [14.954275  8.444123 26.761938 23.9866   23.406155]
Hatchback_0_20_-20_20_0_80_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 3.9466069 15.399209  16.766445  19.847578   8.151897 ]
Sedan2Door_-20_0_0_0_20_240_20_450:gt ['-20', '0', '0', '0', '20']:pred [20.         3.8640041  0.         0.        16.268936 ]
Hybrid_0_20_0_0_0_0_20_400:gt ['0', '20', '0', '0', '0']:pred [ 4.4283824 20.         0.         0.         0.       ]
Sedan2Door_0_0_0_20_0_160_20_400:gt ['0', '0', '0', '20', '0']:pred [ 0.         2.7604527  0.        20.         0.       ]
Suv_-20_0_0_20_20_320_60_400:gt ['-20', '0', '0', '20', '20']:pred [18.87643    5.1316733  4.626092  20.        15.451778 ]
Sedan4Door_0_20_-20_20_20_0_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 3.2441597 20.        15.808928  20.        20.       ]
Hybrid_0_20_0_0_0_80_60_400:gt ['0', '20', '0', '0', '0']:pred [ 4.1402855 14.212282   0.         0.         6.475733 ]
Hatchback_0_20_0_20_20_0_60_400:gt ['0', '20', '0', '20', '20']:pred [ 2.3187718 20.86803    5.964855  20.        23.326506 ]
Hatchback_-20_20_-20_20_20_0_60_400:gt ['-20', '20', '-20', '20', '20']:pred [21.461924 15.7347   21.311506 20.       15.446303]
Sedan2Door_-20_0_-20_20_0_0_60_450:gt ['-20', '0', '-20', '20', '0']:pred [19.9618     5.3567924 20.        20.         5.4979343]
Suv_-20_20_-20_0_20_0_60_450:gt ['-20', '20', '-20', '0', '20']:pred [17.296547 16.250278 17.555735  0.       19.03198 ]
Hybrid_0_0_-20_0_0_240_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.        4.014183 20.        0.        4.139925]
Sedan2Door_0_20_0_20_20_0_60_400:gt ['0', '20', '0', '20', '20']:pred [ 2.7426462 16.732668   0.        20.        25.051285 ]
Hybrid_0_0_-20_0_20_160_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 0.        5.060583 20.        0.       20.      ]
Sedan2Door_0_20_-20_0_0_320_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 2.9409366 20.        20.         0.         4.7494593]
Suv_-20_20_0_0_20_160_20_450:gt ['-20', '20', '0', '0', '20']:pred [20.        12.266326   0.         6.3542814 20.       ]
Hatchback_0_20_0_0_20_160_60_400:gt ['0', '20', '0', '0', '20']:pred [ 6.891488  18.856071   0.         7.7358027 17.502937 ]
Sedan2Door_-20_0_-20_20_20_80_60_450:gt ['-20', '0', '-20', '20', '20']:pred [21.55762   3.828034 20.       20.       23.19658 ]
Suv_0_20_-20_20_0_240_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 0.        15.735891  20.        20.042513   5.3447766]
Suv_0_20_0_0_0_160_60_450:gt ['0', '20', '0', '0', '0']:pred [ 7.5342937 16.996656   0.         6.3791814  3.990963 ]
Hatchback_-20_0_-20_0_20_240_20_400:gt ['-20', '0', '-20', '0', '20']:pred [20.         3.9960752 20.        12.164969  19.03763  ]
Suv_-20_20_0_0_0_320_20_400:gt ['-20', '20', '0', '0', '0']:pred [14.95569   20.         5.3149853  0.         3.0102067]
Hybrid_-20_20_0_20_0_160_20_400:gt ['-20', '20', '0', '20', '0']:pred [20.       17.499056  0.       20.        0.      ]
Sedan4Door_0_20_0_0_20_320_20_450:gt ['0', '20', '0', '0', '20']:pred [ 3.3307867 20.         3.7195919  0.        15.499159 ]
Sedan2Door_-20_0_-20_0_20_0_60_450:gt ['-20', '0', '-20', '0', '20']:pred [18.178122   5.2533712 20.         0.        16.74133  ]
Suv_0_0_0_0_20_320_60_450:gt ['0', '0', '0', '0', '20']:pred [ 2.7861507  7.538919   5.463003   0.        23.974781 ]
Hybrid_0_0_0_20_0_240_20_400:gt ['0', '0', '0', '20', '0']:pred [ 0.         3.3803751  0.        20.         3.6668334]
Sedan2Door_0_0_-20_20_0_80_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 4.034027  0.       20.       20.        0.      ]
Suv_-20_0_-20_0_20_0_60_450:gt ['-20', '0', '-20', '0', '20']:pred [20.291431  8.242448 16.253181  0.       15.224392]
Sedan4Door_0_0_0_20_20_160_60_450:gt ['0', '0', '0', '20', '20']:pred [ 5.763745  3.842601  0.       16.459944 13.505385]
Suv_-20_0_-20_20_20_240_20_450:gt ['-20', '0', '-20', '20', '20']:pred [20.        5.523259 20.       21.884117 21.395403]
Sedan2Door_0_20_0_0_20_80_60_450:gt ['0', '20', '0', '0', '20']:pred [ 3.391982 14.931388  0.        0.       23.92027 ]
Sedan4Door_-20_20_0_0_20_160_60_400:gt ['-20', '20', '0', '0', '20']:pred [22.25127  17.913807  0.        7.140731 14.186855]
Sedan4Door_0_0_0_20_20_80_20_450:gt ['0', '0', '0', '20', '20']:pred [ 3.1110752  0.         0.        20.        20.       ]
Sedan2Door_-20_0_-20_0_20_80_20_400:gt ['-20', '0', '-20', '0', '20']:pred [20.074232  0.       20.        0.       20.      ]
Hybrid_-20_0_-20_20_0_160_60_450:gt ['-20', '0', '-20', '20', '0']:pred [22.438446   3.4457335 20.        20.         4.8306746]
Sedan4Door_-20_20_-20_20_20_320_20_400:gt ['-20', '20', '-20', '20', '20']:pred [14.229337 20.       20.25047  20.       20.590065]
Suv_0_0_-20_0_20_240_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 5.288523   1.5562578 19.452766   3.0512483 12.218649 ]
Suv_0_0_-20_20_20_0_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 4.185566 11.374889 18.349157 20.       16.043135]
Suv_0_20_0_0_0_80_60_450:gt ['0', '20', '0', '0', '0']:pred [ 3.9610424 13.761536   3.9490213 14.541338   6.020434 ]
Sedan4Door_-20_0_-20_20_0_320_20_450:gt ['-20', '0', '-20', '20', '0']:pred [21.213696   0.        25.767265  20.         5.7210493]
Suv_0_0_0_0_0_240_60_400:gt ['0', '0', '0', '0', '0']:pred [3.962443  1.4867356 0.        3.002531  1.82639  ]
Hybrid_0_0_-20_20_0_0_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 3.796091  0.       20.       20.        0.      ]
Suv_0_0_0_0_20_160_60_400:gt ['0', '0', '0', '0', '20']:pred [ 7.0727386  2.7410572  0.         4.7994785 14.4918585]
Suv_0_0_-20_0_20_80_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 3.8742037  0.        21.911825   0.        20.       ]
Suv_0_20_0_20_20_80_60_400:gt ['0', '20', '0', '20', '20']:pred [ 2.248977  17.277365   4.8849463 29.927456  11.954185 ]
Hatchback_-20_0_-20_0_0_240_20_450:gt ['-20', '0', '-20', '0', '0']:pred [20.        6.773414 20.        6.65771   4.419569]
Hatchback_0_0_0_20_0_80_20_400:gt ['0', '0', '0', '20', '0']:pred [ 3.0603993  0.         0.        20.         0.       ]
Hybrid_-20_20_-20_20_0_320_60_450:gt ['-20', '20', '-20', '20', '0']:pred [19.84426   15.755187  20.        20.         3.1831913]
Hatchback_-20_20_-20_0_0_80_20_450:gt ['-20', '20', '-20', '0', '0']:pred [18.653452 20.       21.993368  0.        0.      ]
Hatchback_0_20_-20_0_20_80_60_450:gt ['0', '20', '-20', '0', '20']:pred [ 3.436064 18.651747 19.007582 16.44681  15.636377]
Sedan4Door_0_0_-20_20_20_0_60_450:gt ['0', '0', '-20', '20', '20']:pred [ 3.3470006  7.0302496 26.66953   20.        18.199158 ]
Sedan4Door_0_0_-20_0_0_160_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 0.         2.9421794 20.         7.8240027  0.       ]
Suv_0_0_-20_20_20_240_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 0.         4.8696966 20.        23.120676  13.933466 ]
Hatchback_0_20_-20_0_0_0_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 3.9050076 10.669832  17.06993    0.         3.996078 ]
Hatchback_-20_0_0_20_0_160_60_450:gt ['-20', '0', '0', '20', '0']:pred [16.85898    4.0639086  0.        24.17843    3.5265682]
Hatchback_0_20_0_20_20_160_20_400:gt ['0', '20', '0', '20', '20']:pred [ 0.       17.156263  0.       23.54027  20.      ]
Suv_0_20_0_0_20_320_60_400:gt ['0', '20', '0', '0', '20']:pred [ 2.363648   8.252163   3.4312937  0.        16.980219 ]
Sedan2Door_0_0_-20_0_0_240_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 0.        4.045835 20.        0.        3.538348]
Hybrid_0_0_0_0_20_0_60_450:gt ['0', '0', '0', '0', '20']:pred [ 4.25659   8.488447  0.        0.       16.453665]
Sedan4Door_-20_20_0_0_0_80_20_400:gt ['-20', '20', '0', '0', '0']:pred [20.875187 20.        7.749948  0.        0.      ]
Suv_-20_0_-20_20_20_160_60_400:gt ['-20', '0', '-20', '20', '20']:pred [19.193836  4.816153 20.       26.086927 13.639354]
Hatchback_-20_20_-20_0_20_240_20_400:gt ['-20', '20', '-20', '0', '20']:pred [20.       12.231002 20.       10.262033 16.953112]
Sedan2Door_0_20_0_0_0_160_20_450:gt ['0', '20', '0', '0', '0']:pred [ 0.       17.860031  0.        0.        0.      ]
Hatchback_-20_0_-20_20_0_160_20_400:gt ['-20', '0', '-20', '20', '0']:pred [20.         3.8486526 20.        24.860338   0.       ]
Sedan2Door_-20_20_0_20_20_160_20_450:gt ['-20', '20', '0', '20', '20']:pred [20.       16.647392  0.       20.       20.      ]
Sedan2Door_-20_20_0_0_0_160_60_450:gt ['-20', '20', '0', '0', '0']:pred [17.846355  13.3709755  0.         0.         5.963102 ]
Hatchback_0_0_-20_0_20_80_60_450:gt ['0', '0', '-20', '0', '20']:pred [ 4.0073037  4.246093  18.699009   9.268016  12.879098 ]
Suv_-20_20_0_20_0_320_60_400:gt ['-20', '20', '0', '20', '0']:pred [19.927877   5.4498324  5.701594  20.         3.4106774]
Sedan4Door_0_0_0_20_20_80_60_450:gt ['0', '0', '0', '20', '20']:pred [ 3.3630319  4.4012823  5.349141  22.25176   10.25872  ]
Sedan2Door_0_20_-20_0_20_160_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.       17.336039 20.        0.       20.      ]
Hatchback_0_0_-20_0_0_80_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 4.086788   3.7998145 18.704208   9.224531   8.178939 ]
Sedan4Door_-20_0_-20_0_20_240_60_400:gt ['-20', '0', '-20', '0', '20']:pred [21.0205     2.9704964 27.054535   3.4901059 12.218717 ]
Hybrid_-20_20_0_20_20_160_20_450:gt ['-20', '20', '0', '20', '20']:pred [20.       15.376261  0.       20.       20.      ]
Hatchback_0_0_-20_20_20_80_60_450:gt ['0', '0', '-20', '20', '20']:pred [ 4.274766   5.0094066 25.824759  21.429752  16.863308 ]
Sedan4Door_-20_0_0_0_20_80_20_400:gt ['-20', '0', '0', '0', '20']:pred [21.385214   0.         7.1885915  0.        20.       ]
Hybrid_0_20_-20_20_20_80_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 4.181618 20.       20.       20.       20.      ]
Suv_0_20_-20_20_0_160_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 6.2749248 17.344746  20.        25.263517   4.878465 ]
Sedan4Door_-20_20_0_0_0_320_20_450:gt ['-20', '20', '0', '0', '0']:pred [17.04506   20.         6.9732685  0.         6.612516 ]
Sedan2Door_0_20_-20_0_20_0_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 3.4094422 20.        20.         0.        20.       ]
Hatchback_0_20_0_0_20_0_60_400:gt ['0', '20', '0', '0', '20']:pred [ 2.2005136 17.178028   5.20994    0.        19.028383 ]
Hatchback_-20_0_0_20_0_160_20_400:gt ['-20', '0', '0', '20', '0']:pred [20.         3.1913874  0.        19.49135    0.       ]
Sedan4Door_0_0_0_20_20_320_20_450:gt ['0', '0', '0', '20', '20']:pred [ 3.6604178  0.         4.0301194 20.        18.550163 ]
Suv_0_0_-20_20_20_240_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 0.         3.5062642 20.        23.485756  16.699083 ]
Hybrid_0_0_-20_20_20_320_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 4.4841948  6.0455546 20.        20.        13.399258 ]
Sedan2Door_-20_0_0_0_0_240_20_450:gt ['-20', '0', '0', '0', '0']:pred [20.         3.7154815  0.         0.         3.4169064]
Sedan4Door_0_0_-20_20_0_160_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.        3.394062 20.       20.381094  0.      ]
Hybrid_-20_0_0_0_20_160_60_450:gt ['-20', '0', '0', '0', '20']:pred [19.711405  4.300903  0.        0.       12.173705]
Sedan4Door_-20_0_0_0_20_320_20_450:gt ['-20', '0', '0', '0', '20']:pred [22.102503  0.        6.105477  0.       13.413059]
Hybrid_0_20_0_20_20_160_60_450:gt ['0', '20', '0', '20', '20']:pred [ 9.6561165 16.689579   0.        20.        21.007805 ]
Hybrid_0_0_-20_20_20_320_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 3.9606755  0.        20.        20.        15.446647 ]
Suv_0_0_-20_0_20_320_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 3.601989  0.       23.195084  0.       11.520484]
Hatchback_-20_0_0_0_20_160_20_450:gt ['-20', '0', '0', '0', '20']:pred [20.        4.309241  0.        9.369431 20.      ]
Sedan4Door_-20_0_-20_0_0_320_60_450:gt ['-20', '0', '-20', '0', '0']:pred [21.378387   5.24004   19.385065   0.         5.4081244]
Suv_-20_20_-20_20_0_320_60_400:gt ['-20', '20', '-20', '20', '0']:pred [20.716423  21.397507  21.977755  30.780888   4.3328743]
Suv_0_0_-20_0_0_160_60_450:gt ['0', '0', '-20', '0', '0']:pred [ 7.536996   2.1057968 20.         6.0432615  4.4744563]
Hybrid_-20_0_0_0_0_80_60_400:gt ['-20', '0', '0', '0', '0']:pred [20.663767  3.890958  0.        0.        6.631289]
Suv_-20_0_0_20_20_0_60_450:gt ['-20', '0', '0', '20', '20']:pred [22.105598  8.012681  4.450045 20.       18.166107]
Sedan4Door_-20_0_-20_0_0_240_60_450:gt ['-20', '0', '-20', '0', '0']:pred [21.20805    3.311326  30.380394   4.5513234  4.9486156]
Sedan4Door_-20_20_-20_20_0_240_60_400:gt ['-20', '20', '-20', '20', '0']:pred [21.591433 16.630594 30.218231 23.968029  4.388768]
Suv_-20_0_0_0_20_0_20_400:gt ['-20', '0', '0', '0', '20']:pred [15.733473  0.        6.100228  0.       20.      ]
Suv_0_20_0_0_20_240_60_400:gt ['0', '20', '0', '0', '20']:pred [ 4.5627213 13.727962   0.         5.157124  21.381218 ]
Suv_-20_20_0_0_20_0_20_400:gt ['-20', '20', '0', '0', '20']:pred [19.217308 20.        6.032635  0.       20.      ]
Hybrid_0_0_0_0_20_160_60_400:gt ['0', '0', '0', '0', '20']:pred [ 7.998893   3.8095925  0.         0.        16.55984  ]
Hatchback_-20_0_-20_20_20_0_60_450:gt ['-20', '0', '-20', '20', '20']:pred [17.90269    6.1462245 19.908848  20.        19.456976 ]
Hatchback_-20_20_0_20_0_320_60_450:gt ['-20', '20', '0', '20', '0']:pred [17.147537 15.067341  5.853964 30.56546   4.458254]
Hybrid_0_0_-20_20_0_240_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 0.        5.234402 20.       20.        4.61432 ]
Suv_-20_0_0_0_0_80_20_450:gt ['-20', '0', '0', '0', '0']:pred [23.212116  0.        0.        0.        0.      ]
Suv_-20_20_-20_0_0_320_60_400:gt ['-20', '20', '-20', '0', '0']:pred [20.655943  18.290722  27.092169  24.201483   5.0679264]
Sedan2Door_0_20_0_0_0_80_20_450:gt ['0', '20', '0', '0', '0']:pred [ 3.0546775 20.         0.         0.         0.       ]
Suv_0_20_-20_20_0_160_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 0.       16.597834 20.       21.815628  0.      ]
Suv_0_20_-20_0_0_0_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 4.659241 20.       18.92779   0.        0.      ]
Sedan2Door_0_0_-20_0_0_0_60_400:gt ['0', '0', '-20', '0', '0']:pred [ 3.31696    5.515467  20.         0.         3.9671328]
Sedan2Door_-20_0_0_20_20_0_60_400:gt ['-20', '0', '0', '20', '20']:pred [19.35986  4.67558  0.      20.      22.93518]
Sedan2Door_0_20_0_20_20_240_60_450:gt ['0', '20', '0', '20', '20']:pred [ 4.041271 17.048538  0.       20.       23.370085]
Sedan2Door_-20_20_-20_20_0_240_60_400:gt ['-20', '20', '-20', '20', '0']:pred [19.365967  17.831518  20.        20.         3.9535377]
Hybrid_0_0_0_20_0_0_60_400:gt ['0', '0', '0', '20', '0']:pred [ 5.598055   7.2631483  0.        20.         3.2260735]
Hatchback_0_20_0_20_0_160_60_400:gt ['0', '20', '0', '20', '0']:pred [ 5.47668   14.655963   0.        18.933064   3.4684987]
Hybrid_0_20_-20_20_0_80_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 3.5927887 17.392937  20.        20.         7.8886414]
Hatchback_-20_0_0_20_20_160_20_450:gt ['-20', '0', '0', '20', '20']:pred [20.         4.3514667  0.        26.497604  20.       ]
Suv_0_0_-20_20_0_160_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 6.752364   3.5991793 20.        22.79342    4.408432 ]
Hatchback_-20_20_0_0_0_320_20_400:gt ['-20', '20', '0', '0', '0']:pred [21.457895  20.         6.017125   0.         2.6392307]
Sedan4Door_0_0_0_20_0_80_60_450:gt ['0', '0', '0', '20', '0']:pred [ 3.0194182  4.425764   5.281966  20.299273  12.167051 ]
Sedan2Door_0_0_0_20_0_80_20_400:gt ['0', '0', '0', '20', '0']:pred [ 3.6658459  0.         0.        20.         0.       ]
Hatchback_-20_20_0_0_20_240_60_400:gt ['-20', '20', '0', '0', '20']:pred [22.886337  18.704933   0.         6.2706084 19.83711  ]
Hatchback_-20_20_-20_0_0_320_60_450:gt ['-20', '20', '-20', '0', '0']:pred [17.371939  10.099517  22.178444  26.498156   3.5880437]
Suv_-20_0_-20_20_0_240_20_400:gt ['-20', '0', '-20', '20', '0']:pred [20.         3.4970016 20.        23.06001    2.520175 ]
Hybrid_0_20_0_20_20_160_60_400:gt ['0', '20', '0', '20', '20']:pred [ 7.0724545 18.267796   0.        20.        17.6668   ]
Sedan4Door_0_20_-20_0_0_160_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.        15.541947  20.         7.5224404  0.       ]
Hatchback_0_20_-20_0_20_0_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 3.7927213 20.        21.104439   0.        20.       ]
Hatchback_0_20_-20_0_20_240_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 6.4260206 17.643785  27.424429   8.0234785 17.665718 ]
Suv_-20_0_0_20_20_80_60_400:gt ['-20', '0', '0', '20', '20']:pred [18.978302   3.1069047  7.9908056 24.367458  13.145681 ]
Hybrid_-20_20_0_0_20_240_60_400:gt ['-20', '20', '0', '0', '20']:pred [17.385233 19.998058  0.        0.       17.747213]
Sedan2Door_0_20_0_20_0_320_20_400:gt ['0', '20', '0', '20', '0']:pred [ 3.5868864 20.         0.        20.         6.238845 ]
Hatchback_0_0_-20_0_0_160_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 0.         5.7526703 20.         7.7310624  0.       ]
Suv_-20_20_0_20_20_240_60_450:gt ['-20', '20', '0', '20', '20']:pred [21.310398 18.12439  19.387276 22.026636 17.187786]
Suv_-20_20_0_0_0_0_60_400:gt ['-20', '20', '0', '0', '0']:pred [16.280989  16.301136   3.8525329  0.         3.9988594]
