Sedan2Door_-20_20_0_20_0_160_60_450:gt ['-20', '20', '0', '20', '0']:pred [26.792864   6.47869    0.        31.790073   6.5915446]
Sedan4Door_0_20_0_0_20_240_20_400:gt ['0', '20', '0', '0', '20']:pred [ 0.       23.921246  0.       24.53498  32.700195]
Sedan2Door_-20_20_-20_20_20_240_20_400:gt ['-20', '20', '-20', '20', '20']:pred [20.       16.46056  20.       17.01468  20.274508]
Suv_0_0_-20_20_20_0_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 4.302474  0.       23.188879 20.       20.      ]
Sedan4Door_0_20_0_20_20_80_60_400:gt ['0', '20', '0', '20', '20']:pred [ 2.1480699 11.395985   7.671776  33.26124   36.546284 ]
Sedan4Door_0_20_-20_0_0_240_60_400:gt ['0', '20', '-20', '0', '0']:pred [10.426182   9.38678   34.426395   3.4854388 14.395834 ]
Sedan2Door_0_20_0_20_20_0_20_400:gt ['0', '20', '0', '20', '20']:pred [ 1.0228187 20.         0.        20.        20.       ]
Suv_-20_20_-20_20_0_240_20_450:gt ['-20', '20', '-20', '20', '0']:pred [20.       21.04639  20.       26.978134 12.695082]
Sedan2Door_0_20_0_0_20_160_20_450:gt ['0', '20', '0', '0', '20']:pred [ 0.       17.98499   0.       16.583809 20.      ]
Sedan4Door_0_0_0_20_20_0_60_400:gt ['0', '0', '0', '20', '20']:pred [ 2.8632467 20.179356   6.771648  17.523443  12.165464 ]
Sedan4Door_-20_0_0_20_20_80_60_450:gt ['-20', '0', '0', '20', '20']:pred [10.610473   2.5623841  2.6754925 36.773064  44.211178 ]
Hatchback_0_20_-20_20_20_80_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 3.4296894 15.382429  24.024338  10.155729  25.504452 ]
Sedan2Door_-20_20_-20_20_20_160_60_450:gt ['-20', '20', '-20', '20', '20']:pred [12.346198 28.345913 22.910822 11.928801 41.52337 ]
Hybrid_-20_0_-20_0_20_320_60_400:gt ['-20', '0', '-20', '0', '20']:pred [ 8.662154   0.        20.         0.         1.3876659]
Hatchback_-20_0_-20_0_0_240_60_450:gt ['-20', '0', '-20', '0', '0']:pred [22.460281  8.887721 19.541317 18.025736 31.347288]
Sedan2Door_-20_20_-20_0_20_80_60_400:gt ['-20', '20', '-20', '0', '20']:pred [ 5.958359   4.0657883  5.4247117 38.724953  18.131115 ]
Suv_0_20_-20_20_20_80_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 3.1768887  9.677128  11.216882  28.748825  42.423187 ]
Sedan4Door_0_0_0_20_20_0_20_400:gt ['0', '0', '0', '20', '20']:pred [ 2.654688  0.        5.816901 20.       20.      ]
Suv_0_0_-20_20_20_0_20_450:gt ['0', '0', '-20', '20', '20']:pred [ 1.582953  0.       21.679758 20.       20.      ]
Hybrid_-20_20_0_20_20_160_60_450:gt ['-20', '20', '0', '20', '20']:pred [ 7.9912734 13.342792  25.398176  24.83914   31.581116 ]
Sedan2Door_-20_20_0_0_20_160_60_450:gt ['-20', '20', '0', '0', '20']:pred [ 4.1865873 21.637186  11.786207  29.12366   25.184725 ]
Suv_-20_20_-20_0_0_80_60_450:gt ['-20', '20', '-20', '0', '0']:pred [16.67473  24.302221 14.872458 13.160012 16.96738 ]
Hatchback_0_0_0_20_0_240_60_450:gt ['0', '0', '0', '20', '0']:pred [20.345722   5.5361466  0.        35.0879    16.70708  ]
Sedan2Door_-20_20_-20_20_20_320_60_450:gt ['-20', '20', '-20', '20', '20']:pred [13.554606 43.158405 20.       20.       30.094128]
Sedan4Door_-20_20_-20_0_20_80_60_450:gt ['-20', '20', '-20', '0', '20']:pred [24.540611 11.183889  8.814854 50.190094 46.817944]
Sedan4Door_0_20_0_0_20_0_60_450:gt ['0', '20', '0', '0', '20']:pred [ 0.8856745 32.34795    9.687874  27.913006  35.662678 ]
Hatchback_0_0_0_0_20_80_20_450:gt ['0', '0', '0', '0', '20']:pred [ 1.4569206  0.         3.7012327  0.        20.       ]
Sedan4Door_0_20_-20_0_0_80_60_450:gt ['0', '20', '-20', '0', '0']:pred [ 7.217075 22.298122 29.910475 34.33671  10.226337]
Hatchback_0_20_0_20_20_80_60_450:gt ['0', '20', '0', '20', '20']:pred [ 2.9947846 10.729794   8.257544  10.062522  10.842169 ]
Suv_-20_20_-20_0_0_0_20_400:gt ['-20', '20', '-20', '0', '0']:pred [27.494888 20.       29.634624  0.        0.      ]
Hybrid_-20_0_-20_20_0_320_20_450:gt ['-20', '0', '-20', '20', '0']:pred [32.005173   0.        20.        20.         4.6669607]
Hybrid_0_0_-20_20_20_0_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 6.9019065  0.        20.        22.981417  13.812671 ]
Sedan4Door_0_20_0_0_20_240_60_450:gt ['0', '20', '0', '0', '20']:pred [ 5.543862 16.632204 14.651259 14.186849 32.638344]
Sedan2Door_0_20_-20_20_20_160_20_400:gt ['0', '20', '-20', '20', '20']:pred [11.395753 18.337227 19.489586 25.174036 47.910473]
Suv_-20_20_-20_20_0_240_20_400:gt ['-20', '20', '-20', '20', '0']:pred [20.        8.52141  20.       27.543201 10.200726]
Sedan2Door_0_20_0_0_20_0_60_450:gt ['0', '20', '0', '0', '20']:pred [ 1.9600682 17.400898  11.97095   19.579212  17.714235 ]
Sedan4Door_0_0_0_20_20_0_60_450:gt ['0', '0', '0', '20', '20']:pred [ 4.904401 19.6862    4.490163 26.422022 31.81092 ]
Hatchback_-20_20_0_0_0_80_60_400:gt ['-20', '20', '0', '0', '0']:pred [10.35128   11.713999   3.2782745 13.309815  43.285873 ]
Hybrid_-20_20_-20_20_20_240_60_450:gt ['-20', '20', '-20', '20', '20']:pred [28.02846  10.253956 20.       19.405159 24.056616]
Hatchback_-20_0_0_20_0_320_20_400:gt ['-20', '0', '0', '20', '0']:pred [14.101866   0.         6.8729806 20.        37.70504  ]
Hybrid_0_0_-20_0_0_240_60_450:gt ['0', '0', '-20', '0', '0']:pred [12.426426   2.9872208  7.1246443 21.007492  33.04792  ]
Suv_-20_20_-20_20_0_320_20_400:gt ['-20', '20', '-20', '20', '0']:pred [18.445957  20.        21.100552  20.         3.7089498]
Suv_-20_0_0_0_0_80_20_400:gt ['-20', '0', '0', '0', '0']:pred [41.436142   0.         2.8391833  0.         0.       ]
Sedan4Door_0_20_0_0_0_320_20_450:gt ['0', '20', '0', '0', '0']:pred [ 3.1040473 20.         1.9119225  0.        20.12008  ]
Sedan2Door_-20_0_0_20_20_0_20_450:gt ['-20', '0', '0', '20', '20']:pred [ 9.746197  0.        0.       20.       20.      ]
Hybrid_-20_20_-20_20_0_320_20_450:gt ['-20', '20', '-20', '20', '0']:pred [28.272877  20.         0.8622899 20.         2.5484252]
Sedan4Door_-20_20_0_0_0_320_20_450:gt ['-20', '20', '0', '0', '0']:pred [21.141659  20.         6.3495326  0.        14.939463 ]
Sedan2Door_-20_0_0_0_20_240_20_450:gt ['-20', '0', '0', '0', '20']:pred [20.         6.336353   0.         6.7254725 36.66594  ]
Hatchback_0_20_0_0_0_80_20_450:gt ['0', '20', '0', '0', '0']:pred [ 3.4533052 20.         4.6886196  0.         0.       ]
Sedan4Door_0_20_0_20_20_80_20_400:gt ['0', '20', '0', '20', '20']:pred [ 2.7077062 20.         7.872549  20.        20.       ]
Suv_0_0_0_20_0_80_20_450:gt ['0', '0', '0', '20', '0']:pred [ 0.4153849  0.         4.3763294 20.        11.611468 ]
Hatchback_0_20_0_0_0_160_20_450:gt ['0', '20', '0', '0', '0']:pred [ 0.       33.050976  0.       11.371585  0.      ]
Suv_0_20_-20_20_0_160_60_400:gt ['0', '20', '-20', '20', '0']:pred [32.681053 33.45485  20.       25.530056 17.725086]
Sedan4Door_0_20_-20_20_20_80_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 8.212237 20.       38.446163 20.       20.      ]
Sedan4Door_0_20_-20_20_0_160_60_400:gt ['0', '20', '-20', '20', '0']:pred [12.684016  20.895067   4.618757  31.11292    2.1383584]
Sedan4Door_0_0_0_20_0_160_20_450:gt ['0', '0', '0', '20', '0']:pred [ 0.        8.378361  0.       33.942036  0.      ]
Hatchback_-20_0_-20_0_0_80_20_400:gt ['-20', '0', '-20', '0', '0']:pred [17.631983  0.       25.117123  0.        0.      ]
Hatchback_-20_0_0_0_20_160_20_450:gt ['-20', '0', '0', '0', '20']:pred [20.       24.604753  0.        7.691998 20.      ]
Hatchback_-20_20_0_0_20_160_60_450:gt ['-20', '20', '0', '0', '20']:pred [16.673582 28.141941 10.642013 16.876179 27.251076]
Sedan2Door_0_20_0_0_0_80_20_450:gt ['0', '20', '0', '0', '0']:pred [ 1.1714485 20.         0.         0.         0.       ]
Sedan2Door_-20_20_0_20_20_80_60_400:gt ['-20', '20', '0', '20', '20']:pred [ 4.682385   7.7618937 21.029175  26.11208   36.344433 ]
Sedan2Door_-20_20_-20_20_20_80_60_450:gt ['-20', '20', '-20', '20', '20']:pred [20.107035 21.871866 14.6263   32.44449  19.596415]
Sedan4Door_-20_20_-20_0_20_240_20_400:gt ['-20', '20', '-20', '0', '20']:pred [20.       16.633455 20.       18.485397 34.21728 ]
Sedan2Door_0_0_0_0_0_240_60_400:gt ['0', '0', '0', '0', '0']:pred [ 8.496934  2.422624 10.370678 20.82215   8.323203]
Suv_0_20_-20_0_0_320_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 9.019302 20.       27.857475  0.       24.709578]
Hatchback_-20_0_-20_0_0_240_60_400:gt ['-20', '0', '-20', '0', '0']:pred [27.393976   3.9124756 22.827505  32.375015  18.781265 ]
Sedan4Door_-20_0_0_0_20_0_20_450:gt ['-20', '0', '0', '0', '20']:pred [26.101528  0.        3.227731  0.       20.      ]
Suv_0_20_0_20_20_320_20_450:gt ['0', '20', '0', '20', '20']:pred [ 3.2909267 20.         3.6521049 20.        11.476994 ]
Sedan4Door_0_0_-20_20_0_80_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 1.2947614  3.6530046 15.492264  52.9088    29.067068 ]
Sedan4Door_0_0_0_20_0_80_60_400:gt ['0', '0', '0', '20', '0']:pred [ 0.9222985  4.3484473  1.0658879 42.307323  41.036995 ]
Hybrid_-20_0_0_20_20_0_60_400:gt ['-20', '0', '0', '20', '20']:pred [ 9.55587  16.225475 13.281821 11.253743  9.740182]
Hatchback_-20_20_-20_20_0_240_60_400:gt ['-20', '20', '-20', '20', '0']:pred [ 5.955661   7.5267677 23.445494  38.65106   36.553883 ]
Hatchback_-20_20_0_0_20_320_60_450:gt ['-20', '20', '0', '0', '20']:pred [11.123936  29.898136   5.0916214  0.        15.311208 ]
Sedan2Door_-20_0_-20_20_0_80_20_450:gt ['-20', '0', '-20', '20', '0']:pred [10.636032  0.       10.557391 20.        0.      ]
Sedan2Door_-20_0_0_0_0_0_60_400:gt ['-20', '0', '0', '0', '0']:pred [10.014548 14.832716 34.61324   8.972574  3.399586]
Hatchback_0_0_-20_0_0_0_60_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.9828682 14.127307  26.503502   9.813959   7.8987103]
Sedan4Door_0_0_-20_0_20_320_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 1.1843483 22.813349  12.25718   20.38892    9.722495 ]
Suv_0_20_0_0_20_0_60_450:gt ['0', '20', '0', '0', '20']:pred [ 3.2018454  9.624396   3.4251451 25.486744  25.976547 ]
Sedan2Door_-20_0_-20_20_0_320_20_450:gt ['-20', '0', '-20', '20', '0']:pred [20.653324   0.        20.        20.         1.8211745]
Hybrid_0_20_-20_20_0_160_60_450:gt ['0', '20', '-20', '20', '0']:pred [23.928495 29.597256 20.       17.084354 13.851099]
Sedan2Door_0_20_-20_20_20_0_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 1.8181822 20.        20.        20.        20.       ]
Hatchback_-20_0_0_20_0_0_60_450:gt ['-20', '0', '0', '20', '0']:pred [ 2.3226388 20.369354   4.6342306 16.475225   2.0391252]
Hatchback_0_20_0_0_20_320_60_450:gt ['0', '20', '0', '0', '20']:pred [ 2.8826482 37.03943    7.37409   28.747906   9.661001 ]
Sedan4Door_-20_20_-20_20_20_0_60_400:gt ['-20', '20', '-20', '20', '20']:pred [10.814885 26.803598 31.84943  23.991493 34.14401 ]
Sedan2Door_0_0_-20_20_0_320_20_450:gt ['0', '0', '-20', '20', '0']:pred [18.87881   0.       20.       20.        3.145152]
Sedan4Door_-20_20_-20_0_0_160_60_450:gt ['-20', '20', '-20', '0', '0']:pred [19.622025 19.29951  20.       33.47643  18.65413 ]
Sedan4Door_0_0_0_20_0_80_20_450:gt ['0', '0', '0', '20', '0']:pred [ 0.6832593  0.         0.8636128 20.         5.5013866]
Suv_0_0_0_0_20_160_20_400:gt ['0', '0', '0', '0', '20']:pred [ 0.       21.337156 22.196716 26.914772 52.385296]
Hybrid_0_0_0_20_20_160_20_400:gt ['0', '0', '0', '20', '20']:pred [ 0.       27.257685  0.       20.       20.      ]
Suv_0_20_-20_0_20_240_60_400:gt ['0', '20', '-20', '0', '20']:pred [14.907619 15.814533 24.082132 29.213566 32.249702]
Sedan2Door_-20_0_-20_20_0_240_60_450:gt ['-20', '0', '-20', '20', '0']:pred [16.700323   3.2596812  7.3908052 10.886762  27.513332 ]
Hatchback_-20_20_-20_20_0_320_60_450:gt ['-20', '20', '-20', '20', '0']:pred [ 6.0953627 42.079422  29.617281  25.399391   8.512101 ]
Sedan2Door_0_20_-20_20_20_80_60_400:gt ['0', '20', '-20', '20', '20']:pred [ 3.8278015  3.3841138  3.3921402 10.5227995 51.944115 ]
Suv_-20_20_0_20_0_160_20_450:gt ['-20', '20', '0', '20', '0']:pred [20.       18.967056  0.       13.4418    0.      ]
Sedan2Door_0_0_0_20_0_160_60_400:gt ['0', '0', '0', '20', '0']:pred [ 6.4098988 10.0871935 11.5154295  8.176097  11.409589 ]
Sedan2Door_-20_20_-20_20_20_0_20_450:gt ['-20', '20', '-20', '20', '20']:pred [15.2402525 20.        20.        20.        20.       ]
Hatchback_0_0_0_0_20_320_60_450:gt ['0', '0', '0', '0', '20']:pred [ 4.10051    20.186579    0.83413965 22.930365   37.743073  ]
Hybrid_-20_20_0_0_20_160_60_450:gt ['-20', '20', '0', '0', '20']:pred [24.474583 15.365644 21.306171 17.341488 28.852564]
Hybrid_-20_0_-20_0_20_320_60_450:gt ['-20', '0', '-20', '0', '20']:pred [14.2793045 31.664003  20.         0.        18.845068 ]
Sedan2Door_-20_20_0_0_0_0_20_450:gt ['-20', '20', '0', '0', '0']:pred [15.914616 20.        0.        0.        0.      ]
Sedan4Door_-20_20_-20_20_20_0_60_450:gt ['-20', '20', '-20', '20', '20']:pred [22.81837  19.456953 42.001316 34.419334 25.713469]
Hybrid_0_0_0_0_0_320_60_450:gt ['0', '0', '0', '0', '0']:pred [ 3.564566  0.        0.        0.       15.869962]
Sedan2Door_-20_20_-20_20_0_160_60_400:gt ['-20', '20', '-20', '20', '0']:pred [31.205856 28.122124 20.       23.342634 12.30854 ]
Suv_0_20_-20_20_0_0_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 6.6598516 20.         4.923215  20.         0.       ]
Sedan4Door_0_20_0_0_20_80_60_400:gt ['0', '20', '0', '0', '20']:pred [ 0.7977556   1.1165824   0.58330107 17.52445    10.252213  ]
Suv_-20_20_-20_0_20_80_60_400:gt ['-20', '20', '-20', '0', '20']:pred [15.237933  17.9278    38.393867   8.8405285 30.75623  ]
Hatchback_0_20_0_0_20_0_20_400:gt ['0', '20', '0', '0', '20']:pred [ 0.50980395 20.          0.7433684   0.         20.        ]
Hybrid_0_0_-20_0_0_0_60_400:gt ['0', '0', '-20', '0', '0']:pred [ 1.6693864  0.        20.         0.        22.115091 ]
Hatchback_0_20_-20_20_0_0_60_400:gt ['0', '20', '-20', '20', '0']:pred [ 2.071315 23.276335 28.827364 18.37564  43.684967]
Sedan4Door_-20_20_-20_0_0_80_20_400:gt ['-20', '20', '-20', '0', '0']:pred [22.804188 20.       30.458206  0.        0.      ]
Sedan2Door_0_0_0_0_0_320_20_400:gt ['0', '0', '0', '0', '0']:pred [3.2678611 0.        0.92049   0.        3.6220183]
Sedan4Door_-20_20_-20_20_20_240_20_450:gt ['-20', '20', '-20', '20', '20']:pred [20.       21.594654 20.       34.113663 33.54274 ]
Sedan4Door_0_20_-20_20_0_320_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 8.317991 20.       22.5822   20.       15.224596]
Sedan4Door_-20_20_-20_0_0_320_60_400:gt ['-20', '20', '-20', '0', '0']:pred [20.267332 35.21     18.680841 30.548275 19.469276]
Sedan4Door_0_20_-20_0_0_240_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 0.       24.454859 20.       23.367702 40.64796 ]
Hatchback_0_0_0_0_0_0_60_450:gt ['0', '0', '0', '0', '0']:pred [ 1.9097998 35.21581    5.5725794  0.        31.64712  ]
Hatchback_-20_20_0_20_0_160_20_450:gt ['-20', '20', '0', '20', '0']:pred [20.       24.866196  0.        5.643264  0.      ]
Hatchback_0_20_-20_0_20_160_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.       27.845938 20.       18.471191 20.      ]
Suv_0_0_-20_20_20_0_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 7.5018005 14.969261  48.935696  30.344961  23.020449 ]
Hybrid_-20_0_-20_0_20_160_20_450:gt ['-20', '0', '-20', '0', '20']:pred [20.       14.274717 20.        0.       20.      ]
Sedan2Door_0_0_-20_0_20_320_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 0.5663036 39.041832   3.5700321 25.65608    7.900873 ]
Sedan2Door_-20_0_-20_20_20_240_20_450:gt ['-20', '0', '-20', '20', '20']:pred [20.         3.1122537 20.        24.460634  28.100103 ]
Hatchback_0_20_-20_20_20_320_60_450:gt ['0', '20', '-20', '20', '20']:pred [ 2.3562016 36.171818  20.951982  51.538612  26.229237 ]
Hatchback_0_20_-20_0_0_160_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 5.4830637 25.900593  12.9464855 18.426975  44.624622 ]
Sedan2Door_-20_0_-20_0_0_80_60_400:gt ['-20', '0', '-20', '0', '0']:pred [11.2892275  7.4769683 11.24079   29.241987  26.793917 ]
Hatchback_-20_0_-20_0_0_0_60_400:gt ['-20', '0', '-20', '0', '0']:pred [ 6.9101987 16.267786  18.817654   0.         7.8940873]
Hybrid_-20_0_-20_20_20_240_20_450:gt ['-20', '0', '-20', '20', '20']:pred [20.        3.949863 20.        7.353712 43.87714 ]
Suv_0_20_0_20_20_0_20_450:gt ['0', '20', '0', '20', '20']:pred [ 2.2721593 20.         2.9775658 20.        20.       ]
Hatchback_-20_0_0_0_20_0_20_450:gt ['-20', '0', '0', '0', '20']:pred [25.017187  0.        1.134783  0.       20.      ]
Hatchback_0_20_0_20_20_320_20_450:gt ['0', '20', '0', '20', '20']:pred [ 3.565373  20.         3.9277997 20.        28.296255 ]
Hybrid_0_20_-20_0_20_160_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.      32.69853 20.       0.      20.     ]
Suv_-20_0_-20_0_20_160_60_450:gt ['-20', '0', '-20', '0', '20']:pred [ 6.508047 13.182014 20.       29.331331 10.18575 ]
Suv_0_20_0_20_0_320_60_450:gt ['0', '20', '0', '20', '0']:pred [ 5.937301  20.780699   6.3248324  9.337398   5.028055 ]
Hybrid_0_20_-20_0_20_160_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 7.7111864 22.362576   4.70096    9.395274  42.593002 ]
Sedan2Door_0_20_-20_20_20_160_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 0.       14.116393 20.       10.019546 20.      ]
Suv_0_20_-20_20_0_320_60_450:gt ['0', '20', '-20', '20', '0']:pred [ 5.6272063 24.979874  14.393993  35.764      6.9379034]
Hatchback_-20_0_-20_20_20_320_60_400:gt ['-20', '0', '-20', '20', '20']:pred [10.9815   22.406614 26.836658 28.017605 31.949419]
Suv_-20_20_-20_0_20_240_60_400:gt ['-20', '20', '-20', '0', '20']:pred [13.8188925 17.168955  28.360323  17.09261   17.577671 ]
Sedan2Door_-20_0_-20_0_0_320_20_450:gt ['-20', '0', '-20', '0', '0']:pred [8.119293  0.        2.6233938 0.        3.2412496]
Hybrid_0_20_-20_0_20_0_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 2.3590224 20.        20.         0.        20.       ]
Suv_-20_20_-20_20_0_160_60_450:gt ['-20', '20', '-20', '20', '0']:pred [31.926998 29.011007 14.976327 30.573084  4.722973]
Hatchback_0_0_-20_0_0_80_60_400:gt ['0', '0', '-20', '0', '0']:pred [ 1.9647843 12.581022   9.265421  34.726295  15.472457 ]
Sedan2Door_-20_0_-20_0_20_320_20_450:gt ['-20', '0', '-20', '0', '20']:pred [22.021824   0.         3.1195354  0.        30.106037 ]
Sedan4Door_0_0_0_0_0_320_60_400:gt ['0', '0', '0', '0', '0']:pred [ 3.0434487  0.         8.873074   6.0389233 19.674019 ]
Suv_-20_0_0_20_20_320_20_450:gt ['-20', '0', '0', '20', '20']:pred [15.597795   0.         1.8279986 20.        30.53013  ]
Sedan2Door_-20_20_-20_0_0_320_20_400:gt ['-20', '20', '-20', '0', '0']:pred [31.678616 20.       20.        0.       12.691756]
Suv_0_20_-20_0_0_80_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 0.9762831 20.        26.503635  14.259148   1.6042718]
Sedan4Door_-20_0_-20_20_20_240_20_400:gt ['-20', '0', '-20', '20', '20']:pred [20.       25.067614 25.305042 33.846634 21.162725]
Suv_-20_0_-20_0_0_160_20_400:gt ['-20', '0', '-20', '0', '0']:pred [20.         3.0277867  6.2218375  4.9940844  0.       ]
Suv_-20_20_-20_0_0_240_60_450:gt ['-20', '20', '-20', '0', '0']:pred [28.802158  19.48862   11.865749  18.936642   1.0168573]
Sedan2Door_0_0_0_0_20_0_60_450:gt ['0', '0', '0', '0', '20']:pred [ 3.8490968 10.205499   9.138695   5.7471924 32.36641  ]
Suv_0_0_-20_0_0_240_60_400:gt ['0', '0', '-20', '0', '0']:pred [ 8.4004     9.722505  20.         9.683798   1.4526569]
Suv_0_0_0_0_0_0_60_400:gt ['0', '0', '0', '0', '0']:pred [ 5.1695004 21.029743   8.949311  18.4352     5.5776033]
Hatchback_-20_20_-20_0_20_0_20_400:gt ['-20', '20', '-20', '0', '20']:pred [14.573928 20.       20.889242  0.       20.      ]
Suv_-20_0_0_0_0_0_60_400:gt ['-20', '0', '0', '0', '0']:pred [10.228983    0.          5.6060123   6.5207043   0.65232134]
Sedan2Door_0_20_0_20_0_80_60_400:gt ['0', '20', '0', '20', '0']:pred [ 9.921395 14.407689 12.705681 30.62267  36.864887]
Hybrid_-20_0_0_20_0_80_20_400:gt ['-20', '0', '0', '20', '0']:pred [12.168815  0.        0.       20.        0.      ]
Sedan2Door_0_0_-20_0_20_240_20_450:gt ['0', '0', '-20', '0', '20']:pred [ 0.         6.1897535 20.        22.331936  26.927519 ]
Hatchback_0_20_0_20_0_160_60_400:gt ['0', '20', '0', '20', '0']:pred [19.832014 12.007755 19.71225  11.67167  40.354153]
Sedan2Door_0_0_-20_20_0_240_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 3.7261531  2.6740294  6.2073936 15.0001     2.6107168]
Sedan4Door_0_0_-20_20_0_0_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 1.5998545  0.         9.711507  20.         0.       ]
Hatchback_0_20_0_0_0_240_60_400:gt ['0', '20', '0', '0', '0']:pred [28.95472   8.646853  0.        6.194169  6.625007]
Sedan2Door_0_20_0_0_20_320_20_450:gt ['0', '20', '0', '0', '20']:pred [ 8.756722  20.         0.         0.         6.2976727]
Sedan2Door_0_0_-20_0_20_240_60_450:gt ['0', '0', '-20', '0', '20']:pred [21.899944  9.32898  24.717304 29.393421 18.757397]
Sedan2Door_-20_20_0_0_0_240_60_400:gt ['-20', '20', '0', '0', '0']:pred [15.2306    7.414243  0.       39.047565 15.990752]
Suv_0_20_-20_0_0_0_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 5.452341 20.       18.165459  0.        0.      ]
Hatchback_0_0_0_20_20_320_20_400:gt ['0', '0', '0', '20', '20']:pred [ 3.6494346  0.         1.6707958 20.        33.13956  ]
Hybrid_-20_20_0_20_0_240_20_450:gt ['-20', '20', '0', '20', '0']:pred [20.       10.864098  0.       19.3541    6.271169]
Sedan2Door_0_0_-20_0_0_0_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 3.5034316  0.        20.         0.         0.       ]
Hybrid_0_20_0_20_0_0_20_450:gt ['0', '20', '0', '20', '0']:pred [ 1.590797 20.        0.       20.        0.      ]
