7dac31838b627748eb631ba05bd8dfe_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [13.406195 21.326334 20.       20.       40.      ]
d72ffa185738bccd10b75223b5be6dbb_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [27.172266 20.146572 20.       20.       40.      ]
923007b377bb1cab473f10e6caaeca56_20_20_40_40_20_240_80_400:gt ['20', '20', '40', '40', '20']:pred [32.488514 15.758935 40.       40.       20.      ]
ffe0a5b165461eb66a2345809e2bb169_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [33.017323 45.14617  14.413317 20.       40.      ]
9c827e532de4967285089a13cc567dbd_40_40_20_40_40_80_40_400:gt ['40', '40', '20', '40', '40']:pred [11.618736 30.325703 20.       40.       40.      ]
a115d534edec6f89afe1d4530f4c6e24_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [23.760643 12.233622 40.       20.       40.      ]
ffe0a5b165461eb66a2345809e2bb169_40_20_40_40_40_160_40_400:gt ['40', '20', '40', '40', '40']:pred [40.       38.410877 40.       37.507618 10.84196 ]
9c827e532de4967285089a13cc567dbd_40_40_20_40_40_240_80_400:gt ['40', '40', '20', '40', '40']:pred [25.26856  26.405897 20.       40.       40.      ]
7dac31838b627748eb631ba05bd8dfe_40_20_20_20_40_240_40_400:gt ['40', '20', '20', '20', '40']:pred [40.         1.5669191 20.        20.        40.       ]
c4941d6a2266813c3a2b1a2e5e169910_20_20_40_20_20_240_40_400:gt ['20', '20', '40', '20', '20']:pred [20.        27.075932  40.        20.         3.1614223]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_40_20_40_80_40_400:gt ['40', '40', '40', '20', '40']:pred [29.5355   13.424906 40.       20.       40.      ]
86c8a3137a716d70e742b0b5e87bec54_20_40_40_40_20_80_40_400:gt ['20', '40', '40', '40', '20']:pred [28.41115  38.438347 21.138485 40.       20.      ]
cde88b5900e8dfba725a7749daae1afa_40_40_20_20_40_240_40_400:gt ['40', '40', '20', '20', '40']:pred [40.       11.340187 20.       20.       40.      ]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_20_40_40_80_40_400:gt ['20', '20', '20', '40', '40']:pred [26.375912 32.706158 23.438478 40.       40.      ]
7c46bfff2f90f11044592db9be5db5c8_20_40_40_40_20_80_40_400:gt ['20', '40', '40', '40', '20']:pred [14.811557 27.98597  40.       40.       20.      ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [32.600544 16.144665 20.       20.       20.65259 ]
9d2b7938d426633b28044fe9244db50a_20_20_20_40_40_160_80_400:gt ['20', '20', '20', '40', '40']:pred [20. 20. 20. 40. 40.]
d0cf2f187acda5736be7348aa770e4ca_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [20.         7.1694503 20.         1.6158737 40.       ]
7ccdf7bc2af0b068e43ab89cb5563740_20_20_40_20_40_80_40_400:gt ['20', '20', '40', '20', '40']:pred [16.18016  15.849775 14.44813  20.       40.      ]
70e27da90dec2de49604bf8c981ad1eb_40_40_40_40_40_80_80_400:gt ['40', '40', '40', '40', '40']:pred [14.27681    7.9615197 40.        40.        40.       ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_40_40_20_20_160_40_400:gt ['40', '40', '40', '20', '20']:pred [40.       32.837067 40.       20.       20.      ]
a88d69e53a01aab9ff1370452e3a0154_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [ 7.3042164 18.90557    1.6905473 27.192198  20.       ]
923007b377bb1cab473f10e6caaeca56_40_20_20_20_20_80_80_400:gt ['40', '20', '20', '20', '20']:pred [18.359253   3.5643494 20.        20.        20.       ]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_40_40_40_80_40_400:gt ['20', '40', '40', '40', '40']:pred [16.901274 34.698845 40.       40.       40.      ]
5e87b04efd58cc8922412d2a728de1d5_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [24.326334  4.329329  5.088211 49.402245 20.      ]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_20_20_40_240_40_400:gt ['20', '40', '20', '20', '40']:pred [20.        1.26927  20.        3.183882  9.410312]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_40_40_40_40_160_40_400:gt ['40', '40', '40', '40', '40']:pred [40.       45.112816 40.       32.39254  23.579233]
fabcb04fc015f822ca8bf2993ca245b_20_20_40_20_20_160_80_400:gt ['20', '20', '40', '20', '20']:pred [16.575766 24.458551 27.95544  24.458694 20.764894]
a387407d49e209fdeea60824a43a0b_40_20_20_20_40_240_40_400:gt ['40', '20', '20', '20', '40']:pred [40.        14.880479  20.        20.         6.0645742]
12f2905dc029f59a2479fbc7da5ed22b_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [25.061033   2.4286723 20.        40.        16.55392  ]
a51b3b0cbd9c24f3a7fd25564c2e888e_40_20_20_20_20_80_80_400:gt ['40', '20', '20', '20', '20']:pred [22.727009  9.219615 20.       20.       20.      ]
7c46bfff2f90f11044592db9be5db5c8_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [15.029934 31.39531  20.       40.       20.      ]
7c46bfff2f90f11044592db9be5db5c8_40_20_40_40_20_160_80_400:gt ['40', '20', '40', '40', '20']:pred [31.542631 25.140184 40.       40.       22.710304]
7c46bfff2f90f11044592db9be5db5c8_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [31.89998  28.040775 20.       40.       26.550888]
4458ed2a746e61a3b11647ffa4306609_40_20_40_20_40_240_80_400:gt ['40', '20', '40', '20', '40']:pred [26.022198 18.295004 40.       20.       40.      ]
a88d69e53a01aab9ff1370452e3a0154_40_20_20_20_40_160_40_400:gt ['40', '20', '20', '20', '40']:pred [40.        12.488581  20.        10.83102   13.2113085]
216d910f71942f205df3c6413d40ccb2_40_20_40_20_40_240_80_400:gt ['40', '20', '40', '20', '40']:pred [25.79995 26.71517 40.      20.      40.     ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_20_20_20_40_240_80_400:gt ['20', '20', '20', '20', '40']:pred [29.83112  33.629944 20.       20.       11.636204]
aa9f41bc3925ffc4be9358e8c18dc481_40_20_40_40_40_80_80_400:gt ['40', '20', '40', '40', '40']:pred [ 6.392925   7.9374933 40.        40.        40.       ]
4f17af1ca7ae689d409b2c4484d833cc_40_20_20_20_40_240_80_400:gt ['40', '20', '20', '20', '40']:pred [25.817907   5.8306603 20.        20.        14.999181 ]
ffe0a5b165461eb66a2345809e2bb169_20_40_20_40_40_80_80_400:gt ['20', '40', '20', '40', '40']:pred [24.01653    6.562421   1.0680107 30.393244  40.       ]
2f7cf2c2d170e3c936f37029483b3e41_20_20_20_20_40_240_40_400:gt ['20', '20', '20', '20', '40']:pred [20.          0.88728446 20.         20.         11.349871  ]
2f7cf2c2d170e3c936f37029483b3e41_20_40_40_20_40_80_40_400:gt ['20', '40', '40', '20', '40']:pred [27.52148 43.67177 40.      20.      40.     ]
12f2905dc029f59a2479fbc7da5ed22b_40_20_20_20_40_160_40_400:gt ['40', '20', '20', '20', '40']:pred [40.      16.45331 20.      20.      18.57988]
d2592adba4e8e62648368c1a2f71c5f3_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [20.045713 29.844498 25.405361 43.153976 21.032785]
9d2b7938d426633b28044fe9244db50a_40_20_20_20_20_80_40_400:gt ['40', '20', '20', '20', '20']:pred [40. 20. 20. 20. 20.]
923007b377bb1cab473f10e6caaeca56_20_20_40_20_40_240_80_400:gt ['20', '20', '40', '20', '40']:pred [35.23891  33.856743 40.       20.       40.      ]
5ec3322293a39816ad7e7cea4034d226_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [40.         1.7682792 40.        20.         0.0451525]
4458ed2a746e61a3b11647ffa4306609_20_40_20_20_20_80_80_400:gt ['20', '40', '20', '20', '20']:pred [22.999329 34.617165 20.       20.       20.      ]
d0cf2f187acda5736be7348aa770e4ca_20_40_20_20_40_240_80_400:gt ['20', '40', '20', '20', '40']:pred [25.383257 16.913895  7.122549  6.06444  40.      ]
4f17af1ca7ae689d409b2c4484d833cc_20_40_40_20_20_80_40_400:gt ['20', '40', '40', '20', '20']:pred [10.092891   0.9925555 40.        20.        20.       ]
cde88b5900e8dfba725a7749daae1afa_40_20_40_40_40_240_80_400:gt ['40', '20', '40', '40', '40']:pred [29.513355  7.317032 40.       40.       40.      ]
a387407d49e209fdeea60824a43a0b_20_20_40_40_20_80_40_400:gt ['20', '20', '40', '40', '20']:pred [30.48627  47.942432 25.16239  40.       20.      ]
12f2905dc029f59a2479fbc7da5ed22b_20_40_40_20_20_80_40_400:gt ['20', '40', '40', '20', '20']:pred [21.8755     1.4703242 40.        20.        20.       ]
70e27da90dec2de49604bf8c981ad1eb_20_20_20_20_40_80_80_400:gt ['20', '20', '20', '20', '40']:pred [10.215778 37.035637 20.       20.       40.      ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_40_40_20_40_240_80_400:gt ['40', '40', '40', '20', '40']:pred [39.878876 34.28928  19.370058 38.839813 31.002077]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_40_20_40_20_240_40_400:gt ['40', '40', '20', '40', '20']:pred [40.       21.918886 20.       40.        5.273823]
216d910f71942f205df3c6413d40ccb2_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [29.355602 34.88594  40.       40.       20.      ]
12f2905dc029f59a2479fbc7da5ed22b_20_20_20_20_20_160_80_400:gt ['20', '20', '20', '20', '20']:pred [11.304651  8.404809 20.       20.       12.470975]
a115d534edec6f89afe1d4530f4c6e24_20_20_20_20_40_80_80_400:gt ['20', '20', '20', '20', '40']:pred [27.420916  2.900844 20.       20.       40.      ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_20_40_20_20_80_40_400:gt ['20', '20', '40', '20', '20']:pred [20.     34.3569 40.     20.     20.    ]
5ec3322293a39816ad7e7cea4034d226_40_40_20_20_20_80_80_400:gt ['40', '40', '20', '20', '20']:pred [33.143097 32.454464 20.       20.       20.      ]
4458ed2a746e61a3b11647ffa4306609_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [40.       19.809511 40.       20.       40.      ]
4ac021653126a29e98618a1ba17f086b_40_20_40_40_20_160_80_400:gt ['40', '20', '40', '40', '20']:pred [21.254374 24.954767 40.       40.       30.377851]
7ccdf7bc2af0b068e43ab89cb5563740_40_40_40_40_40_160_40_400:gt ['40', '40', '40', '40', '40']:pred [40.       20.923998 40.       36.923187 18.81116 ]
aa9f41bc3925ffc4be9358e8c18dc481_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [40.       21.872948 20.       20.       40.      ]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [40.       20.       40.       40.       35.757805]
2f7cf2c2d170e3c936f37029483b3e41_40_40_40_40_20_80_80_400:gt ['40', '40', '40', '40', '20']:pred [29.453989 34.32736  40.       40.       20.      ]
7c46bfff2f90f11044592db9be5db5c8_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [11.336472 27.458397 20.       20.       40.      ]
4ac021653126a29e98618a1ba17f086b_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [20.        35.899197  20.        40.         7.0844584]
9c827e532de4967285089a13cc567dbd_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [ 6.9014034  9.230882  40.        20.        40.       ]
6265f0745d3f40546bcd32c43682e841_40_20_40_20_20_160_40_400:gt ['40', '20', '40', '20', '20']:pred [40.       30.205204 40.       20.       20.      ]
2f7cf2c2d170e3c936f37029483b3e41_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [40.       31.879704 40.       40.       17.692686]
216d910f71942f205df3c6413d40ccb2_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [16.628954 13.992431 20.       40.       20.      ]
7ccdf7bc2af0b068e43ab89cb5563740_20_40_40_20_20_160_40_400:gt ['20', '40', '40', '20', '20']:pred [20.       29.793142 40.       39.59558  19.379858]
a115d534edec6f89afe1d4530f4c6e24_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [20.575905   5.2078495 20.        20.        21.55435  ]
fabcb04fc015f822ca8bf2993ca245b_20_20_40_40_40_240_80_400:gt ['20', '20', '40', '40', '40']:pred [25.208097 11.268193 21.84174  43.909817 19.160309]
fabcb04fc015f822ca8bf2993ca245b_40_20_20_40_40_240_40_400:gt ['40', '20', '20', '40', '40']:pred [40.       16.239986 20.       40.       17.90685 ]
b9786e1b059a1712ca92a4cdad802b45_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [40.         7.2862053 40.        20.        19.025463 ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_40_20_20_240_40_400:gt ['40', '20', '40', '20', '20']:pred [40.       17.105753 40.       20.        5.249668]
d72ffa185738bccd10b75223b5be6dbb_20_40_40_40_40_80_40_400:gt ['20', '40', '40', '40', '40']:pred [22.805607 30.395912 40.       40.       40.      ]
1a64bf1e658652ddb11647ffa4306609_20_20_40_20_40_240_40_400:gt ['20', '20', '40', '20', '40']:pred [20.        5.259168 40.       20.       16.52637 ]
d2592adba4e8e62648368c1a2f71c5f3_40_20_40_40_40_80_40_400:gt ['40', '20', '40', '40', '40']:pred [31.788128   5.1678486 11.686993  40.        40.       ]
c4941d6a2266813c3a2b1a2e5e169910_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [12.667981  2.272391 20.       20.       40.      ]
fa1b3bcdbda309a439cc19d48e3f4f5_20_40_40_20_20_80_80_400:gt ['20', '40', '40', '20', '20']:pred [33.75441   5.815156 40.       20.       20.      ]
7dac31838b627748eb631ba05bd8dfe_20_20_20_40_20_240_40_400:gt ['20', '20', '20', '40', '20']:pred [20.         1.6825917 20.        40.        20.       ]
923007b377bb1cab473f10e6caaeca56_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [16.802032 10.504862 40.       40.       40.      ]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_20_20_20_240_40_400:gt ['40', '40', '20', '20', '20']:pred [40.        9.178276 20.       18.968699 10.594883]
9d2b7938d426633b28044fe9244db50a_40_40_20_20_40_240_40_400:gt ['40', '40', '20', '20', '40']:pred [40. 40. 20. 20. 40.]
a387407d49e209fdeea60824a43a0b_40_40_20_40_20_240_40_400:gt ['40', '40', '20', '40', '20']:pred [40.        6.419371 20.       26.160744  7.608774]
a88d69e53a01aab9ff1370452e3a0154_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [16.256466 29.7735    4.311656 40.       20.      ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [24.531914   3.0162778 20.        40.        40.       ]
d2592adba4e8e62648368c1a2f71c5f3_40_40_20_40_40_160_40_400:gt ['40', '40', '20', '40', '40']:pred [40.       24.250307 20.       31.545109 31.031586]
a88d69e53a01aab9ff1370452e3a0154_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [20.        11.8147335 20.        22.72546    7.1432543]
4f17af1ca7ae689d409b2c4484d833cc_40_20_20_40_40_160_40_400:gt ['40', '20', '20', '40', '40']:pred [40.        15.172264  20.        40.        14.8246975]
c61ec8875746ab78227375499b768057_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [24.17956    1.3213387 20.        40.        20.       ]
d0cf2f187acda5736be7348aa770e4ca_40_20_20_40_20_160_80_400:gt ['40', '20', '20', '40', '20']:pred [20.462051  12.112959   2.7209287 29.64827   20.       ]
923007b377bb1cab473f10e6caaeca56_20_40_20_20_20_160_40_400:gt ['20', '40', '20', '20', '20']:pred [20.       25.258118 20.       20.       20.      ]
6265f0745d3f40546bcd32c43682e841_20_40_40_20_40_240_80_400:gt ['20', '40', '40', '20', '40']:pred [25.667507 30.802141 40.       20.       40.      ]
9d2b7938d426633b28044fe9244db50a_40_40_40_40_40_80_40_400:gt ['40', '40', '40', '40', '40']:pred [40. 40. 40. 40. 40.]
a387407d49e209fdeea60824a43a0b_40_40_20_20_40_80_80_400:gt ['40', '40', '20', '20', '40']:pred [30.118603 21.675436  8.118328 41.76016  40.      ]
b9786e1b059a1712ca92a4cdad802b45_20_20_40_20_40_160_80_400:gt ['20', '20', '40', '20', '40']:pred [23.322369 16.63815  40.       20.       25.173275]
425ba801e904cb50f3aaed7e86215c7b_40_40_40_20_40_240_80_400:gt ['40', '40', '40', '20', '40']:pred [18.407497  9.836815 40.       20.       31.163725]
1790131f5f74b1ed973aff268eb6b00c_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [23.841951   8.778228   6.4153147 21.943064  20.       ]
923007b377bb1cab473f10e6caaeca56_40_40_20_40_40_80_80_400:gt ['40', '40', '20', '40', '40']:pred [28.334692  9.660322 20.       40.       40.      ]
4458ed2a746e61a3b11647ffa4306609_40_20_40_40_20_160_40_400:gt ['40', '20', '40', '40', '20']:pred [40.       20.231516 40.       40.       20.      ]
a115d534edec6f89afe1d4530f4c6e24_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [13.866795 17.501354 20.       20.       25.69118 ]
4ac021653126a29e98618a1ba17f086b_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [40.       30.621038 40.       40.       35.605423]
9c827e532de4967285089a13cc567dbd_20_20_20_40_20_80_40_400:gt ['20', '20', '20', '40', '20']:pred [ 2.6868002 12.546788  20.        40.        20.       ]
7dac31838b627748eb631ba05bd8dfe_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [16.756609 16.862753 20.       20.       20.      ]
1790131f5f74b1ed973aff268eb6b00c_40_40_20_40_20_240_40_400:gt ['40', '40', '20', '40', '20']:pred [40.        7.213854 20.        8.803216 20.      ]
7ccdf7bc2af0b068e43ab89cb5563740_40_20_20_20_20_160_80_400:gt ['40', '20', '20', '20', '20']:pred [14.710939 17.370794 25.660107 17.68484  22.4617  ]
5e87b04efd58cc8922412d2a728de1d5_20_20_20_40_20_80_40_400:gt ['20', '20', '20', '40', '20']:pred [22.943043 23.812151 10.97136  40.       20.      ]
9d2b7938d426633b28044fe9244db50a_20_20_20_40_40_160_40_400:gt ['20', '20', '20', '40', '40']:pred [20. 20. 20. 40. 40.]
aa9f41bc3925ffc4be9358e8c18dc481_40_40_20_40_20_80_40_400:gt ['40', '40', '20', '40', '20']:pred [40.       21.213383 20.       40.       20.      ]
7ccdf7bc2af0b068e43ab89cb5563740_40_20_40_40_20_80_80_400:gt ['40', '20', '40', '40', '20']:pred [32.991634   0.3628775  7.840939  54.265244  20.       ]
9d2b7938d426633b28044fe9244db50a_20_20_20_40_20_160_80_400:gt ['20', '20', '20', '40', '20']:pred [20. 20. 20. 40. 20.]
4f17af1ca7ae689d409b2c4484d833cc_40_20_20_20_20_240_40_400:gt ['40', '20', '20', '20', '20']:pred [40.       10.38945  20.       20.       22.474733]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [31.23735  19.748335 23.488707 23.993492 32.326107]
aa9f41bc3925ffc4be9358e8c18dc481_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [15.187256   3.5887203 20.        20.        20.       ]
425ba801e904cb50f3aaed7e86215c7b_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [10.114652   0.5463105 40.        20.        20.       ]
b9786e1b059a1712ca92a4cdad802b45_40_40_20_40_40_160_80_400:gt ['40', '40', '20', '40', '40']:pred [19.986979 20.98879  20.       40.       35.49293 ]
70e27da90dec2de49604bf8c981ad1eb_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [16.84457   9.343031 20.       40.       23.575214]
a115d534edec6f89afe1d4530f4c6e24_20_40_40_40_40_160_40_400:gt ['20', '40', '40', '40', '40']:pred [20.      18.67725 40.      40.      28.98054]
d2592adba4e8e62648368c1a2f71c5f3_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [20.       29.509777 40.       40.       20.757502]
fabcb04fc015f822ca8bf2993ca245b_40_20_20_40_20_80_40_400:gt ['40', '20', '20', '40', '20']:pred [40.       13.026552 16.953676 40.       20.      ]
1a64bf1e658652ddb11647ffa4306609_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [26.825377 10.974058 20.728725 27.3348   22.419718]
4458ed2a746e61a3b11647ffa4306609_20_20_20_20_40_80_40_400:gt ['20', '20', '20', '20', '40']:pred [25.619001 42.815426 20.       20.       40.      ]
825fb860d71c78a477c771b4b7eed82c_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [30.319004 18.40134  40.       40.       20.284872]
5ec3322293a39816ad7e7cea4034d226_20_40_40_40_40_160_40_400:gt ['20', '40', '40', '40', '40']:pred [20.        13.322493  40.        40.         5.7998276]
a51b3b0cbd9c24f3a7fd25564c2e888e_20_20_40_40_20_80_40_400:gt ['20', '20', '40', '40', '20']:pred [13.705231 29.983715 40.       40.       20.      ]
4458ed2a746e61a3b11647ffa4306609_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [25.066221 33.914524 40.       40.       20.      ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_40_40_20_80_80_400:gt ['20', '20', '40', '40', '20']:pred [19.214186 36.65776   6.181914 17.649847 20.      ]
1a64bf1e658652ddb11647ffa4306609_40_20_40_20_40_240_40_400:gt ['40', '20', '40', '20', '40']:pred [40.         5.8935804 40.        20.        18.210726 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [40.843567 26.773588 15.021833 35.375072 31.33226 ]
4ac021653126a29e98618a1ba17f086b_40_40_20_40_40_80_40_400:gt ['40', '40', '20', '40', '40']:pred [31.051434 19.353285 20.       40.       40.      ]
