70e27da90dec2de49604bf8c981ad1eb_40_40_40_40_20_240_80_400:gt ['40', '40', '40', '40', '20']:pred [33.386055   7.6558614 40.        40.        14.459921 ]
a387407d49e209fdeea60824a43a0b_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [25.996426 30.931778 15.115498 10.379169 13.776962]
6265f0745d3f40546bcd32c43682e841_20_20_40_20_20_80_40_400:gt ['20', '20', '40', '20', '20']:pred [13.836222   1.2360927 40.        20.        20.       ]
923007b377bb1cab473f10e6caaeca56_20_20_40_40_20_240_40_400:gt ['20', '20', '40', '40', '20']:pred [20.       13.782004 40.       40.       20.      ]
fabcb04fc015f822ca8bf2993ca245b_40_40_40_20_20_240_80_400:gt ['40', '40', '40', '20', '20']:pred [25.234919 26.241089 22.909807 17.85399  24.211533]
1790131f5f74b1ed973aff268eb6b00c_40_40_40_40_40_160_40_400:gt ['40', '40', '40', '40', '40']:pred [40.       25.738453 40.       40.       40.      ]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_20_20_20_80_40_400:gt ['20', '40', '20', '20', '20']:pred [20.       30.004848 20.       20.       20.      ]
b9786e1b059a1712ca92a4cdad802b45_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [23.79996   11.2688265 20.        20.        10.537158 ]
d72ffa185738bccd10b75223b5be6dbb_40_40_40_40_20_160_80_400:gt ['40', '40', '40', '40', '20']:pred [26.714922 27.583773 40.       40.       20.      ]
d0cf2f187acda5736be7348aa770e4ca_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [15.452749 14.130081 10.692795  6.230618 40.      ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_20_20_20_240_80_400:gt ['40', '20', '20', '20', '20']:pred [ 3.0517864 17.211313  20.        20.        20.       ]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_40_40_80_80_400:gt ['20', '40', '40', '40', '40']:pred [20.507668   1.1645553 40.        40.        40.       ]
5ec3322293a39816ad7e7cea4034d226_20_20_40_40_20_160_40_400:gt ['20', '20', '40', '40', '20']:pred [20.         4.1019225 40.        40.        16.558142 ]
1790131f5f74b1ed973aff268eb6b00c_40_20_20_40_20_80_40_400:gt ['40', '20', '20', '40', '20']:pred [10.599216    0.60640734 20.         40.         20.        ]
7c46bfff2f90f11044592db9be5db5c8_20_20_20_40_20_80_80_400:gt ['20', '20', '20', '40', '20']:pred [26.846155 22.170488 20.       40.       20.      ]
1a64bf1e658652ddb11647ffa4306609_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [31.76395  37.074486 15.448433 13.452644 27.481598]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [20.        2.528365 40.       20.       29.108036]
86c8a3137a716d70e742b0b5e87bec54_20_20_20_20_40_240_40_400:gt ['20', '20', '20', '20', '40']:pred [20.        10.19805   20.        20.         7.7030497]
825fb860d71c78a477c771b4b7eed82c_40_40_40_40_40_240_80_400:gt ['40', '40', '40', '40', '40']:pred [20.500921 16.966555 40.       40.       22.965075]
12f2905dc029f59a2479fbc7da5ed22b_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [17.535149  7.84447  20.       20.       42.952835]
923007b377bb1cab473f10e6caaeca56_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [16.231102 18.855303 40.       40.       20.      ]
70e27da90dec2de49604bf8c981ad1eb_40_40_20_40_20_160_80_400:gt ['40', '40', '20', '40', '20']:pred [26.988317 31.83864  20.       40.       14.566243]
12f2905dc029f59a2479fbc7da5ed22b_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [16.676216 28.242    20.       20.       40.      ]
7c46bfff2f90f11044592db9be5db5c8_40_20_40_20_40_80_40_400:gt ['40', '20', '40', '20', '40']:pred [20.508156 23.231178 40.       20.       40.      ]
9c827e532de4967285089a13cc567dbd_40_20_40_40_40_240_40_400:gt ['40', '20', '40', '40', '40']:pred [40.       16.978743 40.       40.       40.      ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_20_40_40_240_40_400:gt ['40', '40', '20', '40', '40']:pred [40.       17.498789 20.       40.       40.      ]
2f7cf2c2d170e3c936f37029483b3e41_20_40_40_40_40_160_80_400:gt ['20', '40', '40', '40', '40']:pred [32.3213   27.977358 40.       40.       34.108856]
b9786e1b059a1712ca92a4cdad802b45_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [17.512028  6.844327 40.       40.       40.      ]
9c827e532de4967285089a13cc567dbd_20_20_40_40_40_80_80_400:gt ['20', '20', '40', '40', '40']:pred [14.778088  9.155612 40.       40.       40.      ]
4458ed2a746e61a3b11647ffa4306609_40_20_20_40_40_80_40_400:gt ['40', '20', '20', '40', '40']:pred [34.95002 23.68332 20.      40.      40.     ]
425ba801e904cb50f3aaed7e86215c7b_40_40_20_20_40_240_80_400:gt ['40', '40', '20', '20', '40']:pred [ 8.476888   2.4862056 20.        20.        44.385204 ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_20_40_20_240_80_400:gt ['20', '20', '20', '40', '20']:pred [ 6.878706   5.6634665  8.990885  10.518669  41.645    ]
c61ec8875746ab78227375499b768057_20_20_20_20_40_160_80_400:gt ['20', '20', '20', '20', '40']:pred [22.844734 17.609325 20.       20.       35.143024]
4458ed2a746e61a3b11647ffa4306609_20_40_40_40_20_80_80_400:gt ['20', '40', '40', '40', '20']:pred [23.106695 21.45438  40.       40.       20.      ]
9c827e532de4967285089a13cc567dbd_20_40_40_20_20_80_40_400:gt ['20', '40', '40', '20', '20']:pred [12.021331  3.311203 40.       20.       20.      ]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_20_20_40_20_240_80_400:gt ['20', '20', '20', '40', '20']:pred [ 3.8582478  2.1498702 20.        40.        20.       ]
923007b377bb1cab473f10e6caaeca56_40_40_20_40_20_160_40_400:gt ['40', '40', '20', '40', '20']:pred [40.       32.293056 20.       40.       20.      ]
3d693af6fbae47f9cfb661f69a0dfbbd_40_20_20_40_20_80_80_400:gt ['40', '20', '20', '40', '20']:pred [21.858574 17.996008 20.       40.       20.      ]
aa9f41bc3925ffc4be9358e8c18dc481_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [18.616634   2.2274842 40.        40.        20.       ]
4f17af1ca7ae689d409b2c4484d833cc_40_20_40_20_40_240_80_400:gt ['40', '20', '40', '20', '40']:pred [ 3.0861776  2.616989  40.        20.        35.506367 ]
2f7cf2c2d170e3c936f37029483b3e41_40_40_40_20_20_240_40_400:gt ['40', '40', '40', '20', '20']:pred [40.       11.821731 40.       20.        2.116911]
d72ffa185738bccd10b75223b5be6dbb_40_20_40_40_40_80_40_400:gt ['40', '20', '40', '40', '40']:pred [26.339314 20.231585 40.       40.       40.      ]
a115d534edec6f89afe1d4530f4c6e24_20_40_40_40_40_240_40_400:gt ['20', '40', '40', '40', '40']:pred [20.         0.5838448 40.        40.         3.8299043]
5ec3322293a39816ad7e7cea4034d226_40_40_20_40_40_160_40_400:gt ['40', '40', '20', '40', '40']:pred [40.       31.094013 20.       40.       34.057697]
c4941d6a2266813c3a2b1a2e5e169910_20_20_20_20_40_240_40_400:gt ['20', '20', '20', '20', '40']:pred [20.       12.103819 20.       20.        6.731884]
4ac021653126a29e98618a1ba17f086b_20_40_40_40_20_160_40_400:gt ['20', '40', '40', '40', '20']:pred [20.       17.93451  40.       40.       35.920624]
4458ed2a746e61a3b11647ffa4306609_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [19.202383  9.48073  40.       20.       40.      ]
fabcb04fc015f822ca8bf2993ca245b_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [23.164715 20.333485 20.32948  11.454267 18.923344]
4ac021653126a29e98618a1ba17f086b_40_20_40_40_20_240_80_400:gt ['40', '20', '40', '40', '20']:pred [ 6.151258 24.844213 40.       40.       40.605938]
a88d69e53a01aab9ff1370452e3a0154_40_40_20_20_20_160_80_400:gt ['40', '40', '20', '20', '20']:pred [28.59316  31.770311 16.933613 13.449912 19.598671]
825fb860d71c78a477c771b4b7eed82c_20_40_40_20_40_160_80_400:gt ['20', '40', '40', '20', '40']:pred [24.972847   5.4984813 40.        20.        25.903013 ]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_40_40_40_80_80_400:gt ['20', '40', '40', '40', '40']:pred [20.       4.97571 40.      40.      40.     ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_20_20_20_40_80_40_400:gt ['40', '20', '20', '20', '40']:pred [16.199568 24.604801 20.       20.       40.      ]
86c8a3137a716d70e742b0b5e87bec54_40_40_20_40_20_160_40_400:gt ['40', '40', '20', '40', '20']:pred [40.       30.83212  20.       17.144316 30.353937]
2f7cf2c2d170e3c936f37029483b3e41_20_40_20_20_40_160_80_400:gt ['20', '40', '20', '20', '40']:pred [32.90972  19.073528 20.       20.       24.871338]
923007b377bb1cab473f10e6caaeca56_40_20_40_20_20_160_40_400:gt ['40', '20', '40', '20', '20']:pred [40.       29.316896 40.       20.       20.      ]
5e87b04efd58cc8922412d2a728de1d5_40_40_40_40_40_80_40_400:gt ['40', '40', '40', '40', '40']:pred [33.216957 36.04006  25.777916 40.       40.      ]
9d2b7938d426633b28044fe9244db50a_40_40_20_40_20_160_80_400:gt ['40', '40', '20', '40', '20']:pred [40. 40. 20. 40. 20.]
425ba801e904cb50f3aaed7e86215c7b_20_20_40_40_20_80_40_400:gt ['20', '20', '40', '40', '20']:pred [11.1762   16.373678 40.       40.       20.      ]
70e27da90dec2de49604bf8c981ad1eb_20_40_20_40_40_240_40_400:gt ['20', '40', '20', '40', '40']:pred [20.         2.0974848 20.        40.         3.1853466]
7dac31838b627748eb631ba05bd8dfe_20_40_40_40_20_160_80_400:gt ['20', '40', '40', '40', '20']:pred [30.271303  3.748685 40.       40.       20.      ]
ba0ac1d1e25d3fad63f2c3a55558a78f_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [16.415045 29.719358 20.       40.        6.928755]
923007b377bb1cab473f10e6caaeca56_40_20_40_20_20_160_80_400:gt ['40', '20', '40', '20', '20']:pred [18.537373 30.714323 40.       20.       20.      ]
fabcb04fc015f822ca8bf2993ca245b_40_40_40_20_40_160_40_400:gt ['40', '40', '40', '20', '40']:pred [40.       31.01351  40.        8.906665 46.4252  ]
6265f0745d3f40546bcd32c43682e841_20_40_20_40_40_160_80_400:gt ['20', '40', '20', '40', '40']:pred [23.540514  3.342056 20.       40.       40.      ]
72ba2195087f80d8b7e8c57d131d2ca7_20_20_20_20_20_80_80_400:gt ['20', '20', '20', '20', '20']:pred [19.898592  25.538187  15.260772   4.4573703 20.       ]
cde88b5900e8dfba725a7749daae1afa_20_20_20_20_20_80_40_400:gt ['20', '20', '20', '20', '20']:pred [25.408478 12.272596 20.       20.       20.      ]
72ba2195087f80d8b7e8c57d131d2ca7_40_20_40_20_40_80_40_400:gt ['40', '20', '40', '20', '40']:pred [25.493958 24.629772 26.8923   20.       40.      ]
6265f0745d3f40546bcd32c43682e841_40_20_40_20_20_80_80_400:gt ['40', '20', '40', '20', '20']:pred [17.53648  15.237018 40.       20.       20.      ]
c61ec8875746ab78227375499b768057_20_40_20_20_40_240_40_400:gt ['20', '40', '20', '20', '40']:pred [20.       19.752928 20.       20.       11.291417]
dfa6c32dec07727ee9d8921ebe6d5b8e_20_20_20_40_40_240_80_400:gt ['20', '20', '20', '40', '40']:pred [ 3.9491258  2.1067052 20.        40.        40.       ]
72ba2195087f80d8b7e8c57d131d2ca7_20_40_40_40_20_240_40_400:gt ['20', '40', '40', '40', '20']:pred [20.        12.932221  40.         3.1401017  5.4063487]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_40_40_20_240_40_400:gt ['40', '40', '40', '40', '20']:pred [40.        16.528473  40.         3.2297618  4.976658 ]
b9786e1b059a1712ca92a4cdad802b45_20_40_40_20_20_80_40_400:gt ['20', '40', '40', '20', '20']:pred [28.182096 32.2872   40.       20.       20.      ]
70e27da90dec2de49604bf8c981ad1eb_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [ 8.044834  5.770279 20.       20.       19.776096]
7c7e5b4fa56d8ed654b40bc735c6fdf6_40_20_20_40_20_80_40_400:gt ['40', '20', '20', '40', '20']:pred [25.775023 23.471516 23.298439 40.       20.      ]
923007b377bb1cab473f10e6caaeca56_20_40_40_40_20_80_80_400:gt ['20', '40', '40', '40', '20']:pred [26.036306 26.70111  40.       40.       20.      ]
6265f0745d3f40546bcd32c43682e841_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [13.127528   2.0955224 40.        20.        20.       ]
ac3585c59a80b822b4d8eb72d337b2e3_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [13.801124 20.       20.       40.       38.90315 ]
d72ffa185738bccd10b75223b5be6dbb_40_20_20_40_20_160_80_400:gt ['40', '20', '20', '40', '20']:pred [ 7.2590723 23.646881  20.        40.        20.       ]
1a64bf1e658652ddb11647ffa4306609_40_20_20_40_20_80_40_400:gt ['40', '20', '20', '40', '20']:pred [30.692965 31.667286 15.793901 40.       20.      ]
d0cf2f187acda5736be7348aa770e4ca_40_20_40_20_40_80_80_400:gt ['40', '20', '40', '20', '40']:pred [24.391874 21.257872 14.786775 19.099806 40.      ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_40_20_20_20_240_80_400:gt ['20', '40', '20', '20', '20']:pred [23.87821  11.112407 20.       20.       28.683918]
1790131f5f74b1ed973aff268eb6b00c_40_20_40_20_40_160_40_400:gt ['40', '20', '40', '20', '40']:pred [40.       25.697474 40.       20.       40.      ]
4ac021653126a29e98618a1ba17f086b_20_40_40_40_40_240_40_400:gt ['20', '40', '40', '40', '40']:pred [20.       11.42744  40.       40.       31.285587]
d0cf2f187acda5736be7348aa770e4ca_40_20_40_20_20_80_80_400:gt ['40', '20', '40', '20', '20']:pred [23.644165 20.978346 14.870726 19.73595  20.      ]
b9786e1b059a1712ca92a4cdad802b45_40_20_20_20_20_240_40_400:gt ['40', '20', '20', '20', '20']:pred [40.          5.4764194  20.         20.          0.37867287]
d2592adba4e8e62648368c1a2f71c5f3_20_20_40_20_20_160_40_400:gt ['20', '20', '40', '20', '20']:pred [20.       13.270835 40.       12.758431 24.945986]
a115d534edec6f89afe1d4530f4c6e24_40_40_20_20_40_160_40_400:gt ['40', '40', '20', '20', '40']:pred [40.       21.940573 20.       20.       25.23885 ]
a387407d49e209fdeea60824a43a0b_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [ 6.5888267  9.9470625  4.849202   3.3440392 15.267048 ]
7dac31838b627748eb631ba05bd8dfe_20_40_40_40_20_240_40_400:gt ['20', '40', '40', '40', '20']:pred [20.        2.671739 40.       40.       20.      ]
3d693af6fbae47f9cfb661f69a0dfbbd_20_40_20_20_20_160_40_400:gt ['20', '40', '20', '20', '20']:pred [20.        9.887544 20.       20.       34.29437 ]
12f2905dc029f59a2479fbc7da5ed22b_40_20_20_20_40_160_80_400:gt ['40', '20', '20', '20', '40']:pred [21.07896  27.685375 20.       20.       26.315847]
c4941d6a2266813c3a2b1a2e5e169910_40_40_20_20_40_240_40_400:gt ['40', '40', '20', '20', '40']:pred [40.        11.798783  20.        20.         7.3510604]
9c827e532de4967285089a13cc567dbd_20_20_20_40_40_80_80_400:gt ['20', '20', '20', '40', '40']:pred [17.601816  8.46116  20.       40.       40.      ]
216d910f71942f205df3c6413d40ccb2_40_20_20_20_20_80_40_400:gt ['40', '20', '20', '20', '20']:pred [16.135567 16.337143 20.       20.       20.      ]
4f17af1ca7ae689d409b2c4484d833cc_20_20_40_20_20_80_40_400:gt ['20', '20', '40', '20', '20']:pred [ 8.545897   1.5520729 40.        20.        20.       ]
d0cf2f187acda5736be7348aa770e4ca_40_40_20_20_20_240_80_400:gt ['40', '40', '20', '20', '20']:pred [22.658531  18.1848    10.3931265  6.1284285 20.       ]
fa1b3bcdbda309a439cc19d48e3f4f5_40_40_20_40_40_160_80_400:gt ['40', '40', '20', '40', '40']:pred [29.297121 33.18651  20.       40.       40.      ]
d2592adba4e8e62648368c1a2f71c5f3_20_20_20_20_20_240_40_400:gt ['20', '20', '20', '20', '20']:pred [20.         4.0321574 20.        20.        20.727648 ]
b9786e1b059a1712ca92a4cdad802b45_40_40_20_40_20_80_80_400:gt ['40', '40', '20', '40', '20']:pred [24.831465 31.009916 20.       40.       20.      ]
cde88b5900e8dfba725a7749daae1afa_40_20_20_40_40_240_80_400:gt ['40', '20', '20', '40', '40']:pred [14.654485 10.660305 20.       40.       40.      ]
fabcb04fc015f822ca8bf2993ca245b_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [32.920216 39.948788 20.887362 19.461266 43.886543]
b9786e1b059a1712ca92a4cdad802b45_20_40_20_40_20_160_80_400:gt ['20', '40', '20', '40', '20']:pred [25.447096 30.921478 20.       40.       15.675995]
ffe0a5b165461eb66a2345809e2bb169_40_40_40_40_20_160_80_400:gt ['40', '40', '40', '40', '20']:pred [34.971664  30.308496   4.2444215  9.355597  37.637806 ]
825fb860d71c78a477c771b4b7eed82c_20_20_20_40_20_80_40_400:gt ['20', '20', '20', '40', '20']:pred [24.414494 19.892525 20.       40.       20.      ]
216d910f71942f205df3c6413d40ccb2_40_20_20_40_40_160_80_400:gt ['40', '20', '20', '40', '40']:pred [14.528016 29.991505 20.       40.       40.      ]
7c7e5b4fa56d8ed654b40bc735c6fdf6_20_20_20_20_40_80_80_400:gt ['20', '20', '20', '20', '40']:pred [18.567932   7.8698506 25.959007   2.745277  40.       ]
4ac021653126a29e98618a1ba17f086b_20_20_40_20_20_240_80_400:gt ['20', '20', '40', '20', '20']:pred [ 5.8722744 15.739525  40.        20.        41.270126 ]
ffe0a5b165461eb66a2345809e2bb169_20_40_40_20_40_160_40_400:gt ['20', '40', '40', '20', '40']:pred [20.         5.7598596 40.         3.6615052 31.38391  ]
825fb860d71c78a477c771b4b7eed82c_20_20_40_20_40_240_40_400:gt ['20', '20', '40', '20', '40']:pred [20.         0.6024913 40.        20.        13.094286 ]
425ba801e904cb50f3aaed7e86215c7b_20_20_20_20_20_240_80_400:gt ['20', '20', '20', '20', '20']:pred [10.613966  4.180545 20.       20.       20.      ]
a115d534edec6f89afe1d4530f4c6e24_20_40_40_20_20_160_80_400:gt ['20', '40', '40', '20', '20']:pred [20.41342   9.237567 40.       20.       29.298435]
cde88b5900e8dfba725a7749daae1afa_40_40_40_20_20_160_80_400:gt ['40', '40', '40', '20', '20']:pred [27.473967 31.953053 40.       20.       20.      ]
12f2905dc029f59a2479fbc7da5ed22b_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [13.597033 11.202948 20.       40.       20.      ]
a387407d49e209fdeea60824a43a0b_20_20_40_20_40_80_80_400:gt ['20', '20', '40', '20', '40']:pred [15.392495 14.003347 16.548748 13.773671 40.      ]
923007b377bb1cab473f10e6caaeca56_20_40_20_40_20_80_40_400:gt ['20', '40', '20', '40', '20']:pred [33.95591  37.622116 20.       40.       20.      ]
ac3585c59a80b822b4d8eb72d337b2e3_20_40_20_40_40_240_80_400:gt ['20', '40', '20', '40', '40']:pred [15.555482   1.7367268 20.        40.        34.75978  ]
cde88b5900e8dfba725a7749daae1afa_20_40_40_20_20_160_80_400:gt ['20', '40', '40', '20', '20']:pred [25.085585 17.98684  40.       20.       20.      ]
d0cf2f187acda5736be7348aa770e4ca_40_40_20_20_20_160_40_400:gt ['40', '40', '20', '20', '20']:pred [40.       29.873732 20.       14.16005  20.      ]
9c827e532de4967285089a13cc567dbd_40_20_40_20_20_80_40_400:gt ['40', '20', '40', '20', '20']:pred [19.332647  2.304554 40.       20.       20.      ]
1a64bf1e658652ddb11647ffa4306609_20_20_40_20_40_160_40_400:gt ['20', '20', '40', '20', '40']:pred [20.         5.9573493 40.        17.640993  29.202728 ]
86c8a3137a716d70e742b0b5e87bec54_40_40_20_20_40_80_40_400:gt ['40', '40', '20', '20', '40']:pred [35.266556 40.616425 30.356901 20.       40.      ]
a115d534edec6f89afe1d4530f4c6e24_20_40_40_40_40_160_80_400:gt ['20', '40', '40', '40', '40']:pred [20.947577  9.966471 40.       40.       32.698788]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_40_20_40_20_240_80_400:gt ['40', '40', '20', '40', '20']:pred [ 3.4526932  1.120424  20.        40.        20.       ]
72ba2195087f80d8b7e8c57d131d2ca7_40_40_40_40_40_240_40_400:gt ['40', '40', '40', '40', '40']:pred [40.        16.23391   40.         3.2678747  5.7616606]
70e27da90dec2de49604bf8c981ad1eb_20_40_40_20_20_240_40_400:gt ['20', '40', '40', '20', '20']:pred [20.         2.4486432 40.        20.         5.2659807]
7c46bfff2f90f11044592db9be5db5c8_40_20_20_40_20_240_40_400:gt ['40', '20', '20', '40', '20']:pred [40.         6.9861536 20.        40.        34.351444 ]
dfa6c32dec07727ee9d8921ebe6d5b8e_40_40_40_20_20_80_40_400:gt ['40', '40', '40', '20', '20']:pred [ 4.863695  1.356804 40.       20.       20.      ]
b9786e1b059a1712ca92a4cdad802b45_20_40_40_40_20_240_40_400:gt ['20', '40', '40', '40', '20']:pred [20.          5.807049   40.         40.          0.54668593]
ba0ac1d1e25d3fad63f2c3a55558a78f_20_40_40_20_40_160_80_400:gt ['20', '40', '40', '20', '40']:pred [31.096    17.08671  40.       20.        9.169297]
cde88b5900e8dfba725a7749daae1afa_20_20_20_40_20_80_80_400:gt ['20', '20', '20', '40', '20']:pred [21.749653  9.2953   20.       40.       20.      ]
86c8a3137a716d70e742b0b5e87bec54_20_40_40_40_40_240_40_400:gt ['20', '40', '40', '40', '40']:pred [20.        18.024242  40.         2.0213058  3.7485013]
7ccdf7bc2af0b068e43ab89cb5563740_20_40_20_20_20_240_40_400:gt ['20', '40', '20', '20', '20']:pred [20.        10.452469  20.        20.         3.2302697]
aa9f41bc3925ffc4be9358e8c18dc481_40_20_40_40_40_80_40_400:gt ['40', '20', '40', '40', '40']:pred [40. 20. 40. 40. 40.]
