hybrid_0_0_-20_20_40_240_40_450:gt ['0', '0', '-20', '20', '40']:pred [ 8.109364  0.       11.737897 13.848763 40.      ]
suv_-20_0_-40_20_20_200_40_450:gt ['-20', '0', '-40', '20', '20']:pred [ 2.3266501  0.        23.911312  20.        20.       ]
suv_-20_0_-20_40_40_240_80_400:gt ['-20', '0', '-20', '40', '40']:pred [20.  0. 20. 40. 40.]
hatchback_0_20_-40_40_0_320_80_450:gt ['0', '20', '-40', '40', '0']:pred [ 0. 20. 40. 40.  0.]
hatchback_-20_0_0_0_20_0_20_450:gt ['-20', '0', '0', '0', '20']:pred [20.          8.930242    0.          0.75923395 28.756065  ]
hatchback_-40_20_-40_0_0_80_60_450:gt ['-40', '20', '-40', '0', '0']:pred [40. 20. 40.  0.  0.]
hatchback_-40_20_-20_20_20_160_20_400:gt ['-40', '20', '-20', '20', '20']:pred [32.9684   20.       10.210143 20.       13.170813]
hatchback_-20_0_-40_20_40_240_20_450:gt ['-20', '0', '-40', '20', '40']:pred [20.25772   0.       23.490936 20.       40.      ]
sedan4door_-20_40_0_20_20_320_40_450:gt ['-20', '40', '0', '20', '20']:pred [20.        21.837618   0.         7.5953846 20.       ]
hybrid_0_40_-20_0_0_200_80_450:gt ['0', '40', '-20', '0', '0']:pred [ 0.       40.       26.786118 14.534434  0.      ]
sedan2door_-40_40_0_40_20_200_60_450:gt ['-40', '40', '0', '40', '20']:pred [40.       40.       29.238169 22.802649 20.      ]
hybrid_-40_40_-40_0_20_80_20_400:gt ['-40', '40', '-40', '0', '20']:pred [40.        44.39583   16.137077  20.520039   2.6559277]
hatchback_-40_40_0_40_40_360_80_400:gt ['-40', '40', '0', '40', '40']:pred [40. 40.  0. 40. 40.]
hybrid_-40_40_0_0_40_0_80_450:gt ['-40', '40', '0', '0', '40']:pred [40.       40.       13.657472 22.787996 40.      ]
sedan2door_0_0_-40_0_20_40_40_450:gt ['0', '0', '-40', '0', '20']:pred [ 0.       11.125371 32.44157  13.373759 20.      ]
hybrid_-40_40_-20_40_20_320_60_450:gt ['-40', '40', '-20', '40', '20']:pred [40.       40.       20.070877  8.014752 20.      ]
hybrid_-40_20_0_20_0_240_40_450:gt ['-40', '20', '0', '20', '0']:pred [19.74378   20.        23.657133   6.7072177  0.       ]
sedan4door_-20_0_-20_20_20_200_20_400:gt ['-20', '0', '-20', '20', '20']:pred [ 8.997064  0.       33.842934 20.       20.      ]
hatchback_-40_0_-20_20_0_160_40_400:gt ['-40', '0', '-20', '20', '0']:pred [27.428593  0.       18.866245 20.        0.      ]
sedan2door_0_40_-20_0_0_160_60_400:gt ['0', '40', '-20', '0', '0']:pred [ 0.       40.       14.847246  9.313616  0.      ]
sedan2door_-20_0_-20_40_20_280_80_450:gt ['-20', '0', '-20', '40', '20']:pred [20.        0.       34.960964 12.644386 20.      ]
sedan4door_-20_0_-20_0_0_240_20_450:gt ['-20', '0', '-20', '0', '0']:pred [22.393177  0.       21.847158  0.        0.      ]
sedan4door_-20_40_0_40_20_280_60_400:gt ['-20', '40', '0', '40', '20']:pred [20. 40.  0. 40. 20.]
sedan4door_-40_20_-20_0_20_280_20_450:gt ['-40', '20', '-20', '0', '20']:pred [40.       38.76563  20.       14.218661 20.      ]
hatchback_-20_40_-40_0_0_200_60_450:gt ['-20', '40', '-40', '0', '0']:pred [20.       40.       30.828974  0.        0.      ]
hybrid_0_20_-20_0_20_280_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.       20.       32.309612 13.907198 20.      ]
hatchback_0_0_-20_0_20_200_40_450:gt ['0', '0', '-20', '0', '20']:pred [ 6.4702954  0.        12.697185   0.        20.       ]
hatchback_-20_40_0_0_0_120_40_450:gt ['-20', '40', '0', '0', '0']:pred [29.301495 40.       18.736351  0.        7.827638]
hybrid_-20_40_-20_40_40_280_40_450:gt ['-20', '40', '-20', '40', '40']:pred [20.       40.       14.14947  12.735772 40.      ]
hybrid_-20_40_-40_0_0_40_60_450:gt ['-20', '40', '-40', '0', '0']:pred [20.       40.       16.595047 24.488377  0.      ]
hatchback_-40_0_0_0_20_200_40_450:gt ['-40', '0', '0', '0', '20']:pred [11.600506  0.       21.130945  0.       20.      ]
sedan4door_-40_40_-20_40_20_160_60_450:gt ['-40', '40', '-20', '40', '20']:pred [40.       40.       26.400108 40.       20.      ]
hybrid_0_40_0_40_20_0_80_400:gt ['0', '40', '0', '40', '20']:pred [ 0.       40.       22.03418  14.189952 20.      ]
sedan2door_0_40_0_20_40_280_80_450:gt ['0', '40', '0', '20', '40']:pred [ 0.       40.       41.285892 16.268486 40.      ]
sedan2door_-40_0_-20_0_20_200_80_400:gt ['-40', '0', '-20', '0', '20']:pred [40.        0.       37.81386  23.216003 20.      ]
sedan2door_0_0_-20_20_0_80_40_450:gt ['0', '0', '-20', '20', '0']:pred [ 0.         0.        21.911327  15.17775    1.5774585]
suv_-40_40_-40_40_40_80_40_450:gt ['-40', '40', '-40', '40', '40']:pred [40.       40.       40.       16.396162 22.869818]
suv_0_0_-40_20_40_320_60_450:gt ['0', '0', '-40', '20', '40']:pred [ 0.        7.598169 40.       20.       40.      ]
hatchback_0_40_-20_40_0_0_60_400:gt ['0', '40', '-20', '40', '0']:pred [ 0.       40.       20.       15.773529  0.      ]
suv_0_20_-40_20_0_120_80_450:gt ['0', '20', '-40', '20', '0']:pred [ 0. 20. 40. 20.  0.]
hybrid_-20_20_-20_20_0_0_80_450:gt ['-20', '20', '-20', '20', '0']:pred [20.       20.       19.370817 33.185074  0.      ]
hybrid_-40_0_0_40_0_120_20_400:gt ['-40', '0', '0', '40', '0']:pred [34.794216   0.        27.629156  16.33533    2.1835494]
suv_-40_0_0_40_20_280_20_400:gt ['-40', '0', '0', '40', '20']:pred [40.       38.75706  14.055986 16.995184 20.      ]
suv_-40_20_-40_0_20_320_80_400:gt ['-40', '20', '-40', '0', '20']:pred [40.       20.       40.        9.344591 20.      ]
suv_0_0_-20_0_40_120_40_450:gt ['0', '0', '-20', '0', '40']:pred [17.137236  0.       27.636961  0.       10.979046]
sedan2door_-40_20_0_0_20_360_20_450:gt ['-40', '20', '0', '0', '20']:pred [40.         3.8845053 15.220358   3.528195  36.925648 ]
hatchback_-40_20_-40_20_0_0_60_450:gt ['-40', '20', '-40', '20', '0']:pred [40.       20.       40.       11.661372  0.      ]
hybrid_0_40_-20_40_20_280_80_450:gt ['0', '40', '-20', '40', '20']:pred [ 0.       40.       34.487366 13.093228 20.      ]
sedan2door_-20_0_-40_40_40_0_80_450:gt ['-20', '0', '-40', '40', '40']:pred [20.        0.       26.026752 18.386473 40.      ]
hybrid_0_20_-40_20_20_160_60_400:gt ['0', '20', '-40', '20', '20']:pred [ 8.861569 20.       13.458616 11.504766 20.      ]
sedan4door_-40_40_0_40_0_160_40_450:gt ['-40', '40', '0', '40', '0']:pred [19.128593 40.       17.722197 40.        0.      ]
suv_0_0_0_20_40_320_40_400:gt ['0', '0', '0', '20', '40']:pred [ 0.         5.5113873  0.         4.6926785 40.       ]
suv_-40_20_0_0_40_160_40_450:gt ['-40', '20', '0', '0', '40']:pred [34.495823 20.       12.547681  0.       40.      ]
sedan2door_-20_40_-40_0_20_320_60_400:gt ['-20', '40', '-40', '0', '20']:pred [20.       40.       21.812943 13.49351  20.      ]
suv_-20_0_-20_0_40_160_80_400:gt ['-20', '0', '-20', '0', '40']:pred [20.  0. 20.  0. 40.]
hatchback_-40_20_-20_20_20_240_40_450:gt ['-40', '20', '-20', '20', '20']:pred [14.003688 20.       19.63338  20.       20.      ]
sedan2door_-20_0_-40_0_20_80_80_450:gt ['-20', '0', '-40', '0', '20']:pred [20.       0.      36.93556 13.89268 43.37275]
suv_-20_20_-20_40_20_160_80_450:gt ['-20', '20', '-20', '40', '20']:pred [20. 20. 20. 40. 20.]
suv_0_20_0_20_0_360_80_450:gt ['0', '20', '0', '20', '0']:pred [ 0. 20.  0. 20.  0.]
sedan4door_-40_40_-20_0_40_280_40_400:gt ['-40', '40', '-20', '0', '40']:pred [40.       40.       20.       13.539284 40.      ]
suv_0_40_-20_40_20_240_20_450:gt ['0', '40', '-20', '40', '20']:pred [20.25483 40.      25.53734 40.      20.     ]
hybrid_-40_20_-40_40_0_200_80_450:gt ['-40', '20', '-40', '40', '0']:pred [40.       20.       18.89579  31.375883  0.      ]
sedan4door_-40_40_-40_40_0_320_40_400:gt ['-40', '40', '-40', '40', '0']:pred [40.       26.160158 40.       19.36877   0.      ]
sedan2door_-20_20_-40_0_40_120_80_400:gt ['-20', '20', '-40', '0', '40']:pred [20.       20.       34.740387 27.160976 40.      ]
suv_-20_0_-40_0_20_160_60_450:gt ['-20', '0', '-40', '0', '20']:pred [20.       0.      32.89717  0.      20.     ]
suv_0_20_0_40_0_160_80_450:gt ['0', '20', '0', '40', '0']:pred [ 0.      20.      10.98652 40.       0.     ]
hybrid_-20_20_-20_0_20_240_20_400:gt ['-20', '20', '-20', '0', '20']:pred [36.273838 20.        8.711117 15.034225 20.      ]
suv_-40_20_-20_40_20_240_20_400:gt ['-40', '20', '-20', '40', '20']:pred [30.500263 20.       10.959383 40.       20.      ]
hatchback_-20_0_0_40_20_80_60_450:gt ['-20', '0', '0', '40', '20']:pred [20.  0.  0. 40. 20.]
sedan4door_-20_20_-40_20_40_80_20_450:gt ['-20', '20', '-40', '20', '40']:pred [20.        22.761957  40.        31.76563    3.2141309]
sedan2door_-20_20_-20_0_40_320_20_400:gt ['-20', '20', '-20', '0', '40']:pred [20.        20.119846  27.221659   1.5976889 40.       ]
sedan2door_0_20_-40_0_20_0_80_400:gt ['0', '20', '-40', '0', '20']:pred [ 0.       20.       21.538465 20.664427 20.      ]
sedan4door_-40_20_-20_40_20_0_80_450:gt ['-40', '20', '-20', '40', '20']:pred [40. 20. 20. 40. 20.]
sedan4door_0_40_-20_20_40_160_60_400:gt ['0', '40', '-20', '20', '40']:pred [ 0.       40.       32.516113 20.       40.      ]
sedan4door_-20_20_-20_40_20_280_60_450:gt ['-20', '20', '-20', '40', '20']:pred [20. 20. 20. 40. 20.]
hybrid_0_20_-20_40_0_120_40_450:gt ['0', '20', '-20', '40', '0']:pred [11.694033  20.        15.6282625 30.628763   1.9140236]
hatchback_0_0_-20_20_40_280_20_400:gt ['0', '0', '-20', '20', '40']:pred [ 0.       23.824877 20.       19.396576 40.      ]
sedan4door_-20_40_0_0_40_160_40_450:gt ['-20', '40', '0', '0', '40']:pred [21.586002 40.       20.138952  0.       40.      ]
hybrid_0_20_-40_0_40_320_20_450:gt ['0', '20', '-40', '0', '40']:pred [ 0.       14.442231 16.198128 19.032063 40.      ]
suv_-20_20_0_20_20_40_80_450:gt ['-20', '20', '0', '20', '20']:pred [20. 20.  0. 20. 20.]
hatchback_-40_0_-40_0_0_120_40_400:gt ['-40', '0', '-40', '0', '0']:pred [13.205722   0.        33.789043   0.         1.9045894]
hatchback_-40_20_-40_40_20_160_40_450:gt ['-40', '20', '-40', '40', '20']:pred [22.655903 20.       26.761868 40.       20.      ]
hybrid_0_20_0_40_20_160_80_450:gt ['0', '20', '0', '40', '20']:pred [ 0.      20.      16.87727  9.45397 20.     ]
hybrid_-20_20_0_20_40_160_60_400:gt ['-20', '20', '0', '20', '40']:pred [20.       20.       14.667465 10.620411 40.      ]
suv_-20_20_-40_40_0_80_20_400:gt ['-20', '20', '-40', '40', '0']:pred [20.        19.842493  40.        21.490189   2.1516407]
sedan4door_0_0_-20_0_0_80_40_450:gt ['0', '0', '-20', '0', '0']:pred [ 0.        0.       20.       14.704439 10.294549]
hybrid_-40_0_-40_20_40_360_80_400:gt ['-40', '0', '-40', '20', '40']:pred [40.        0.       20.682865 10.363411 40.      ]
hybrid_-40_40_-20_0_0_360_80_400:gt ['-40', '40', '-20', '0', '0']:pred [40.       40.       19.259483 21.321087  0.      ]
suv_-40_0_-20_20_40_80_40_450:gt ['-40', '0', '-20', '20', '40']:pred [40.         0.        20.         4.7414517 17.036888 ]
hatchback_-20_0_0_20_20_80_60_400:gt ['-20', '0', '0', '20', '20']:pred [20.  0.  0. 20. 20.]
hybrid_-20_0_-20_20_20_160_80_400:gt ['-20', '0', '-20', '20', '20']:pred [20.        0.       12.292185  4.544451 20.      ]
hybrid_-40_0_-20_0_20_80_20_450:gt ['-40', '0', '-20', '0', '20']:pred [40.        21.254614  31.961191  16.442081   0.9039169]
sedan4door_-40_40_-20_0_0_240_80_450:gt ['-40', '40', '-20', '0', '0']:pred [40. 40. 20.  0.  0.]
sedan4door_0_40_-40_20_0_280_20_400:gt ['0', '40', '-40', '20', '0']:pred [ 0.       39.276344 40.        6.078348  0.      ]
sedan4door_-40_20_-20_0_40_120_60_400:gt ['-40', '20', '-20', '0', '40']:pred [40.       20.       35.071693  0.       40.      ]
sedan4door_0_0_0_40_40_200_40_400:gt ['0', '0', '0', '40', '40']:pred [ 6.2420974  0.        11.461168  40.        40.       ]
sedan4door_-20_40_-20_20_40_160_20_400:gt ['-20', '40', '-20', '20', '40']:pred [14.327572 40.       15.529697 20.       26.323254]
hatchback_-20_20_-40_40_20_320_40_400:gt ['-20', '20', '-40', '40', '20']:pred [20.       22.277512 40.       23.032915 20.      ]
hatchback_-20_40_-40_20_0_0_60_450:gt ['-20', '40', '-40', '20', '0']:pred [20.       40.       40.        7.786974  0.      ]
sedan2door_-40_20_-40_20_40_120_60_400:gt ['-40', '20', '-40', '20', '40']:pred [40.       20.       39.229885 30.738169 40.      ]
hatchback_-40_0_0_20_0_80_80_400:gt ['-40', '0', '0', '20', '0']:pred [40.       0.       0.      20.       6.52326]
suv_-20_40_0_20_0_200_20_450:gt ['-20', '40', '0', '20', '0']:pred [31.13523  40.       12.917305 20.        0.      ]
sedan4door_-20_0_0_20_0_320_80_400:gt ['-20', '0', '0', '20', '0']:pred [20.  0.  0. 20.  0.]
sedan4door_0_40_0_40_0_120_20_400:gt ['0', '40', '0', '40', '0']:pred [33.13519    40.         35.418255   40.          0.83119756]
sedan4door_0_0_-40_0_20_240_40_400:gt ['0', '0', '-40', '0', '20']:pred [ 4.4166245  0.        37.098377   0.        20.       ]
sedan2door_-40_20_-40_40_0_280_80_400:gt ['-40', '20', '-40', '40', '0']:pred [40.       20.       39.6182   25.489182  0.      ]
sedan2door_-40_0_-40_40_40_80_40_450:gt ['-40', '0', '-40', '40', '40']:pred [40.        0.       22.553501 19.978628 29.495462]
sedan4door_-20_40_-20_0_20_80_80_400:gt ['-20', '40', '-20', '0', '20']:pred [20.       40.       20.        0.       11.800109]
hatchback_-20_0_0_0_40_0_40_400:gt ['-20', '0', '0', '0', '40']:pred [20.       13.595141  0.        1.469548 40.      ]
sedan4door_0_40_-40_40_40_120_20_400:gt ['0', '40', '-40', '40', '40']:pred [36.66593    40.         31.707111   40.          0.79546475]
hybrid_-40_0_-20_40_0_240_60_450:gt ['-40', '0', '-20', '40', '0']:pred [40.        0.       18.039602 21.467361  0.      ]
suv_-40_20_-40_20_40_160_40_400:gt ['-40', '20', '-40', '20', '40']:pred [18.300732 20.       26.613491 20.       40.      ]
sedan4door_0_40_-20_40_0_160_40_400:gt ['0', '40', '-20', '40', '0']:pred [ 2.6807864 40.        35.903442  40.         0.       ]
suv_-40_40_0_40_40_40_80_400:gt ['-40', '40', '0', '40', '40']:pred [40. 40.  0. 40. 40.]
hybrid_-40_20_-20_0_40_200_40_450:gt ['-40', '20', '-20', '0', '40']:pred [18.255098  20.        16.795477   3.4454947 40.       ]
hatchback_-20_40_-40_0_20_0_20_400:gt ['-20', '40', '-40', '0', '20']:pred [20.         9.609253  40.         1.2218915 34.907585 ]
suv_-20_20_0_0_40_120_80_450:gt ['-20', '20', '0', '0', '40']:pred [20. 20.  0.  0. 40.]
hybrid_-20_20_0_0_20_40_60_450:gt ['-20', '20', '0', '0', '20']:pred [20.       20.       17.236092 26.187002 20.      ]
hybrid_0_40_-20_40_0_160_40_450:gt ['0', '40', '-20', '40', '0']:pred [ 6.777972 40.       28.831375 16.908289  0.      ]
sedan4door_-40_20_-40_40_20_120_80_400:gt ['-40', '20', '-40', '40', '20']:pred [40. 20. 40. 40. 20.]
hybrid_0_40_-40_0_40_240_20_450:gt ['0', '40', '-40', '0', '40']:pred [12.798891 40.       12.342248 24.364899 40.      ]
hatchback_0_0_-40_0_20_320_80_450:gt ['0', '0', '-40', '0', '20']:pred [ 0.  0. 40.  0. 20.]
suv_0_40_-20_20_0_0_60_450:gt ['0', '40', '-20', '20', '0']:pred [ 0.       40.       20.       11.597092  0.      ]
hybrid_0_20_-40_0_40_360_80_450:gt ['0', '20', '-40', '0', '40']:pred [ 0.       20.       18.244762 28.437963 40.      ]
sedan4door_-20_0_-40_20_40_200_80_450:gt ['-20', '0', '-40', '20', '40']:pred [20.  0. 40. 20. 40.]
suv_-20_0_-40_20_20_280_40_450:gt ['-20', '0', '-40', '20', '20']:pred [20.       17.781162 40.       20.       20.      ]
hatchback_-20_40_0_0_0_80_60_400:gt ['-20', '40', '0', '0', '0']:pred [20. 40.  0.  0.  0.]
hatchback_-20_40_0_0_0_360_40_400:gt ['-20', '40', '0', '0', '0']:pred [20.        27.716925   0.         2.6622925  0.       ]
hatchback_-20_0_-20_20_40_240_40_400:gt ['-20', '0', '-20', '20', '40']:pred [13.942842  0.       18.37519  20.       40.      ]
hybrid_-40_40_0_0_20_360_20_400:gt ['-40', '40', '0', '0', '20']:pred [40.        14.145459  11.4005995  3.4127605 17.164715 ]
suv_-40_40_0_40_40_120_40_450:gt ['-40', '40', '0', '40', '40']:pred [34.016563 40.       20.076563 40.        9.546974]
hatchback_0_40_0_20_20_160_60_450:gt ['0', '40', '0', '20', '20']:pred [ 0.        40.        14.4209585 20.        20.       ]
suv_0_0_-40_40_40_320_40_450:gt ['0', '0', '-40', '40', '40']:pred [ 0.        9.0906   40.       29.797054 40.      ]
sedan2door_0_0_-20_40_20_240_80_450:gt ['0', '0', '-20', '40', '20']:pred [ 0.         0.        19.760126   2.6912906 20.       ]
suv_-20_40_-40_0_40_160_40_450:gt ['-20', '40', '-40', '0', '40']:pred [11.603112 40.       45.42812   0.       40.      ]
suv_-40_20_-40_40_20_120_40_450:gt ['-40', '20', '-40', '40', '20']:pred [36.560238 20.       31.260077 40.        8.289755]
sedan2door_-40_0_-40_20_0_80_80_450:gt ['-40', '0', '-40', '20', '0']:pred [40.        0.       39.143982 16.439861  5.618198]
hatchback_-20_40_0_0_40_40_20_400:gt ['-20', '40', '0', '0', '40']:pred [20.        36.296078   0.        24.961603   7.8837295]
sedan4door_0_20_0_40_20_320_20_400:gt ['0', '20', '0', '40', '20']:pred [ 0.       12.75289   0.        5.677396 20.      ]
hatchback_-40_40_0_0_0_40_60_450:gt ['-40', '40', '0', '0', '0']:pred [40.       40.        0.       14.224983  0.      ]
hatchback_-20_40_-20_0_40_80_60_450:gt ['-20', '40', '-20', '0', '40']:pred [20. 40. 20.  0. 40.]
hybrid_0_0_-40_20_20_40_60_400:gt ['0', '0', '-40', '20', '20']:pred [ 0.       18.385027 22.483797  9.601625 20.      ]
suv_-40_0_0_0_20_280_80_450:gt ['-40', '0', '0', '0', '20']:pred [40.  0.  0.  0. 20.]
sedan4door_-20_0_0_40_0_40_60_450:gt ['-20', '0', '0', '40', '0']:pred [20.        0.        0.       10.874334  0.      ]
suv_-20_0_-40_0_0_80_40_450:gt ['-20', '0', '-40', '0', '0']:pred [20.        0.       40.        7.543559  9.295847]
hatchback_-20_0_-20_0_20_160_80_450:gt ['-20', '0', '-20', '0', '20']:pred [20.  0. 20.  0. 20.]
hatchback_-20_0_0_0_0_360_20_450:gt ['-20', '0', '0', '0', '0']:pred [20.          9.17368     0.          0.34597874  6.9919176 ]
hybrid_0_20_-40_40_0_240_60_400:gt ['0', '20', '-40', '40', '0']:pred [ 4.9514937 20.        13.262636  14.3593025  0.       ]
hatchback_-20_0_0_40_20_120_60_400:gt ['-20', '0', '0', '40', '20']:pred [20.        0.       47.279156 40.       20.      ]
suv_0_20_-40_40_20_40_20_400:gt ['0', '20', '-40', '40', '20']:pred [ 0.       10.029697 40.       27.471619  9.421524]
suv_-40_0_-20_20_0_40_40_450:gt ['-40', '0', '-20', '20', '0']:pred [40.        24.665176  20.         3.0907176  0.       ]
hatchback_-40_40_-20_20_20_360_60_400:gt ['-40', '40', '-20', '20', '20']:pred [40.       40.       20.       11.058342 20.      ]
hatchback_-20_20_0_20_0_280_20_400:gt ['-20', '20', '0', '20', '0']:pred [20.       21.185818  0.       10.055916  0.      ]
sedan4door_-20_40_-20_20_0_0_20_400:gt ['-20', '40', '-20', '20', '0']:pred [20.         9.408351  20.         1.0174127  5.099353 ]
hybrid_-20_0_-40_40_20_320_40_450:gt ['-20', '0', '-40', '40', '20']:pred [20.        6.484454 22.54756   5.728195 20.      ]
sedan4door_-20_40_-40_0_40_120_40_400:gt ['-20', '40', '-40', '0', '40']:pred [19.339787 40.       34.17796   0.       11.184732]
sedan2door_-20_20_0_20_0_120_60_450:gt ['-20', '20', '0', '20', '0']:pred [20.       20.       36.663975 21.030602  0.      ]
hatchback_0_0_-20_40_40_160_60_400:gt ['0', '0', '-20', '40', '40']:pred [ 0.       0.      12.40118 40.      40.     ]
sedan2door_-40_0_-40_0_40_120_40_450:gt ['-40', '0', '-40', '0', '40']:pred [24.166973   0.        42.88441   27.44077   13.7686205]
hatchback_-40_0_-20_0_40_200_20_450:gt ['-40', '0', '-20', '0', '40']:pred [ 8.490094  0.       14.369399  0.       40.      ]
sedan4door_-20_20_-20_40_0_40_20_450:gt ['-20', '20', '-20', '40', '0']:pred [20.       18.493256 20.       13.532676 15.223099]
sedan4door_0_20_-20_40_0_0_60_450:gt ['0', '20', '-20', '40', '0']:pred [ 0.     20.     20.     13.9679  0.    ]
hybrid_0_20_-40_0_40_120_40_450:gt ['0', '20', '-40', '0', '40']:pred [15.67864  20.       18.603777 32.65351  16.047062]
sedan4door_-40_40_0_0_0_320_40_400:gt ['-40', '40', '0', '0', '0']:pred [40.       15.691432  0.        4.03766   0.      ]
hatchback_-20_20_-20_20_20_320_20_450:gt ['-20', '20', '-20', '20', '20']:pred [20.       17.601791 20.       10.881332 20.      ]
hybrid_-40_40_0_20_20_120_60_450:gt ['-40', '40', '0', '20', '20']:pred [40.       40.       16.919716 35.26398  20.      ]
hybrid_0_20_-40_0_20_0_20_450:gt ['0', '20', '-40', '0', '20']:pred [ 0.        4.77505  14.259963  4.059397  9.677889]
sedan4door_-40_20_-40_0_40_80_20_450:gt ['-40', '20', '-40', '0', '40']:pred [40.        33.01772   40.        14.299743   1.8579106]
hybrid_-40_40_0_20_20_0_80_450:gt ['-40', '40', '0', '20', '20']:pred [40.       40.       15.427388 25.43407  20.      ]
sedan4door_0_40_-20_40_20_240_60_450:gt ['0', '40', '-20', '40', '20']:pred [ 0. 40. 20. 40. 20.]
