Hybrid_0_20_0_20_0_160_20_450:gt ['0', '20', '0', '20', '0']:pred [ 0.       25.299646  0.       20.        0.      ]
Sedan4Door_-20_0_0_20_0_80_60_450:gt ['-20', '0', '0', '20', '0']:pred [33.869064   5.2846737  1.4431645  9.066737   0.       ]
Sedan2Door_0_20_0_20_0_0_20_400:gt ['0', '20', '0', '20', '0']:pred [ 1.6581683 20.         0.        20.         0.       ]
Sedan2Door_0_0_0_20_20_240_20_400:gt ['0', '0', '0', '20', '20']:pred [ 0.         5.1775217  0.        20.        59.364845 ]
Suv_0_0_-20_20_0_0_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 2.4451542  0.        14.8656025 20.         0.       ]
Hybrid_-20_20_-20_20_0_240_20_450:gt ['-20', '20', '-20', '20', '0']:pred [20.       39.18119  20.       20.        6.727584]
Sedan2Door_-20_20_0_20_0_320_20_400:gt ['-20', '20', '0', '20', '0']:pred [17.261805 20.        0.       20.       10.864084]
Hybrid_-20_0_-20_0_0_320_60_400:gt ['-20', '0', '-20', '0', '0']:pred [44.99581  0.      20.       0.      40.16549]
Suv_-20_0_-20_20_0_240_20_450:gt ['-20', '0', '-20', '20', '0']:pred [20.         3.5102856 20.        18.920908  47.88164  ]
Hatchback_0_20_-20_0_20_0_60_400:gt ['0', '20', '-20', '0', '20']:pred [ 6.0885196 43.87538   14.61366    0.        49.244656 ]
Sedan2Door_-20_0_0_20_0_240_20_400:gt ['-20', '0', '0', '20', '0']:pred [20.         5.7836356  0.        20.        25.193016 ]
Hybrid_-20_0_0_20_20_0_60_400:gt ['-20', '0', '0', '20', '20']:pred [14.788749  0.        0.       20.       23.70914 ]
Sedan2Door_0_0_-20_20_0_0_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 4.4871626 25.491957  20.        20.        39.115784 ]
Sedan2Door_-20_20_0_0_20_80_60_450:gt ['-20', '20', '0', '0', '20']:pred [15.024785 15.294494  0.        0.       12.778396]
Hybrid_-20_0_0_20_20_240_20_450:gt ['-20', '0', '0', '20', '20']:pred [20.        4.954379  0.       20.       30.288431]
Sedan4Door_-20_20_0_0_20_160_60_400:gt ['-20', '20', '0', '0', '20']:pred [12.085666  8.481775  0.       25.192528 58.228092]
Suv_-20_20_0_20_0_160_20_400:gt ['-20', '20', '0', '20', '0']:pred [20.       21.376802  0.       22.910217  0.      ]
Hatchback_0_20_-20_0_20_160_60_450:gt ['0', '20', '-20', '0', '20']:pred [ 6.8918695 24.757307  20.        19.02393   42.613083 ]
Sedan4Door_-20_0_-20_0_20_160_20_450:gt ['-20', '0', '-20', '0', '20']:pred [20.        5.684045 20.       15.431793 20.      ]
Suv_-20_0_-20_20_0_320_20_450:gt ['-20', '0', '-20', '20', '0']:pred [17.379648  0.       25.359879 20.       22.719809]
Hatchback_0_0_0_20_20_0_20_450:gt ['0', '0', '0', '20', '20']:pred [ 1.646055  0.        4.711372 20.       20.      ]
Suv_-20_0_0_20_0_320_60_400:gt ['-20', '0', '0', '20', '0']:pred [32.994537   0.         2.3807745 20.        39.31689  ]
Hybrid_-20_0_0_0_20_0_20_400:gt ['-20', '0', '0', '0', '20']:pred [11.848604  0.        0.        0.       20.      ]
Sedan4Door_0_0_-20_0_20_0_60_450:gt ['0', '0', '-20', '0', '20']:pred [ 5.7126985 35.842945  31.224636   0.        44.002014 ]
Sedan4Door_-20_0_-20_20_0_160_20_450:gt ['-20', '0', '-20', '20', '0']:pred [20.         7.9874377 20.        33.095226   0.       ]
Suv_0_0_0_0_0_0_60_400:gt ['0', '0', '0', '0', '0']:pred [ 4.017828   0.         1.1222976  0.        58.70831  ]
Hatchback_-20_0_-20_20_20_160_20_450:gt ['-20', '0', '-20', '20', '20']:pred [20.        5.652044 20.       28.520302 20.      ]
Sedan4Door_0_20_-20_0_20_240_20_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.        54.58986   20.         3.8176181 33.0319   ]
Sedan2Door_0_20_-20_0_0_80_60_400:gt ['0', '20', '-20', '0', '0']:pred [ 2.211917 33.93129  20.        0.        0.      ]
Suv_-20_20_-20_20_0_160_20_450:gt ['-20', '20', '-20', '20', '0']:pred [20.      48.53078 20.      32.17225  0.     ]
Hybrid_0_20_0_20_20_0_20_450:gt ['0', '20', '0', '20', '20']:pred [ 2.3890197 20.         0.        20.        20.       ]
Sedan2Door_0_0_0_0_0_240_20_400:gt ['0', '0', '0', '0', '0']:pred [ 0.        7.519875  0.        0.       32.848965]
Sedan2Door_-20_0_-20_0_20_0_20_450:gt ['-20', '0', '-20', '0', '20']:pred [18.480072  0.       20.        0.       20.      ]
Suv_0_0_0_0_0_160_60_450:gt ['0', '0', '0', '0', '0']:pred [14.06584  19.598255  0.        4.356946 13.044001]
Hatchback_-20_20_-20_20_20_160_20_400:gt ['-20', '20', '-20', '20', '20']:pred [20.       34.173477 20.       27.817844 20.      ]
Hatchback_-20_0_0_20_0_80_60_450:gt ['-20', '0', '0', '20', '0']:pred [39.664124  7.859318  4.253793 18.89968  41.914177]
Hybrid_-20_0_0_20_0_0_20_400:gt ['-20', '0', '0', '20', '0']:pred [14.13966  0.       0.      20.       0.     ]
Suv_-20_20_-20_20_0_160_20_400:gt ['-20', '20', '-20', '20', '0']:pred [20.       12.742964 20.       41.61971   0.      ]
Hatchback_0_0_-20_20_20_0_60_400:gt ['0', '0', '-20', '20', '20']:pred [ 3.943235 12.166704  6.584996 20.       56.108288]
Sedan2Door_-20_0_-20_20_0_160_60_400:gt ['-20', '0', '-20', '20', '0']:pred [46.597107  3.056925 20.       20.       43.837925]
Sedan2Door_-20_20_0_20_20_80_20_400:gt ['-20', '20', '0', '20', '20']:pred [35.23559 20.       0.      20.      20.     ]
Hybrid_0_20_-20_0_20_240_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 0.       30.508032 20.        0.       47.501305]
Suv_-20_20_-20_0_0_240_60_450:gt ['-20', '20', '-20', '0', '0']:pred [20.        37.433945   8.107374   1.5201361 38.23632  ]
Hybrid_-20_0_0_0_20_320_20_450:gt ['-20', '0', '0', '0', '20']:pred [17.55648   0.        0.        0.       39.868053]
Hatchback_0_0_0_20_20_240_60_450:gt ['0', '0', '0', '20', '20']:pred [ 9.058237   2.5431163  0.         4.5788646 47.079746 ]
Suv_-20_0_-20_0_20_80_60_400:gt ['-20', '0', '-20', '0', '20']:pred [31.048773   5.2030516  3.3906574  0.        55.50023  ]
Sedan2Door_0_20_0_20_20_320_20_400:gt ['0', '20', '0', '20', '20']:pred [ 2.8740065 20.         0.        20.        22.645496 ]
Hatchback_-20_0_-20_20_0_0_20_450:gt ['-20', '0', '-20', '20', '0']:pred [18.835852  0.       11.00718  20.        0.      ]
Hybrid_-20_20_0_20_0_240_20_450:gt ['-20', '20', '0', '20', '0']:pred [20.       21.648737  0.       20.       19.841438]
Hatchback_-20_20_0_20_0_0_20_400:gt ['-20', '20', '0', '20', '0']:pred [ 7.127092  20.         3.0520453 20.         0.       ]
Hatchback_0_20_0_20_0_80_60_400:gt ['0', '20', '0', '20', '0']:pred [ 2.1654615 12.233835   2.9767811  7.112978  21.151968 ]
Sedan2Door_0_20_-20_0_20_80_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 2.650997 20.       20.        0.       20.      ]
Hatchback_0_20_0_20_0_240_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.       29.993422  0.       20.21047  14.566694]
Hatchback_0_20_0_20_0_240_60_450:gt ['0', '20', '0', '20', '0']:pred [13.242509   5.3909917  0.         7.5508537 26.455814 ]
Hatchback_-20_0_0_20_0_160_60_450:gt ['-20', '0', '0', '20', '0']:pred [14.87874   4.925452  0.        5.637964 38.62171 ]
Suv_-20_20_-20_20_0_320_60_450:gt ['-20', '20', '-20', '20', '0']:pred [34.500416 49.4389   20.68917  21.771168 52.45906 ]
Hybrid_-20_20_0_20_20_320_60_400:gt ['-20', '20', '0', '20', '20']:pred [43.78008  43.255222  0.       20.       42.77998 ]
Hatchback_0_20_0_20_0_80_20_400:gt ['0', '20', '0', '20', '0']:pred [ 3.9172401 20.         0.        20.         0.       ]
Hatchback_-20_20_0_0_20_240_60_400:gt ['-20', '20', '0', '0', '20']:pred [19.946072 11.429919  0.        8.953933 58.331818]
Suv_-20_20_0_0_20_320_20_450:gt ['-20', '20', '0', '0', '20']:pred [21.427471  20.         2.7423966  0.        18.929491 ]
Hatchback_-20_0_0_20_20_80_20_400:gt ['-20', '0', '0', '20', '20']:pred [26.312847  0.        0.       20.       20.      ]
Hatchback_0_0_-20_20_0_160_60_400:gt ['0', '0', '-20', '20', '0']:pred [10.0270195  6.695037  20.         7.327613  58.909763 ]
Suv_-20_0_-20_20_0_160_20_450:gt ['-20', '0', '-20', '20', '0']:pred [20.         7.6812906 20.        23.464472   0.       ]
Suv_0_0_0_20_20_240_60_400:gt ['0', '0', '0', '20', '20']:pred [ 0.         1.1911703  0.         4.150205  48.826824 ]
Hatchback_-20_20_0_20_0_0_60_400:gt ['-20', '20', '0', '20', '0']:pred [24.93612  57.974197  7.202246 20.        9.107936]
Sedan2Door_0_0_-20_20_0_320_20_450:gt ['0', '0', '-20', '20', '0']:pred [ 3.1020668  0.        20.        20.         4.2959156]
Sedan2Door_-20_0_-20_0_0_240_60_450:gt ['-20', '0', '-20', '0', '0']:pred [32.729797   2.2925663 20.         0.        54.99249  ]
Sedan2Door_-20_0_0_20_0_80_20_400:gt ['-20', '0', '0', '20', '0']:pred [28.572065  0.        0.       20.        0.      ]
Hatchback_0_20_-20_20_0_240_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 0.        10.1715145 20.        25.298662  13.960028 ]
Sedan2Door_0_0_0_0_20_0_20_450:gt ['0', '0', '0', '0', '20']:pred [ 0.70009536  0.          0.          0.         20.        ]
Sedan4Door_-20_20_-20_0_0_240_60_450:gt ['-20', '20', '-20', '0', '0']:pred [24.235216  3.971466  8.468082  4.110304 55.68318 ]
Sedan2Door_0_20_-20_20_0_320_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 1.3329117 20.        20.        20.        10.304319 ]
Sedan4Door_0_20_0_20_20_240_20_400:gt ['0', '20', '0', '20', '20']:pred [ 0.       38.7343    0.       32.016098 30.659563]
Hatchback_-20_0_0_0_0_80_20_450:gt ['-20', '0', '0', '0', '0']:pred [29.613733  0.        0.        0.        0.      ]
Suv_0_20_-20_0_20_240_60_450:gt ['0', '20', '-20', '0', '20']:pred [11.652515    3.7033458  36.858784    0.30926138 48.963516  ]
Hybrid_0_0_-20_0_0_320_20_450:gt ['0', '0', '-20', '0', '0']:pred [ 1.853291  0.       20.        0.        3.632467]
Hybrid_-20_20_-20_0_20_80_20_400:gt ['-20', '20', '-20', '0', '20']:pred [25.355783 20.       20.        0.       20.      ]
Sedan4Door_-20_20_0_20_20_160_20_400:gt ['-20', '20', '0', '20', '20']:pred [20.        9.040432  0.       42.291794 20.      ]
Hybrid_0_0_-20_0_20_160_60_400:gt ['0', '0', '-20', '0', '20']:pred [ 0.         2.7887945 20.         0.        54.424835 ]
Sedan4Door_-20_0_-20_20_0_80_60_400:gt ['-20', '0', '-20', '20', '0']:pred [16.020538  11.731245   1.9495958 27.564201   0.       ]
Suv_0_0_0_20_20_80_60_400:gt ['0', '0', '0', '20', '20']:pred [ 2.999464  3.383303  4.405361 22.399584 57.83703 ]
Sedan4Door_0_0_-20_0_20_80_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 7.2207837  0.         6.9996576  0.        20.       ]
Suv_-20_20_0_20_0_320_20_450:gt ['-20', '20', '0', '20', '0']:pred [23.046875  20.         2.2660878 20.        15.313519 ]
Hatchback_0_0_0_0_0_240_20_450:gt ['0', '0', '0', '0', '0']:pred [ 0.        13.803635   0.         5.2819076 12.704139 ]
Sedan4Door_-20_0_-20_0_0_240_20_450:gt ['-20', '0', '-20', '0', '0']:pred [20.        14.823749  20.         2.6491265  5.498714 ]
Sedan2Door_0_0_0_20_20_240_60_450:gt ['0', '0', '0', '20', '20']:pred [ 6.4568996  3.6581547  0.        20.        38.130844 ]
Sedan2Door_-20_0_0_0_20_240_60_400:gt ['-20', '0', '0', '0', '20']:pred [23.103436 16.282047  0.        0.       55.610374]
Sedan4Door_0_0_0_20_20_80_60_450:gt ['0', '0', '0', '20', '20']:pred [ 2.281342  12.023426   2.7959304 14.819571  20.       ]
Suv_-20_20_0_0_0_0_20_450:gt ['-20', '20', '0', '0', '0']:pred [13.338003  20.         3.1267529  0.         0.       ]
Hatchback_-20_0_-20_0_20_0_60_400:gt ['-20', '0', '-20', '0', '20']:pred [12.810814   7.8229637 11.665028   0.        47.611973 ]
Suv_0_20_0_0_0_80_60_450:gt ['0', '20', '0', '0', '0']:pred [ 2.002066  25.62879    6.56626    4.9025397 34.931725 ]
Hybrid_-20_0_-20_0_0_320_20_400:gt ['-20', '0', '-20', '0', '0']:pred [18.653915  0.       20.        0.       14.741245]
Sedan2Door_0_20_0_20_20_240_20_400:gt ['0', '20', '0', '20', '20']:pred [ 0.       23.263433  0.       20.       50.765007]
Hatchback_-20_20_0_0_20_320_20_400:gt ['-20', '20', '0', '0', '20']:pred [18.420166 20.        6.713924  0.       15.194768]
Hatchback_0_20_-20_20_0_240_20_400:gt ['0', '20', '-20', '20', '0']:pred [ 0.       23.331997 20.       20.218363 29.709888]
Sedan2Door_-20_20_0_0_20_0_60_450:gt ['-20', '20', '0', '0', '20']:pred [20.149912 47.46823   0.        0.       46.96302 ]
Suv_-20_20_-20_20_20_0_60_400:gt ['-20', '20', '-20', '20', '20']:pred [18.909195 32.050816 19.448965 20.       55.50072 ]
Hatchback_-20_0_0_20_0_160_60_400:gt ['-20', '0', '0', '20', '0']:pred [25.038658   6.8661175  0.        17.636938  30.588577 ]
Sedan4Door_-20_20_-20_20_20_160_60_400:gt ['-20', '20', '-20', '20', '20']:pred [36.845047   3.0636704 20.        19.876589  40.572124 ]
Sedan4Door_-20_20_0_20_0_240_20_400:gt ['-20', '20', '0', '20', '0']:pred [20.        16.018402   0.         7.5683365 55.26876  ]
Sedan2Door_0_0_0_20_20_0_60_400:gt ['0', '0', '0', '20', '20']:pred [ 2.8328288  6.2517376  0.        20.        51.14263  ]
Sedan4Door_0_20_0_20_0_160_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.         5.8492513  0.        18.146084   0.       ]
Hatchback_0_20_0_20_20_320_20_450:gt ['0', '20', '0', '20', '20']:pred [ 1.9876732 20.         3.849738  20.        12.356266 ]
Sedan4Door_0_20_-20_20_20_240_20_400:gt ['0', '20', '-20', '20', '20']:pred [ 0.       21.146679 20.       23.058304 52.583405]
Hybrid_-20_20_-20_20_0_0_60_450:gt ['-20', '20', '-20', '20', '0']:pred [22.065432 54.520943 20.       20.       33.553   ]
Hatchback_-20_0_-20_0_20_240_60_450:gt ['-20', '0', '-20', '0', '20']:pred [21.668133   1.6650158  9.263609  12.373695  38.400967 ]
Hatchback_0_20_-20_20_20_160_60_450:gt ['0', '20', '-20', '20', '20']:pred [12.878253   5.978289  20.         5.7760143 15.619342 ]
Hatchback_0_20_-20_0_0_160_60_400:gt ['0', '20', '-20', '0', '0']:pred [10.661651  46.513443  20.         6.6658797 45.4082   ]
Sedan4Door_0_20_-20_20_20_160_60_450:gt ['0', '20', '-20', '20', '20']:pred [11.681386   3.8716946 20.        11.778934  51.276585 ]
Hybrid_-20_20_0_0_0_0_20_450:gt ['-20', '20', '0', '0', '0']:pred [15.240088 20.        0.        0.        0.      ]
Hybrid_0_20_0_0_0_240_60_400:gt ['0', '20', '0', '0', '0']:pred [ 0.       24.623194  0.        0.       30.085995]
Hybrid_0_20_0_0_20_240_60_400:gt ['0', '20', '0', '0', '20']:pred [ 0.        6.454153  0.        0.       58.297092]
Hybrid_-20_20_-20_0_20_240_20_400:gt ['-20', '20', '-20', '0', '20']:pred [20.       42.498882 20.        0.       52.485897]
Suv_0_0_-20_20_20_320_20_400:gt ['0', '0', '-20', '20', '20']:pred [ 2.0101593  0.        31.470123  20.        25.86884  ]
Hybrid_0_0_-20_20_0_240_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.        8.148726 20.       20.        8.531507]
Sedan2Door_0_0_0_0_0_0_20_400:gt ['0', '0', '0', '0', '0']:pred [0.8811663 0.        0.        0.        0.       ]
Hybrid_0_20_-20_0_20_160_60_450:gt ['0', '20', '-20', '0', '20']:pred [ 0.      20.48073 20.       0.      57.0176 ]
Sedan4Door_0_0_0_20_0_320_60_400:gt ['0', '0', '0', '20', '0']:pred [ 6.0458717  0.         0.2521872 39.81864   59.93237  ]
Hatchback_-20_20_-20_0_0_0_20_400:gt ['-20', '20', '-20', '0', '0']:pred [11.639765 20.       21.385101  0.        0.      ]
Sedan4Door_-20_0_0_20_0_240_60_400:gt ['-20', '0', '0', '20', '0']:pred [14.316777   7.6517735  0.         8.0750475 50.472225 ]
Sedan4Door_0_0_0_20_20_160_60_450:gt ['0', '0', '0', '20', '20']:pred [ 9.522766  4.630677  0.       11.84836  55.648907]
Hybrid_0_0_-20_0_20_0_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 1.5346881  0.        20.         0.        20.       ]
Suv_0_0_0_20_0_320_60_450:gt ['0', '0', '0', '20', '0']:pred [ 1.9891114  0.         5.697929  20.        52.308517 ]
Suv_-20_20_0_20_20_80_60_450:gt ['-20', '20', '0', '20', '20']:pred [19.846867  15.483071   1.1850373 13.79604   34.02187  ]
Hatchback_-20_0_-20_20_0_80_20_450:gt ['-20', '0', '-20', '20', '0']:pred [23.576105  0.       10.100445 20.        0.      ]
Sedan4Door_-20_0_-20_0_0_80_60_400:gt ['-20', '0', '-20', '0', '0']:pred [17.670717  14.539996  11.8839     4.5523524  0.       ]
Sedan2Door_0_20_0_0_0_160_60_450:gt ['0', '20', '0', '0', '0']:pred [ 5.703295 15.718454  0.        0.       52.129814]
Hybrid_-20_0_0_0_0_240_60_400:gt ['-20', '0', '0', '0', '0']:pred [20.         3.2521973  0.         0.        34.577854 ]
Hatchback_0_0_-20_0_20_80_20_400:gt ['0', '0', '-20', '0', '20']:pred [ 2.964431  0.       14.410785  0.       20.      ]
Hybrid_0_0_-20_0_0_160_20_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.        7.885986 20.        0.        0.      ]
Hybrid_-20_20_0_0_20_0_60_400:gt ['-20', '20', '0', '0', '20']:pred [11.800297 25.026144  0.        0.       31.873205]
Sedan2Door_-20_0_-20_0_20_240_60_450:gt ['-20', '0', '-20', '0', '20']:pred [12.902827   7.4170017 20.         0.        59.87794  ]
Sedan4Door_0_0_0_20_0_240_20_450:gt ['0', '0', '0', '20', '0']:pred [ 0.        6.11116   0.       16.488997 16.549212]
Suv_0_0_-20_0_20_160_60_450:gt ['0', '0', '-20', '0', '20']:pred [ 9.225391  5.678912 20.       16.55714  55.88919 ]
Hatchback_-20_20_-20_0_20_160_60_450:gt ['-20', '20', '-20', '0', '20']:pred [18.997005   7.2246714 20.         9.661667  43.553413 ]
Sedan4Door_0_20_0_0_20_160_20_450:gt ['0', '20', '0', '0', '20']:pred [ 0.       15.822351  0.       23.999369 20.      ]
Hybrid_-20_0_0_0_20_160_60_450:gt ['-20', '0', '0', '0', '20']:pred [12.557947   6.1714907  0.         0.        49.598347 ]
Sedan4Door_-20_20_0_0_20_240_20_400:gt ['-20', '20', '0', '0', '20']:pred [20.       14.181412  0.       10.883659 56.665222]
Sedan4Door_0_0_0_0_0_160_20_450:gt ['0', '0', '0', '0', '0']:pred [ 0.         4.5122223  0.        11.62101    0.       ]
Hybrid_-20_0_0_0_20_320_20_400:gt ['-20', '0', '0', '0', '20']:pred [20.370068  0.        0.        0.       10.98018 ]
Sedan4Door_-20_20_-20_20_20_0_20_450:gt ['-20', '20', '-20', '20', '20']:pred [14.635994  20.         4.5198374 20.        20.       ]
Hatchback_-20_20_-20_0_0_0_20_450:gt ['-20', '20', '-20', '0', '0']:pred [18.246153 20.       17.087585  0.        0.      ]
Hatchback_-20_20_-20_0_0_80_20_400:gt ['-20', '20', '-20', '0', '0']:pred [24.893375 20.       13.111234  0.        0.      ]
Hatchback_0_20_-20_20_20_160_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 0.      14.23208 20.      26.11774 20.     ]
Hybrid_0_20_0_20_0_240_20_400:gt ['0', '20', '0', '20', '0']:pred [ 0.        9.602148  0.       20.       25.381607]
Hybrid_-20_0_0_0_20_240_60_450:gt ['-20', '0', '0', '0', '20']:pred [16.701809   3.7306376  0.         0.        44.647247 ]
Hatchback_-20_0_-20_0_0_0_20_400:gt ['-20', '0', '-20', '0', '0']:pred [ 6.566718  0.       36.829964  0.        0.      ]
Sedan2Door_0_0_-20_20_0_160_60_450:gt ['0', '0', '-20', '20', '0']:pred [ 4.5150027 51.033222  20.        20.        46.83255  ]
Sedan4Door_0_20_0_20_20_160_20_450:gt ['0', '20', '0', '20', '20']:pred [ 0.       12.388383  0.       21.04477  20.      ]
Hatchback_0_0_-20_20_0_160_20_400:gt ['0', '0', '-20', '20', '0']:pred [ 0.       20.100756 20.       15.452252  0.      ]
Sedan4Door_0_0_-20_0_0_0_60_450:gt ['0', '0', '-20', '0', '0']:pred [14.725145  9.439543  5.451673  0.       59.49197 ]
Suv_-20_0_0_0_0_240_60_400:gt ['-20', '0', '0', '0', '0']:pred [20.         38.115753    0.          0.89822304 27.347675  ]
Hybrid_0_20_-20_20_0_80_20_450:gt ['0', '20', '-20', '20', '0']:pred [ 3.3402505 20.        20.        20.         0.       ]
Sedan4Door_0_20_-20_0_0_240_20_450:gt ['0', '20', '-20', '0', '0']:pred [ 0.         6.830347  20.         2.0504932 42.725594 ]
Sedan4Door_-20_0_0_20_20_0_60_400:gt ['-20', '0', '0', '20', '20']:pred [25.473103  42.936565   1.2161539 20.        39.060776 ]
Sedan4Door_0_0_0_0_0_320_60_400:gt ['0', '0', '0', '0', '0']:pred [ 2.7101722  0.        18.385685   0.        30.251688 ]
Suv_-20_0_0_0_0_0_60_450:gt ['-20', '0', '0', '0', '0']:pred [27.004587   0.         1.1773624  0.        35.381866 ]
Suv_-20_20_-20_20_0_320_20_400:gt ['-20', '20', '-20', '20', '0']:pred [19.24101  20.       18.211153 20.       23.885109]
Hatchback_0_0_0_20_20_0_60_450:gt ['0', '0', '0', '20', '20']:pred [ 4.694744  10.133601   2.7461448 20.        31.680954 ]
Suv_-20_20_0_20_0_320_60_450:gt ['-20', '20', '0', '20', '0']:pred [30.538055 20.        7.861415 20.       27.972866]
Sedan4Door_-20_20_0_20_0_240_20_450:gt ['-20', '20', '0', '20', '0']:pred [20.       23.650473  0.       18.609245 36.841946]
Hybrid_-20_20_0_0_20_240_20_450:gt ['-20', '20', '0', '0', '20']:pred [20.       31.833094  0.        0.       28.2853  ]
Sedan4Door_-20_20_0_20_20_240_60_400:gt ['-20', '20', '0', '20', '20']:pred [20.489742  57.57542    0.         7.5661397 33.569706 ]
Hybrid_-20_20_-20_20_0_160_20_400:gt ['-20', '20', '-20', '20', '0']:pred [20.       18.020403 20.       20.        0.      ]
Suv_-20_20_0_0_0_240_60_400:gt ['-20', '20', '0', '0', '0']:pred [20.        12.247457   0.         3.5197768 40.454636 ]
Hatchback_0_20_0_0_0_80_20_450:gt ['0', '20', '0', '0', '0']:pred [ 2.073155  20.         2.8238845  0.         0.       ]
Sedan2Door_-20_0_-20_20_0_320_60_400:gt ['-20', '0', '-20', '20', '0']:pred [29.401188   3.4074185 20.        20.        30.616522 ]
