hybrid_0_0_-20_40_20_80_80_450:gt ['0', '0', '-20', '40', '20']:pred [ 2.1112869  2.5594208 20.        40.        20.       ]
hybrid_0_0_-40_40_20_160_80_400:gt ['0', '0', '-40', '40', '20']:pred [ 2.788731  2.683906 40.       40.       23.878546]
hybrid_-40_40_-40_40_0_240_40_450:gt ['-40', '40', '-40', '40', '0']:pred [40.      44.71335 40.      40.       4.38882]
sedan4door_-40_0_0_0_0_320_20_450:gt ['-40', '0', '0', '0', '0']:pred [44.54774    0.         1.4848626  0.         2.4389238]
sedan4door_-20_20_-40_20_20_240_20_400:gt ['-20', '20', '-40', '20', '20']:pred [20.       19.25926  40.       20.627808 20.744902]
hatchback_-40_40_0_20_20_0_20_400:gt ['-40', '40', '0', '20', '20']:pred [40.519928  40.         1.7991042 20.        20.       ]
sedan2door_-40_20_-40_20_0_80_40_400:gt ['-40', '20', '-40', '20', '0']:pred [44.492275 16.995451 40.       20.        0.      ]
sedan2door_-20_20_-40_40_20_160_60_400:gt ['-20', '20', '-40', '40', '20']:pred [17.547298 19.490345 40.       40.       19.468212]
sedan4door_0_0_-40_40_0_240_60_450:gt ['0', '0', '-40', '40', '0']:pred [ 4.3246183  3.9480994 38.0879    44.151676   2.7824426]
hatchback_-20_40_-40_20_0_0_40_450:gt ['-20', '40', '-40', '20', '0']:pred [16.272287  40.        46.51541   20.         2.7013109]
suv_0_0_-40_40_0_80_40_450:gt ['0', '0', '-40', '40', '0']:pred [ 2.3974974  3.6029685 43.924877  40.         0.       ]
suv_0_0_-20_0_0_240_60_400:gt ['0', '0', '-20', '0', '0']:pred [ 3.043636   1.1362809 18.429653   0.725062   1.339303 ]
hatchback_-20_20_-20_0_20_0_80_450:gt ['-20', '20', '-20', '0', '20']:pred [14.459122  17.497559  20.197548   3.6441104 20.381466 ]
hybrid_0_40_-40_40_0_320_20_400:gt ['0', '40', '-40', '40', '0']:pred [ 1.8669873 40.        40.        40.         1.5539114]
hatchback_0_40_-20_40_0_240_80_400:gt ['0', '40', '-20', '40', '0']:pred [ 2.1751342 42.188168  19.38783   39.359028   3.9500167]
hatchback_-20_20_0_0_0_320_60_400:gt ['-20', '20', '0', '0', '0']:pred [21.35738   18.469524   2.4362426  0.         2.3293152]
suv_-20_20_0_20_20_0_20_400:gt ['-20', '20', '0', '20', '20']:pred [18.9054    20.         1.3272265 20.        20.       ]
sedan2door_-20_40_-40_20_20_0_80_400:gt ['-20', '40', '-40', '20', '20']:pred [18.323973 42.33468  40.       20.       17.915434]
sedan2door_-20_40_0_0_20_160_80_450:gt ['-20', '40', '0', '0', '20']:pred [17.303572 41.92413   0.        0.       20.177094]
hatchback_-20_40_-40_40_40_240_20_400:gt ['-20', '40', '-40', '40', '40']:pred [20.       39.698944 40.       39.078075 44.16361 ]
hatchback_0_0_-20_20_40_320_20_450:gt ['0', '0', '-20', '20', '40']:pred [ 1.8755434  0.        19.611347  20.        42.70273  ]
hatchback_-40_20_-40_40_20_160_20_450:gt ['-40', '20', '-40', '40', '20']:pred [40.       23.650661 40.       43.18672  20.      ]
sedan2door_-20_20_-40_20_20_320_40_400:gt ['-20', '20', '-40', '20', '20']:pred [15.972778 20.       40.       20.       17.41257 ]
suv_-20_40_-20_40_0_240_60_450:gt ['-20', '40', '-20', '40', '0']:pred [18.327576  40.460968  19.25989   42.718204   3.1049752]
sedan4door_-20_20_0_0_0_320_60_450:gt ['-20', '20', '0', '0', '0']:pred [21.303017  20.325304   2.5404823  0.         1.6848645]
hatchback_-20_40_-20_0_20_320_40_400:gt ['-20', '40', '-20', '0', '20']:pred [20.994373 40.       18.342823  0.       21.95912 ]
hatchback_-40_0_-20_20_20_160_40_400:gt ['-40', '0', '-20', '20', '20']:pred [40.         2.5031977 20.        17.426105  20.535225 ]
hatchback_-40_40_0_0_20_0_20_400:gt ['-40', '40', '0', '0', '20']:pred [43.12649   40.         1.0266678  0.        20.       ]
suv_-20_0_0_0_20_0_40_450:gt ['-20', '0', '0', '0', '20']:pred [20.8363     0.         1.6974876  0.        19.482876 ]
sedan4door_-20_40_-20_0_0_160_20_450:gt ['-20', '40', '-20', '0', '0']:pred [20.        44.517574  20.         2.4377968  0.       ]
hatchback_0_40_-20_40_0_240_80_400:gt ['0', '40', '-20', '40', '0']:pred [ 2.1751342 42.188168  19.38783   39.359028   3.9500167]
sedan4door_-40_40_-20_40_20_0_60_400:gt ['-40', '40', '-20', '40', '20']:pred [39.21192  43.194057 20.317152 40.       21.469368]
sedan2door_-40_40_-20_20_0_160_80_450:gt ['-40', '40', '-20', '20', '0']:pred [41.482918  41.760235  20.        20.         2.4068513]
hatchback_0_0_0_0_0_0_80_450:gt ['0', '0', '0', '0', '0']:pred [2.8663452 1.7065376 1.4737494 3.194462  1.0136201]
suv_-40_0_-20_0_0_160_60_450:gt ['-40', '0', '-20', '0', '0']:pred [44.47711    2.3272674 20.         2.256792   2.1163666]
sedan2door_-20_20_-40_0_20_320_80_400:gt ['-20', '20', '-40', '0', '20']:pred [20.936745 20.210035 40.        0.       17.41866 ]
sedan4door_-40_40_-20_40_20_240_20_450:gt ['-40', '40', '-20', '40', '20']:pred [40.       38.642624 20.       42.693542 21.687737]
sedan2door_-40_20_0_20_20_0_80_450:gt ['-40', '20', '0', '20', '20']:pred [39.452972 17.867403  0.       20.       19.873219]
sedan4door_-20_20_0_20_0_320_20_400:gt ['-20', '20', '0', '20', '0']:pred [19.289751  20.         2.1376653 20.         2.9457858]
hatchback_0_20_-40_20_0_0_40_400:gt ['0', '20', '-40', '20', '0']:pred [ 2.1131477 20.        42.19298   20.         2.721086 ]
hybrid_-40_40_-40_40_20_80_60_400:gt ['-40', '40', '-40', '40', '20']:pred [43.650192 41.948578 40.       40.       16.687975]
hatchback_-40_20_-40_0_0_240_20_400:gt ['-40', '20', '-40', '0', '0']:pred [40.        17.437437  40.         2.143404   1.5985754]
sedan2door_-20_40_0_0_20_320_20_400:gt ['-20', '40', '0', '0', '20']:pred [17.730864 40.        0.        0.       17.291523]
hybrid_0_40_0_40_0_320_60_450:gt ['0', '40', '0', '40', '0']:pred [ 3.1650414 44.507954   0.        40.         3.6026125]
sedan4door_0_40_0_20_20_240_80_400:gt ['0', '40', '0', '20', '20']:pred [ 2.0949461 43.3891     3.2889197 15.294481  21.440174 ]
suv_-20_20_-40_0_0_160_60_400:gt ['-20', '20', '-40', '0', '0']:pred [18.769762  20.087708  40.         1.7794458  3.1292198]
hybrid_-20_20_0_0_0_0_20_400:gt ['-20', '20', '0', '0', '0']:pred [16.689245 20.        0.        0.        0.      ]
sedan4door_-40_20_-40_40_20_320_40_450:gt ['-40', '20', '-40', '40', '20']:pred [40.830585 20.       42.083652 40.       21.114368]
suv_0_20_-20_0_0_0_20_400:gt ['0', '20', '-20', '0', '0']:pred [ 2.3724232 20.        20.777721   0.         0.       ]
suv_0_40_-40_20_20_160_60_400:gt ['0', '40', '-40', '20', '20']:pred [ 3.948393 44.553123 40.       16.867434 17.230974]
suv_-40_0_-40_20_40_160_40_400:gt ['-40', '0', '-40', '20', '40']:pred [40.         1.7777079 40.        18.729881  42.171005 ]
suv_-40_0_-40_0_20_0_60_450:gt ['-40', '0', '-40', '0', '20']:pred [39.09545   0.       42.952442  0.       24.52973 ]
sedan4door_-20_0_0_40_20_0_60_450:gt ['-20', '0', '0', '40', '20']:pred [18.675493   2.0286744  2.0025818 40.        16.813665 ]
hatchback_0_40_-40_0_40_160_40_450:gt ['0', '40', '-40', '0', '40']:pred [ 0.        42.94799   40.         3.1340868 46.884624 ]
suv_-40_40_-40_40_20_240_40_450:gt ['-40', '40', '-40', '40', '20']:pred [40.       41.041687 40.       43.912872 25.443808]
sedan4door_0_40_-20_20_0_0_20_450:gt ['0', '40', '-20', '20', '0']:pred [ 1.8623918 40.        21.009758  20.         0.       ]
hatchback_0_0_-20_0_40_80_40_400:gt ['0', '0', '-20', '0', '40']:pred [ 2.0716631  2.8628588 21.19782    0.        40.       ]
sedan4door_0_20_-20_20_0_160_80_400:gt ['0', '20', '-20', '20', '0']:pred [ 2.6327431 18.501675  19.312183  18.545046   2.9058337]
sedan2door_-40_20_-20_0_20_160_60_450:gt ['-40', '20', '-20', '0', '20']:pred [44.922005 18.78999  20.        0.       20.0788  ]
hatchback_-40_0_-40_40_0_160_60_400:gt ['-40', '0', '-40', '40', '0']:pred [43.097595   2.6383252 40.        40.71034    2.3384192]
hatchback_-20_0_-40_20_0_240_60_400:gt ['-20', '0', '-40', '20', '0']:pred [19.293154   1.8677212 42.978394  22.099148   2.1257944]
hybrid_-40_20_-40_20_20_320_60_400:gt ['-40', '20', '-40', '20', '20']:pred [42.86472  18.094004 40.       20.       21.362328]
hybrid_-40_40_-20_0_40_240_20_450:gt ['-40', '40', '-20', '0', '40']:pred [40.       42.29504  20.        0.       41.598766]
suv_-20_0_-40_20_20_80_80_400:gt ['-20', '0', '-40', '20', '20']:pred [14.932874   2.0985615 44.977467  18.505203  20.       ]
sedan2door_0_40_0_0_40_160_40_450:gt ['0', '40', '0', '0', '40']:pred [ 0.       39.62814   0.        0.       40.597137]
hybrid_-20_20_0_20_20_0_40_400:gt ['-20', '20', '0', '20', '20']:pred [19.421873 20.        0.       20.       23.65748 ]
hatchback_-40_20_-20_0_0_320_20_400:gt ['-40', '20', '-20', '0', '0']:pred [42.404778 20.       19.175222  0.        2.705126]
sedan2door_-20_40_0_0_0_240_40_450:gt ['-20', '40', '0', '0', '0']:pred [20.        42.85497    0.         0.         2.6626163]
hybrid_-20_40_-40_0_40_80_40_400:gt ['-20', '40', '-40', '0', '40']:pred [18.224903 45.104935 40.        0.       40.      ]
suv_-20_40_-40_0_40_240_60_450:gt ['-20', '40', '-40', '0', '40']:pred [19.429379 41.157246 41.444748  3.123613 41.893707]
suv_-20_40_-20_0_40_320_60_450:gt ['-20', '40', '-20', '0', '40']:pred [18.826572 44.239708 17.8383    0.       42.59608 ]
hybrid_0_20_-40_40_20_160_80_450:gt ['0', '20', '-40', '40', '20']:pred [ 3.042039 21.352295 40.       40.       17.806152]
suv_-20_40_-20_0_0_160_20_400:gt ['-20', '40', '-20', '0', '0']:pred [20.       46.579678 20.        2.840488  0.      ]
hybrid_0_40_0_20_20_320_60_450:gt ['0', '40', '0', '20', '20']:pred [ 2.3852224 44.635128   0.        20.        20.375221 ]
hatchback_-40_0_-40_20_20_240_60_400:gt ['-40', '0', '-40', '20', '20']:pred [43.889133   2.3628404 42.04287   18.078362  20.726444 ]
sedan2door_-20_0_0_40_20_160_80_400:gt ['-20', '0', '0', '40', '20']:pred [19.353224   1.8639272  0.        40.        18.241222 ]
hatchback_-20_40_-20_0_20_240_20_400:gt ['-20', '40', '-20', '0', '20']:pred [20.        42.775135  20.         2.2100706 16.904295 ]
sedan4door_-40_40_-20_40_0_320_60_400:gt ['-40', '40', '-20', '40', '0']:pred [38.39006   38.589188  21.717352  40.708187   2.7251272]
hatchback_0_20_-40_40_20_80_20_400:gt ['0', '20', '-40', '40', '20']:pred [ 2.510712 20.       44.62186  40.       20.      ]
sedan4door_0_40_-20_20_40_160_80_450:gt ['0', '40', '-20', '20', '40']:pred [ 4.173757 44.029396 19.342613 15.659879 40.279613]
hatchback_0_40_0_40_40_240_40_450:gt ['0', '40', '0', '40', '40']:pred [ 0.       41.622658  0.       43.782063 41.454956]
suv_-20_0_-20_0_20_240_20_450:gt ['-20', '0', '-20', '0', '20']:pred [20.         2.208227  20.         2.4610696 19.503487 ]
hybrid_-40_0_0_0_0_240_20_450:gt ['-40', '0', '0', '0', '0']:pred [40.         2.285079   0.         0.         2.5043287]
hatchback_-20_40_-20_0_0_160_60_450:gt ['-20', '40', '-20', '0', '0']:pred [19.893082  43.749077  20.         1.9431398  1.7917324]
sedan4door_-20_40_0_40_20_80_80_450:gt ['-20', '40', '0', '40', '20']:pred [16.414148 41.157787  2.139965 43.827545 20.      ]
sedan4door_-20_0_-40_0_20_240_20_450:gt ['-20', '0', '-40', '0', '20']:pred [20.         2.739655  40.         2.0287895 22.588705 ]
suv_0_20_0_20_40_320_80_400:gt ['0', '20', '0', '20', '40']:pred [ 1.5002941 15.866071   3.5917206 19.156357  40.345646 ]
hatchback_-40_20_0_40_0_80_80_450:gt ['-40', '20', '0', '40', '0']:pred [44.41352   19.659487   4.8747873 40.313446   0.       ]
suv_-40_0_0_20_20_80_80_450:gt ['-40', '0', '0', '20', '20']:pred [43.516254   1.7503784  2.0010972 14.78614   20.       ]
hatchback_-20_0_-20_0_0_320_40_400:gt ['-20', '0', '-20', '0', '0']:pred [16.62928    0.        22.681799   0.         1.2780683]
suv_-20_40_-40_40_0_240_60_450:gt ['-20', '40', '-40', '40', '0']:pred [19.407438  43.0389    42.230785  42.42744    3.3874376]
hybrid_0_0_-40_40_20_320_40_400:gt ['0', '0', '-40', '40', '20']:pred [ 2.2592437  0.        40.        40.        19.620539 ]
hybrid_-20_40_-20_0_20_160_80_400:gt ['-20', '40', '-20', '0', '20']:pred [20.602259 41.57086  20.        0.       21.086416]
sedan2door_0_40_-20_40_20_160_40_400:gt ['0', '40', '-20', '40', '20']:pred [ 0.      45.27614 20.      40.      20.31405]
hybrid_0_40_-40_40_0_240_40_400:gt ['0', '40', '-40', '40', '0']:pred [ 0.       44.228825 40.       40.        1.342747]
hatchback_-20_40_-40_40_20_240_20_450:gt ['-20', '40', '-40', '40', '20']:pred [20.       40.390556 40.       42.715412 24.624205]
hybrid_-20_0_-40_20_40_80_80_400:gt ['-20', '0', '-40', '20', '40']:pred [17.839764   2.3355186 40.        20.        40.       ]
sedan2door_-20_20_0_40_0_0_20_450:gt ['-20', '20', '0', '40', '0']:pred [18.23643 20.       0.      40.       0.     ]
sedan4door_-20_40_-20_40_40_240_20_450:gt ['-20', '40', '-20', '40', '40']:pred [20.       37.824726 20.       43.12242  42.91854 ]
suv_0_20_-20_0_40_0_20_450:gt ['0', '20', '-20', '0', '40']:pred [ 2.700514 20.       15.283111  0.       40.      ]
hybrid_-20_20_0_20_20_160_60_450:gt ['-20', '20', '0', '20', '20']:pred [20.476732 19.4094    0.       20.       20.10618 ]
sedan2door_-40_0_-40_40_0_320_60_450:gt ['-40', '0', '-40', '40', '0']:pred [44.279747   3.4523442 40.        40.         2.035852 ]
hybrid_0_40_-40_20_0_80_60_400:gt ['0', '40', '-40', '20', '0']:pred [ 2.29871   45.599483  40.        20.         2.3287983]
sedan2door_-20_40_-20_40_0_240_40_400:gt ['-20', '40', '-20', '40', '0']:pred [20.        41.497673  20.        40.         3.0150266]
sedan2door_-20_20_-40_40_20_320_60_400:gt ['-20', '20', '-40', '40', '20']:pred [17.120567 17.730856 40.       40.       18.04582 ]
hybrid_-40_20_-20_40_40_160_60_450:gt ['-40', '20', '-20', '40', '40']:pred [41.997902 22.213205 20.       40.       42.086933]
sedan4door_-40_20_0_40_0_320_60_450:gt ['-40', '20', '0', '40', '0']:pred [40.706867  19.91015    1.9057534 39.986393   1.8933367]
sedan4door_-40_0_-40_40_40_320_60_450:gt ['-40', '0', '-40', '40', '40']:pred [41.545975   3.3181024 43.34942   39.72813   42.488483 ]
sedan2door_0_20_-40_20_40_240_80_400:gt ['0', '20', '-40', '20', '40']:pred [ 2.438729 18.818468 40.       20.       42.703007]
sedan2door_0_0_-40_0_0_160_60_450:gt ['0', '0', '-40', '0', '0']:pred [ 2.4428008  1.5053215 40.         0.         1.0375378]
suv_0_0_-20_20_40_80_20_400:gt ['0', '0', '-20', '20', '40']:pred [ 1.9586856  0.        17.362463  20.        40.       ]
hybrid_0_0_0_20_40_240_60_400:gt ['0', '0', '0', '20', '40']:pred [ 0.        3.782811  0.       20.       44.04705 ]
hatchback_-20_20_0_0_0_80_60_400:gt ['-20', '20', '0', '0', '0']:pred [16.670383  19.834234   1.9690962  4.925956   2.5748985]
suv_-40_40_0_0_20_0_80_450:gt ['-40', '40', '0', '0', '20']:pred [41.72375  42.776333  2.245159  0.       20.035881]
sedan2door_-20_40_-20_0_0_0_80_450:gt ['-20', '40', '-20', '0', '0']:pred [18.930174  41.750904  20.         0.         2.6581292]
hybrid_0_40_-20_20_0_0_60_450:gt ['0', '40', '-20', '20', '0']:pred [ 1.6244705 43.72928   20.        20.         1.8558893]
hatchback_-20_20_0_40_0_320_80_450:gt ['-20', '20', '0', '40', '0']:pred [13.697947  18.27491    3.2167022 43.30201    3.96858  ]
suv_-20_40_-20_0_0_160_60_450:gt ['-20', '40', '-20', '0', '0']:pred [16.984905  43.087494  20.         2.2263837  1.9823961]
hybrid_0_0_0_40_20_240_20_400:gt ['0', '0', '0', '40', '20']:pred [ 0.         1.7800338  0.        40.        17.578585 ]
hatchback_-40_40_-20_0_0_0_20_450:gt ['-40', '40', '-20', '0', '0']:pred [43.390533 40.       22.276913  0.        0.      ]
sedan4door_0_0_-20_40_40_160_40_400:gt ['0', '0', '-20', '40', '40']:pred [ 0.         3.8724728 20.        43.876694  41.591404 ]
sedan4door_0_40_-20_20_0_160_20_400:gt ['0', '40', '-20', '20', '0']:pred [ 0.       43.317867 20.       16.474691  0.      ]
suv_-40_40_-40_0_40_0_20_400:gt ['-40', '40', '-40', '0', '40']:pred [45.789097 40.       45.94863   0.       40.      ]
sedan2door_0_20_-20_0_20_0_20_400:gt ['0', '20', '-20', '0', '20']:pred [ 1.1585457 20.        20.         0.        20.       ]
suv_-20_0_0_0_40_0_60_450:gt ['-20', '0', '0', '0', '40']:pred [16.586105   0.         2.8667862  0.        41.450214 ]
suv_0_20_-20_20_20_0_80_450:gt ['0', '20', '-20', '20', '20']:pred [ 2.1423967 18.878912  22.16888   17.858818  23.12121  ]
hatchback_-40_0_-20_40_20_240_40_450:gt ['-40', '0', '-20', '40', '20']:pred [40.        4.09096  20.       42.364475 22.153746]
sedan4door_0_40_-20_40_0_240_80_400:gt ['0', '40', '-20', '40', '0']:pred [ 2.8082285 43.567135  22.721954  41.242428   3.8939703]
hatchback_-20_40_-20_20_20_320_60_450:gt ['-20', '40', '-20', '20', '20']:pred [19.06524  42.410168 21.722403 17.980444 21.723331]
suv_-40_40_0_40_40_320_80_400:gt ['-40', '40', '0', '40', '40']:pred [38.41715   39.931206   3.1225765 43.461082  42.430332 ]
hybrid_0_40_0_20_40_160_60_400:gt ['0', '40', '0', '20', '40']:pred [ 0.       45.479748  0.       20.       41.02017 ]
sedan2door_-20_40_0_0_40_240_60_400:gt ['-20', '40', '0', '0', '40']:pred [20.187626 43.111427  0.        0.       42.261375]
suv_0_40_0_0_20_0_60_400:gt ['0', '40', '0', '0', '20']:pred [ 1.5532863 46.88319    2.8619025  0.        19.333979 ]
sedan2door_-40_40_0_40_0_240_20_450:gt ['-40', '40', '0', '40', '0']:pred [40.        44.20678    0.        40.         3.0388947]
sedan2door_-20_20_0_40_0_0_40_400:gt ['-20', '20', '0', '40', '0']:pred [17.512072  20.         0.        40.         1.6944742]
hatchback_-20_20_-40_0_20_80_80_400:gt ['-20', '20', '-40', '0', '20']:pred [17.38231   19.147217  42.070084   1.7266394 20.       ]
sedan2door_0_40_-20_0_20_240_40_450:gt ['0', '40', '-20', '0', '20']:pred [ 0.       46.362434 20.        0.       20.905792]
sedan4door_-20_20_0_40_0_320_60_400:gt ['-20', '20', '0', '40', '0']:pred [18.167807  20.235266   2.7955418 42.902737   1.8129225]
sedan4door_-40_0_0_20_20_320_40_400:gt ['-40', '0', '0', '20', '20']:pred [39.7247     0.         3.2974043 20.        19.210667 ]
sedan2door_0_40_-40_40_40_240_40_450:gt ['0', '40', '-40', '40', '40']:pred [ 0.      45.95812 40.      40.      41.05541]
hybrid_0_40_-20_0_20_240_60_400:gt ['0', '40', '-20', '0', '20']:pred [ 0.       43.822357 20.        0.       19.953169]
hybrid_-40_0_-20_40_20_320_40_400:gt ['-40', '0', '-20', '40', '20']:pred [44.822987  0.       20.       40.       18.526237]
suv_-40_40_0_40_40_160_80_400:gt ['-40', '40', '0', '40', '40']:pred [42.490967 37.311447  0.       40.20044  38.93873 ]
sedan2door_0_0_0_20_40_0_60_400:gt ['0', '0', '0', '20', '40']:pred [ 1.5404422  2.2479467  0.        20.        43.690796 ]
sedan4door_-20_40_0_0_0_80_60_400:gt ['-20', '40', '0', '0', '0']:pred [19.722843  42.82755    3.7871633  2.4388592  2.5506282]
sedan2door_-40_20_0_20_0_240_60_450:gt ['-40', '20', '0', '20', '0']:pred [42.429264 19.088137  0.       20.        2.730999]
hybrid_0_0_-40_20_20_0_80_450:gt ['0', '0', '-40', '20', '20']:pred [ 2.0581207  2.591283  40.        20.        17.598055 ]
hybrid_-40_0_-40_20_0_240_80_450:gt ['-40', '0', '-40', '20', '0']:pred [42.11236    2.4725761 40.        20.         2.56144  ]
sedan2door_0_40_0_0_40_240_40_400:gt ['0', '40', '0', '0', '40']:pred [ 0.      42.00811  0.       0.      44.346  ]
sedan2door_-20_40_-20_20_40_80_40_400:gt ['-20', '40', '-20', '20', '40']:pred [20.243202 42.8201   20.       20.       40.      ]
sedan2door_0_40_0_20_40_160_60_400:gt ['0', '40', '0', '20', '40']:pred [ 4.2095947 40.987835   0.        20.        41.556377 ]
hatchback_-20_20_0_0_40_0_80_400:gt ['-20', '20', '0', '0', '40']:pred [21.446814  16.159298   4.2467685  0.        42.02649  ]
hybrid_-20_40_-40_0_40_0_80_450:gt ['-20', '40', '-40', '0', '40']:pred [20.967365 42.840305 40.        0.       42.36927 ]
suv_-40_0_-20_40_40_240_80_400:gt ['-40', '0', '-20', '40', '40']:pred [41.421055   2.1503153 15.219031  41.47427   39.7452   ]
sedan2door_-20_0_-40_0_20_240_20_400:gt ['-20', '0', '-40', '0', '20']:pred [20.         2.3858347 40.         0.        17.921667 ]
sedan4door_-20_0_-20_0_20_240_40_400:gt ['-20', '0', '-20', '0', '20']:pred [20.         1.6581665 20.         1.5785477 20.992268 ]
sedan2door_-40_40_0_0_20_320_80_400:gt ['-40', '40', '0', '0', '20']:pred [43.989937 40.817406  0.        0.       21.05521 ]
sedan2door_0_20_-20_40_20_80_80_450:gt ['0', '20', '-20', '40', '20']:pred [ 2.5610244 19.716064  20.        40.        20.       ]
