sedan4door_-30_15_-4_48_46_230_70_420:gt ['-30', '15', '-4', '48', '46']:pred [26.375069 15.676088 20.162632 40.890896  9.895099]
hybrid_-50_15_-36_10_46_140_30_420:gt ['-50', '15', '-36', '10', '46']:pred [50.        5.206903 36.       10.       46.      ]
hatchback_-17_45_-36_48_46_140_30_420:gt ['-17', '45', '-36', '48', '46']:pred [17.       17.0453   36.       51.075554 46.      ]
hatchback_-50_45_-22_10_46_50_70_420:gt ['-50', '45', '-22', '10', '46']:pred [34.68493  46.029724 26.81424  16.237598 33.086082]
hybrid_-50_15_-4_48_28_50_30_420:gt ['-50', '15', '-4', '48', '28']:pred [46.92977 15.       4.      48.      28.     ]
sedan4door_-17_15_-36_48_15_140_30_420:gt ['-17', '15', '-36', '48', '15']:pred [17.       10.273018 36.       40.795464 15.      ]
sedan2door_-17_15_-4_35_46_50_30_420:gt ['-17', '15', '-4', '35', '46']:pred [18.826702 15.        4.       35.       46.      ]
suv_-17_45_-36_48_15_50_70_420:gt ['-17', '45', '-36', '48', '15']:pred [11.328563 38.19485  27.423143 28.27642   6.883136]
suv_-30_23_-4_35_46_140_30_420:gt ['-30', '23', '-4', '35', '46']:pred [30.        9.262783  4.       39.70076  46.      ]
sedan4door_-30_15_-36_10_46_230_30_420:gt ['-30', '15', '-36', '10', '46']:pred [30.         5.800536  36.         5.1837506 36.025623 ]
hybrid_-50_15_-22_48_15_230_70_420:gt ['-50', '15', '-22', '48', '15']:pred [33.944057  16.46489   22.        48.         2.4578352]
suv_-30_15_-4_35_15_50_30_420:gt ['-30', '15', '-4', '35', '15']:pred [40.82106   15.         1.1901644 35.         6.7557216]
hatchback_-30_15_-36_35_15_140_30_420:gt ['-30', '15', '-36', '35', '15']:pred [30.        6.436789 36.       46.626163 15.      ]
hatchback_-30_23_-22_48_15_20_70_420:gt ['-30', '23', '-22', '48', '15']:pred [25.17262  11.177954 38.100807 32.167492 17.447277]
sedan4door_-30_23_-4_10_28_50_70_420:gt ['-30', '23', '-4', '10', '28']:pred [35.44431   31.566238   7.5527186 10.        14.842392 ]
suv_-30_23_-4_48_15_50_70_420:gt ['-30', '23', '-4', '48', '15']:pred [34.436386 28.850037  2.279523 19.6834    5.798966]
hybrid_-30_45_-36_35_28_230_30_420:gt ['-30', '45', '-36', '35', '28']:pred [30.       18.964628 36.       35.       15.18663 ]
suv_-17_15_-22_35_28_50_70_420:gt ['-17', '15', '-22', '35', '28']:pred [12.652602 14.258078 18.958412 35.       14.088199]
suv_-50_15_-22_35_28_20_30_420:gt ['-50', '15', '-22', '35', '28']:pred [26.171421 15.       27.90687  35.       24.17581 ]
sedan4door_-17_15_-4_48_46_140_30_420:gt ['-17', '15', '-4', '48', '46']:pred [17.       11.463552  4.       38.58085  46.      ]
suv_-30_23_-4_35_46_20_70_420:gt ['-30', '23', '-4', '35', '46']:pred [35.060276 12.394268 13.083769 35.       33.583637]
hybrid_-30_45_-22_35_15_50_70_420:gt ['-30', '45', '-22', '35', '15']:pred [36.194077 40.180614 22.       35.       11.129708]
hybrid_-30_45_-36_35_46_230_70_420:gt ['-30', '45', '-36', '35', '46']:pred [24.398726 32.004116 36.       35.       20.861006]
hybrid_-30_23_-4_35_28_20_30_420:gt ['-30', '23', '-4', '35', '28']:pred [29.542463 23.        4.       35.       14.953073]
hatchback_-30_23_-4_35_46_230_30_420:gt ['-30', '23', '-4', '35', '46']:pred [30.        6.845909  4.       40.166317 33.758797]
sedan2door_-30_23_-22_35_46_230_30_420:gt ['-30', '23', '-22', '35', '46']:pred [30.       16.655218 22.       35.       24.7872  ]
sedan2door_-30_23_-4_35_46_140_70_420:gt ['-30', '23', '-4', '35', '46']:pred [16.152935 24.472593  4.       14.744107 22.241829]
suv_-17_45_-36_48_46_230_70_420:gt ['-17', '45', '-36', '48', '46']:pred [15.138124 33.53834  30.586918 32.74409  13.120913]
sedan2door_-17_15_-36_35_46_230_30_420:gt ['-17', '15', '-36', '35', '46']:pred [17.        6.051703 36.       35.       18.944517]
hybrid_-50_45_-22_35_15_230_70_420:gt ['-50', '45', '-22', '35', '15']:pred [34.066036  37.701035  22.        35.         3.0377016]
sedan4door_-30_23_-4_35_28_20_70_420:gt ['-30', '23', '-4', '35', '28']:pred [31.399147 19.032984  9.503303 40.309315  6.840209]
hatchback_-30_15_-4_48_15_140_70_420:gt ['-30', '15', '-4', '48', '15']:pred [20.41317    9.0378275  4.        43.02016    6.9258533]
sedan2door_-50_45_-22_35_46_140_70_420:gt ['-50', '45', '-22', '35', '46']:pred [32.05646  49.852554 22.       35.       22.420893]
hatchback_-17_23_-22_10_46_20_30_420:gt ['-17', '23', '-22', '10', '46']:pred [13.752667 23.       27.844017 10.       20.337843]
hybrid_-50_23_-36_10_15_50_70_420:gt ['-50', '23', '-36', '10', '15']:pred [47.74153   19.893078   7.579389  10.        10.3782015]
hybrid_-50_45_-4_48_15_230_30_420:gt ['-50', '45', '-4', '48', '15']:pred [50.        21.2643     4.        48.         5.9674606]
hatchback_-30_23_-22_48_28_20_70_420:gt ['-30', '23', '-22', '48', '28']:pred [23.211695 14.708779 34.78558  34.8736   26.602396]
hybrid_-50_45_-36_48_46_50_30_420:gt ['-50', '45', '-36', '48', '46']:pred [41.92977 45.      36.      48.      46.     ]
sedan4door_-17_15_-22_35_28_140_30_420:gt ['-17', '15', '-22', '35', '28']:pred [17.         6.1562595 22.        32.037582  28.       ]
suv_-30_23_-22_48_15_230_70_420:gt ['-30', '23', '-22', '48', '15']:pred [21.87824  18.301405 27.981943 31.555882  2.255473]
suv_-50_45_-4_35_28_50_70_420:gt ['-50', '45', '-4', '35', '28']:pred [38.275604 42.743126 15.348002 21.89318   8.117598]
hatchback_-17_45_-36_10_28_140_70_420:gt ['-17', '45', '-36', '10', '28']:pred [23.687275 38.604813 36.       17.3019   16.20005 ]
sedan4door_-50_45_-22_10_28_50_30_420:gt ['-50', '45', '-22', '10', '28']:pred [39.18058 45.      38.82986 10.      28.     ]
sedan2door_-50_45_-22_10_46_140_30_420:gt ['-50', '45', '-22', '10', '46']:pred [50.      38.24128 22.      10.      46.     ]
suv_-30_23_-36_35_28_20_30_420:gt ['-30', '23', '-36', '35', '28']:pred [38.329086 23.       36.73138  35.       23.285519]
sedan4door_-17_23_-22_35_46_50_70_420:gt ['-17', '23', '-22', '35', '46']:pred [15.590149 25.969067 22.212831 35.       13.103651]
hatchback_-30_23_-22_10_28_140_70_420:gt ['-30', '23', '-22', '10', '28']:pred [21.165949 15.378111 22.       18.475174 21.315363]
suv_-17_15_-36_48_28_50_30_420:gt ['-17', '15', '-36', '48', '28']:pred [15.485677 15.       40.879665 48.       28.      ]
sedan4door_-50_45_-22_10_28_20_70_420:gt ['-50', '45', '-22', '10', '28']:pred [34.749588 30.190765 26.319632 10.        9.703529]
sedan2door_-30_15_-36_10_46_140_30_420:gt ['-30', '15', '-36', '10', '46']:pred [30.        6.467221 36.       10.       46.      ]
hybrid_-30_23_-4_35_15_20_30_420:gt ['-30', '23', '-4', '35', '15']:pred [29.602276  23.         4.        35.         4.6871133]
hybrid_-17_45_-36_48_46_140_70_420:gt ['-17', '45', '-36', '48', '46']:pred [12.454262 36.77317  36.       48.       18.290945]
sedan2door_-50_15_-36_35_15_230_30_420:gt ['-50', '15', '-36', '35', '15']:pred [50.         4.310569  36.        35.         4.4313636]
hybrid_-50_45_-4_48_15_50_70_420:gt ['-50', '45', '-4', '48', '15']:pred [47.65602   32.51941    6.7705655 48.        12.578835 ]
sedan4door_-17_23_-36_35_46_140_70_420:gt ['-17', '23', '-36', '35', '46']:pred [ 8.10726  16.20114  36.       34.05471  21.369854]
suv_-50_45_-22_10_46_140_70_420:gt ['-50', '45', '-22', '10', '46']:pred [34.444183  33.092438  22.        13.0768585 25.96038  ]
suv_-50_15_-4_35_46_140_30_420:gt ['-50', '15', '-4', '35', '46']:pred [50.        4.426509  4.       33.695835 46.      ]
hybrid_-30_23_-22_48_15_230_30_420:gt ['-30', '23', '-22', '48', '15']:pred [30.         4.216425  22.        48.         2.5161583]
sedan2door_-50_23_-22_35_15_50_70_420:gt ['-50', '23', '-22', '35', '15']:pred [43.54687  22.935863 23.688395 35.       15.227055]
hybrid_-17_15_-22_10_15_20_70_420:gt ['-17', '15', '-22', '10', '15']:pred [ 8.096414   4.3108582 22.        10.         7.9631577]
hybrid_-50_15_-36_48_46_50_30_420:gt ['-50', '15', '-36', '48', '46']:pred [42.74897 15.      36.      48.      46.     ]
hatchback_-50_45_-36_35_15_230_70_420:gt ['-50', '45', '-36', '35', '15']:pred [36.303444 41.212498 39.473827 33.808697  5.03089 ]
suv_-50_15_-22_10_28_140_30_420:gt ['-50', '15', '-22', '10', '28']:pred [50.         3.5139823 22.         6.200916  28.       ]
hybrid_-30_45_-4_48_28_20_30_420:gt ['-30', '45', '-4', '48', '28']:pred [29.3584   45.        4.       48.       15.888539]
hybrid_-50_23_-36_48_46_230_30_420:gt ['-50', '23', '-36', '48', '46']:pred [50.         4.8765306 36.        48.        36.67448  ]
sedan4door_-17_45_-4_35_28_20_70_420:gt ['-17', '45', '-4', '35', '28']:pred [14.280472  33.141155   3.6542218 34.522797  10.2766   ]
suv_-30_15_-36_35_46_140_30_420:gt ['-30', '15', '-36', '35', '46']:pred [30.        4.985093 36.       34.99956  46.      ]
hatchback_-30_45_-4_48_28_50_30_420:gt ['-30', '45', '-4', '48', '28']:pred [33.789875  45.         5.4310904 48.        28.       ]
hybrid_-17_23_-22_48_28_230_30_420:gt ['-17', '23', '-22', '48', '28']:pred [17.         4.912162  22.        48.        10.1588335]
sedan2door_-17_45_-22_35_46_140_30_420:gt ['-17', '45', '-22', '35', '46']:pred [17.       38.276962 22.       35.       46.      ]
hybrid_-50_23_-22_48_46_140_70_420:gt ['-50', '23', '-22', '48', '46']:pred [41.976627 17.837185 22.       48.       30.598776]
sedan2door_-50_45_-4_10_15_20_70_420:gt ['-50', '45', '-4', '10', '15']:pred [33.950512 31.650421  4.       10.       10.682263]
suv_-17_45_-36_10_15_50_30_420:gt ['-17', '45', '-36', '10', '15']:pred [18.584967 45.       39.23075  10.       15.      ]
sedan4door_-30_45_-4_35_28_50_30_420:gt ['-30', '45', '-4', '35', '28']:pred [42.091972  45.         5.8170643 35.         5.95934  ]
hatchback_-17_23_-4_35_46_50_30_420:gt ['-17', '23', '-4', '35', '46']:pred [20.769087 23.       18.185905 35.       46.      ]
hatchback_-30_45_-4_10_46_50_30_420:gt ['-30', '45', '-4', '10', '46']:pred [34.6929   45.        7.750177 10.       46.      ]
sedan4door_-17_45_-36_35_15_230_70_420:gt ['-17', '45', '-36', '35', '15']:pred [ 9.902796 43.269394 41.446415 39.47957   4.057544]
hatchback_-17_23_-36_48_28_20_30_420:gt ['-17', '23', '-36', '48', '28']:pred [12.573489 23.       36.774982 48.       14.847849]
sedan2door_-30_23_-36_10_15_20_70_420:gt ['-30', '23', '-36', '10', '15']:pred [35.345062  9.930065 36.       10.       10.497939]
sedan4door_-50_45_-36_35_46_50_70_420:gt ['-50', '45', '-36', '35', '46']:pred [47.23043  37.197243 32.089165 24.440916 18.302887]
sedan4door_-30_15_-4_10_46_230_30_420:gt ['-30', '15', '-4', '10', '46']:pred [30.        4.52683   4.        4.78604  39.776405]
suv_-50_15_-36_35_15_50_70_420:gt ['-50', '15', '-36', '35', '15']:pred [33.96491  16.85792  32.94125  27.466948 10.70696 ]
sedan4door_-30_45_-22_48_15_20_70_420:gt ['-30', '45', '-22', '48', '15']:pred [27.257978  36.631195  26.321022  38.06362    6.0555253]
sedan2door_-17_15_-22_35_46_50_70_420:gt ['-17', '15', '-22', '35', '46']:pred [14.283814  9.281663 22.       35.       13.702813]
hatchback_-50_45_-22_35_15_140_70_420:gt ['-50', '45', '-22', '35', '15']:pred [39.642056 32.826332 22.       32.527855  9.701468]
hybrid_-30_15_-22_10_28_140_70_420:gt ['-30', '15', '-22', '10', '28']:pred [20.172838   7.2921767 22.        10.         9.683391 ]
sedan2door_-50_45_-22_35_46_230_30_420:gt ['-50', '45', '-22', '35', '46']:pred [50.       36.836166 22.       35.       27.30046 ]
hatchback_-17_15_-36_35_15_140_30_420:gt ['-17', '15', '-36', '35', '15']:pred [17.        6.559001 36.       46.813892 15.      ]
hatchback_-17_45_-4_35_46_140_30_420:gt ['-17', '45', '-4', '35', '46']:pred [17.       17.053207  4.       46.021133 46.      ]
suv_-30_45_-4_35_46_50_30_420:gt ['-30', '45', '-4', '35', '46']:pred [36.924652  45.         3.5969157 35.        46.       ]
hatchback_-30_23_-36_35_15_140_30_420:gt ['-30', '23', '-36', '35', '15']:pred [30.        6.098427 36.       42.75897  15.      ]
suv_-30_15_-36_10_28_140_70_420:gt ['-30', '15', '-36', '10', '28']:pred [18.897192  8.260229 36.        9.227747 17.932707]
sedan2door_-30_23_-36_48_15_230_70_420:gt ['-30', '23', '-36', '48', '15']:pred [14.342891 16.436298 36.       48.        2.800629]
suv_-17_23_-36_48_15_140_70_420:gt ['-17', '23', '-36', '48', '15']:pred [18.400356 19.092945 36.       33.493744  6.665153]
suv_-30_23_-36_10_28_50_70_420:gt ['-30', '23', '-36', '10', '28']:pred [24.548916 28.929592 34.67144  10.       17.152597]
hatchback_-17_23_-22_10_46_230_30_420:gt ['-17', '23', '-22', '10', '46']:pred [17.         3.6779494 22.         5.403641  37.019417 ]
hatchback_-17_45_-22_48_28_230_70_420:gt ['-17', '45', '-22', '48', '28']:pred [10.729309 36.673508 29.501965 43.055992 12.764694]
hybrid_-50_15_-4_10_28_230_30_420:gt ['-50', '15', '-4', '10', '28']:pred [50.         2.8815594  4.        10.        11.828378 ]
hybrid_-50_23_-22_35_46_20_30_420:gt ['-50', '23', '-22', '35', '46']:pred [32.774174 23.       22.       35.       25.727077]
sedan4door_-30_45_-22_10_46_50_30_420:gt ['-30', '45', '-22', '10', '46']:pred [34.783817 45.       35.82811  10.       46.      ]
suv_-17_23_-22_48_46_140_30_420:gt ['-17', '23', '-22', '48', '46']:pred [17.       11.295593 22.       47.22677  46.      ]
sedan4door_-30_15_-4_48_28_230_30_420:gt ['-30', '15', '-4', '48', '28']:pred [30.        6.71172   4.       42.305458 15.223603]
hybrid_-50_45_-36_10_28_20_30_420:gt ['-50', '45', '-36', '10', '28']:pred [35.590847 45.       36.       10.       19.064383]
hybrid_-30_45_-22_35_28_20_30_420:gt ['-30', '45', '-22', '35', '28']:pred [28.836199 45.       22.       35.       14.997032]
hatchback_-30_45_-22_10_15_50_30_420:gt ['-30', '45', '-22', '10', '15']:pred [27.65303  45.       30.547882 10.       15.      ]
hybrid_-17_45_-4_10_28_20_70_420:gt ['-17', '45', '-4', '10', '28']:pred [10.7599325 26.922838   4.        10.        21.322798 ]
sedan4door_-17_15_-22_48_46_230_70_420:gt ['-17', '15', '-22', '48', '46']:pred [ 8.742025 17.248886 32.55766  46.38201  18.503702]
sedan2door_-50_15_-36_48_28_20_70_420:gt ['-50', '15', '-36', '48', '28']:pred [31.294102   3.8304265 36.        48.         9.485592 ]
hatchback_-30_23_-36_10_46_50_30_420:gt ['-30', '23', '-36', '10', '46']:pred [28.298414 23.       44.606358 10.       46.      ]
sedan4door_-17_23_-4_35_15_140_70_420:gt ['-17', '23', '-4', '35', '15']:pred [ 9.330338  11.074843   4.        33.275623   4.9659624]
sedan4door_-50_23_-22_48_46_50_30_420:gt ['-50', '23', '-22', '48', '46']:pred [39.44681  23.       38.495296 48.       46.      ]
hatchback_-17_15_-4_48_15_20_30_420:gt ['-17', '15', '-4', '48', '15']:pred [10.863931  15.         5.3136063 48.         2.8547447]
hybrid_-17_45_-22_10_28_140_30_420:gt ['-17', '45', '-22', '10', '28']:pred [17.       25.577478 22.       10.       28.      ]
hatchback_-17_45_-22_48_28_230_30_420:gt ['-17', '45', '-22', '48', '28']:pred [17.       34.866318 22.       48.19381  18.614304]
suv_-50_45_-22_10_15_50_30_420:gt ['-50', '45', '-22', '10', '15']:pred [42.735184 45.       19.020945 10.       15.      ]
suv_-17_45_-4_10_28_140_70_420:gt ['-17', '45', '-4', '10', '28']:pred [18.175453 35.83184   4.       11.171055 14.250471]
suv_-50_45_-36_48_28_230_70_420:gt ['-50', '45', '-36', '48', '28']:pred [39.9045   34.318016 30.854158 29.916775 10.915169]
hybrid_-50_15_-36_35_46_50_30_420:gt ['-50', '15', '-36', '35', '46']:pred [44.074223 15.       36.       35.       46.      ]
hatchback_-17_15_-22_35_46_50_30_420:gt ['-17', '15', '-22', '35', '46']:pred [18.201626 15.       37.805576 35.       46.      ]
hybrid_-17_45_-4_35_46_20_30_420:gt ['-17', '45', '-4', '35', '46']:pred [ 5.865407 45.        4.       35.       27.301182]
sedan2door_-50_23_-36_35_28_230_70_420:gt ['-50', '23', '-36', '35', '28']:pred [25.729916 23.765745 36.       35.        4.208477]
sedan2door_-50_15_-22_10_15_230_30_420:gt ['-50', '15', '-22', '10', '15']:pred [50.         4.065375  22.        10.         4.7048593]
hybrid_-50_15_-4_10_28_20_30_420:gt ['-50', '15', '-4', '10', '28']:pred [35.21462  15.        4.       10.       15.099439]
suv_-17_23_-36_35_46_230_70_420:gt ['-17', '23', '-36', '35', '46']:pred [15.142216 20.888258 29.270136 28.089262 11.36674 ]
suv_-50_15_-36_35_46_140_30_420:gt ['-50', '15', '-36', '35', '46']:pred [50.         4.9831443 36.        35.0967    46.       ]
hybrid_-30_45_-4_48_28_140_70_420:gt ['-30', '45', '-4', '48', '28']:pred [18.576736  40.97992    4.        48.         6.4461617]
hybrid_-30_45_-22_10_46_50_30_420:gt ['-30', '45', '-22', '10', '46']:pred [41.697838 45.       22.       10.       46.      ]
hatchback_-50_23_-22_48_15_230_70_420:gt ['-50', '23', '-22', '48', '15']:pred [38.433994  25.25096   29.62476   41.347065   4.1963396]
suv_-50_45_-22_48_46_20_30_420:gt ['-50', '45', '-22', '48', '46']:pred [26.592096 45.       25.446262 48.       26.56289 ]
sedan2door_-17_15_-36_35_28_20_70_420:gt ['-17', '15', '-36', '35', '28']:pred [13.476778  2.447235 36.       35.        8.478874]
suv_-50_45_-36_48_28_20_30_420:gt ['-50', '45', '-36', '48', '28']:pred [32.53971  45.       40.000404 48.       22.872211]
hatchback_-17_45_-36_48_28_50_70_420:gt ['-17', '45', '-36', '48', '28']:pred [12.811948 41.346764 41.123524 25.234255 15.895782]
sedan4door_-30_23_-4_48_46_50_70_420:gt ['-30', '23', '-4', '48', '46']:pred [36.382545  34.77591    6.3243456 19.20667   19.435486 ]
hatchback_-30_23_-36_35_15_20_70_420:gt ['-30', '23', '-36', '35', '15']:pred [23.893993 11.41566  43.6708   21.146034 18.55459 ]
sedan2door_-30_45_-22_35_15_140_30_420:gt ['-30', '45', '-22', '35', '15']:pred [30.       34.640488 22.       35.       15.      ]
sedan4door_-17_45_-4_10_46_50_70_420:gt ['-17', '45', '-4', '10', '46']:pred [20.90151  43.478737  5.429631 10.        9.663832]
hybrid_-50_15_-36_10_46_20_30_420:gt ['-50', '15', '-36', '10', '46']:pred [33.080414 15.       36.       10.       22.87592 ]
sedan2door_-17_45_-36_35_46_50_30_420:gt ['-17', '45', '-36', '35', '46']:pred [21.772135 45.       36.       35.       46.      ]
sedan2door_-50_45_-4_48_15_20_30_420:gt ['-50', '45', '-4', '48', '15']:pred [29.282457 45.        4.       48.        2.9891  ]
sedan4door_-17_15_-4_10_15_20_70_420:gt ['-17', '15', '-4', '10', '15']:pred [13.216147   2.8342474  2.9608867 10.         3.243687 ]
suv_-30_15_-36_10_46_50_30_420:gt ['-30', '15', '-36', '10', '46']:pred [38.466373 15.       47.861126 10.       46.      ]
hybrid_-17_23_-4_48_46_140_70_420:gt ['-17', '23', '-4', '48', '46']:pred [12.366994 13.07073   4.       48.       27.72623 ]
hatchback_-50_23_-36_48_46_20_70_420:gt ['-50', '23', '-36', '48', '46']:pred [35.48961  19.432789 40.786816 33.286053 36.399433]
sedan2door_-50_45_-36_10_46_50_30_420:gt ['-50', '45', '-36', '10', '46']:pred [46.885868 45.       32.08076  10.       46.      ]
suv_-30_23_-36_10_28_20_70_420:gt ['-30', '23', '-36', '10', '28']:pred [32.807602 11.001683 35.999905 10.       17.405127]
sedan2door_-30_15_-22_48_46_140_70_420:gt ['-30', '15', '-22', '48', '46']:pred [12.434029  9.596732 22.       11.076748 21.436403]
sedan4door_-50_23_-36_10_28_50_30_420:gt ['-50', '23', '-36', '10', '28']:pred [41.284145 23.       45.025677 10.       28.      ]
sedan2door_-30_23_-36_10_46_20_30_420:gt ['-30', '23', '-36', '10', '46']:pred [33.676376 23.       36.       10.       22.346752]
sedan2door_-30_15_-36_48_15_140_30_420:gt ['-30', '15', '-36', '48', '15']:pred [30.        6.744325 36.       48.       15.      ]
sedan2door_-30_23_-22_35_28_50_70_420:gt ['-30', '23', '-22', '35', '28']:pred [36.92347  23.81763  22.       35.       19.019695]
sedan2door_-17_15_-36_48_46_50_30_420:gt ['-17', '15', '-36', '48', '46']:pred [20.235914 15.       36.       48.       46.      ]
suv_-50_45_-4_48_46_50_30_420:gt ['-50', '45', '-4', '48', '46']:pred [35.775692  45.         3.8910377 48.        46.       ]
