sedan2door_-30_23_-4_48_15_20_30_420:gt ['-30', '23', '-4', '48', '15']:pred [30.666483 23.        4.       48.        8.111878]
hatchback_-17_15_-4_35_28_20_30_420:gt ['-17', '15', '-4', '35', '28']:pred [28.795345 15.        6.079177 35.       20.716827]
suv_-17_23_-22_10_15_230_30_420:gt ['-17', '23', '-22', '10', '15']:pred [17.        8.58872  22.        9.045781 10.803571]
hatchback_-17_23_-4_10_15_50_30_420:gt ['-17', '23', '-4', '10', '15']:pred [42.510475  23.        10.9090185 10.        15.       ]
suv_-30_15_-22_10_28_50_30_420:gt ['-30', '15', '-22', '10', '28']:pred [31.375572 15.       34.453735 10.       28.      ]
sedan4door_-50_15_-36_48_28_230_70_420:gt ['-50', '15', '-36', '48', '28']:pred [34.45584   15.5036745 35.756813  52.01671   32.17803  ]
suv_-50_15_-36_35_15_20_70_420:gt ['-50', '15', '-36', '35', '15']:pred [47.297092 27.759462 22.372013 35.       11.345496]
sedan2door_-30_15_-22_10_46_140_30_420:gt ['-30', '15', '-22', '10', '46']:pred [30.        9.563807 22.       10.       11.732914]
hatchback_-30_15_-22_10_46_140_70_420:gt ['-30', '15', '-22', '10', '46']:pred [32.835052   5.855604  22.        15.2537155 55.742203 ]
hybrid_-30_15_-22_10_46_230_70_420:gt ['-30', '15', '-22', '10', '46']:pred [40.75849   7.240345 22.       10.       38.902607]
sedan4door_-30_15_-22_48_15_20_70_420:gt ['-30', '15', '-22', '48', '15']:pred [32.335354  32.89409   14.258813  31.194967   6.4979286]
hybrid_-17_15_-4_48_46_230_70_420:gt ['-17', '15', '-4', '48', '46']:pred [25.21163   6.458694  4.       48.       41.449917]
sedan4door_-50_45_-36_10_46_50_30_420:gt ['-50', '45', '-36', '10', '46']:pred [33.231308 45.       36.693935 10.       46.      ]
hybrid_-17_23_-4_48_15_140_30_420:gt ['-17', '23', '-4', '48', '15']:pred [17.       21.124102  4.       48.       15.      ]
hybrid_-17_45_-36_35_28_140_70_420:gt ['-17', '45', '-36', '35', '28']:pred [34.602634 22.383743 36.       35.       39.14414 ]
hybrid_-17_23_-36_35_15_230_70_420:gt ['-17', '23', '-36', '35', '15']:pred [22.209953 10.040292 36.       35.       12.489087]
suv_-50_23_-4_10_46_230_30_420:gt ['-50', '23', '-4', '10', '46']:pred [50.        9.027979  4.       15.219065 51.417168]
suv_-50_15_-22_48_28_140_30_420:gt ['-50', '15', '-22', '48', '28']:pred [50.       19.042942 22.       26.203438 13.955863]
hybrid_-30_15_-36_35_46_140_70_420:gt ['-30', '15', '-36', '35', '46']:pred [35.236042   4.3199134 36.        35.        43.91796  ]
sedan2door_-17_45_-36_10_46_140_30_420:gt ['-17', '45', '-36', '10', '46']:pred [17.       34.500797 36.       10.       11.351636]
hatchback_-17_23_-36_48_46_50_30_420:gt ['-17', '23', '-36', '48', '46']:pred [48.027775 23.       39.703934 48.       46.      ]
sedan4door_-17_23_-4_10_15_230_30_420:gt ['-17', '23', '-4', '10', '15']:pred [17.       22.78255   4.       17.670116 18.596863]
suv_-17_45_-36_10_15_20_70_420:gt ['-17', '45', '-36', '10', '15']:pred [27.647167 35.56037  28.4361   10.        8.438598]
hatchback_-50_23_-22_48_15_20_30_420:gt ['-50', '23', '-22', '48', '15']:pred [49.728157 23.       33.53917  48.       12.768407]
hatchback_-50_23_-36_10_28_230_70_420:gt ['-50', '23', '-36', '10', '28']:pred [44.147633 19.41177  31.604649 17.705503 36.574615]
hatchback_-50_45_-4_10_46_230_30_420:gt ['-50', '45', '-4', '10', '46']:pred [50.       40.758827  4.       18.89534  45.853203]
sedan2door_-30_15_-4_48_28_50_70_420:gt ['-30', '15', '-4', '48', '28']:pred [43.941734 15.216669  4.       48.       14.631736]
suv_-30_45_-4_35_15_140_70_420:gt ['-30', '45', '-4', '35', '15']:pred [30.70384  40.63041   4.       44.05929  20.635525]
hybrid_-30_15_-22_10_28_20_30_420:gt ['-30', '15', '-22', '10', '28']:pred [41.38293  15.       22.       10.       17.119473]
hybrid_-50_15_-4_10_46_50_70_420:gt ['-50', '15', '-4', '10', '46']:pred [19.30299  21.841583  4.       10.       30.433327]
hatchback_-50_23_-4_35_46_50_30_420:gt ['-50', '23', '-4', '35', '46']:pred [46.00604  23.       21.162647 35.       46.      ]
hatchback_-30_45_-36_10_15_140_70_420:gt ['-30', '45', '-36', '10', '15']:pred [35.746506 26.070026 36.       25.091932 22.012772]
suv_-30_23_-22_10_28_140_70_420:gt ['-30', '23', '-22', '10', '28']:pred [35.01114   6.702469 22.       15.344116 43.549522]
sedan2door_-50_15_-22_35_28_140_30_420:gt ['-50', '15', '-22', '35', '28']:pred [50.       11.243102 22.       35.       11.180033]
suv_-17_45_-4_48_28_230_70_420:gt ['-17', '45', '-4', '48', '28']:pred [20.64304  51.24434  19.585773 46.851685 32.124123]
hybrid_-50_45_-22_35_28_230_30_420:gt ['-50', '45', '-22', '35', '28']:pred [50.       42.355663 22.       21.67512  31.169575]
hatchback_-30_23_-22_10_28_20_70_420:gt ['-30', '23', '-22', '10', '28']:pred [23.880108 22.605156 17.934168 39.265137 34.71996 ]
suv_-50_15_-22_48_46_230_30_420:gt ['-50', '15', '-22', '48', '46']:pred [50.       14.477612 22.       42.962776 51.735565]
sedan4door_-50_15_-4_35_46_140_30_420:gt ['-50', '15', '-4', '35', '46']:pred [50.       10.820291  4.       27.890259 11.899486]
sedan2door_-30_45_-36_48_46_50_30_420:gt ['-30', '45', '-36', '48', '46']:pred [45.993477 45.       36.       48.       46.      ]
hatchback_-17_23_-22_48_15_50_30_420:gt ['-17', '23', '-22', '48', '15']:pred [43.496277 23.       26.85151  48.       15.      ]
sedan4door_-50_23_-22_35_46_230_70_420:gt ['-50', '23', '-22', '35', '46']:pred [28.879179 37.196323 25.242048 42.90662  50.235767]
sedan2door_-30_15_-4_10_15_20_30_420:gt ['-30', '15', '-4', '10', '15']:pred [31.102102 15.        4.       10.        7.538957]
sedan2door_-30_15_-36_10_15_50_70_420:gt ['-30', '15', '-36', '10', '15']:pred [44.070053 16.781054 36.       10.       10.0301  ]
suv_-50_45_-36_48_28_50_30_420:gt ['-50', '45', '-36', '48', '28']:pred [36.985138 45.       42.99411  48.       28.      ]
sedan2door_-17_45_-36_35_46_140_30_420:gt ['-17', '45', '-36', '35', '46']:pred [17.       34.357994 36.       35.       11.64187 ]
suv_-30_45_-4_48_28_20_70_420:gt ['-30', '45', '-4', '48', '28']:pred [35.679104 42.344715  7.064253 48.       13.549297]
hatchback_-50_45_-22_10_15_140_30_420:gt ['-50', '45', '-22', '10', '15']:pred [50.       36.66773  22.       15.006198 14.830435]
sedan4door_-17_45_-4_10_46_230_70_420:gt ['-17', '45', '-4', '10', '46']:pred [18.996298 41.977634 16.571186 17.214375 50.849495]
hybrid_-17_23_-36_10_28_230_30_420:gt ['-17', '23', '-36', '10', '28']:pred [17.        9.490928 36.       10.       23.35149 ]
hatchback_-30_23_-36_35_15_140_70_420:gt ['-30', '23', '-36', '35', '15']:pred [35.789043 14.861886 36.       30.577812 29.319328]
sedan2door_-30_45_-22_35_46_230_30_420:gt ['-30', '45', '-22', '35', '46']:pred [30.       52.088158 22.       35.       44.89472 ]
hybrid_-17_15_-22_35_46_20_30_420:gt ['-17', '15', '-22', '35', '46']:pred [22.751358 15.       22.       35.       22.29841 ]
suv_-30_45_-4_35_15_140_30_420:gt ['-30', '45', '-4', '35', '15']:pred [30.       41.103527  4.       24.442312 14.7608  ]
suv_-30_15_-22_48_46_230_70_420:gt ['-30', '15', '-22', '48', '46']:pred [40.38122  14.856269 36.879814 43.31583  40.595367]
suv_-50_45_-4_35_28_50_70_420:gt ['-50', '45', '-4', '35', '28']:pred [41.369778 44.444763 34.583412 35.553276  8.720448]
hybrid_-50_15_-4_35_15_140_70_420:gt ['-50', '15', '-4', '35', '15']:pred [23.436302   9.5791025  4.        35.        21.76789  ]
hatchback_-17_23_-36_35_28_230_70_420:gt ['-17', '23', '-36', '35', '28']:pred [24.644197 21.212181 35.172657 33.200027 37.074394]
suv_-17_15_-4_35_15_230_30_420:gt ['-17', '15', '-4', '35', '15']:pred [17.        8.410537  4.       22.08927  12.32792 ]
suv_-17_23_-36_10_15_230_70_420:gt ['-17', '23', '-36', '10', '15']:pred [25.31737  22.744474 37.231094 19.75807  24.939133]
suv_-50_45_-4_35_15_140_70_420:gt ['-50', '45', '-4', '35', '15']:pred [23.341278 48.173874  4.       43.725525 18.088312]
sedan4door_-17_23_-4_10_15_230_70_420:gt ['-17', '23', '-4', '10', '15']:pred [20.47922  11.453459 15.151598 15.450647 16.229752]
hybrid_-30_45_-36_35_15_140_70_420:gt ['-30', '45', '-36', '35', '15']:pred [38.42286  27.556595 36.       35.       21.124523]
sedan2door_-17_45_-4_48_15_230_70_420:gt ['-17', '45', '-4', '48', '15']:pred [23.303398 39.861244  4.       48.       10.825513]
hybrid_-30_15_-4_48_15_50_70_420:gt ['-30', '15', '-4', '48', '15']:pred [25.509756 16.698084  4.       48.        8.588469]
sedan2door_-50_45_-36_48_15_230_30_420:gt ['-50', '45', '-36', '48', '15']:pred [50.       51.474983 36.       48.       13.334834]
hybrid_-30_45_-36_48_46_20_30_420:gt ['-30', '45', '-36', '48', '46']:pred [40.775536 45.       36.       48.       27.768623]
hatchback_-50_15_-22_35_46_230_30_420:gt ['-50', '15', '-22', '35', '46']:pred [50.        6.163311 22.       24.466242 43.323414]
sedan2door_-17_23_-4_48_28_230_70_420:gt ['-17', '23', '-4', '48', '28']:pred [22.089949 17.545794  4.       48.       33.04338 ]
hybrid_-17_15_-36_48_46_140_30_420:gt ['-17', '15', '-36', '48', '46']:pred [17.       13.724192 36.       48.       12.482888]
sedan2door_-30_15_-4_10_28_140_30_420:gt ['-30', '15', '-4', '10', '28']:pred [30.       10.316551  4.       10.        8.946436]
hatchback_-17_23_-36_35_46_230_70_420:gt ['-17', '23', '-36', '35', '46']:pred [23.626087 21.578804 36.11542  29.239222 52.980736]
sedan4door_-17_15_-22_10_15_50_70_420:gt ['-17', '15', '-22', '10', '15']:pred [33.4601   12.857442 22.761282 19.84879   4.95548 ]
sedan4door_-50_23_-22_48_28_50_30_420:gt ['-50', '23', '-22', '48', '28']:pred [33.05867  23.       31.758312 48.       28.      ]
suv_-30_23_-36_48_46_20_30_420:gt ['-30', '23', '-36', '48', '46']:pred [40.56557 23.      43.25892 48.      26.28929]
hybrid_-17_15_-36_48_28_20_30_420:gt ['-17', '15', '-36', '48', '28']:pred [26.363777 15.       36.       48.       15.767153]
sedan2door_-30_15_-22_48_46_50_30_420:gt ['-30', '15', '-22', '48', '46']:pred [44.45812 15.      22.      48.      46.     ]
hatchback_-17_23_-4_10_28_230_30_420:gt ['-17', '23', '-4', '10', '28']:pred [17.       10.547775  4.        8.677696 37.414593]
sedan2door_-17_23_-22_35_28_230_70_420:gt ['-17', '23', '-22', '35', '28']:pred [21.948717 17.615192 22.       35.       32.092693]
hatchback_-30_23_-22_35_46_230_30_420:gt ['-30', '23', '-22', '35', '46']:pred [30.        8.81291  22.       25.56781  44.299667]
hatchback_-30_15_-4_10_46_50_30_420:gt ['-30', '15', '-4', '10', '46']:pred [39.66612  15.       19.197962 10.       46.      ]
hybrid_-30_23_-4_10_15_230_70_420:gt ['-30', '23', '-4', '10', '15']:pred [37.72737   10.9156475  4.        10.        10.558104 ]
hybrid_-50_23_-36_48_28_50_30_420:gt ['-50', '23', '-36', '48', '28']:pred [37.842392 23.       36.       48.       28.      ]
sedan4door_-17_23_-36_35_46_230_30_420:gt ['-17', '23', '-36', '35', '46']:pred [17.       28.328924 36.       43.76508  52.71122 ]
suv_-30_23_-22_48_46_50_30_420:gt ['-30', '23', '-22', '48', '46']:pred [35.951355 23.       41.319485 48.       46.      ]
sedan2door_-30_23_-36_48_15_140_70_420:gt ['-30', '23', '-36', '48', '15']:pred [31.980303   6.3865094 36.        48.        44.0748   ]
hybrid_-50_23_-36_10_28_230_70_420:gt ['-50', '23', '-36', '10', '28']:pred [32.1019   11.775454 36.       10.       34.36633 ]
sedan2door_-17_23_-36_10_15_230_70_420:gt ['-17', '23', '-36', '10', '15']:pred [22.730442 16.156221 36.       10.       10.312887]
sedan2door_-50_23_-4_35_28_140_70_420:gt ['-50', '23', '-4', '35', '28']:pred [18.47803  11.060778  4.       35.       44.621155]
sedan2door_-17_15_-22_35_46_20_30_420:gt ['-17', '15', '-22', '35', '46']:pred [15.933954 15.       22.       35.       18.102413]
suv_-17_15_-4_48_28_20_70_420:gt ['-17', '15', '-4', '48', '28']:pred [19.774021  25.082283   5.7064276 48.        16.784927 ]
sedan2door_-30_45_-22_10_15_50_30_420:gt ['-30', '45', '-22', '10', '15']:pred [45.37625 45.      22.      10.      15.     ]
suv_-30_23_-22_35_28_230_70_420:gt ['-30', '23', '-22', '35', '28']:pred [37.21086  33.116817 31.468134 38.671677 30.30404 ]
sedan4door_-50_23_-22_48_46_140_30_420:gt ['-50', '23', '-22', '48', '46']:pred [50.       25.01205  22.       32.31051  13.108634]
sedan2door_-30_15_-36_48_28_50_30_420:gt ['-30', '15', '-36', '48', '28']:pred [43.904453 15.       36.       48.       28.      ]
sedan4door_-30_23_-4_48_46_50_70_420:gt ['-30', '23', '-4', '48', '46']:pred [42.569412  24.854378  16.870384  39.533787   7.9431267]
sedan2door_-30_15_-4_35_15_140_70_420:gt ['-30', '15', '-4', '35', '15']:pred [35.20428    6.0062017  4.        35.        44.588367 ]
hybrid_-50_45_-4_48_46_140_70_420:gt ['-50', '45', '-4', '48', '46']:pred [30.994127 37.80242   4.       48.       40.376602]
suv_-50_45_-4_48_28_50_70_420:gt ['-50', '45', '-4', '48', '28']:pred [45.117947 47.249344 34.55175  39.013805  8.406617]
suv_-17_45_-4_35_15_20_70_420:gt ['-17', '45', '-4', '35', '15']:pred [24.278484  39.13203    6.5637197 35.         7.1048923]
hybrid_-30_45_-22_10_15_20_70_420:gt ['-30', '45', '-22', '10', '15']:pred [22.882296 23.092463 22.       10.       13.895655]
hatchback_-50_23_-36_48_15_230_70_420:gt ['-50', '23', '-36', '48', '15']:pred [42.71393  31.759632 36.370552 46.477654 11.944253]
hybrid_-50_15_-4_48_15_50_70_420:gt ['-50', '15', '-4', '48', '15']:pred [21.074585 22.34998   4.       48.        8.593412]
suv_-30_45_-22_48_46_50_70_420:gt ['-30', '45', '-22', '48', '46']:pred [48.827526 33.53418  21.821299 43.024822 26.770092]
sedan4door_-30_15_-4_10_28_50_30_420:gt ['-30', '15', '-4', '10', '28']:pred [34.448505 15.       10.114445 10.       28.      ]
sedan4door_-17_45_-22_48_15_20_70_420:gt ['-17', '45', '-22', '48', '15']:pred [29.978394  44.79126   18.899036  37.230453   6.9355307]
hybrid_-50_15_-22_48_28_20_30_420:gt ['-50', '15', '-22', '48', '28']:pred [49.484055 15.       22.       48.       12.508057]
hybrid_-50_23_-4_48_46_140_30_420:gt ['-50', '23', '-4', '48', '46']:pred [50.       20.96748   4.       48.       12.997111]
sedan2door_-50_23_-22_35_28_20_30_420:gt ['-50', '23', '-22', '35', '28']:pred [43.261257 23.       22.       35.        8.724546]
suv_-30_45_-4_10_46_230_30_420:gt ['-30', '45', '-4', '10', '46']:pred [30.       44.602955  4.       21.388376 53.187885]
hybrid_-50_15_-36_35_15_20_70_420:gt ['-50', '15', '-36', '35', '15']:pred [33.249794 13.958138 36.       35.       13.065532]
hybrid_-17_15_-36_10_28_20_70_420:gt ['-17', '15', '-36', '10', '28']:pred [17.822113 13.099043 36.       10.       28.627897]
hybrid_-30_23_-4_10_28_20_70_420:gt ['-30', '23', '-4', '10', '28']:pred [24.198212 19.62777   4.       10.       29.236193]
hatchback_-30_45_-36_48_15_140_70_420:gt ['-30', '45', '-36', '48', '15']:pred [39.885918 38.956154 36.       38.497227 24.908554]
hybrid_-17_15_-4_10_28_230_70_420:gt ['-17', '15', '-4', '10', '28']:pred [22.26011   6.64728   4.       10.       38.717213]
hybrid_-30_45_-36_35_46_20_30_420:gt ['-30', '45', '-36', '35', '46']:pred [41.127316 45.       36.       35.       27.307236]
hybrid_-50_45_-4_10_28_230_30_420:gt ['-50', '45', '-4', '10', '28']:pred [50.       41.574455  4.       22.24395  29.866299]
sedan4door_-17_45_-22_48_15_230_70_420:gt ['-17', '45', '-22', '48', '15']:pred [18.98034  49.744434 31.81268  48.772957 13.22363 ]
sedan2door_-30_45_-36_48_15_50_70_420:gt ['-30', '45', '-36', '48', '15']:pred [41.339584 25.461452 36.       48.        9.48817 ]
sedan2door_-30_45_-4_35_28_50_70_420:gt ['-30', '45', '-4', '35', '28']:pred [41.52732  26.741549  4.       35.       14.165854]
hybrid_-30_45_-4_10_46_230_30_420:gt ['-30', '45', '-4', '10', '46']:pred [30.       41.03476   4.       10.       45.374084]
hatchback_-17_45_-4_10_28_50_70_420:gt ['-17', '45', '-4', '10', '28']:pred [25.051975 10.008931 12.918373 33.51637  19.27092 ]
hatchback_-30_23_-36_35_46_140_70_420:gt ['-30', '23', '-36', '35', '46']:pred [34.98311  13.086162 36.       30.08897  53.118374]
hybrid_-17_23_-36_10_28_50_70_420:gt ['-17', '23', '-36', '10', '28']:pred [21.639923  13.030972  36.        10.        10.8208065]
sedan2door_-50_15_-36_35_28_140_30_420:gt ['-50', '15', '-36', '35', '28']:pred [50.       10.819455 36.       35.       11.402957]
sedan2door_-17_23_-36_35_15_20_30_420:gt ['-17', '23', '-36', '35', '15']:pred [15.921979 23.       36.       35.       10.114482]
hybrid_-30_45_-4_35_28_20_70_420:gt ['-30', '45', '-4', '35', '28']:pred [22.690468 23.612642  4.       35.       29.301346]
hybrid_-50_23_-4_10_46_50_70_420:gt ['-50', '23', '-4', '10', '46']:pred [20.1302   24.442532  4.       10.       29.778036]
hybrid_-30_45_-4_48_28_140_70_420:gt ['-30', '45', '-4', '48', '28']:pred [38.00566 27.55329  4.      48.      36.16876]
hatchback_-50_23_-36_48_15_50_70_420:gt ['-50', '23', '-36', '48', '15']:pred [37.0713   36.568493 32.96533  38.82492  16.620241]
sedan4door_-17_23_-4_35_15_20_30_420:gt ['-17', '23', '-4', '35', '15']:pred [20.857101  23.         5.5965004 35.        11.252199 ]
suv_-50_23_-4_35_15_50_70_420:gt ['-50', '23', '-4', '35', '15']:pred [39.474926 31.635721 34.331264 32.00294   7.759519]
sedan4door_-17_23_-4_35_28_230_30_420:gt ['-17', '23', '-4', '35', '28']:pred [17.       24.102238  4.       35.858658 39.87875 ]
suv_-30_23_-36_48_28_230_70_420:gt ['-30', '23', '-36', '48', '28']:pred [39.339558 32.73674  40.200134 45.327038 32.64695 ]
sedan4door_-30_23_-36_48_15_50_70_420:gt ['-30', '23', '-36', '48', '15']:pred [38.66315  34.274036 36.661366 37.12788   6.557603]
hybrid_-30_45_-4_35_15_230_70_420:gt ['-30', '45', '-4', '35', '15']:pred [41.246006 37.88307   4.       35.        8.73778 ]
hybrid_-30_45_-22_35_28_50_30_420:gt ['-30', '45', '-22', '35', '28']:pred [38.36448 45.      22.      35.      28.     ]
hatchback_-30_45_-4_48_28_230_30_420:gt ['-30', '45', '-4', '48', '28']:pred [30.       38.33805   4.       43.550854 39.121456]
hybrid_-17_15_-22_10_28_140_30_420:gt ['-17', '15', '-22', '10', '28']:pred [17.       16.188501 22.       10.        9.689801]
suv_-30_15_-4_10_46_20_30_420:gt ['-30', '15', '-4', '10', '46']:pred [38.369503 15.       11.047761 10.       30.715849]
sedan2door_-30_15_-36_35_15_140_30_420:gt ['-30', '15', '-36', '35', '15']:pred [30.       11.16315  36.       35.        7.908143]
hatchback_-17_45_-36_10_28_20_30_420:gt ['-17', '45', '-36', '10', '28']:pred [34.70221  45.       31.143944 10.       22.7012  ]
suv_-17_15_-22_35_46_50_30_420:gt ['-17', '15', '-22', '35', '46']:pred [32.14862  15.       41.804646 35.       46.      ]
sedan4door_-30_23_-22_35_28_20_30_420:gt ['-30', '23', '-22', '35', '28']:pred [38.576614 23.       31.939627 35.       13.98046 ]
hybrid_-50_23_-36_48_15_230_70_420:gt ['-50', '23', '-36', '48', '15']:pred [33.23237  12.54728  36.       48.        9.044904]
hatchback_-30_45_-4_10_46_20_70_420:gt ['-30', '45', '-4', '10', '46']:pred [27.283989 37.222473  8.782679 50.30855  36.2992  ]
sedan2door_-50_45_-22_10_15_230_70_420:gt ['-50', '45', '-22', '10', '15']:pred [38.110157 43.771675 22.       10.       11.54784 ]
sedan4door_-30_45_-4_48_46_20_70_420:gt ['-30', '45', '-4', '48', '46']:pred [36.16667  39.9728    6.912096 40.6197   30.674976]
hybrid_-17_15_-4_48_28_230_70_420:gt ['-17', '15', '-4', '48', '28']:pred [22.511242  6.791027  4.       48.       38.16546 ]
sedan2door_-50_15_-22_35_28_50_70_420:gt ['-50', '15', '-22', '35', '28']:pred [34.626858 23.881927 22.       35.       15.27199 ]
sedan2door_-17_45_-36_48_46_20_30_420:gt ['-17', '45', '-36', '48', '46']:pred [14.75314  45.       36.       48.       19.509598]
sedan2door_-50_23_-36_35_15_20_70_420:gt ['-50', '23', '-36', '35', '15']:pred [41.396915 34.137405 36.       35.       18.170538]
sedan2door_-50_15_-4_10_15_20_30_420:gt ['-50', '15', '-4', '10', '15']:pred [44.179947 15.        4.       10.        6.570979]
