suv_-40_20_-20_20_40_240_80_400:gt ['-40', '20', '-20', '20', '40']:pred [21.484638 23.551023 21.614264 24.023294 22.71466 ]
sedan4door_-40_40_0_20_40_240_80_450:gt ['-40', '40', '0', '20', '40']:pred [22.42138  22.362629 19.527697 20.83445  20.088713]
suv_-40_20_0_40_40_80_20_400:gt ['-40', '20', '0', '40', '40']:pred [27.43167 20.      19.54229 40.      40.     ]
hybrid_-40_40_0_20_0_320_20_450:gt ['-40', '40', '0', '20', '0']:pred [21.90938  40.        0.       20.       15.440418]
hatchback_0_40_-40_20_0_240_60_450:gt ['0', '40', '-40', '20', '0']:pred [21.398932 18.91777  23.179098 20.57838  19.34285 ]
sedan4door_-40_0_0_0_20_240_80_400:gt ['-40', '0', '0', '0', '20']:pred [18.254623 18.103212 18.305847 17.521545 18.296238]
hatchback_-20_20_-20_20_20_0_40_400:gt ['-20', '20', '-20', '20', '20']:pred [20.068125 20.       18.097376 20.       20.498743]
sedan4door_-20_0_-20_0_20_240_40_400:gt ['-20', '0', '-20', '0', '20']:pred [20.       16.712559 20.       20.533384 20.461067]
hybrid_0_20_0_0_0_0_60_400:gt ['0', '20', '0', '0', '0']:pred [12.473315 18.609432 16.387148  0.       17.004347]
sedan4door_-40_40_-40_0_0_80_20_450:gt ['-40', '40', '-40', '0', '0']:pred [24.283875 40.       20.987045  0.        0.      ]
hatchback_0_20_-20_20_0_240_40_400:gt ['0', '20', '-20', '20', '0']:pred [ 0.       17.437183 20.       19.889296 17.486729]
suv_-40_40_0_0_0_80_80_400:gt ['-40', '40', '0', '0', '0']:pred [22.10229  22.378693 21.984386 21.852118  0.      ]
sedan2door_-20_20_0_20_20_320_60_400:gt ['-20', '20', '0', '20', '20']:pred [20.071596 23.032618 17.350016 20.       22.422825]
sedan2door_-20_20_-40_0_20_320_80_450:gt ['-20', '20', '-40', '0', '20']:pred [17.16666  17.223743 18.124788  0.       19.148685]
sedan2door_-20_0_-20_20_20_320_20_450:gt ['-20', '0', '-20', '20', '20']:pred [16.039513  0.       20.472572 20.       19.26459 ]
suv_-20_20_-20_0_0_240_40_400:gt ['-20', '20', '-20', '0', '0']:pred [20.       17.272257 20.       19.909027 21.579708]
sedan4door_0_0_-40_0_0_320_20_400:gt ['0', '0', '-40', '0', '0']:pred [16.5948    0.       23.403898  0.       20.194077]
sedan4door_0_0_-40_0_0_320_80_400:gt ['0', '0', '-40', '0', '0']:pred [15.200032 18.344942 20.370773 19.528221 19.703892]
sedan2door_-20_40_-20_40_40_320_20_450:gt ['-20', '40', '-20', '40', '40']:pred [18.022182 40.       21.462162 40.       20.003283]
hybrid_0_20_-40_40_20_320_80_450:gt ['0', '20', '-40', '40', '20']:pred [14.242299 17.32241  18.267336 40.       15.507308]
hatchback_-40_20_0_40_0_80_80_450:gt ['-40', '20', '0', '40', '0']:pred [22.031948 23.75635  23.257635 21.80484   0.      ]
suv_0_0_0_0_20_160_60_450:gt ['0', '0', '0', '0', '20']:pred [17.784632 16.071495  0.       20.041508 18.182865]
hybrid_-40_20_0_20_20_320_60_450:gt ['-40', '20', '0', '20', '20']:pred [25.280298 22.60447  19.84465  20.       17.858135]
suv_-40_20_0_0_40_160_20_450:gt ['-40', '20', '0', '0', '40']:pred [40.       19.166122  0.       19.38855  40.      ]
sedan4door_0_0_0_0_20_160_20_400:gt ['0', '0', '0', '0', '20']:pred [ 0.       16.492678  0.       18.910276 20.      ]
hybrid_-40_40_0_0_0_240_20_400:gt ['-40', '40', '0', '0', '0']:pred [40.       22.140411  0.       18.645378 19.95189 ]
hatchback_-20_0_0_40_20_80_80_450:gt ['-20', '0', '0', '40', '20']:pred [20.698412 21.034613 22.060013 20.902798 20.      ]
sedan4door_-40_40_0_20_40_0_60_450:gt ['-40', '40', '0', '20', '40']:pred [24.88105  26.75222  20.398796 20.       19.717213]
hybrid_0_20_-40_40_20_240_20_400:gt ['0', '20', '-40', '40', '20']:pred [ 0.      19.16122 40.      40.      22.72164]
suv_-20_40_0_40_20_160_80_450:gt ['-20', '40', '0', '40', '20']:pred [23.315277 22.865057  0.       21.750141 20.661642]
sedan2door_0_20_-40_40_20_240_20_400:gt ['0', '20', '-40', '40', '20']:pred [ 0.       21.338833 40.       40.       21.129711]
sedan4door_-20_40_0_0_0_160_60_400:gt ['-20', '40', '0', '0', '0']:pred [18.673977 19.304697  0.       19.81076  18.470613]
sedan2door_0_40_-20_40_40_320_40_400:gt ['0', '40', '-20', '40', '40']:pred [12.71166  40.       15.147263 40.       18.416859]
hybrid_-20_20_-20_40_40_0_60_400:gt ['-20', '20', '-20', '40', '40']:pred [17.941055 22.80954  21.330357 40.       24.05071 ]
hatchback_0_40_-40_0_40_80_40_400:gt ['0', '40', '-40', '0', '40']:pred [20.62167  26.240332 22.699856  0.       40.      ]
hatchback_0_0_0_0_0_160_60_450:gt ['0', '0', '0', '0', '0']:pred [16.026104 14.779504  0.       17.950958 15.403274]
hybrid_0_20_-40_40_20_160_80_450:gt ['0', '20', '-40', '40', '20']:pred [16.224098 17.420698 40.       19.333755 17.905025]
hatchback_0_20_-20_0_20_320_60_450:gt ['0', '20', '-20', '0', '20']:pred [19.994322 22.055857 20.960926  0.       19.688046]
suv_-20_20_-40_40_0_80_80_450:gt ['-20', '20', '-40', '40', '0']:pred [22.844189 21.555668 22.318956 26.058586  0.      ]
sedan2door_-40_0_-40_40_0_0_20_400:gt ['-40', '0', '-40', '40', '0']:pred [22.448746  0.       16.630735 40.        0.      ]
sedan4door_-20_40_0_20_40_0_80_450:gt ['-20', '40', '0', '20', '40']:pred [20.182074 20.913914 19.780752 22.28107  19.02213 ]
hatchback_-20_40_0_40_40_80_80_450:gt ['-20', '40', '0', '40', '40']:pred [21.482347 23.338566 23.702305 22.049053 40.      ]
suv_-40_0_-40_20_0_160_40_400:gt ['-40', '0', '-40', '20', '0']:pred [40.       18.506464 40.       20.300285 19.48873 ]
hybrid_-20_0_-40_40_40_0_60_450:gt ['-20', '0', '-40', '40', '40']:pred [17.518015 23.783428 20.228045 40.       21.607777]
hybrid_-40_0_-40_0_40_0_60_450:gt ['-40', '0', '-40', '0', '40']:pred [22.068985 25.850224 22.098429  0.       22.761335]
hatchback_-40_40_-20_0_20_0_40_400:gt ['-40', '40', '-20', '0', '20']:pred [23.04274  40.       19.493153  0.       20.941185]
sedan2door_-40_0_0_0_40_320_40_400:gt ['-40', '0', '0', '0', '40']:pred [22.957024  0.       18.590197  0.       21.14589 ]
sedan4door_-20_20_0_0_0_160_40_450:gt ['-20', '20', '0', '0', '0']:pred [20.       19.34093   0.       21.127026 17.740479]
hybrid_0_0_-40_0_20_0_60_450:gt ['0', '0', '-40', '0', '20']:pred [13.164625 21.059011 18.247595  0.       17.299578]
hybrid_0_20_-20_40_40_320_40_450:gt ['0', '20', '-20', '40', '40']:pred [15.89917  20.       20.       40.       18.355501]
hatchback_-40_0_0_0_40_160_20_400:gt ['-40', '0', '0', '0', '40']:pred [40.       17.89822   0.       18.966915 40.      ]
hatchback_-40_40_-20_20_20_80_80_450:gt ['-40', '40', '-20', '20', '20']:pred [24.892036 24.025131 24.632158 21.814217 20.      ]
sedan2door_-20_40_-20_40_20_240_40_450:gt ['-20', '40', '-20', '40', '20']:pred [20.       20.508211 20.       40.       18.514622]
suv_-20_40_-20_20_0_0_40_400:gt ['-20', '40', '-20', '20', '0']:pred [18.26635  40.       15.21024  20.       16.929018]
hybrid_0_0_-20_0_40_0_20_400:gt ['0', '0', '-20', '0', '40']:pred [12.650408  0.       20.        0.       40.      ]
hybrid_-40_40_-20_40_20_160_60_400:gt ['-40', '40', '-20', '40', '20']:pred [20.890867 21.543678 20.       19.397537 18.49207 ]
sedan4door_-40_20_0_20_20_160_60_400:gt ['-40', '20', '0', '20', '20']:pred [18.759777 17.007542  0.       18.581545 21.79766 ]
sedan2door_-40_20_0_0_0_240_60_450:gt ['-40', '20', '0', '0', '0']:pred [21.313002 18.695892  0.       21.181974 17.227768]
suv_-40_40_-20_0_40_240_40_450:gt ['-40', '40', '-20', '0', '40']:pred [40.       21.816717 20.       21.100008 23.392643]
sedan2door_-40_20_-40_20_40_320_20_400:gt ['-40', '20', '-40', '20', '40']:pred [25.093761 20.       19.92657  20.       22.044163]
sedan2door_-20_0_0_20_0_320_60_400:gt ['-20', '0', '0', '20', '0']:pred [21.509775 22.074127 16.715187 20.       19.809393]
sedan2door_0_0_-20_0_0_160_40_400:gt ['0', '0', '-20', '0', '0']:pred [ 0.       17.319824 20.        0.       20.464033]
sedan4door_-20_20_-20_0_0_240_40_400:gt ['-20', '20', '-20', '0', '0']:pred [20.       18.622555 20.       18.831758 21.875483]
hybrid_-40_20_-40_40_0_240_20_450:gt ['-40', '20', '-40', '40', '0']:pred [40.       15.00835  40.       40.       18.424303]
suv_-40_0_-40_0_40_240_20_450:gt ['-40', '0', '-40', '0', '40']:pred [40.       20.86038  40.       21.541128 24.22992 ]
sedan4door_-20_20_0_20_40_160_40_400:gt ['-20', '20', '0', '20', '40']:pred [20.       21.34728   0.       22.047503 21.335682]
suv_-20_0_0_20_0_320_60_450:gt ['-20', '0', '0', '20', '0']:pred [19.470114 20.915405 18.426538 26.553112 15.785283]
suv_-20_40_-40_40_0_80_40_400:gt ['-20', '40', '-40', '40', '0']:pred [24.109213 29.008766 22.635992 40.        0.      ]
suv_-40_0_0_40_20_160_60_450:gt ['-40', '0', '0', '40', '20']:pred [22.92514  20.091772  0.       22.481802 20.609049]
sedan2door_-20_0_-40_20_0_0_40_400:gt ['-20', '0', '-40', '20', '0']:pred [17.020134  0.       17.06595  20.       18.566315]
suv_-20_40_0_0_20_160_80_450:gt ['-20', '40', '0', '0', '20']:pred [22.41421  21.519285  0.       20.932951 20.315   ]
hatchback_0_20_-40_40_40_320_40_450:gt ['0', '20', '-40', '40', '40']:pred [20.825485 20.       25.176315 40.       20.604406]
sedan4door_-20_20_-40_0_20_80_20_400:gt ['-20', '20', '-40', '0', '20']:pred [18.5594   20.       20.192976  0.       20.      ]
hatchback_0_0_0_0_20_160_80_400:gt ['0', '0', '0', '0', '20']:pred [19.801836 16.863203  0.       21.105865 19.675789]
hybrid_-20_0_-40_0_20_320_40_450:gt ['-20', '0', '-40', '0', '20']:pred [17.611536  0.       40.        0.       18.009506]
hatchback_-40_20_-20_0_40_0_20_450:gt ['-40', '20', '-20', '0', '40']:pred [22.590328 20.       20.772587  0.       40.      ]
suv_0_0_-40_40_20_80_20_450:gt ['0', '0', '-40', '40', '20']:pred [21.177496  0.       22.979362 40.       20.      ]
hybrid_-40_20_-40_40_20_80_40_450:gt ['-40', '20', '-40', '40', '20']:pred [23.729292 21.071918 40.       40.       20.      ]
hatchback_-40_0_-40_0_20_160_20_400:gt ['-40', '0', '-40', '0', '20']:pred [40.       18.153187 40.       18.771957 20.      ]
suv_-20_0_0_20_40_80_80_450:gt ['-20', '0', '0', '20', '40']:pred [17.481413 18.11958  20.671276 21.090395 40.      ]
suv_-40_20_-40_20_20_0_40_400:gt ['-40', '20', '-40', '20', '20']:pred [26.842585 20.       19.96725  20.       21.65583 ]
hybrid_-20_20_0_40_40_80_80_450:gt ['-20', '20', '0', '40', '40']:pred [21.138641 19.237934  0.       24.054548 40.      ]
hybrid_0_40_0_0_0_320_20_450:gt ['0', '40', '0', '0', '0']:pred [14.223614 40.        0.        0.       15.836098]
hatchback_-20_40_0_40_40_80_20_400:gt ['-20', '40', '0', '40', '40']:pred [22.558294 40.        0.       40.       40.      ]
suv_-40_20_-40_40_20_320_40_450:gt ['-40', '20', '-40', '40', '20']:pred [28.080433 20.       23.39389  40.       21.274323]
suv_-40_40_-40_40_40_80_60_400:gt ['-40', '40', '-40', '40', '40']:pred [30.168303 29.210396 22.076256 27.037453 25.281618]
sedan4door_0_0_-40_40_40_240_40_400:gt ['0', '0', '-40', '40', '40']:pred [ 0.       19.580769 40.       22.68305  23.35806 ]
sedan4door_-40_0_-20_0_20_160_20_400:gt ['-40', '0', '-20', '0', '20']:pred [40.       16.974226 20.       18.753538 20.      ]
hatchback_0_0_-20_40_40_0_80_450:gt ['0', '0', '-20', '40', '40']:pred [18.752256 20.166979 23.899078 24.135511 20.967968]
sedan4door_-20_0_-40_0_40_80_40_450:gt ['-20', '0', '-40', '0', '40']:pred [19.167744 19.082422 19.937254  0.       40.      ]
sedan2door_-20_40_-20_40_20_320_40_400:gt ['-20', '40', '-20', '40', '20']:pred [16.379015 40.       17.925537 40.       19.421406]
hatchback_0_20_-20_0_40_80_20_450:gt ['0', '20', '-20', '0', '40']:pred [19.866758 20.       20.598574  0.       40.      ]
hybrid_-40_40_-40_20_20_160_80_400:gt ['-40', '40', '-40', '20', '20']:pred [21.777693 20.876799 40.       25.082672 20.937351]
hybrid_0_0_0_20_40_320_80_450:gt ['0', '0', '0', '20', '40']:pred [12.285218 15.09919   0.       20.       19.393147]
suv_0_0_0_20_40_0_60_450:gt ['0', '0', '0', '20', '40']:pred [13.528437 22.443604 17.046246 20.       19.620546]
hybrid_0_0_-40_20_0_0_40_400:gt ['0', '0', '-40', '20', '0']:pred [12.240756  0.       16.084944 20.       17.493595]
sedan2door_-40_20_-20_0_40_320_40_450:gt ['-40', '20', '-20', '0', '40']:pred [23.522764 20.       20.        0.       20.616741]
sedan4door_0_0_0_20_40_80_60_450:gt ['0', '0', '0', '20', '40']:pred [13.212287 15.282518 16.11979  17.210453 15.680845]
hybrid_0_40_-40_40_20_80_60_400:gt ['0', '40', '-40', '40', '20']:pred [14.072823 18.913208 40.       40.       17.902895]
sedan2door_-40_0_0_0_20_0_80_400:gt ['-40', '0', '0', '0', '20']:pred [22.624203 20.250526 18.5954    0.       20.955963]
hybrid_-40_40_-40_0_0_320_20_450:gt ['-40', '40', '-40', '0', '0']:pred [21.389936 40.       40.        0.       15.77498 ]
sedan4door_0_0_-20_20_20_80_60_400:gt ['0', '0', '-20', '20', '20']:pred [17.423729 17.031994 18.685638 23.405819 17.030712]
suv_-20_40_-20_40_20_0_20_450:gt ['-20', '40', '-20', '40', '20']:pred [19.610441 40.       20.091469 40.       20.      ]
suv_0_0_-20_0_0_240_60_400:gt ['0', '0', '-20', '0', '0']:pred [17.125345 17.041239 23.296335 21.209202 17.944544]
sedan2door_-20_20_0_40_0_240_40_400:gt ['-20', '20', '0', '40', '0']:pred [20.       18.512012  0.       40.       16.844887]
sedan4door_-40_20_-40_40_40_80_40_450:gt ['-40', '20', '-40', '40', '40']:pred [23.489569 22.331825 21.687864 40.       40.      ]
hatchback_0_40_-40_0_20_160_80_450:gt ['0', '40', '-40', '0', '20']:pred [22.950752 19.267893 25.735157 20.90682  19.796375]
sedan4door_-20_40_0_0_0_160_80_400:gt ['-20', '40', '0', '0', '0']:pred [17.180698 20.809464 23.166988 21.63625  20.395912]
sedan4door_0_20_-20_20_0_320_40_450:gt ['0', '20', '-20', '20', '0']:pred [16.13839  20.       18.078964 20.       16.339872]
hybrid_-20_0_-20_20_0_0_80_400:gt ['-20', '0', '-20', '20', '0']:pred [16.455614 17.799183 20.       20.       18.527655]
sedan2door_-40_20_-20_40_0_160_60_400:gt ['-40', '20', '-20', '40', '0']:pred [18.445496 14.920211 20.       19.031046 19.535246]
hybrid_-20_0_-20_20_40_80_20_450:gt ['-20', '0', '-20', '20', '40']:pred [19.416315  0.       20.       20.       40.      ]
suv_-20_0_-40_0_40_320_60_400:gt ['-20', '0', '-40', '0', '40']:pred [25.623766 30.714573 23.9591    0.       25.807663]
suv_-20_40_0_40_40_240_80_450:gt ['-20', '40', '0', '40', '40']:pred [23.381624 23.708902 22.27972  21.868359 24.28872 ]
sedan4door_0_0_0_20_20_80_40_400:gt ['0', '0', '0', '20', '20']:pred [15.376219 19.737108 16.440294 20.       20.      ]
suv_-20_0_-20_0_40_80_40_400:gt ['-20', '0', '-20', '0', '40']:pred [19.871471 24.620539 21.440557  0.       40.      ]
hatchback_0_20_-20_20_20_240_40_450:gt ['0', '20', '-20', '20', '20']:pred [ 0.       15.676317 20.       20.27155  17.604834]
hybrid_-40_20_0_40_20_320_40_400:gt ['-40', '20', '0', '40', '20']:pred [24.987223 20.       20.529709 40.       18.36787 ]
sedan4door_-20_40_0_0_0_160_60_450:gt ['-20', '40', '0', '0', '0']:pred [20.414593 20.515043  0.       20.436775 18.908056]
hybrid_0_40_-20_40_20_160_60_400:gt ['0', '40', '-20', '40', '20']:pred [19.671276 20.615    20.       19.138025 17.56972 ]
hatchback_-20_0_-40_20_20_240_60_450:gt ['-20', '0', '-40', '20', '20']:pred [21.066563 17.275812 24.699425 19.749586 19.585663]
sedan2door_0_0_-40_0_0_320_80_450:gt ['0', '0', '-40', '0', '0']:pred [14.200549 14.72735  40.        0.       17.44526 ]
suv_-40_0_0_40_40_240_60_450:gt ['-40', '0', '0', '40', '40']:pred [24.382658 20.697062  0.       21.933746 24.408146]
hatchback_-40_40_-20_0_0_0_20_450:gt ['-40', '40', '-20', '0', '0']:pred [21.416433 40.       20.971195  0.        0.      ]
sedan2door_-40_40_0_0_40_240_60_450:gt ['-40', '40', '0', '0', '40']:pred [20.79913  20.688154  0.       22.313364 18.476448]
suv_0_40_-20_20_20_160_40_450:gt ['0', '40', '-20', '20', '20']:pred [ 0.       22.897526 20.       20.754206 19.754093]
suv_0_0_-20_20_20_0_40_450:gt ['0', '0', '-20', '20', '20']:pred [16.499544  0.       18.225044 20.       19.806187]
suv_0_20_-40_0_0_160_20_450:gt ['0', '20', '-40', '0', '0']:pred [ 0.       20.021557 40.       20.160067  0.      ]
sedan2door_-20_0_-20_40_0_80_40_400:gt ['-20', '0', '-20', '40', '0']:pred [18.208607 20.218473 20.       40.        0.      ]
suv_-20_40_-20_0_0_240_20_450:gt ['-20', '40', '-20', '0', '0']:pred [20.       21.9765   20.       20.758558 22.153376]
sedan2door_-40_20_-40_40_40_240_20_400:gt ['-40', '20', '-40', '40', '40']:pred [40.       20.884312 40.       40.       21.952522]
sedan4door_-40_40_-20_40_0_160_80_400:gt ['-40', '40', '-20', '40', '0']:pred [20.35438  24.29769  24.689001 23.907515 22.349413]
sedan4door_0_20_-20_40_0_160_20_450:gt ['0', '20', '-20', '40', '0']:pred [ 0.       18.525139 20.       20.316122  0.      ]
sedan2door_0_20_-20_20_20_160_20_450:gt ['0', '20', '-20', '20', '20']:pred [ 0.       19.465992 20.       20.       20.      ]
suv_0_0_0_20_0_240_80_450:gt ['0', '0', '0', '20', '0']:pred [18.303272 18.97402  19.46447  17.790781 18.982504]
sedan2door_-40_40_0_40_0_160_60_450:gt ['-40', '40', '0', '40', '0']:pred [20.508982 18.802326  0.       20.685123 19.624006]
sedan4door_-40_40_-20_40_40_0_80_450:gt ['-40', '40', '-20', '40', '40']:pred [25.87027  22.874779 21.436424 22.501415 20.10762 ]
sedan2door_0_0_0_40_40_80_60_450:gt ['0', '0', '0', '40', '40']:pred [15.796686 15.052958  0.       40.       17.727442]
sedan2door_-40_20_-20_40_20_80_40_450:gt ['-40', '20', '-20', '40', '20']:pred [23.718342 20.622927 20.       40.       20.      ]
suv_0_40_-20_40_20_160_80_450:gt ['0', '40', '-20', '40', '20']:pred [22.805521 21.83244  24.267616 21.843845 20.13827 ]
sedan2door_-40_40_-40_20_40_80_20_400:gt ['-40', '40', '-40', '20', '40']:pred [21.562601 40.       40.       20.       40.      ]
hatchback_-20_20_0_20_0_80_80_400:gt ['-20', '20', '0', '20', '0']:pred [22.805492 22.240322 22.299143 23.411278 18.68091 ]
hybrid_-20_0_-40_20_0_0_60_450:gt ['-20', '0', '-40', '20', '0']:pred [16.530582 20.715363 40.       20.       17.039495]
sedan4door_-40_0_0_20_40_320_80_450:gt ['-40', '0', '0', '20', '40']:pred [20.156002 20.675703 18.398434 20.241915 18.007965]
sedan2door_0_20_0_40_40_0_20_400:gt ['0', '20', '0', '40', '40']:pred [15.387996 20.        0.       40.       40.      ]
sedan4door_-20_0_-40_0_20_240_20_450:gt ['-20', '0', '-40', '0', '20']:pred [20.       19.819378 40.       21.983702 18.941114]
hybrid_0_40_0_20_20_240_80_450:gt ['0', '40', '0', '20', '20']:pred [18.501621 20.183298  0.       20.841393 19.311047]
hatchback_-40_20_-20_0_0_320_20_400:gt ['-40', '20', '-20', '0', '0']:pred [24.447874 20.       24.456522  0.       21.040949]
suv_0_0_-20_0_0_320_40_400:gt ['0', '0', '-20', '0', '0']:pred [13.762353  0.       15.669043  0.       15.867411]
sedan2door_0_40_0_0_40_160_40_450:gt ['0', '40', '0', '0', '40']:pred [ 0.       23.174868  0.        0.       21.486057]
suv_0_20_-40_0_20_320_60_450:gt ['0', '20', '-40', '0', '20']:pred [19.583744 25.322714 21.84457   0.       21.156918]
sedan4door_-20_20_-40_20_20_80_40_450:gt ['-20', '20', '-40', '20', '20']:pred [20.210932 20.355238 21.109613 20.       20.      ]
sedan4door_0_0_-40_0_0_160_20_450:gt ['0', '0', '-40', '0', '0']:pred [ 0.       16.314007 40.       19.310785  0.      ]
sedan4door_0_20_-40_40_40_0_40_450:gt ['0', '20', '-40', '40', '40']:pred [17.801332 20.       20.937664 40.       19.948812]
hatchback_-40_20_-20_0_20_0_60_400:gt ['-40', '20', '-20', '0', '20']:pred [23.195333 25.619698 23.123827  0.       22.52453 ]
suv_-40_20_-40_0_20_0_40_450:gt ['-40', '20', '-40', '0', '20']:pred [28.243923 20.       22.365263  0.       22.568436]
sedan2door_-20_0_-40_0_20_320_60_400:gt ['-20', '0', '-40', '0', '20']:pred [19.31553  22.13898  17.320827  0.       22.59732 ]
sedan2door_-40_20_0_0_20_240_80_400:gt ['-40', '20', '0', '0', '20']:pred [20.848152 19.936993  0.       18.918983 19.933035]
sedan4door_-20_0_-20_40_40_240_40_400:gt ['-20', '0', '-20', '40', '40']:pred [20.       19.780306 20.       22.768799 22.951656]
hatchback_-40_40_0_40_20_160_60_450:gt ['-40', '40', '0', '40', '20']:pred [21.598248 20.562805  0.       20.52488  19.008526]
hatchback_0_40_-20_20_40_160_40_450:gt ['0', '40', '-20', '20', '40']:pred [ 0.       21.167263 20.       20.75628  19.951448]
hybrid_0_40_-20_0_40_160_80_450:gt ['0', '40', '-20', '0', '40']:pred [20.67896  19.3695   20.       21.528069 20.894154]
sedan4door_-40_0_-40_20_40_0_80_450:gt ['-40', '0', '-40', '20', '40']:pred [23.52774  21.674046 21.481901 22.77423  21.697361]
hybrid_-40_0_-20_20_0_160_20_450:gt ['-40', '0', '-20', '20', '0']:pred [40.       17.133179 20.       20.        0.      ]
